MDTU,plaq,Re(det),Im(det),link
1,0.876339,0.261517,0.0641323,0.0958245
2,0.882071,0.271987,0.0673018,0.0964674
3,0.842966,0.242627,0.0618407,0.0922409
4,0.87128,0.269828,0.0655563,0.0956844
5,0.845672,0.251447,0.0623317,0.0926752
6,0.866614,0.27388,0.0679841,0.0951478
7,0.874222,0.274516,0.0668128,0.0963415
8,0.848628,0.268121,0.0666365,0.0925407
9,0.846856,0.276381,0.0667921,0.09226
10,0.847907,0.270178,0.068559,0.0928093
11,0.863377,0.278852,0.0709919,0.0948996
12,0.863377,0.278852,0.0709919,0.0948996
13,0.849248,0.257308,0.0674707,0.0942504
14,0.827054,0.245506,0.0649875,0.0915544
15,0.850338,0.258095,0.0685842,0.0952966
16,0.851606,0.252119,0.0671266,0.0960598
17,0.818903,0.236595,0.0667809,0.0931829
18,0.844089,0.260866,0.0718728,0.0952973
19,0.887859,0.300145,0.0802176,0.100404
20,0.896161,0.322796,0.0848852,0.100783
21,0.858704,0.297168,0.0801176,0.0965349
22,0.858704,0.297168,0.0801176,0.0965349
23,0.858704,0.297168,0.0801176,0.0965349
24,0.858704,0.297168,0.0801176,0.0965349
25,0.858704,0.297168,0.0801176,0.0965349
26,0.858704,0.297168,0.0801176,0.0965349
27,0.858704,0.297168,0.0801176,0.0965349
28,0.861794,0.291417,0.0813605,0.097868
29,0.872926,0.304189,0.0830208,0.0983688
30,0.872926,0.304189,0.0830208,0.0983688
31,0.872926,0.304189,0.0830208,0.0983688
32,0.851986,0.301138,0.0840653,0.0957708
33,0.851986,0.301138,0.0840653,0.0957708
34,0.881448,0.32423,0.0892321,0.0997812
35,0.905603,0.343634,0.0931495,0.101823
36,0.90752,0.350453,0.0954247,0.101996
37,0.926295,0.361701,0.0976882,0.104515
38,0.928639,0.351662,0.0994149,0.106241
39,0.892729,0.317353,0.0924985,0.102518
40,0.905402,0.351426,0.0992782,0.103125
41,0.893299,0.345026,0.0968293,0.101409
42,0.910105,0.371322,0.104708,0.103373
43,0.902143,0.369468,0.103964,0.10217
44,0.94744,0.398792,0.109542,0.107888
45,0.951249,0.442198,0.119394,0.106885
46,0.924665,0.408028,0.113056,0.104242
47,0.919341,0.426493,0.119717,0.103337
48,0.891886,0.419949,0.118898,0.0995027
49,0.897416,0.421872,0.120569,0.10088
50,0.917116,0.439079,0.12101,0.10241
51,0.941986,0.474993,0.12889,0.105238
52,0.912239,0.431958,0.121206,0.10233
53,0.912239,0.431958,0.121206,0.10233
54,0.912239,0.431958,0.121206,0.10233
55,0.934102,0.469483,0.129161,0.104501
56,0.920702,0.461704,0.130964,0.102805
57,0.959981,0.512745,0.139744,0.106958
58,0.909825,0.483241,0.133169,0.100718
59,0.900359,0.489109,0.13808,0.0998479
60,0.900359,0.489109,0.13808,0.0998479
61,0.900359,0.489109,0.13808,0.0998479
62,0.919905,0.506288,0.140636,0.102323
63,0.919905,0.506288,0.140636,0.102323
64,0.919905,0.506288,0.140636,0.102323
65,0.919905,0.506288,0.140636,0.102323
66,0.919905,0.506288,0.140636,0.102323
67,0.919905,0.506288,0.140636,0.102323
68,0.941027,0.514188,0.144325,0.105449
69,0.882101,0.451249,0.133463,0.098969
70,0.920537,0.499237,0.145423,0.103656
71,0.921308,0.518825,0.14804,0.102909
72,0.919165,0.519044,0.148759,0.10282
73,0.925992,0.546261,0.153742,0.102613
74,0.920883,0.521457,0.147949,0.102688
75,0.918083,0.524677,0.15345,0.102311
76,0.887082,0.517679,0.149219,0.0980333
77,0.926322,0.572253,0.161701,0.102173
78,0.88385,0.509437,0.148365,0.0976474
79,0.9042,0.528045,0.151873,0.10023
80,0.9042,0.528045,0.151873,0.10023
81,0.905225,0.577762,0.162559,0.0985173
82,0.88628,0.555233,0.158972,0.0962846
83,0.877769,0.555513,0.157373,0.0960431
84,0.889299,0.544986,0.159248,0.0983163
85,0.922658,0.585024,0.167952,0.10188
86,0.922658,0.585024,0.167952,0.10188
87,0.922658,0.585024,0.167952,0.10188
88,0.923615,0.601412,0.170665,0.101212
89,0.942091,0.624945,0.174052,0.103861
90,0.937834,0.639233,0.176946,0.102748
91,0.910324,0.576676,0.167845,0.100751
92,0.912237,0.569805,0.165824,0.10114
93,0.890864,0.554373,0.162822,0.0985629
94,0.87051,0.549003,0.159281,0.0958014
95,0.895499,0.574348,0.165349,0.0985581
96,0.895499,0.574348,0.165349,0.0985581
97,0.895072,0.578191,0.16659,0.0987965
98,0.918531,0.607882,0.174811,0.101541
99,0.914106,0.608024,0.175755,0.10048
100,0.907705,0.617569,0.17784,0.0998352
101,0.869571,0.568708,0.170216,0.0960606
102,0.883248,0.575135,0.170737,0.0976608
103,0.883248,0.575135,0.170737,0.0976608
104,0.828429,0.52344,0.162972,0.0920542
105,0.856799,0.564652,0.172737,0.0948435
106,0.83558,0.532037,0.162421,0.0923595
107,0.83558,0.532037,0.162421,0.0923595
108,0.812677,0.547178,0.171237,0.0892076
109,0.812677,0.547178,0.171237,0.0892076
110,0.839804,0.595413,0.180966,0.090817
111,0.868422,0.628063,0.188782,0.094121
112,0.868422,0.628063,0.188782,0.094121
113,0.868422,0.628063,0.188782,0.094121
114,0.887883,0.651197,0.194761,0.0972735
115,0.922525,0.714734,0.207668,0.100386
116,0.961908,0.768596,0.220623,0.105145
117,0.943438,0.725449,0.213454,0.104213
118,0.955887,0.773007,0.22053,0.104499
119,0.955887,0.773007,0.22053,0.104499
120,0.956848,0.80272,0.232739,0.104606
