t,cond_num
10,6.11697
20,6.06044
30,6.10325
40,6.08535
50,6.08181
60,6.08369
70,6.06312
80,6.07953
90,6.06544
100,6.03883
110,6.08505
120,6.04157
130,6.03437
140,6.05124
150,6.08232
160,6.05066
170,6.06274
180,6.1113
190,6.07433
200,6.13129
210,6.03125
220,6.10425
230,6.02197
240,6.0821
250,6.03481
260,6.1001
270,6.02784
280,6.07694
290,6.07487
300,6.03382
310,6.09443
320,6.01115
330,6.08379
340,6.08051
350,6.08932
360,6.06535
370,6.083
380,6.06125
390,6.0484
400,6.03718
410,6.09546
420,6.05887
430,6.05954
440,6.06406
450,6.05901
460,6.06916
470,6.08558
480,6.05823
490,6.10996
500,6.07178
510,6.12052
520,6.11257
530,6.07103
540,6.02879
550,6.07916
560,6.08339
570,6.09711
580,6.04529
590,6.06007
600,6.08969
610,6.07379
620,6.07524
630,6.05629
640,6.07448
650,6.08114
660,6.07071
670,6.05333
680,6.03647
690,6.07977
700,6.08581
710,6.07478
720,6.06714
730,6.03597
740,6.10867
750,6.07889
760,6.06032
770,6.10949
780,6.0604
790,6.10491
800,6.09458
810,6.0544
820,6.07594
830,6.05139
840,6.06288
850,6.04895
860,6.01682
870,6.09524
880,6.0762
890,6.04594
900,6.10586
910,6.12514
920,6.06727
930,6.12978
940,6.08671
950,6.13659
960,6.05699
970,6.06359
980,6.11395
990,6.08155
1000,6.15663
1010,6.08562
1020,6.10705
1030,6.02815
1040,6.09916
1050,6.03761
1060,6.09918
1070,6.10257
1080,6.12763
1090,6.03161
1100,6.09832
1110,6.08158
1120,6.08111
1130,6.07474
1140,6.10642
1150,6.06515
1160,6.04631
1170,6.07178
1180,6.08864
1190,6.06806
1200,6.10479
1210,6.15447
1220,6.12006
1230,6.08285
1240,6.06656
1250,6.08524
1260,6.0782
1270,6.12315
1280,6.06876
1290,6.06685
1300,6.0911
1310,6.02837
1320,6.03519
1330,6.04636
1340,6.07432
1350,6.0167
1360,6.06859
1370,6.12732
1380,6.07667
1390,6.10607
1400,6.05783
1410,6.06938
1420,6.02754
1430,6.03473
1440,6.1248
1450,6.13988
1460,6.1419
1470,6.08242
1480,6.0982
1490,6.04224
1500,6.09197
1510,6.04534
1520,6.07473
1530,6.08964
1540,6.09775
1550,6.06581
1560,6.11802
1570,6.09462
1580,6.06317
1590,6.06134
1600,5.99855
1610,6.10689
1620,6.10797
1630,6.04576
1640,6.04413
1650,6.03917
1660,6.13516
1670,6.03941
1680,6.04278
1690,6.07665
1700,6.0676
1710,6.07214
1720,6.05507
1730,6.05017
1740,6.09988
