MDTU,S_F
1,2.288e-05
2,2.28081e-05
3,2.26983e-05
4,2.25795e-05
5,2.2585e-05
6,2.2516e-05
7,2.24238e-05
8,2.23867e-05
9,2.22461e-05
10,2.24702e-05
11,2.25332e-05
12,2.25332e-05
13,2.26626e-05
14,2.2829e-05
15,2.27091e-05
16,2.28515e-05
17,2.31255e-05
18,2.28532e-05
19,2.26703e-05
20,2.24469e-05
21,2.24799e-05
22,2.24799e-05
23,2.24799e-05
24,2.24799e-05
25,2.24799e-05
26,2.24799e-05
27,2.24799e-05
28,2.27442e-05
29,2.24128e-05
30,2.24128e-05
31,2.24128e-05
32,2.22918e-05
33,2.22918e-05
34,2.23692e-05
35,2.24554e-05
36,2.23379e-05
37,2.25076e-05
38,2.26131e-05
39,2.27877e-05
40,2.2409e-05
41,2.24698e-05
42,2.23282e-05
43,2.23456e-05
44,2.23362e-05
45,2.19932e-05
46,2.21694e-05
47,2.18382e-05
48,2.17482e-05
49,2.18884e-05
50,2.17997e-05
51,2.16995e-05
52,2.18423e-05
53,2.18423e-05
54,2.18423e-05
55,2.16505e-05
56,2.16285e-05
57,2.15394e-05
58,2.15543e-05
59,2.13753e-05
60,2.13753e-05
61,2.13753e-05
62,2.15434e-05
63,2.15434e-05
64,2.15434e-05
65,2.15434e-05
66,2.15434e-05
67,2.15434e-05
68,2.15647e-05
69,2.18847e-05
70,2.18774e-05
71,2.15316e-05
72,2.17298e-05
73,2.17073e-05
74,2.16247e-05
75,2.15045e-05
76,2.14506e-05
77,2.12739e-05
78,2.14183e-05
79,2.15464e-05
80,2.15464e-05
81,2.1602e-05
82,2.15373e-05
83,2.14578e-05
84,2.15212e-05
85,2.14788e-05
86,2.14788e-05
87,2.14788e-05
88,2.12811e-05
89,2.14249e-05
90,2.11974e-05
91,2.1329e-05
92,2.15442e-05
93,2.12994e-05
94,2.12715e-05
95,2.10425e-05
96,2.10425e-05
97,2.13234e-05
98,2.10818e-05
99,2.09511e-05
100,2.09574e-05
101,2.10876e-05
102,2.12638e-05
103,2.12638e-05
104,2.12072e-05
105,2.12704e-05
106,2.14857e-05
107,2.14857e-05
108,2.13936e-05
109,2.13936e-05
110,2.10441e-05
111,2.12358e-05
112,2.12358e-05
113,2.12358e-05
114,2.12526e-05
115,2.10541e-05
116,2.11489e-05
117,2.10339e-05
118,2.06701e-05
119,2.06701e-05
120,2.06317e-05
121,2.06614e-05
122,2.04866e-05
123,2.04246e-05
124,2.06646e-05
125,2.07641e-05
126,2.06829e-05
127,2.08093e-05
128,2.09858e-05
129,2.09858e-05
130,2.09365e-05
131,2.08167e-05
132,2.09378e-05
133,2.07297e-05
134,2.07297e-05
135,2.0891e-05
136,2.07198e-05
137,2.09226e-05
138,2.09226e-05
139,2.08093e-05
140,2.10697e-05
141,2.10321e-05
142,2.10321e-05
143,2.10321e-05
144,2.10321e-05
145,2.10321e-05
146,2.07773e-05
147,2.12034e-05
148,2.08896e-05
149,2.09197e-05
150,2.09197e-05
151,2.08647e-05
152,2.0856e-05
153,2.09949e-05
154,2.09949e-05
155,2.09207e-05
156,2.05685e-05
157,2.09301e-05
