MDTU,plaq_ss,plaq_st
1,8.65926,11.3438
2,5.12606,6.42175
3,4.8487,6.06894
4,4.24358,5.27193
5,3.88734,4.81578
6,3.50683,4.29445
7,3.20217,3.89354
8,2.98249,3.58318
9,2.81232,3.3267
10,2.65682,3.13005
11,2.54337,2.97871
12,2.42878,2.84095
13,2.34118,2.71128
14,2.2463,2.59273
15,2.16317,2.4864
16,2.0842,2.40842
17,2.0102,2.33808
18,1.94066,2.24737
19,1.87513,2.17275
20,1.82667,2.10884
21,1.77028,2.0611
22,1.74945,2.01655
23,1.70384,1.9666
24,1.6712,1.90904
25,1.63027,1.883
26,1.5921,1.84564
27,1.56351,1.80671
28,1.53747,1.77875
29,1.50772,1.76407
30,1.50004,1.74738
31,1.47784,1.70836
32,1.45965,1.67606
33,1.4326,1.65736
34,1.41213,1.62612
35,1.38314,1.61599
36,1.36486,1.60176
37,1.36062,1.58564
38,1.34017,1.56983
39,1.32731,1.54506
40,1.31808,1.52914
41,1.30626,1.5187
42,1.28382,1.50784
43,1.2716,1.48782
44,1.26805,1.47094
45,1.25045,1.44327
46,1.2314,1.44983
47,1.22653,1.42868
48,1.22944,1.41812
49,1.21708,1.41258
50,1.19976,1.39351
51,1.20383,1.39093
52,1.20129,1.38271
53,1.18956,1.37119
54,1.17977,1.3504
55,1.16567,1.34659
56,1.15948,1.33795
57,1.15798,1.33098
58,1.15401,1.31969
59,1.14906,1.32567
60,1.14575,1.31943
61,1.13273,1.31155
62,1.12558,1.31265
63,1.11695,1.29865
64,1.10707,1.29641
65,1.10683,1.28867
66,1.09689,1.27951
67,1.09859,1.27692
68,1.09212,1.26515
69,1.09414,1.25743
70,1.08381,1.24985
71,1.08146,1.24813
72,1.07137,1.22879
73,1.06599,1.22511
74,1.05569,1.2085
75,1.0546,1.21469
76,1.05171,1.21055
77,1.05918,1.20487
78,1.05031,1.20361
79,1.06652,1.21395
80,1.0525,1.20167
81,1.05089,1.19233
82,1.03932,1.19699
83,1.03722,1.19349
84,1.03179,1.18365
85,1.03086,1.18569
86,1.02841,1.18672
87,1.02064,1.18686
88,1.01258,1.17911
89,1.01399,1.16498
90,1.01423,1.15552
91,1.01515,1.14928
92,1.02043,1.15027
93,1.01173,1.15078
94,1.01103,1.1522
95,1.01828,1.14688
96,1.01849,1.1417
97,1.01849,1.1417
98,1.01673,1.14266
99,1.01041,1.14776
100,1.00468,1.15312
101,0.99832,1.1451
102,0.992419,1.14528
103,0.990715,1.14076
104,0.989575,1.15149
105,0.982657,1.1519
106,0.979037,1.1481
107,0.982116,1.15313
108,0.978243,1.14417
109,0.973746,1.14629
110,0.97544,1.14753
111,0.97042,1.15415
112,0.969655,1.14797
113,0.968154,1.13595
114,0.965881,1.1279
115,0.957776,1.13658
116,0.953364,1.13881
117,0.944784,1.12938
118,0.937593,1.11672
119,0.937593,1.11672
120,0.937593,1.11672
121,0.937982,1.10979
122,0.942714,1.11458
123,0.9424,1.10551
124,0.94393,1.10673
125,0.942105,1.102
126,0.949884,1.10142
127,0.946812,1.10322
128,0.952768,1.10245
129,0.955199,1.09559
130,0.957303,1.09879
131,0.957303,1.09879
132,0.958911,1.10338
133,0.949957,1.10668
134,0.94779,1.11612
135,0.94514,1.10902
136,0.94514,1.10902
137,0.944362,1.10284
138,0.938817,1.10021
139,0.943908,1.09716
140,0.945418,1.10341
141,0.950079,1.09637
142,0.952369,1.10592
143,0.945409,1.10478
144,0.943861,1.10937
145,0.941406,1.1056
146,0.941392,1.10041
147,0.937591,1.10341
148,0.937591,1.10341
149,0.944465,1.10732
150,0.942042,1.10693
151,0.93992,1.10893
152,0.932453,1.09906
153,0.933933,1.10957
154,0.932944,1.10466
155,0.932944,1.10466
156,0.934201,1.11032
157,0.935183,1.10348
158,0.937673,1.1028
159,0.941811,1.10069
160,0.941092,1.10318
161,0.94106,1.10224
162,0.9482,1.1067
163,0.93592,1.10511
164,0.933849,1.10482
165,0.939153,1.09258
166,0.942413,1.09417
167,0.94199,1.09241
168,0.946428,1.09039
169,0.944938,1.10227
170,0.939045,1.09327
171,0.940913,1.10343
172,0.940138,1.09537
173,0.94627,1.09697
174,0.942269,1.09171
175,0.951734,1.09067
176,0.952632,1.095
177,0.946644,1.09429
178,0.949611,1.09491
179,0.955669,1.10344
180,0.943355,1.09371
181,0.940088,1.08919
182,0.945466,1.09229
183,0.945466,1.09229
184,0.941528,1.08648
185,0.937707,1.07794
186,0.931375,1.08572
187,0.931375,1.08572
188,0.935795,1.08344
189,0.934453,1.08499
190,0.932339,1.096
191,0.944991,1.09024
192,0.942208,1.08305
193,0.94155,1.09131
194,0.942081,1.08943
195,0.942978,1.08698
196,0.939127,1.09509
197,0.939088,1.09072
198,0.936238,1.09201
199,0.937245,1.08609
200,0.943899,1.09722
201,0.93142,1.09029
202,0.936636,1.09486
203,0.924101,1.09343
204,0.92555,1.08256
205,0.92555,1.08256
206,0.924837,1.08175
207,0.922541,1.082
208,0.930614,1.07852
209,0.92515,1.07966
210,0.923231,1.08053
211,0.919809,1.09171
212,0.922148,1.08526
213,0.924155,1.08419
214,0.93591,1.08655
215,0.93591,1.08655
216,0.934906,1.08403
217,0.938434,1.0913
218,0.929843,1.09265
219,0.928,1.08524
220,0.920266,1.08447
221,0.920266,1.08447
222,0.926637,1.08212
223,0.921866,1.07801
224,0.921866,1.07801
225,0.928224,1.08037
226,0.934302,1.08283
227,0.928462,1.08381
228,0.932696,1.0778
229,0.926651,1.0762
230,0.936922,1.07991
231,0.926789,1.0844
232,0.926789,1.0844
233,0.921234,1.07738
234,0.915738,1.07194
235,0.9123,1.07183
236,0.920884,1.07501
237,0.919135,1.07671
238,0.920101,1.08018
239,0.923297,1.08471
240,0.924224,1.07983
241,0.924224,1.07983
242,0.917913,1.08839
243,0.908554,1.07886
244,0.908554,1.07886
245,0.907443,1.0748
246,0.911383,1.07826
247,0.910866,1.07661
248,0.91233,1.06194
249,0.908945,1.06208
250,0.912933,1.07236
251,0.916214,1.07372
252,0.915436,1.07297
253,0.914312,1.07363
254,0.917666,1.07405
255,0.914482,1.07629
256,0.915334,1.06772
257,0.915334,1.06772
258,0.915974,1.06813
259,0.92742,1.07223
260,0.924705,1.0707
261,0.926006,1.0633
262,0.926006,1.0633
263,0.926006,1.0633
264,0.921706,1.06603
265,0.913178,1.06656
266,0.909481,1.06763
267,0.910595,1.06636
268,0.907551,1.06729
269,0.906035,1.06294
270,0.908939,1.0665
271,0.900297,1.06152
272,0.903254,1.06692
273,0.906406,1.07594
274,0.908278,1.07367
275,0.903128,1.06625
276,0.901979,1.06982
277,0.90035,1.07348
278,0.900365,1.06924
279,0.900365,1.06924
280,0.903255,1.06443
281,0.911481,1.06475
282,0.916993,1.05216
283,0.920352,1.05566
284,0.920272,1.05592
285,0.915932,1.06194
286,0.921477,1.05617
287,0.922783,1.06555
288,0.924593,1.05311
289,0.918077,1.05136
290,0.917564,1.06103
291,0.916365,1.0615
292,0.913178,1.06
293,0.907644,1.04753
294,0.90511,1.05793
295,0.90511,1.05793
296,0.911985,1.06121
297,0.905339,1.06202
298,0.905339,1.06202
299,0.90898,1.06451
300,0.912662,1.0668
301,0.912662,1.0668
302,0.912321,1.05882
303,0.901564,1.05389
304,0.901564,1.05389
305,0.903323,1.06084
306,0.899539,1.06255
307,0.901729,1.06377
308,0.913949,1.06987
309,0.918172,1.07536
310,0.918172,1.07536
311,0.914566,1.0729
312,0.914566,1.0729
313,0.914566,1.0729
314,0.910027,1.07603
315,0.909444,1.07213
316,0.919318,1.07276
317,0.926411,1.06922
318,0.926102,1.07387
319,0.924371,1.08089
320,0.919631,1.07194
321,0.924159,1.07052
322,0.921564,1.07226
323,0.918302,1.06809
324,0.920991,1.06685
325,0.921634,1.07763
326,0.921634,1.07763
327,0.919618,1.06911
328,0.918103,1.06706
329,0.909177,1.06026
330,0.90296,1.06527
331,0.904187,1.06662
332,0.901203,1.0768
333,0.898111,1.07201
334,0.899688,1.07113
335,0.901852,1.06506
336,0.905706,1.06549
337,0.898771,1.05528
338,0.899849,1.05371
339,0.899849,1.05371
340,0.899849,1.05371
341,0.893109,1.04816
342,0.890429,1.05194
343,0.890429,1.05194
344,0.890429,1.05194
345,0.901794,1.04462
346,0.90172,1.05314
347,0.89951,1.05726
348,0.9006,1.05383
349,0.915896,1.05084
350,0.91135,1.05265
351,0.912467,1.04265
352,0.911079,1.0503
353,0.9037,1.04279
354,0.904714,1.0467
355,0.904714,1.0467
356,0.901372,1.04994
357,0.908599,1.04867
358,0.904095,1.05754
359,0.904095,1.05754
360,0.898806,1.04478
361,0.894843,1.03896
362,0.897918,1.03788
363,0.887678,1.04667
364,0.895267,1.04874
365,0.900079,1.04917
366,0.899441,1.04546
367,0.899441,1.04546
368,0.903717,1.0491
369,0.900489,1.0532
370,0.893067,1.05053
371,0.895945,1.05798
372,0.894446,1.0445
373,0.894446,1.0445
374,0.894446,1.0445
375,0.894446,1.0445
376,0.894041,1.04973
377,0.896277,1.05313
378,0.89711,1.0501
379,0.891456,1.05475
380,0.893545,1.06004
381,0.887032,1.05821
382,0.883966,1.06143
383,0.88667,1.06631
384,0.88828,1.06531
385,0.88828,1.06531
386,0.88828,1.06531
387,0.881711,1.05733
388,0.888177,1.06002
389,0.888177,1.06002
390,0.884542,1.05537
391,0.884886,1.05393
392,0.884886,1.05393
393,0.882965,1.04916
394,0.882965,1.04916
395,0.887347,1.05277
396,0.887347,1.05277
397,0.887347,1.05277
398,0.887347,1.05277
399,0.887347,1.05277
400,0.887464,1.04828
401,0.887464,1.04828
402,0.882274,1.03695
