t,cg_iters
1,34670
2,34456
3,35744
4,35980
5,36467
6,36229
7,36456
8,37293
9,37392
10,37050
11,11229
12,11163
13,11229
14,11142
15,11389
16,11592
17,11455
18,11396
19,11390
20,11525
21,11414
22,11474
23,11569
24,11595
25,11676
26,11685
27,11629
28,11549
29,11662
30,11595
31,11595
32,11713
33,11718
34,11595
35,11735
36,11759
37,11681
38,11677
39,11703
40,11723
41,11734
42,11838
43,11849
44,11936
45,11945
46,11975
47,11839
48,11921
49,11846
50,11863
51,11862
52,11861
53,11940
54,12040
55,12113
56,11883
57,11897
58,11944
59,12047
60,11886
61,11942
62,12022
63,11970
64,12008
65,11938
66,11913
67,11843
68,12008
69,12195
70,12213
71,12199
72,12053
73,12123
74,12099
75,11964
76,12120
77,12035
78,11991
79,12160
80,12217
81,12129
82,12183
83,12119
84,12048
85,12083
86,12133
87,12045
88,11938
89,12018
90,12151
91,12306
92,12295
93,12471
94,12372
95,12444
96,12368
97,12218
98,12494
99,12405
100,12291
101,7096
102,7104
103,7000
104,7060
105,7025
106,7014
107,6949
108,6909
109,6968
110,6928
111,10139
112,10320
113,10334
114,10250
115,10183
116,10157
117,10290
118,10352
119,10287
120,10209
121,10266
122,10192
123,10170
124,10162
125,10188
126,10300
127,10324
128,10321
129,10288
130,10281
131,10244
132,10213
133,10154
134,10183
135,10241
136,10115
137,10179
138,10234
139,10197
140,10238
141,10281
142,10181
143,10134
144,10120
145,10317
146,10253
147,10160
148,10129
149,10182
150,10277
151,10262
152,10473
153,10402
154,10341
155,10274
156,10151
157,10214
158,10190
159,10274
160,10339
161,10217
162,10222
163,10220
164,10103
165,10144
166,10199
167,10192
168,10453
169,10362
170,10322
171,10241
172,10191
173,10102
174,10346
175,10331
176,10319
177,10230
178,10289
179,10166
180,10247
181,10187
182,10211
183,10288
184,10365
185,10365
186,10446
187,10267
188,10354
189,10466
190,10321
191,10374
192,10364
193,10193
194,10187
195,10205
196,10195
197,10243
198,10289
199,10271
200,10406
201,10409
202,10269
203,10191
204,10170
205,10204
206,10193
207,10160
208,10286
209,10304
210,10335
211,10272
212,10384
213,10232
214,10143
215,10183
216,10243
217,10229
218,10250
219,10322
220,10308
221,10291
222,10236
223,10258
224,10316
225,10387
226,10269
227,10230
228,10303
229,10364
230,10353
231,10236
232,10263
233,10298
234,10274
235,10224
236,10302
237,10326
238,10303
239,10229
240,10373
241,10452
242,10315
243,10200
244,10255
245,10425
246,10361
247,10355
248,10353
249,10249
250,10264
251,10245
252,10144
253,10187
