MDTU,0,2,4,6,8,10
10,0.0116429,0.0119529,0.0121281,0.0129149,0.013318,0.0135229
20,0.0135105,0.013919,0.0142353,0.0144358,0.0146563,0.014955
30,0.0134971,0.0136316,0.0139999,0.0141509,0.0143644,0.0145503
40,0.0136824,0.0138345,0.0141161,0.0146256,0.0147446,0.0149734
50,0.0114879,0.0118835,0.0129363,0.0130795,0.0136829,0.0138514
60,0.0148481,0.0151472,0.0155163,0.0157346,0.0158843,0.0161363
70,0.0141672,0.0144651,0.0150684,0.0153215,0.0156017,0.0158306
80,0.0142187,0.0146059,0.0149021,0.0154292,0.0155288,0.0157423
90,0.0146724,0.0150635,0.0152286,0.0154471,0.0158292,0.016031
100,0.0153778,0.0155685,0.0157653,0.0160068,0.0161678,0.016352
110,0.015118,0.0152699,0.0157179,0.0158415,0.0159568,0.0162259
120,0.0142395,0.0146077,0.015556,0.0158181,0.0161641,0.0163608
130,0.0138009,0.0140395,0.0144073,0.0146324,0.0148034,0.0152005
140,0.0139668,0.0143288,0.0145404,0.0147584,0.0149638,0.0152001
150,0.0140492,0.0149105,0.015348,0.0155409,0.0157539,0.0159612
160,0.0153562,0.0154902,0.0157787,0.0158854,0.0163707,0.0165971
170,0.0157401,0.0158954,0.0162924,0.0164606,0.0166647,0.0169417
180,0.014645,0.0149074,0.0150603,0.0154924,0.0161725,0.0165684
190,0.0138342,0.0141315,0.0149567,0.0151758,0.0154636,0.0156437
200,0.015156,0.0152857,0.0155529,0.0158074,0.0162669,0.0165907
210,0.0156256,0.0157314,0.0162484,0.0164459,0.016772,0.0169741
220,0.0146102,0.0148939,0.0157676,0.0167662,0.0170619,0.0173641
230,0.0161094,0.0164307,0.016591,0.0170176,0.0172486,0.0173885
240,0.0152895,0.015431,0.0160038,0.016326,0.0166315,0.0168524
250,0.0154227,0.0156723,0.0162718,0.0165917,0.016792,0.0169972
260,0.0156465,0.0158453,0.0159917,0.0164365,0.0166896,0.016964
270,0.0154007,0.0160231,0.0164504,0.0167351,0.0170187,0.0172811
280,0.0162193,0.0165628,0.0168407,0.0175886,0.0178884,0.0180713
290,0.0174443,0.0176101,0.0178721,0.0180918,0.0183813,0.018502
300,0.0158318,0.0160093,0.016531,0.0167031,0.016982,0.0171471
310,0.0163405,0.0168206,0.0170892,0.0172442,0.017295,0.0174985
320,0.0132866,0.0135109,0.0150887,0.0155174,0.015953,0.0162916
330,0.0147607,0.0152265,0.0155847,0.0162042,0.0167026,0.0168906
340,0.0151844,0.0153243,0.016575,0.0171609,0.0172696,0.0174145
350,0.0149859,0.0155957,0.0162667,0.0165279,0.0169754,0.0172725
360,0.0161188,0.0163496,0.0169021,0.0171311,0.0174295,0.0175821
370,0.0146358,0.015381,0.0156379,0.0161837,0.0163251,0.016589
380,0.0140476,0.0141871,0.0157164,0.0160931,0.0166537,0.0167804
390,0.0165583,0.0167853,0.0173798,0.0174398,0.0178174,0.0179739
400,0.0151772,0.0152895,0.0166812,0.016871,0.0169526,0.0172898
410,0.01604,0.0163584,0.0170533,0.0172505,0.0174593,0.0175756
420,0.0165814,0.0169877,0.0171578,0.0175852,0.0177376,0.0180074
430,0.0161667,0.0167421,0.0172486,0.0174272,0.0175991,0.017914
440,0.0163199,0.0166475,0.0168185,0.0169531,0.0171613,0.0173465
450,0.016806,0.017065,0.0176184,0.0178762,0.0182762,0.0185813
460,0.0151756,0.0153706,0.016057,0.0162598,0.0169703,0.0177254
470,0.0154373,0.0160851,0.0171077,0.0172007,0.0174532,0.0176588
480,0.0174412,0.0176089,0.0180124,0.0183139,0.018448,0.0187013
490,0.0162505,0.0164492,0.0175833,0.0177213,0.017979,0.0181524
500,0.0165219,0.0168186,0.0176133,0.0179554,0.0182009,0.0184449
510,0.0169937,0.0172674,0.0174901,0.0175681,0.0179996,0.0183589
520,0.0175936,0.0179525,0.0180698,0.0182037,0.0185414,0.0186411
530,0.0166198,0.016846,0.0172168,0.0175898,0.0177794,0.0179614
540,0.0169547,0.0171909,0.0173481,0.0178675,0.0181916,0.0182855
550,0.014811,0.0149896,0.017434,0.017561,0.0178087,0.0180601
560,0.0173513,0.0176016,0.0181527,0.0184831,0.0186637,0.0188614
570,0.0167461,0.0170575,0.0175414,0.0179155,0.0180087,0.0183227
580,0.0160316,0.0167065,0.0169183,0.0172631,0.0174074,0.0178398
590,0.0167238,0.0168443,0.0173292,0.0174819,0.017617,0.017904
600,0.0167372,0.0169193,0.0170787,0.0173421,0.0175875,0.0180713
610,0.0158475,0.0160889,0.0167028,0.0171072,0.0174386,0.0176535
620,0.0170727,0.0172263,0.0178184,0.0180022,0.0181538,0.0183738
630,0.0161825,0.0167141,0.0169074,0.0175407,0.0177448,0.0180606
640,0.0172694,0.0174374,0.0180521,0.0183297,0.0185413,0.0187815
650,0.0160344,0.016466,0.0170234,0.017231,0.0175211,0.0176107
660,0.0152587,0.0158856,0.0171233,0.0174037,0.017755,0.0181278
670,0.0172722,0.0175649,0.017772,0.0180127,0.0182514,0.0184895
680,0.0169747,0.0171027,0.0175883,0.0178102,0.0181231,0.0184777
690,0.0175142,0.0176819,0.0184334,0.0185768,0.0188526,0.0190992
700,0.0156258,0.0161277,0.0164881,0.0166773,0.0168383,0.0173319
