t,deltaS
1,2.073
2,2.067
3,-0.04445
4,-0.008716
5,-0.09118
6,-0.1503
7,-0.09628
8,-0.1311
9,-0.01592
10,-0.09308
11,-0.06353
12,-0.08221
13,-0.04595
14,0.01518
15,-0.1248
16,-0.03375
17,-0.1726
18,-0.1016
19,-0.07979
20,-0.1837
21,-0.3708
22,-0.2534
23,-0.09498
24,-0.1654
25,-0.07871
26,-0.5061
27,-0.1655
28,-0.07324
29,-0.2092
30,0.01008
31,-0.332
32,-0.02029
33,-0.084
34,-0.1071
35,-0.3718
36,-0.1938
37,0.08301
38,-0.2276
39,-0.1084
40,-0.1037
41,-0.5814
42,0.4279
43,-0.9218
44,-0.9976
45,-1.8
46,-1.34
47,1.067
48,0.1703
49,0.1459
50,-0.2411
51,0.0119
52,-0.1445
53,-2.003
54,-0.249
55,-0.655
56,-0.6328
57,-0.7616
58,-0.7986
59,0.4773
60,-0.1104
61,-0.4028
62,-1.311
63,0.1802
64,-0.5786
65,-1.671
66,-0.5795
67,0.4081
68,-0.3712
69,0.7737
70,-0.5467
71,0.4373
72,0.3574
73,-0.3096
74,-0.2421
75,-0.4685
76,-0.2889
77,-0.3751
78,1.983
79,0.2154
80,0.2146
81,0.2291
82,-0.4756
83,-0.7812
84,1.394
85,-0.974
86,0.1455
87,0.4033
88,0.5999
89,0.3692
90,0.1422
91,-0.6685
92,-1.585
93,-1.23
94,-1.497
95,0.2873
96,-0.3402
97,-1.194
98,-0.1505
99,-0.979
100,-1.001
101,-0.5651
102,-1.568
103,0.6212
104,-0.08586
105,-0.7681
106,-0.9779
107,1.448
108,0.5329
109,-0.979
110,1.275
111,0.6093
112,0.5402
113,1.281
114,-1.056
115,-0.1688
116,-0.9426
117,-0.9547
118,-0.075
119,-1.307
120,-0.2647
121,0.7165
122,-0.7232
123,0.07301
124,0.5597
125,0.3124
126,0.9466
127,0.3826
128,-1.211
129,0.8792
130,0.7129
131,0.5745
132,-0.7398
133,1.202
134,-0.1005
135,0.2966
136,-0.3029
137,0.1446
