t,cond_num
10,6.83237
20,6.82857
30,6.87627
40,6.86182
50,6.81484
60,6.84165
70,6.86981
80,6.89463
90,6.88484
100,6.90266
110,6.85989
120,6.93619
130,6.84726
140,6.87958
150,6.88961
160,6.91968
170,6.85629
180,6.84687
190,6.85099
200,6.93929
210,6.84195
220,6.85373
230,6.86757
240,6.90171
250,6.91297
260,6.9174
270,6.88464
280,6.88935
290,6.91118
300,6.88817
310,6.85671
320,6.89868
330,6.87351
340,6.88541
350,6.87936
360,6.87924
370,6.8364
380,6.91407
390,6.89104
400,6.975
410,6.81984
420,6.89582
430,6.84309
440,6.93349
450,6.86673
460,6.87024
470,6.86599
480,6.91201
490,6.92039
500,6.86304
510,6.90661
520,6.89884
530,6.86666
540,6.90701
550,6.89031
560,6.83903
570,6.81191
580,6.88889
590,6.91531
600,6.89948
610,6.9055
620,6.91439
630,6.87019
640,6.90491
650,6.85641
660,6.8836
670,6.90796
680,6.91388
690,6.84796
700,6.81398
710,6.92053
720,6.85784
730,6.8774
740,6.85743
750,6.88481
760,6.8718
770,6.9121
780,6.85147
790,6.84889
800,6.86886
810,6.85754
820,6.8709
830,6.87275
840,6.93643
850,6.93265
860,6.842
870,6.94058
880,6.88897
890,6.85657
900,6.90197
910,6.91691
920,6.86771
930,6.85828
940,6.9291
950,6.93119
960,6.96238
970,6.8819
980,6.86648
990,6.89273
1000,6.87242
1010,6.91754
1020,6.89606
1030,6.8906
1040,6.88222
1050,6.87331
1060,6.87736
1070,6.90714
1080,6.9013
1090,6.94869
1100,6.85836
1110,6.91042
1120,6.89054
1130,6.91015
1140,6.87414
1150,6.84941
1160,6.89959
1170,6.90709
1180,6.95245
1190,6.91987
1200,6.87138
1210,6.91238
1220,6.85066
1230,6.89977
1240,6.87816
1250,6.89548
1260,6.89537
1270,6.86086
1280,6.87609
1290,6.91239
1300,6.87661
1310,6.85855
1320,6.91948
1330,6.87416
1340,6.87336
1350,6.8929
1360,6.86704
1370,6.92195
1380,6.90187
1390,6.83876
1400,6.85932
1410,6.88274
1420,6.88618
1430,6.88637
1440,6.88038
1450,6.89407
1460,6.89872
1470,6.88885
1480,6.88352
1490,6.92318
1500,6.8973
1510,6.87143
1520,6.89412
1530,6.89957
1540,6.8973
1550,6.9023
1560,6.9064
1570,6.9076
1580,6.84738
1590,6.87503
1600,6.89891
1610,6.90448
1620,6.90432
1630,6.88295
1640,6.8799
1650,6.8898
1660,6.87871
1670,6.87736
1680,6.89995
1690,6.90916
1700,6.86176
1710,6.89501
1720,6.86208
1730,6.86949
1740,6.83935
1750,6.85708
1760,6.89008
1770,6.83393
1780,6.84789
1790,6.86085
1800,6.88113
1810,6.8584
1820,6.87734
1830,6.88197
1840,6.8315
1850,6.84805
1860,6.83723
1870,6.88051
1880,6.87995
1890,6.84386
1900,6.91922
1910,6.87806
1920,6.85009
1930,6.86098
1940,6.86465
1950,6.85158
1960,6.87894
1970,6.87455
1980,6.85566
1990,6.84051
2000,6.83586
2010,6.88515
2020,6.92113
2030,6.87975
2040,6.91153
2050,6.94828
2060,6.92054
2070,6.90725
2080,6.93335
2090,6.88516
2100,6.87506
2110,6.88411
2120,6.8185
2130,6.92251
2140,6.87159
2150,6.89833
2160,6.86458
2170,6.84958
2180,6.87736
2190,6.88003
2200,6.90128
2210,6.91672
2220,6.85161
2230,6.89876
2240,6.90755
2250,6.87022
2260,6.93788
2270,6.90027
2280,6.87882
2290,6.89291
2300,6.89471
2310,6.80547
2320,6.90857
2330,6.87714
2340,6.82709
2350,6.88036
2360,6.83969
2370,6.87632
2380,6.87254
2390,6.8149
2400,6.90396
2410,6.88942
2420,6.85514
2430,6.84591
2440,6.89718
2450,6.88721
2460,6.94504
2470,6.86714
2480,6.85579
2490,6.86158
2500,6.8787
