t,cg_iters
1,40551
2,40284
3,39926
4,40248
5,40496
6,40704
7,40985
8,41066
9,40694
10,40671
11,41031
12,40938
13,40904
14,40576
15,40759
16,40956
17,40814
18,40586
19,40490
20,40516
21,20591
22,20497
23,20542
24,20531
25,20502
26,20453
27,20726
28,20771
29,20661
30,20899
31,20791
32,20889
33,20898
34,21003
35,20697
36,20844
37,21195
38,20970
39,20687
40,20634
41,10533
42,10511
43,10413
44,10411
45,10491
46,10540
47,10580
48,10519
49,10574
50,10490
51,10412
52,10380
53,10448
54,10414
55,10508
56,10658
57,10601
58,10544
59,10481
60,10497
61,10490
62,10465
63,10628
64,10513
65,10532
66,10681
67,10682
68,10617
69,10571
70,10482
71,10652
72,10691
73,10819
74,10592
75,10518
76,10522
77,10471
78,10477
79,10481
80,10568
81,10559
82,10548
83,10489
84,10538
85,10435
86,10468
87,10407
88,10577
89,10548
90,10514
91,10501
92,10415
93,10533
94,10568
95,10526
96,10508
97,10609
98,10656
99,10742
100,10717
101,10672
102,10604
103,10528
104,10662
105,10715
106,10623
107,10574
108,10552
109,10561
110,10451
111,10538
112,10585
113,10503
114,10579
115,10541
116,10728
117,10630
118,10685
119,10785
120,10651
121,10730
122,10768
123,10802
124,10617
125,10624
126,10658
127,10664
128,10491
129,10537
130,10635
131,10608
132,10790
133,10754
134,10743
135,10494
136,10420
137,10471
138,10544
139,10495
140,10516
141,10667
142,10700
143,10649
144,10653
145,10537
146,10618
147,10775
148,10699
149,10652
150,10699
151,10662
152,10661
153,10676
154,10663
155,10528
156,10485
157,10503
158,10639
159,10652
160,10776
161,10809
162,10611
163,10785
164,10693
165,10572
166,10510
167,10539
168,10628
169,10544
170,10592
171,10604
172,10508
173,10479
174,10455
175,10511
176,10573
177,10600
178,10639
179,10557
180,10530
181,10512
182,10615
183,10693
184,10671
185,10697
186,10705
187,10618
188,10538
189,10600
190,10621
191,10608
192,10638
193,10691
194,10486
195,10561
196,10771
197,10707
198,10665
199,10777
200,10746
201,10714
202,10584
203,10631
204,10613
205,10585
206,10556
207,10557
208,10614
209,10472
210,10452
211,10365
212,10431
213,10503
214,10464
215,10630
216,10623
217,10631
218,10612
219,10561
220,10483
221,10107
222,10147
223,10068
224,10070
225,10120
226,10026
227,10010
228,9952
229,9949
230,10002
231,9946
232,9957
233,10019
234,10017
235,10034
236,10131
237,10011
238,10007
239,10080
240,10064
241,10017
242,9991
243,10018
244,10057
245,9997
246,10102
247,10165
248,10147
249,10157
250,10190
251,10213
252,10083
253,10049
254,10118
255,10143
256,10093
257,10063
258,10156
259,10281
260,10307
261,10194
262,10096
263,10160
264,10173
265,10089
266,10126
267,10108
268,9984
269,10121
270,10133
271,10046
272,10043
273,10004
274,10006
275,9939
276,9990
277,9987
278,9970
279,10024
280,10103
281,10082
282,10100
283,10053
284,10115
285,9996
286,9993
287,10009
288,10020
289,9991
290,10072
291,10093
292,10126
293,10062
294,10050
295,10038
296,10107
297,10090
298,9997
299,10071
300,10234
301,10153
302,10124
303,10064
304,9921
305,10022
306,10118
307,10059
308,10136
309,10019
310,10038
311,9953
312,10086
313,10013
314,10076
315,10021
316,10072
317,10225
318,10046
319,10068
320,10021
321,10009
322,9982
323,10110
324,10178
325,10096
326,10157
327,10045
328,10046
329,10136
330,10180
331,10107
332,10132
333,10181
334,10052
335,10170
336,10136
337,10051
338,10119
339,10068
340,10097
341,10092
342,10170
343,10301
344,10048
345,10171
346,10109
347,10089
348,10098
349,10015
350,10116
351,10085
352,10000
353,9963
354,10011
355,10011
356,10150
357,10154
358,10048
359,10076
360,10096
361,10018
362,9953
363,9901
364,10029
365,10113
366,10075
367,10067
368,10104
369,10047
370,9960
371,9888
372,10003
373,10072
374,9966
375,10112
376,10017
377,10036
378,10067
379,10092
380,10104
381,10073
382,10138
383,10091
384,9964
385,9950
386,9993
387,10008
388,9959
389,10162
390,10006
391,10043
392,10182
393,10240
394,10240
395,10161
396,10168
397,10242
398,10317
399,10214
400,10293
401,10260
402,10317
403,10220
404,10203
405,10206
406,10115
407,10108
408,10053
409,9990
410,9920
411,9914
412,9927
413,10050
414,10099
415,10084
416,10192
417,10054
418,10083
419,10172
420,10111
421,10000
422,10048
423,10211
424,10106
425,10063
426,10090
427,10166
428,10064
429,10010
430,9905
431,9943
432,9989
433,9955
434,9956
435,9918
436,10007
437,10032
438,10094
439,10236
440,10149
441,10097
442,10300
443,10290
444,10189
445,10123
446,10125
447,10047
448,10072
449,10021
450,10067
451,10016
452,9948
453,9973
454,10088
455,10073
456,10084
457,10050
458,10054
459,10028
460,10054
461,10014
462,10024
463,9947
464,9964
465,9979
466,9922
467,9930
468,9897
469,9887
470,9979
471,10046
472,9986
473,10035
474,10055
475,10025
476,9954
477,9913
478,9952
479,9901
480,10051
481,10034
482,9881
483,9907
484,9966
485,10010
486,10145
487,10243
488,10224
489,10199
490,10152
491,10066
492,10033
493,10092
494,10106
495,10079
496,10154
497,10049
498,10126
499,9952
500,10039
501,9998
502,9970
503,9969
504,9939
505,10001
506,10218
507,10188
508,10250
509,10114
510,10137
511,10169
512,10069
513,10081
514,10071
515,9993
516,10009
517,10057
518,10097
519,10196
520,10067
521,10092
522,10130
523,10163
524,10060
525,10013
526,10074
527,10055
528,9953
529,10000
530,10032
531,10070
532,9976
533,9985
534,9935
535,10002
536,9873
537,9849
538,9844
539,9867
540,9989
541,10007
542,10010
543,9992
544,10041
545,10057
546,10065
547,10132
548,10079
549,10054
550,10065
551,10073
552,10054
553,10185
554,10078
555,10139
556,10005
557,10016
558,10000
559,10008
560,10047
561,10037
562,10074
563,10087
564,10101
565,10020
566,10118
567,10037
568,10057
569,9960
570,9960
571,9894
572,9986
573,10059
574,10030
575,10102
576,10074
577,9936
578,10056
579,10066
580,10063
581,10108
582,10040
583,9998
584,10055
585,9947
586,9863
587,9915
588,10001
589,10022
590,10049
591,10058
592,10033
593,10086
594,10177
595,10058
596,10013
597,10128
598,10058
599,10085
600,10091
601,10150
602,10172
603,10034
604,9943
605,9997
606,10058
607,10034
608,10051
609,10124
610,10108
611,10134
612,10046
613,10094
614,10015
615,10080
616,10106
617,10204
618,10147
619,10146
620,10031
621,10154
622,10059
623,10182
624,10001
625,10098
626,10029
627,10087
628,10120
629,10111
630,10027
631,10135
632,10142
633,10083
634,10098
635,10039
636,10001
637,9983
638,10084
639,10020
640,10206
641,10102
642,10080
643,10038
644,10068
645,9927
646,9953
647,10101
648,10118
649,10066
650,10044
651,10024
652,10085
653,10085
654,10162
655,10239
656,10198
657,10060
658,10042
659,10118
660,10115
661,10089
662,10035
663,10113
664,10078
665,10204
666,10016
667,10105
668,10185
669,10141
670,10187
671,10096
672,10110
673,9996
674,10050
675,10069
676,10085
677,10151
678,10328
679,10115
680,10160
681,10101
682,10161
683,10221
684,10187
685,10033
686,10218
687,10142
688,10131
689,10106
690,10096
691,10008
692,9926
693,10027
694,10036
695,10123
696,9918
697,9938
698,10067
699,10038
700,9992
701,9982
702,10029
703,9955
704,10068
705,9998
706,10122
707,10069
708,10108
709,10119
710,10173
711,10224
712,10157
713,10140
714,10135
715,10105
716,10113
717,10110
718,10061
719,10063
720,9957
721,9976
722,9918
723,9930
724,9999
725,10023
726,10075
727,10024
728,9944
729,9991
730,10070
731,10094
732,10014
733,10026
734,10028
735,10125
736,10061
737,10136
738,10115
739,10127
740,10049
741,10030
742,10066
743,10064
744,9999
745,10023
746,10099
747,10062
748,10015
749,10002
750,10061
751,10083
752,10115
753,10098
754,10166
755,10238
756,10208
757,10136
758,10012
759,10007
760,10030
761,10048
762,10061
763,9955
764,9976
765,10038
766,9930
767,10091
768,10077
769,10111
770,10176
771,9999
772,10083
773,10151
774,10098
775,10180
776,10033
777,10077
778,10125
779,10052
780,10031
781,10006
782,9938
783,9954
784,9979
785,10024
786,10092
787,10168
788,10036
789,10066
790,10019
791,10058
792,9981
793,9998
794,10000
795,10054
796,10107
797,9996
798,9978
799,9927
800,9974
801,10026
802,9956
803,10078
804,10117
805,10091
806,10093
807,9965
808,10008
809,10015
810,9934
811,10013
812,10004
813,10121
814,10142
815,10154
816,10034
817,10061
818,10185
819,10112
820,10019
821,9979
822,10021
823,10062
824,9967
825,10121
826,10089
827,10051
828,10032
829,10011
830,10053
831,10020
832,9986
833,10027
834,10010
835,10107
836,10129
837,9961
838,10037
839,10143
840,10193
841,10069
842,10201
843,10182
844,10139
845,10227
846,10050
847,10086
848,10175
849,10197
850,10286
851,10132
852,10098
853,10132
854,10105
855,10064
856,10083
857,10066
858,10001
859,10063
860,10079
861,9933
862,10062
863,10063
864,10121
865,10078
866,10092
867,10085
868,10161
869,10207
870,10206
871,10243
872,10070
873,10133
874,10158
875,10115
876,10015
877,9967
878,10068
879,10093
880,10178
881,10128
882,10064
883,10001
884,10060
885,9993
886,10088
887,9991
888,9925
889,9905
890,10043
891,10125
892,10120
893,10125
894,10107
895,10092
896,10116
897,10207
898,10127
899,10161
900,10167
901,10166
902,10178
903,10146
904,10113
905,10027
906,10186
907,10158
908,10161
909,10039
910,10077
911,10228
912,10153
913,10219
914,10092
915,10285
916,10242
917,10212
918,10116
919,10171
920,10125
921,10110
922,10011
923,10160
924,10070
925,10072
926,10190
927,9973
928,9983
929,10036
930,9999
931,10082
932,10241
933,10206
934,10191
935,10128
936,10188
937,10185
938,10142
939,10173
940,10223
941,10233
942,10177
943,10320
944,10391
945,10176
946,10169
947,10100
948,10260
949,10259
950,10206
951,10246
952,10162
953,10117
954,10099
955,10108
956,10217
957,10149
958,10075
959,10170
960,10346
961,10319
962,10207
963,10176
964,10205
965,10206
966,10166
967,10150
968,10134
969,10095
970,10137
971,10169
972,10176
973,10157
974,10170
975,10037
976,9959
977,9933
978,9970
979,10075
980,10030
981,10070
982,10126
983,10008
984,10116
985,10168
986,10203
987,10204
988,10263
989,10198
990,10252
991,10199
992,10184
993,10230
994,10151
995,10189
996,10169
997,10097
998,10152
999,10285
1000,10063
1001,10072
1002,10063
1003,10098
1004,10108
1005,10118
1006,10137
1007,10242
1008,10299
1009,10081
1010,10149
1011,10175
1012,10227
1013,10076
1014,10037
1015,10146
1016,10263
1017,10140
1018,10062
1019,10132
1020,10106
1021,10197
1022,10128
1023,10057
1024,10098
1025,10152
1026,10053
1027,10032
1028,10013
1029,10120
1030,10058
1031,10151
1032,10159
1033,10120
1034,10055
1035,10141
1036,10110
1037,10115
1038,10160
1039,10087
1040,10133
1041,10107
1042,10039
1043,10095
1044,10085
1045,10012
1046,10121
1047,10130
1048,10103
1049,10092
1050,10166
1051,10103
1052,10002
1053,10044
1054,9899
1055,9947
1056,9908
1057,9982
1058,10067
1059,10123
1060,10030
1061,10045
1062,10072
1063,10073
1064,10056
1065,10054
1066,9979
1067,9948
1068,10060
1069,10047
1070,10128
1071,10154
1072,10114
1073,10087
1074,10045
1075,10076
1076,10087
1077,10064
1078,10027
1079,10139
1080,10146
1081,10176
1082,10052
1083,10107
1084,10139
1085,10061
1086,10182
1087,10178
1088,10231
1089,10047
1090,10370
1091,10249
1092,10235
1093,10093
1094,10087
1095,10063
1096,10044
1097,10095
1098,10103
1099,10045
1100,10049
1101,10082
1102,10101
1103,10126
1104,10096
1105,10034
1106,10039
1107,10005
1108,9972
1109,10102
1110,10109
1111,10184
1112,10077
1113,10069
1114,10075
1115,10241
1116,10198
1117,10129
1118,10103
1119,10157
1120,10167
1121,10045
1122,10119
1123,10136
1124,10149
1125,10204
1126,10087
1127,10099
1128,10126
1129,10075
1130,10166
1131,10090
1132,10071
1133,10078
1134,10058
1135,10064
1136,9945
1137,9998
1138,10011
1139,10077
1140,10105
1141,10068
1142,9991
1143,10110
1144,10290
1145,10201
1146,10194
1147,10146
1148,10092
1149,10055
1150,10024
1151,9958
1152,9901
1153,9894
1154,10079
1155,10193
1156,10152
1157,10202
1158,10106
1159,10217
1160,10094
1161,10086
1162,10260
1163,10159
1164,10103
1165,10113
1166,10066
1167,10181
1168,10149
1169,10129
1170,10087
1171,10097
1172,10143
1173,10106
1174,10160
1175,10054
1176,10197
1177,10210
1178,10248
1179,10215
1180,10291
1181,10153
1182,10035
1183,10189
1184,10153
1185,10115
1186,10164
1187,10233
1188,10295
1189,10371
1190,10258
1191,10113
1192,10182
1193,10238
1194,10209
1195,10146
1196,10109
1197,10136
1198,9967
1199,10007
1200,10024
1201,10034
1202,10087
1203,10125
1204,10167
1205,10097
1206,10001
1207,10102
1208,10099
1209,10106
1210,10049
1211,10146
1212,10117
1213,10088
1214,10073
1215,10153
1216,10111
1217,10034
1218,10066
1219,10074
1220,10075
1221,10034
1222,10061
1223,10017
1224,10082
1225,10109
1226,10110
1227,10083
1228,10163
1229,10200
1230,10192
1231,10090
1232,10116
1233,10110
1234,10139
1235,10171
1236,10053
1237,10051
1238,10085
1239,10123
1240,10081
1241,9960
1242,10103
1243,10073
1244,10261
1245,10101
1246,10184
1247,10207
1248,10133
1249,10090
1250,10057
1251,10112
1252,10079
1253,10112
1254,10140
1255,10176
1256,10132
1257,10202
1258,10106
1259,10139
1260,10169
1261,10166
1262,10152
1263,10078
1264,9995
1265,9959
1266,9983
1267,9980
1268,10046
1269,10076
1270,10088
1271,10055
1272,10064
1273,10106
1274,10129
1275,10065
1276,10061
1277,10077
1278,10342
1279,10247
1280,10183
1281,10080
1282,10173
1283,10079
1284,10048
1285,10133
1286,10201
1287,10198
1288,10178
1289,10080
1290,10221
1291,10203
1292,10292
1293,10233
1294,10121
1295,10072
1296,10033
1297,10084
1298,10002
1299,10195
1300,10127
1301,10019
1302,10048
1303,10153
1304,10115
1305,10111
1306,10053
1307,10155
1308,10103
1309,10012
1310,10014
1311,10042
1312,10079
1313,10082
1314,10137
1315,10169
1316,10109
1317,9982
1318,9970
1319,10069
1320,10093
1321,10094
1322,10021
1323,9926
1324,9994
1325,9966
1326,10021
1327,9989
1328,10032
1329,9983
1330,10008
1331,10063
1332,10158
1333,10064
1334,9944
1335,10012
1336,10084
1337,10196
1338,10206
1339,10086
1340,9983
1341,10029
1342,10042
1343,10035
1344,9927
1345,9974
1346,10077
1347,10082
1348,10068
1349,10077
1350,10058
1351,10055
1352,10174
1353,10042
1354,10043
1355,10069
1356,10001
1357,10105
1358,10101
1359,10098
1360,10095
1361,10051
1362,9979
1363,10024
1364,10094
1365,10158
1366,10194
1367,10108
1368,10051
1369,10071
1370,10263
1371,10058
1372,9960
1373,9972
1374,9998
1375,10026
1376,9992
1377,9966
1378,9997
1379,10016
1380,10110
1381,10121
1382,10030
1383,10014
1384,10058
1385,10166
1386,9997
1387,10093
1388,10139
1389,10089
1390,9951
1391,9975
1392,10134
1393,10165
1394,10143
1395,10108
1396,10119
1397,10052
1398,10121
1399,10034
1400,10006
1401,10015
1402,9944
1403,10070
1404,9994
1405,10100
1406,10040
1407,10118
1408,10088
1409,10120
1410,10068
1411,10122
1412,10115
1413,10041
1414,10025
1415,10104
1416,10066
1417,10113
1418,10107
1419,10129
1420,10068
1421,10047
1422,10109
1423,10143
1424,10175
1425,10131
1426,10120
1427,10069
1428,10156
1429,10196
1430,10100
1431,10057
1432,10138
1433,10093
1434,10076
1435,9981
1436,9957
1437,9985
1438,10026
1439,9973
1440,10082
1441,10108
1442,10168
1443,10188
1444,10149
1445,10097
1446,10102
1447,10007
1448,10054
1449,10113
1450,10139
1451,10136
1452,10065
1453,10094
1454,10189
1455,10174
1456,10193
1457,10159
1458,10298
1459,10186
1460,10072
1461,10109
1462,10099
1463,9972
1464,9893
1465,9857
1466,10046
1467,10021
1468,10045
1469,10036
1470,9944
1471,10018
1472,9997
1473,9975
1474,9963
1475,10018
1476,9975
1477,10019
1478,10064
1479,9978
1480,10086
1481,10058
1482,10180
1483,10135
1484,10107
1485,9924
1486,10021
1487,10025
1488,10125
1489,10112
1490,10170
1491,10149
1492,10178
1493,10078
1494,10159
1495,10128
1496,10121
1497,10046
1498,9996
1499,10082
1500,10041
1501,10122
1502,10038
1503,10093
1504,9937
1505,9984
1506,10084
1507,10024
1508,9991
1509,9990
1510,10074
1511,9999
1512,10012
1513,10079
1514,9980
1515,10201
1516,10288
1517,10094
1518,10146
1519,10168
1520,10115
1521,10104
1522,10001
1523,9939
1524,10020
1525,9967
1526,10100
1527,10038
1528,10150
1529,10134
1530,10138
1531,10109
1532,10118
1533,10115
1534,10114
1535,10090
1536,10003
1537,10039
1538,10206
1539,10262
1540,10141
1541,10187
1542,10131
1543,10083
1544,10156
1545,10066
1546,10111
1547,10069
1548,10095
1549,10108
1550,10075
1551,10110
1552,10090
1553,10176
1554,10150
1555,10211
1556,10055
1557,9977
1558,10113
1559,10029
1560,10144
1561,10079
1562,10172
1563,10141
1564,10130
1565,10059
1566,9996
1567,10111
1568,10123
1569,10175
1570,10108
1571,10018
1572,10068
1573,10123
1574,10039
1575,10046
1576,10177
1577,10121
1578,9880
1579,10020
1580,9996
1581,9981
1582,9975
1583,10027
1584,9976
1585,10113
1586,10044
1587,10085
1588,10044
1589,10011
1590,10024
1591,9997
1592,10092
1593,10117
1594,10179
1595,10084
1596,10088
1597,10118
1598,10138
1599,10172
1600,10156
1601,10194
1602,10164
1603,10122
1604,10267
1605,9945
1606,10027
1607,9923
1608,9926
1609,9962
1610,10023
1611,10107
1612,10111
1613,10010
1614,10127
1615,10134
1616,10207
1617,10032
1618,10108
1619,10043
1620,10056
1621,10134
1622,10118
1623,10061
1624,10020
1625,10073
1626,10057
1627,9940
1628,9927
1629,9906
