MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.9905,0.150324,0.0683402,0.0104627
2,0.990695,0.125971,0.0679827,0.00594679
3,0.990638,0.121189,0.104559,0.00728718
4,0.990795,0.149944,0.0952015,0.00212896
5,0.990945,0.0923801,0.0833728,0.00587677
6,0.990945,0.0923801,0.0833728,0.00587677
7,0.990827,0.0231861,0.105688,0.00118078
8,0.990949,0.0384905,0.0806883,0.0056485
9,0.990857,0.0715233,0.109676,0.00850388
10,0.990946,0.0596601,0.0431577,0.00680218
11,0.990843,0.049919,0.0578023,0.00280135
12,0.990931,0.0556476,0.0182417,0.00512616
13,0.990605,0.0914052,0.0503298,0.00840001
14,0.990771,0.111575,0.0276995,0.00578658
15,0.99098,0.109359,0.080573,0.00395896
16,0.991099,0.128732,0.0811156,0.00486397
17,0.990941,0.145372,0.0601325,0.00489979
18,0.990991,0.106082,0.0947436,0.000933528
19,0.990806,0.0563026,0.0373366,0.00212068
20,0.990886,0.0585468,0.0659075,0.00541022
21,0.990886,0.0585468,0.0659075,0.00541022
22,0.990973,0.0631566,0.0783977,0.00137172
23,0.990822,0.0761941,0.114591,0.00301025
24,0.990727,0.0661088,0.099526,0.00785473
25,0.990851,0.108895,0.0751967,0.00981666
26,0.990851,0.108895,0.0751967,0.00981666
27,0.990851,0.108895,0.0751967,0.00981666
28,0.990772,0.131812,0.0858003,0.00186418
29,0.990772,0.131812,0.0858003,0.00186418
30,0.990935,0.158477,0.0248311,0.00209914
31,0.990972,0.165838,0.0122024,0.00648107
32,0.990972,0.165838,0.0122024,0.00648107
33,0.990795,0.230916,0.0450137,0.0085902
34,0.990672,0.245699,0.0461724,0.00516398
35,0.990601,0.158891,0.0950974,0.00106837
36,0.990601,0.158891,0.0950974,0.00106837
37,0.990601,0.158891,0.0950974,0.00106837
38,0.990656,0.143692,0.112116,0.00437917
39,0.990606,0.141107,0.0679591,0.00634837
40,0.990809,0.151452,0.0924284,0.00653154
41,0.99093,0.102632,0.0192141,0.00747909
42,0.990924,0.0749271,0.0550561,0.00226513
