MDTU,min_ave,max_ave
1,-0.311881,0.135427
2,-0.309573,0.134197
3,-0.31033,0.134692
4,-0.306015,0.136102
5,-0.306503,0.136646
6,-0.306503,0.136646
7,-0.306289,0.136335
8,-0.304763,0.136467
9,-0.302797,0.137606
10,-0.304705,0.136717
11,-0.301326,0.137684
12,-0.299217,0.138558
13,-0.30147,0.137539
14,-0.299969,0.138667
15,-0.298793,0.138428
16,-0.299535,0.138341
17,-0.300314,0.138467
18,-0.298664,0.138253
19,-0.299353,0.138483
20,-0.298768,0.138168
21,-0.298768,0.138168
22,-0.297115,0.138662
23,-0.297337,0.139169
24,-0.298609,0.137654
25,-0.29878,0.138244
26,-0.29878,0.138244
27,-0.29878,0.138244
28,-0.299469,0.138131
29,-0.299469,0.138131
30,-0.295899,0.138474
31,-0.296577,0.137842
32,-0.296577,0.137842
33,-0.298318,0.138379
34,-0.298225,0.137597
35,-0.29782,0.138035
36,-0.29782,0.138035
37,-0.29782,0.138035
38,-0.296863,0.13782
39,-0.296062,0.138601
40,-0.291709,0.140457
41,-0.291543,0.140266
42,-0.287513,0.142064
43,-0.288245,0.141965
44,-0.286957,0.141683
45,-0.286957,0.141683
46,-0.286134,0.143346
47,-0.285418,0.142963
48,-0.287081,0.142032
49,-0.288873,0.141234
50,-0.286855,0.141824
51,-0.287128,0.141542
52,-0.287128,0.141542
53,-0.283999,0.142665
54,-0.283999,0.142665
55,-0.288,0.140876
56,-0.28744,0.140111
57,-0.287306,0.141252
58,-0.287442,0.141499
59,-0.284128,0.142797
60,-0.284128,0.142797
61,-0.284128,0.142797
62,-0.284411,0.142816
63,-0.285908,0.142222
64,-0.285545,0.143274
65,-0.282785,0.144717
66,-0.283105,0.144486
67,-0.283105,0.144486
68,-0.283105,0.144486
69,-0.280978,0.144573
70,-0.280978,0.144573
71,-0.276272,0.146266
72,-0.27719,0.146553
73,-0.27672,0.146184
74,-0.275585,0.146089
75,-0.275794,0.146761
76,-0.277942,0.147464
77,-0.276525,0.145116
78,-0.27668,0.146097
79,-0.27668,0.146097
80,-0.27668,0.146097
81,-0.275169,0.146322
82,-0.275169,0.146322
83,-0.274312,0.146808
84,-0.274115,0.146983
85,-0.274115,0.146983
86,-0.274115,0.146983
87,-0.270247,0.148781
88,-0.272395,0.14873
89,-0.271595,0.14888
90,-0.271595,0.14888
91,-0.271595,0.14888
92,-0.271595,0.14888
93,-0.271595,0.14888
94,-0.271267,0.149524
95,-0.271267,0.149524
96,-0.272945,0.149108
97,-0.272743,0.147938
98,-0.27199,0.14848
99,-0.27199,0.14848
100,-0.270725,0.149456
101,-0.27151,0.14873
102,-0.268421,0.149246
103,-0.270886,0.149041
104,-0.267107,0.149502
105,-0.265657,0.150812
106,-0.265015,0.150625
107,-0.266028,0.150401
108,-0.266028,0.150401
109,-0.266028,0.150401
110,-0.26336,0.152017
111,-0.262414,0.152023
112,-0.262184,0.152449
113,-0.261238,0.15312
114,-0.261238,0.15312
115,-0.260452,0.153505
116,-0.261295,0.15301
117,-0.26298,0.152475
118,-0.261893,0.152831
119,-0.260876,0.152426
120,-0.261046,0.151724
121,-0.259442,0.153821
122,-0.259442,0.153821
123,-0.260258,0.153855
124,-0.259221,0.154097
125,-0.257875,0.153743
126,-0.257412,0.154746
127,-0.259033,0.153897
128,-0.256198,0.154528
129,-0.257855,0.154335
130,-0.25652,0.155264
131,-0.255134,0.154689
132,-0.25519,0.155712
133,-0.255843,0.155416
134,-0.252693,0.156837
135,-0.254426,0.155755
136,-0.253175,0.156348
137,-0.254904,0.15583
138,-0.25463,0.155361
139,-0.252675,0.155032
140,-0.252675,0.155032
141,-0.250185,0.156692
142,-0.253053,0.155794
143,-0.24873,0.158345
144,-0.249278,0.157968
145,-0.249162,0.15804
146,-0.25031,0.157371
147,-0.24814,0.15762
148,-0.245783,0.159334
149,-0.247104,0.158444
150,-0.246272,0.158876
151,-0.246272,0.158876
152,-0.246272,0.158876
153,-0.245775,0.159043
154,-0.245775,0.159043
155,-0.244415,0.159786
156,-0.245352,0.159616
157,-0.243555,0.160613
158,-0.243978,0.160328
159,-0.243978,0.160328
160,-0.243978,0.160328
161,-0.243387,0.159794
162,-0.244344,0.159223
163,-0.24665,0.157755
164,-0.247322,0.157864
165,-0.248064,0.158061
166,-0.248064,0.158061
167,-0.243461,0.16049
168,-0.243633,0.158816
169,-0.240827,0.160156
170,-0.240953,0.160457
171,-0.240953,0.160457
172,-0.240393,0.161997
173,-0.24251,0.161231
174,-0.24132,0.162008
175,-0.242056,0.161437
176,-0.242056,0.161437
177,-0.242056,0.161437
178,-0.241116,0.161229
179,-0.241116,0.161229
180,-0.238495,0.162781
181,-0.238495,0.162781
182,-0.24227,0.161412
183,-0.24346,0.160136
184,-0.24346,0.160136
185,-0.24456,0.159762
186,-0.24456,0.159762
187,-0.243825,0.160207
188,-0.244737,0.15959
189,-0.244851,0.159174
190,-0.244134,0.159447
191,-0.244134,0.159447
192,-0.247668,0.157348
193,-0.247169,0.158168
