t,walltime
10,1184
20,1166
30,531
40,526.4
50,541.5
60,533.9
70,523.5
80,534.6
90,527.6
100,525
110,525.4
120,525.5
130,522.8
140,544.6
150,603
160,534.1
170,532.7
180,528.3
190,544.3
200,541.9
210,543.2
220,534.2
230,550.7
240,538.5
250,536.5
260,539.6
270,538.6
280,550
290,558.5
300,562.8
310,594
320,582.8
330,594
340,591.2
350,583.6
360,581.5
370,579.8
380,598.5
390,586
400,577.9
410,577.6
420,583.9
430,591.8
440,590.5
450,645.2
460,601.3
470,622.7
480,614.8
490,619.9
500,634.6
510,597.4
520,586.7
530,586.5
540,598.8
550,588.1
560,590.8
570,593.5
580,591.7
590,598.7
600,600.8
610,593.3
620,583.1
630,520.7
640,514.8
650,516
660,513.7
670,504.9
680,526.5
690,521.4
700,512.6
710,520.2
720,526.4
730,523.9
740,516.7
750,522.5
760,511.1
770,512.7
780,518.4
790,516.5
800,520.2
810,523.8
820,514.2
830,525.5
840,520
850,523.7
860,518.3
870,520.7
880,526.8
890,527.9
900,530.7
910,531.6
920,528.9
930,527
940,526.3
950,523.8
960,531.5
970,529.4
980,526.8
990,529.2
1000,527.6
1010,535.9
1020,527.3
1030,535
1040,528.3
1050,535.3
1060,539.2
1070,534.1
1080,534.7
1090,529.1
1100,535.7
1110,527
1120,530.1
1130,534.7
1140,530.5
1150,534.1
1160,531.9
1170,530.5
1180,526.3
1190,526.6
1200,530.4
1210,530.5
1220,535.9
1230,523.5
1240,529.2
1250,524.9
1260,526.5
1270,527.5
1280,524.2
1290,526.6
1300,529
1310,526.7
1320,528.9
1330,526.1
1340,531.2
1350,525.7
1360,526.1
1370,524.5
1380,529.9
1390,525.9
1400,531.2
1410,533
1420,529
1430,532.3
1440,515.4
1450,524.9
1460,533.9
1470,538.8
1480,526.8
1490,533.9
1500,526.4
1510,526
1520,523.9
1530,533.5
1540,526.2
1550,524.6
1560,528.6
1570,531.6
1580,527.8
1590,530.2
1600,525.8
1610,528
1620,527.1
1630,526.9
1640,526.8
1650,530.8
1660,530.6
1670,527.5
1680,523.6
1690,522.7
1700,532.3
1710,529.3
1720,530.9
1730,527.7
1740,525.8
1750,528.5
1760,531.7
1770,526.1
1780,537.7
1790,525.5
1800,527.5
1810,525.3
1820,526.2
1830,539.3
1840,524.7
1850,529.9
1860,528.1
1870,526.6
1880,524.1
1890,531.3
1900,541
1910,536.4
1920,531.5
1930,528.6
1940,530.2
1950,530.3
1960,528.2
1970,532.9
1980,530.7
1990,530.4
2000,528.8
2010,533.4
2020,524.2
2030,334.7
2040,333.9
2050,330.7
2060,329
2070,335.3
2080,337.4
2090,337.3
2100,339.2
2110,338.2
2120,337.1
2130,339.6
2140,339.7
2150,338.1
2160,342.4
2170,338.4
2180,340.4
2190,337.6
2200,334.8
2210,336.8
2220,334.5
2230,335.7
2240,337.1
2250,338.2
2260,339.1
2270,338.4
2280,336.1
2290,340.6
2300,338.9
2310,338.8
2320,340
2330,340.2
2340,337.2
2350,341.5
2360,339.7
2370,340.2
2380,341.7
2390,341.5
2400,340.4
2410,342.8
2420,340.1
2430,340.9
2440,338.4
2450,336.2
2460,337
2470,340.6
2480,346
2490,340.7
2500,344.2
2510,337.5
2520,338.7
2530,339.4
2540,339.8
2550,337.5
2560,340.1
2570,338.2
2580,341.3
2590,337.5
2600,336.6
2610,338.1
2620,337.4
2630,337.2
2640,337.8
2650,337.8
2660,336.9
2670,338.6
2680,336
2690,334.7
2700,335.8
2710,334.9
2720,335.7
2730,333.5
2740,336.2
2750,336.3
2760,336.5
2770,337.1
2780,335.4
2790,336.7
2800,338.4
2810,336.3
2820,336.8
2830,337.5
2840,339.1
2850,339.4
2860,337.5
2870,334.8
2880,336.5
2890,336.6
2900,335.4
2910,337.3
2920,338
2930,337.6
2940,337.3
2950,336.5
2960,337.2
2970,335.5
2980,337
2990,335.7
3000,336.8
3010,336.8
3020,336
3030,336.7
3040,337.1
3050,335.9
3060,347.9
3070,345.2
3080,349.3
3090,347.7
3100,346
3110,351.1
3120,353
3130,351.3
3140,349.9
3150,350.8
3160,349.2
3170,352.4
3180,352.6
3190,351.2
3200,353.8
3210,350.8
3220,346.3
3230,344.8
3240,344.6
3250,347
3260,349.3
3270,350.2
3280,351.4
3290,348.8
3300,347.8
3310,345.9
3320,349.5
3330,346.6
3340,346.6
3350,349.1
3360,345.6
3370,348.9
3380,347.3
3390,346.7
3400,350.4
3410,348.5
3420,346.5
3430,344.4
3440,347.6
3450,348.9
3460,352.3
3470,351.8
3480,350.5
3490,346.6
3500,346.4
3510,347.9
3520,350.2
3530,352.2
3540,348.2
3550,348.7
3560,342.2
3570,345.7
3580,347.1
3590,346.1
3600,345
3610,344.4
3620,344.7
3630,375.2
3640,375.5
3650,379
3660,379.1
3670,379.1
3680,374.6
3690,379.5
3700,380.9
3710,380.1
3720,378.9
3730,377.5
3740,380.1
3750,376.3
3760,374.8
3770,380.1
3780,380.3
3790,377.3
3800,380.1
3810,380.7
3820,379.1
3830,350.6
3840,348.1
3850,349.9
3860,356.3
3870,353.6
3880,351.8
3890,347.6
3900,348.3
3910,346.1
3920,346.2
3930,346.8
3940,347.8
3950,347.4
3960,345.4
3970,345.3
3980,348.2
3990,345.3
4000,346.8
4010,344.2
4020,344.3
