t,e^(-dS)
1,0.294346
2,0.316637
3,0.936477
4,0.994687
5,1.05377
6,1.02982
7,1.05085
8,0.934251
9,0.964361
10,0.93513
11,1.13871
12,1.09212
13,1.05657
14,0.941812
15,1.00496
16,1.01156
17,1.10143
18,1.01412
19,1.04705
20,1.096
21,1.55597
22,1.36615
23,1.3531
24,0.905109
25,1.15546
26,1.63166
27,0.79255
28,0.864763
29,1.04457
30,1.11617
31,1.38348
32,0.997454
33,1.04393
34,1.34366
35,0.7303
36,1.27418
37,1.66579
38,1.01366
39,1.10916
40,0.982603
41,1.55442
42,3.82286
43,0.625628
44,0.345073
45,0.680179
46,2.19263
47,0.94466
48,0.917558
49,0.630337
50,0.887453
51,0.515355
52,1.32976
53,2.87485
54,2.30689
55,4.60434
56,2.27482
57,0.795329
58,1.77855
59,1.61285
60,0.59191
61,1.81575
62,0.675299
63,2.34363
64,1.47639
65,0.797559
66,0.619836
67,8.27302
68,0.250324
69,4.49965
70,1.47861
71,0.884529
72,0.340616
73,1.77411
74,1.27839
75,0.91877
76,0.944367
77,0.926325
78,2.14749
79,0.755708
80,0.229237
81,0.543623
82,2.11319
83,1.18305
84,1.06239
85,1.02892
86,1.33482
87,1.24633
88,2.55231
89,0.630464
90,0.741115
91,0.851292
92,0.269012
93,2.75936
94,0.282522
95,1.25621
96,0.871186
97,2.44245
98,0.649534
99,1.4212
100,0.37154
101,0.205769
102,0.527451
103,7.32285
104,2.70933
105,0.216969
106,0.768204
107,1.74648
108,0.441137
109,1.32273
110,1.45863
111,2.64534
112,1.28724
113,2.1417
114,0.198295
115,0.498277
116,1.42362
117,0.292293
118,0.969117
119,0.912516
120,3.0833
121,0.599835
122,0.802278
123,0.774374
124,0.439288
125,7.3522
126,0.638202
127,1.25558
128,0.689837
129,2.47862
130,0.273351
131,0.19205
132,1.19447
133,1.5368
134,1.23121
135,2.721
136,2.95353
137,3.47989
138,0.939883
139,2.1889
140,0.695865
141,2.1016
142,0.613914
143,0.458819
144,3.19632
145,0.885502
146,1.30434
147,0.540857
148,0.309747
149,3.10185
150,1.04798
151,0.855388
152,4.73982
153,1.03941
154,1.19698
155,1.34272
156,0.13466
157,0.641209
158,3.77726
159,0.636036
160,2.07363
161,0.528771
162,1.27316
163,0.451581
164,2.00471
165,0.431495
166,1.8491
167,0.297007
168,1.01987
169,4.83557
170,0.582807
171,0.979258
172,2.81229
173,0.620022
174,0.606106
175,0.55705
176,1.16067
177,0.346802
178,2.00471
179,0.359515
180,0.789544
181,0.627696
182,3.83819
183,0.470481
184,0.47034
185,0.818649
186,0.666177
187,3.27723
188,0.36204
189,0.463847
190,0.17552
191,1.19292
192,0.763609
193,0.209507
194,0.167294
195,0.61073
196,1.05023
197,3.39058
198,0.248826
199,0.487776
200,2.19855
201,0.0910816
202,0.207837
203,0.431279
204,0.608657
205,2.4542
206,1.402
207,0.0961352
208,0.339935
209,1.20623
210,1.004
211,1.4127
212,0.507022
213,0.398998
214,1.67347
215,3.47989
216,0.360235
217,1.3438
218,1.08277
219,0.610242
220,0.786628
221,0.856843
222,1.57192
223,0.33824
224,0.239548
225,0.817422
226,0.0750951
227,1.34945
228,0.141423
229,0.263949
230,2.52793
231,1.27011
232,0.866494
233,0.373626
234,1.1977
235,0.373439
236,1.79194
237,0.161057
238,1.09519
239,0.103623
240,0.4018
241,1.62678
242,0.861052
243,0.829444
244,0.426262
245,0.180324
246,0.517731
247,0.428271
248,0.40176
249,0.557775
250,0.140999
251,1.30656
252,0.293464
253,0.308202
254,0.796921
255,0.579262
256,0.175696
257,0.575797
258,0.687289
259,0.0941374
260,0.870663
261,0.399796
262,0.66001
263,0.131994
264,0.274172
265,0.198097
266,0.762083
267,0.468837
268,1.02576
269,0.450409
270,1.94371
271,5.94767
272,2.95944
273,3.33342
274,0.386393
275,2.57024
276,0.362402
277,0.554993
278,0.503284
279,0.298496
280,0.470246
281,0.113268
282,0.942584
283,0.900415
284,3.16768
285,3.19312
286,1.62466
287,1.45659
288,0.572124
289,4.4638
290,0.560403
291,0.956791
292,0.750887
293,0.407954
294,1.84799
295,1.34272
296,1.67414
297,0.400597
298,0.661795
299,0.813508
300,0.524872
301,0.316637
302,0.146607
303,2.55896
304,0.320459
305,0.556438
306,0.433918
307,0.67368
308,0.444502
309,0.81734
310,0.54777
311,3.37367
312,0.253093
313,0.090718
314,0.205153
315,0.285647
316,0.177284
317,0.345764
318,0.224473
319,5.01784
320,1.4582
321,1.72789
322,0.124307
323,0.255636
324,2.76489
325,0.63141
326,0.24635
327,1.63101
328,0.261061
329,0.130419
330,0.354162
331,2.43854
332,0.163818
333,1.46536
334,0.276098
335,1.48632
336,0.606895
337,0.332206
338,0.0926432
339,2.4383
340,0.219369
341,1.01999
342,2.40777
343,0.366777
344,1.28261
345,1.66496
346,1.28634
347,0.685642
348,1.26807
349,0.0917214
350,0.447356
351,0.696282
352,0.733007
353,0.280271
354,0.617115
355,0.0885666
356,0.0922733
357,1.10794
358,4.63205
359,1.0149
360,1.502
361,0.426092
362,1.76544
363,0.54766
364,0.199888
365,6.54041
366,0.292585
367,1.5124
368,1.8999
369,0.0910816
370,2.33918
371,0.448655
372,1.05556
373,0.506364
374,0.479458
375,0.644101
376,1.47079
377,1.055
378,0.390667
379,1.00179
380,3.42808
381,0.624378
382,1.38154
383,0.589194
384,0.212673
385,0.241472
386,2.37928
387,0.421768
388,1.18768
389,0.33088
390,0.201091
391,3.37029
392,1.76491
393,4.19545
394,1.00451
395,1.04694
396,0.760408
397,0.64869
398,0.754349
399,0.1029
400,0.0875102
401,0.301496
402,0.19909
403,0.229696
404,0.245858
405,1.27188
406,1.05175
407,0.204743
408,0.170503
409,1.5124
410,1.81921
411,2.31058
412,0.655341
413,1.45718
414,0.535529
415,1.9408
416,0.355582
417,0.272259
418,0.957739
419,1.32075
420,0.517058
421,0.278594
422,1.67615
423,1.53511
424,0.879589
425,0.348541
426,0.461119
427,0.638011
428,1.55317
429,0.253346
430,1.10172
431,0.479697
432,2.09342
433,0.357007
434,0.13615
435,0.285647
436,0.791995
437,1.96796
438,0.433701
439,1.05555
440,0.230156
441,0.469823
442,1.00142
443,0.0394785
444,2.00111
445,0.955921
446,0.941708
447,0.370797
448,0.0870737
449,1.17281
450,0.892169
451,0.146314
452,0.958371
453,0.957433
454,0.280551
455,0.262632
456,2.63188
457,1.12109
458,0.373775
459,1.73152
460,0.522777
461,1.23986
462,0.452847
463,0.340957
464,1.28261
465,0.742153
466,1.29072
467,0.69684
468,0.643521
469,0.668579
470,1.16311
471,0.18563
472,0.280832
473,0.19398
474,0.855816
475,0.86045
476,0.8473
477,0.262632
478,0.208253
479,0.390511
480,0.137656
481,0.195734
482,0.681131
483,2.35373
484,0.880381
485,0.384543
486,0.830274
487,2.64534
488,0.250074
489,3.94717
490,0.575164
491,0.744308
492,0.250074
493,0.267135
494,0.0908087
495,0.223353
496,1.74473
497,2.00872
498,0.18563
499,0.317906
500,0.503838
501,0.197899
502,6.91021
503,3.42123
504,0.232934
505,0.802679
506,0.143417
507,1.45543
508,1.8467
509,0.756843
510,0.434526
511,0.473312
512,0.914452
513,0.617115
514,0.472603
515,0.769819
516,0.963464
517,0.675231
518,0.210557
519,0.247338
520,0.942499
521,0.93135
522,1.16021
523,0.20089
524,0.354517
525,0.142132
526,1.86395
527,0.925594
528,0.518767
529,0.0367727
530,3.3401
531,6.79373
532,0.606349
533,0.795329
534,1.08714
535,1.50546
536,0.0545302
537,0.369908
538,0.323356
539,1.14088
540,0.504342
541,0.188059
542,0.17447
543,0.543949
544,0.819796
545,0.167462
546,1.5917
547,0.518456
548,0.210136
549,0.599895
550,0.0766121
551,0.488166
552,0.279152
553,0.630527
554,2.73464
555,0.682973
556,1.56596
557,1.07028
558,0.358796
559,0.332871
560,0.373066
561,0.562874
562,0.510839
563,2.01496
564,0.378099
565,0.975417
566,0.801156
567,1.85058
568,0.931089
569,0.498077
570,3.06179
571,1.48246
572,0.151374
573,0.134391
574,0.172045
575,0.57597
576,0.554383
577,0.365313
578,0.613976
579,0.989981
580,0.839121
581,0.166793
582,0.821273
583,1.6507
584,1.23837
585,0.35665
586,1.25282
587,0.241956
588,0.320459
589,0.187871
590,0.67611
591,0.663783
592,0.671058
593,0.817912
594,2.11108
595,0.444325
596,0.629959
597,0.821683
598,0.0494892
599,0.952305
600,0.403774
601,0.387593
602,0.722166
603,0.423882
604,3.46946
605,3.19312
606,0.388291
607,1.17975
608,1.64313
609,0.650965
610,1.26909
611,0.173253
612,2.08924
613,0.816523
614,0.278594
615,1.42989
616,2.36434
617,3.35013
618,1.13951
619,1.6032
620,1.60095
621,0.1764
622,0.716627
623,0.976754
624,1.26744
625,1.85336
626,0.215887
627,0.310057
628,0.810017
629,1.27214
630,0.322388
631,0.440696
632,0.155051
633,0.246104
634,0.997747
635,2.71828
636,0.119912
637,1.03693
638,0.700753
639,0.206801
640,2.42686
641,1.40481
642,0.992488
643,0.203722
644,1.34757
645,0.355226
646,1.12637
647,1.10971
648,0.335209
649,0.19593
650,0.734475
651,1.30161
652,0.32078
653,1.76526
654,1.25082
655,2.27095
656,0.193399
657,1.42675
658,0.754575
659,0.251327
660,1.17692
