MDTU,S_F
1,7.46925e-06
2,7.4212e-06
3,7.44445e-06
4,7.51471e-06
5,7.47166e-06
6,7.48052e-06
7,7.51389e-06
8,7.43531e-06
9,7.47285e-06
10,7.44364e-06
11,7.49694e-06
12,7.45215e-06
13,7.41323e-06
14,7.35269e-06
15,7.31068e-06
16,7.37648e-06
17,7.44235e-06
18,7.40486e-06
19,7.50176e-06
20,7.40993e-06
21,7.42402e-06
22,7.41077e-06
23,7.37873e-06
24,7.35754e-06
25,7.36078e-06
26,7.36352e-06
27,7.34966e-06
28,7.37827e-06
29,7.42831e-06
30,7.40836e-06
31,7.47637e-06
32,7.48062e-06
33,7.50911e-06
34,7.57203e-06
35,7.55163e-06
36,7.54729e-06
37,7.48724e-06
38,7.48806e-06
39,7.49937e-06
40,7.51719e-06
41,7.49758e-06
42,7.48567e-06
43,7.5288e-06
44,7.56541e-06
45,7.52187e-06
46,7.60205e-06
47,7.63628e-06
48,7.63628e-06
49,7.57398e-06
50,7.60005e-06
51,7.60005e-06
52,7.64011e-06
53,7.61592e-06
54,7.62059e-06
55,7.69107e-06
56,7.73978e-06
57,7.73978e-06
58,7.80001e-06
59,7.78992e-06
60,7.78992e-06
61,7.82277e-06
62,7.82277e-06
63,7.86462e-06
64,7.86407e-06
65,7.80282e-06
66,7.74061e-06
67,7.81366e-06
68,7.81366e-06
69,7.7525e-06
70,7.77923e-06
71,7.80053e-06
72,7.80053e-06
73,7.71418e-06
74,7.72893e-06
75,7.72893e-06
76,7.69072e-06
77,7.67692e-06
78,7.68522e-06
79,7.63378e-06
80,7.63378e-06
81,7.63378e-06
82,7.66456e-06
83,7.63765e-06
84,7.63069e-06
85,7.63695e-06
86,7.66107e-06
87,7.68531e-06
88,7.60476e-06
89,7.63997e-06
90,7.58896e-06
91,7.6077e-06
92,7.6077e-06
93,7.63254e-06
94,7.63254e-06
95,7.69566e-06
96,7.76612e-06
97,7.86661e-06
98,7.84539e-06
99,7.84886e-06
100,7.84886e-06
101,7.84886e-06
102,7.8242e-06
103,7.80986e-06
104,7.77745e-06
105,7.77745e-06
106,7.74965e-06
107,7.88523e-06
108,7.75023e-06
109,7.73135e-06
110,7.73743e-06
111,7.79507e-06
112,7.78455e-06
113,7.77848e-06
114,7.77848e-06
115,7.77848e-06
116,7.8167e-06
117,7.8167e-06
118,7.85236e-06
119,7.76891e-06
120,7.81254e-06
121,7.81254e-06
122,7.85365e-06
123,7.86046e-06
124,7.86046e-06
125,7.877e-06
126,7.82101e-06
127,7.83154e-06
128,7.76122e-06
129,7.80073e-06
130,7.78831e-06
131,7.78831e-06
132,7.79435e-06
133,7.81751e-06
134,7.79128e-06
135,7.78918e-06
136,7.8424e-06
137,7.84021e-06
138,7.90399e-06
139,7.87695e-06
140,7.87695e-06
141,7.9213e-06
142,7.90125e-06
143,7.90125e-06
144,7.88475e-06
145,7.89143e-06
146,7.81106e-06
147,7.81106e-06
148,7.81106e-06
149,7.84522e-06
150,7.84409e-06
151,7.83428e-06
152,7.80167e-06
153,7.76272e-06
154,7.84463e-06
155,7.82505e-06
156,7.82505e-06
157,7.82505e-06
158,7.90631e-06
159,7.91306e-06
160,7.97116e-06
161,7.9495e-06
162,7.8246e-06
163,7.8246e-06
164,7.81517e-06
165,7.81517e-06
166,7.84425e-06
167,7.84425e-06
168,7.88289e-06
169,7.90155e-06
170,7.84856e-06
171,7.8222e-06
172,7.83272e-06
173,7.78853e-06
174,7.85213e-06
175,7.94097e-06
176,7.83003e-06
177,7.83003e-06
178,7.80744e-06
179,7.80744e-06
180,7.85578e-06
181,7.85578e-06
182,7.90242e-06
183,7.90242e-06
184,7.90242e-06
185,7.85418e-06
186,7.85418e-06
187,7.88209e-06
188,7.88209e-06
189,7.88209e-06
190,7.88209e-06
191,7.90359e-06
192,7.94806e-06
193,7.94806e-06
194,7.94806e-06
195,7.94806e-06
196,7.95571e-06
197,7.87453e-06
198,7.88824e-06
199,7.91262e-06
200,7.97526e-06
201,7.97526e-06
202,7.97526e-06
203,7.97526e-06
204,8.00362e-06
205,7.96128e-06
206,7.89453e-06
207,7.89453e-06
208,7.89453e-06
209,7.87758e-06
210,7.96853e-06
211,7.98126e-06
212,7.98968e-06
213,7.98968e-06
214,7.9144e-06
215,7.94889e-06
216,7.93192e-06
217,7.96965e-06
218,7.89415e-06
219,7.89415e-06
220,7.92635e-06
221,7.88561e-06
222,7.95545e-06
223,7.95545e-06
224,7.95545e-06
225,7.95545e-06
226,7.95545e-06
227,7.94035e-06
228,7.90682e-06
229,7.90682e-06
230,7.91556e-06
231,7.91373e-06
232,7.91011e-06
233,7.8734e-06
234,7.92627e-06
235,7.92627e-06
236,7.94613e-06
237,7.94613e-06
238,7.98861e-06
239,7.98861e-06
240,7.98861e-06
241,7.91255e-06
242,7.91255e-06
243,7.91347e-06
244,7.92031e-06
245,7.92624e-06
246,7.92624e-06
247,7.92624e-06
248,7.9247e-06
249,7.9247e-06
250,7.9247e-06
251,7.90122e-06
252,7.90122e-06
253,7.90122e-06
254,7.893e-06
255,7.92298e-06
256,7.92298e-06
257,7.92298e-06
258,7.92485e-06
259,7.97799e-06
260,8.06914e-06
261,8.08449e-06
262,8.02125e-06
263,8.02125e-06
264,7.986e-06
265,7.986e-06
266,7.99905e-06
267,7.98631e-06
268,8.1065e-06
269,7.98917e-06
270,7.96413e-06
271,7.99552e-06
272,8.04375e-06
273,8.06989e-06
274,8.06989e-06
275,8.15071e-06
276,8.0431e-06
277,8.0431e-06
278,8.0431e-06
279,8.10788e-06
280,8.04107e-06
281,8.04107e-06
282,8.03554e-06
283,8.01042e-06
284,8.07627e-06
285,7.96702e-06
286,7.92221e-06
287,7.98881e-06
288,7.98881e-06
289,7.96355e-06
290,8.05286e-06
291,7.94089e-06
292,7.98744e-06
293,8.11106e-06
294,8.04744e-06
295,8.02464e-06
296,7.99659e-06
297,7.99659e-06
298,8.09168e-06
299,8.137e-06
300,8.137e-06
301,8.0945e-06
302,8.0945e-06
303,8.07972e-06
304,8.07972e-06
305,8.07972e-06
306,8.07972e-06
307,8.01646e-06
308,8.01646e-06
309,8.06642e-06
310,8.04927e-06
311,7.954e-06
312,7.954e-06
313,7.954e-06
314,7.95002e-06
315,7.95002e-06
316,7.95002e-06
317,7.98169e-06
318,7.98169e-06
319,8.11944e-06
320,7.99346e-06
321,7.97127e-06
322,7.97127e-06
323,8.02494e-06
324,8.0859e-06
325,8.07979e-06
326,8.07979e-06
