t,cg_iters
1,35573
2,36374
3,35810
4,36060
5,35569
6,35707
7,36249
8,36614
9,36583
10,35828
11,18558
12,18504
13,18320
14,18349
15,18423
16,17929
17,17936
18,17877
19,18052
20,18162
21,9302
22,9208
23,9228
24,9285
25,9025
26,9019
27,8950
28,9044
29,8891
30,9002
31,9008
32,8924
33,8910
34,9051
35,8992
36,9013
37,8920
38,9045
39,9134
40,9062
41,9086
42,9281
43,9238
44,9083
45,8962
46,9018
47,9057
48,9089
49,9188
50,9290
51,9268
52,9378
53,9300
54,9163
55,9132
56,9032
57,9098
58,9034
59,9040
60,8996
61,8975
62,8936
63,8996
64,9069
65,8908
66,9077
67,9035
68,8984
69,8989
70,8993
71,9066
72,8960
73,9064
74,9100
75,9004
76,8988
77,9016
78,8936
79,9099
80,8991
81,9121
82,9333
83,9529
84,9237
85,9296
86,9155
87,9046
88,9030
89,9116
90,9193
91,9335
92,9396
93,9468
94,9534
95,9490
96,9296
97,9115
98,9051
99,9213
100,9020
101,8914
102,8863
103,8847
104,8977
105,8941
106,9003
107,8975
108,9139
109,9033
110,9052
111,9181
112,9161
113,9200
114,8957
115,8909
116,8805
117,8782
118,8857
119,9112
120,9016
121,9082
122,9010
123,8946
124,9033
125,9070
126,9036
127,8899
128,9029
129,9023
130,8893
131,8749
132,8625
133,8699
134,8688
135,8783
136,8971
137,8869
138,8638
139,8651
140,8779
141,8920
142,9224
143,8911
144,9166
145,9160
146,8915
147,8935
148,8785
149,8804
150,8602
151,8667
152,8915
153,8943
154,8770
155,8841
156,8987
157,8944
158,8927
159,8732
160,8759
161,8739
162,8806
163,8717
164,8747
165,8791
166,8603
167,8918
168,8757
169,8906
170,8687
171,8793
172,8795
173,8805
174,8681
175,8705
176,8736
177,8794
178,8723
179,8687
180,8676
181,8620
182,8626
183,8854
184,8723
185,8659
186,8632
187,8686
188,8759
189,8825
190,8953
191,8843
192,8835
193,9005
194,8870
195,8864
196,8841
197,8949
198,8996
199,8846
200,8957
201,8935
202,9100
203,8979
204,9087
205,9105
206,8682
207,8890
208,8874
209,8942
210,8870
211,8765
212,8729
213,8754
214,8844
215,8743
216,8794
217,8953
218,8898
219,9031
220,8769
221,8743
222,8671
223,8657
224,8528
225,8629
226,8798
227,8763
228,8711
229,8757
230,8909
231,9058
232,8939
233,8774
234,8832
235,8737
236,8893
237,8859
238,8791
239,8913
240,8929
241,9059
242,9112
243,8950
244,8894
245,8833
246,8847
247,8863
248,8774
249,8920
250,8973
251,8922
252,8891
253,8829
254,8667
255,8787
256,8748
257,8706
258,8788
259,8728
260,8735
261,8778
262,8908
263,8779
264,8747
265,8842
266,8894
267,9048
268,8917
269,9019
270,9274
271,9160
272,9013
273,9029
274,9068
275,9089
276,9045
277,9049
278,8933
279,8896
280,8941
281,8831
282,9010
283,8870
284,8879
285,8855
286,8788
287,8706
288,8796
289,8783
290,8674
291,8741
292,8743
293,8741
294,8652
295,8891
296,8880
297,8695
298,8594
299,8574
300,8682
301,8691
302,8803
303,8957
304,8972
305,9081
306,9166
307,8845
308,8873
309,8846
310,8826
311,8733
312,8728
313,8830
314,8794
315,8547
316,8552
317,8627
318,8712
319,8657
320,8732
321,8629
322,8827
323,8787
324,8831
325,8783
326,8799
327,8702
328,8760
329,8732
330,8805
331,8772
332,8733
333,8704
334,8692
335,8792
336,9002
337,8787
338,8955
339,8830
340,8663
341,8627
342,8787
343,8762
344,8883
345,8694
346,8605
347,8744
348,8740
349,8637
350,8724
351,8759
352,8709
353,8742
354,8681
355,8718
356,8677
357,8749
358,8781
359,8713
360,8734
361,8818
362,8719
363,8781
364,8714
365,8707
366,8725
367,8710
368,8795
369,8751
370,8834
371,8770
372,8892
373,8788
374,8985
375,9067
376,8860
377,8806
378,8795
379,8680
380,8707
381,8699
382,8794
383,8846
384,9031
385,9094
386,9007
387,8890
388,9082
389,9273
390,9137
391,9156
392,9093
393,8899
394,8810
395,8644
396,8712
397,8614
398,8705
399,8658
400,8692
401,8743
402,8782
403,8758
404,8703
405,8723
406,8807
407,9017
408,9054
409,8883
410,8864
411,8779
412,8758
413,8822
414,8804
415,8860
416,9049
417,8957
418,8735
419,8828
420,8869
421,8706
422,8637
423,8615
424,8573
425,8611
426,8770
427,8729
428,8636
429,8592
430,8632
431,8520
432,8586
433,8560
434,8533
435,8605
436,8546
