t,accP
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,0
14,1
15,1
16,1
17,1
18,1
19,0
20,1
21,0
22,0
23,0
24,1
25,0
26,1
27,1
28,1
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,1
41,1
42,0
43,0
44,1
45,0
46,1
47,0
48,1
49,1
50,1
51,0
52,0
53,0
54,1
55,1
56,0
57,0
58,1
59,0
60,0
61,1
62,0
63,1
64,0
65,0
66,1
67,1
68,1
69,1
70,1
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,1
80,1
81,1
82,1
83,1
84,1
85,0
86,1
87,0
88,0
89,1
90,0
91,1
92,1
93,0
94,0
95,1
96,1
97,0
98,0
99,1
100,1
101,0
102,1
103,0
104,1
105,0
106,1
107,0
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,0
117,1
118,1
119,0
120,0
121,1
122,1
123,1
124,0
125,1
126,1
127,0
128,0
129,0
130,0
131,1
132,0
133,0
134,1
135,1
136,0
137,1
138,1
139,1
140,1
141,1
142,1
143,0
144,1
145,0
146,1
147,1
148,1
149,0
150,0
151,0
152,1
153,1
154,1
155,1
156,0
157,0
158,1
159,1
160,0
161,0
162,1
163,1
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,0
174,1
175,1
176,0
177,1
178,0
179,1
180,0
181,0
182,1
183,1
184,1
185,1
186,0
187,1
188,1
189,0
190,1
191,0
192,1
193,0
194,0
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,0
204,0
205,1
206,0
207,0
208,1
209,0
210,1
211,1
212,0
213,1
214,1
215,1
216,1
217,1
218,0
219,0
220,0
221,1
222,0
223,0
224,0
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,0
235,1
236,0
237,1
238,0
239,0
240,1
241,1
242,1
243,1
244,0
245,1
246,1
247,1
248,0
249,1
250,0
251,0
252,1
253,1
254,0
255,1
256,0
257,0
258,0
259,0
260,0
261,1
262,0
263,0
264,0
265,0
266,1
267,0
268,1
269,1
270,1
271,1
272,1
273,1
274,0
275,0
276,1
277,1
278,0
279,0
280,1
281,1
282,1
283,1
284,1
285,0
286,1
287,1
288,0
289,0
290,0
291,0
292,0
293,0
294,1
295,0
296,0
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,1
309,1
310,0
311,1
312,1
313,0
314,1
315,1
316,1
317,1
318,1
319,1
320,0
321,0
322,1
323,0
324,1
325,1
326,1
327,1
328,0
329,1
330,0
331,1
332,0
333,1
334,1
335,1
336,0
337,0
338,1
339,1
340,0
341,0
342,1
343,0
344,0
345,1
346,0
347,1
348,0
349,0
350,1
351,0
352,0
353,0
354,0
355,1
356,1
357,0
358,0
359,0
360,1
361,0
362,0
363,1
364,1
365,1
366,0
367,1
368,0
369,1
370,0
371,1
372,0
373,0
374,1
375,1
376,1
377,1
378,0
379,1
380,0
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,0
392,1
393,1
394,0
395,1
396,0
397,0
398,0
399,1
400,1
