MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.493242,-0.293481,-0.39643
2,0.532734,-0.315023,-0.429612
3,0.53616,-0.328388,-0.423827
4,0.516929,-0.304272,-0.417892
5,0.50957,-0.292828,-0.41703
6,0.524238,-0.311687,-0.421518
7,0.529078,-0.314891,-0.425167
8,0.524013,-0.295536,-0.432722
9,0.558357,-0.315491,-0.460682
10,0.543298,-0.328821,-0.432493
11,0.537247,-0.351997,-0.405872
12,0.5612,-0.38332,-0.409892
13,0.5612,-0.38332,-0.409892
14,0.542455,-0.396685,-0.369998
15,0.562018,-0.406086,-0.388533
16,0.564939,-0.381995,-0.416215
17,0.575625,-0.375906,-0.435935
18,0.616586,-0.381146,-0.484671
19,0.616586,-0.381146,-0.484671
20,0.58375,-0.375051,-0.447326
21,0.58375,-0.375051,-0.447326
22,0.58375,-0.375051,-0.447326
23,0.58375,-0.375051,-0.447326
24,0.636893,-0.415145,-0.482999
25,0.636893,-0.415145,-0.482999
26,0.649416,-0.432234,-0.48468
27,0.624524,-0.400021,-0.479598
28,0.61171,-0.40493,-0.458499
29,0.61171,-0.40493,-0.458499
30,0.61171,-0.40493,-0.458499
31,0.61171,-0.40493,-0.458499
32,0.61171,-0.40493,-0.458499
33,0.61171,-0.40493,-0.458499
34,0.61171,-0.40493,-0.458499
35,0.61171,-0.40493,-0.458499
36,0.61171,-0.40493,-0.458499
37,0.595305,-0.392082,-0.447951
38,0.595305,-0.392082,-0.447951
39,0.595305,-0.392082,-0.447951
40,0.555745,-0.399878,-0.38594
41,0.569661,-0.420792,-0.383988
42,0.569661,-0.420792,-0.383988
43,0.569661,-0.420792,-0.383988
44,0.582253,-0.432176,-0.390182
45,0.582253,-0.432176,-0.390182
46,0.600718,-0.449084,-0.398981
47,0.600718,-0.449084,-0.398981
48,0.61379,-0.443618,-0.424196
49,0.610054,-0.450698,-0.411141
50,0.61483,-0.473256,-0.392486
51,0.61483,-0.473256,-0.392486
52,0.61483,-0.473256,-0.392486
53,0.61483,-0.473256,-0.392486
54,0.67541,-0.547518,-0.395477
55,0.675741,-0.582195,-0.343036
