MDTU,susyTrans,Im(bilin)
10,0.00158127,0.000886995
20,-0.000247311,-0.000924479
30,0.000780993,-0.00119935
40,-0.00156075,-0.00231978
50,-0.00109776,-0.000403317
60,-0.0021649,-0.00103045
70,-0.000978651,0.00123266
80,-0.000554305,-0.00215041
90,-0.00195815,-0.00193006
100,-0.00724827,0.000592619
110,-0.0023016,-0.00105068
120,-0.00386898,0.00105312
130,-0.00391284,-0.000383778
140,-0.00130173,0.000121641
150,0.000839967,0.000987968
160,-0.00243827,0.00190885
170,0.00320307,0.00052877
180,-0.000357847,0.000262349
190,-0.00248281,-0.000806576
200,-0.00480947,0.0037094
210,-0.004095,-0.00181215
220,0.00203426,-0.00214395
230,-0.00366443,0.00141367
240,0.00078872,0.00195998
250,0.00154122,0.00209573
260,-0.000302465,9.86934e-05
270,-0.0028718,0.000941349
280,-0.00455301,-0.00121544
290,-0.000393143,0.00035025
300,-0.000200194,-0.000516041
310,-0.00261439,0.000442247
320,0.000354053,-0.00046731
330,0.00212649,0.00204048
340,0.00517091,0.00338455
350,0.00399932,-0.00102654
360,-0.00403204,-0.000215368
370,-0.00559888,0.000349801
380,-0.00623207,0.00140446
390,-0.00113615,0.00117412
400,-0.0040616,-0.000172743
410,-0.00146846,-1.07685e-05
420,0.00307463,-0.00148958
430,-0.00315328,-0.000229566
440,0.00156202,-0.0020643
450,-0.000243251,-0.00250523
460,-0.00200459,-0.0020166
470,0.00224543,0.000850718
480,-0.00927813,-0.00159962
490,0.000325553,0.00205659
500,-0.00223084,0.00113102
510,-0.000527327,-0.00150746
520,-0.00177017,-0.00021224
530,-0.00142488,0.00156852
540,-0.00286692,-0.000660096
550,-0.00201231,-0.000701621
560,-0.00182566,0.00135171
570,0.00204458,-0.000187598
580,0.00385069,0.000519051
590,-0.00441323,-0.000694166
600,-0.00232966,-0.00160165
610,0.00209689,-0.000188824
620,-0.00311762,-0.0023674
630,-0.00266992,0.000985704
640,-0.00351542,0.000352488
650,-0.00380401,-4.19531e-05
660,-0.00115359,0.00150773
670,0.00366361,0.00201015
680,0.00067045,9.61149e-05
690,0.00119719,3.19342e-06
700,0.000385152,0.00105248
710,-0.00254738,-0.000913783
720,-0.00101439,0.00146353
730,-0.00156488,-0.00111691
740,0.00147745,-0.000798851
750,-0.00261087,0.000132493
760,-0.00104988,0.001114
770,-0.00316581,0.0013537
780,-0.00478182,-0.00149276
790,0.0017989,0.000855982
800,-0.00698641,-0.000919933
810,-0.0011639,0.00130902
820,0.00137417,0.000303496
830,-0.00217733,-0.00233271
840,0.000921986,0.00115079
850,-0.000581099,-0.000205829
860,0.00472292,0.0017057
870,-0.00110766,-0.000814168
880,0.000113826,-0.000646486
890,0.00166355,-0.000431459
900,-0.0016839,0.000226049
910,-0.00249873,0.000281021
920,-0.00375335,0.00121479
930,-0.000921204,-0.0023864
940,-0.00669888,0.000914646
950,-0.00525791,-0.00171776
960,0.00298348,1.27538e-06
970,-0.00103394,0.000590038
980,-0.000266825,-0.000880796
990,0.00153242,-0.00091763
1000,-0.0020057,-0.000802575
1010,0.00134905,0.000788802
1020,-0.00534575,0.000327472
1030,-0.00169468,-0.00158489
1040,0.000884004,-0.000929875
1050,-0.00210434,0.00105261
1060,-2.74791e-05,0.00176237
1070,-0.00127395,-0.000511598
1080,0.00364089,0.00201208
1090,0.00144188,-0.000996992
1100,-0.00613877,0.0017384
1110,-0.00388536,0.00145456
1120,0.000243432,-0.00176027
1130,-0.00034937,-0.00106883
1140,0.00269079,0.000417398
1150,0.00139245,0.00147198
1160,-0.000545288,-0.00138938
1170,-0.000794369,-0.00327633
1180,0.00206498,0.000500284
1190,0.0035403,0.00128421
1200,-0.00290961,0.000213479
1210,-0.000794206,-0.000145398
1220,-0.00626476,-0.00116986
1230,-0.00352561,-0.00159517
1240,-0.00297589,-0.000396989
1250,-0.00121068,-0.00041245
1260,-0.00297611,0.000576708
1270,-0.00218551,-0.00121843
1280,-0.00252615,0.00234244
1290,-0.00100145,0.000278395
1300,0.0051623,-0.00227435
1310,-0.00630369,0.000326486
1320,0.00144947,0.00171661
1330,-0.00052979,0.00174535
1340,-0.00274182,-0.00187655
1350,-0.000463896,0.00128558
1360,-0.00232947,0.00101006
1370,-0.000302711,-0.00103481
1380,-0.00271269,-0.00113329
1390,-0.000129624,-0.00147567
1400,0.0023553,0.00236182
1410,-0.00167221,0.00106532
1420,0.00117017,-0.0014064
1430,-0.00553301,-0.00017345
1440,0.0024318,-0.00110346
1450,-0.00764505,-0.000568441
1460,-0.000951125,0.00143423
1470,0.000553816,-0.000572428
1480,0.00053078,-0.0017525
1490,0.000671869,-0.00106048
1500,0.000255124,1.56515e-07
1510,-0.000574487,-0.002235
1520,0.00048339,-0.00144582
1530,-0.00311659,0.000951169
1540,0.000345725,0.000560405
1550,-0.00183692,0.00224425
1560,-0.00213558,-0.00104927
1570,-0.00658835,-0.000231392
1580,-0.00213333,0.000565687
1590,-0.00323746,0.000206534
1600,0.00215233,0.000144022
1610,-0.000263371,-2.28695e-05
1620,0.00381416,0.00059298
1630,0.00446132,-0.000403049
1640,0.00334405,0.00164551
1650,0.00472199,0.00188437
1660,-0.000365469,0.00101851
1670,-6.67825e-05,0.00130869
1680,-0.00649459,0.00122474
1690,0.00551301,0.000332233
1700,0.000526025,-0.000879947
1710,0.00260886,-0.000629495
1720,-0.00210511,-0.000309778
1730,0.00182129,0.00254374
1740,-0.00164858,0.000897632
1750,-0.00124749,0.0019665
1760,0.00628165,0.000887554
1770,-0.00225688,0.000857767
1780,-0.00235429,-0.000688333
1790,-0.0104397,0.000747657
1800,0.000432433,0.000995274
1810,0.00166098,-0.00108282
