t,cond_num
10,6.15335
20,6.11081
30,6.13886
40,6.12059
50,6.10887
60,6.14135
70,6.11288
80,6.08992
90,6.10303
100,6.15678
110,6.07458
120,6.13997
130,6.14059
140,6.10297
150,6.09028
160,6.15483
170,6.17322
180,6.17238
190,6.11458
200,6.11901
210,6.11942
220,6.14063
230,6.10497
240,6.10768
250,6.15192
260,6.1074
270,6.156
280,6.08616
290,6.12958
300,6.08182
310,6.0846
320,6.11057
330,6.12046
340,6.0615
350,6.06948
360,6.08821
370,6.13337
380,6.14268
390,6.1189
400,6.12493
410,6.1138
420,6.08445
430,6.12649
440,6.15613
450,6.15441
460,6.07465
470,6.10499
480,6.12945
490,6.09367
500,6.1217
510,6.09489
520,6.08745
530,6.11849
540,6.10858
550,6.12952
560,6.12142
570,6.07734
580,6.15149
590,6.13228
600,6.10521
610,6.1037
620,6.13287
630,6.07713
640,6.11651
650,6.06656
660,6.07784
670,6.12042
680,6.16733
690,6.07951
700,6.11108
710,6.10728
720,6.1772
730,6.09414
740,6.13515
750,6.13996
760,6.13265
770,6.09684
780,6.10839
790,6.08329
800,6.16718
810,6.1054
820,6.18924
830,6.12693
840,6.1411
850,6.15238
860,6.11143
870,6.08692
880,6.18028
890,6.12685
900,6.10328
910,6.09496
920,6.12212
930,6.13356
940,6.12953
950,6.08704
960,6.09088
970,6.13357
980,6.11648
990,6.06742
1000,6.1216
1010,6.09755
1020,6.08843
1030,6.11243
1040,6.08298
1050,6.14547
1060,6.17712
1070,6.08259
1080,6.13088
1090,6.13513
1100,6.16142
1110,6.13582
1120,6.11264
1130,6.08602
1140,6.1093
1150,6.14087
1160,6.11836
1170,6.13432
1180,6.12792
1190,6.08036
1200,6.07531
1210,6.09315
1220,6.07747
1230,6.08427
1240,6.10066
1250,6.13664
1260,6.09972
1270,6.13986
1280,6.12709
1290,6.12247
1300,6.13279
1310,6.09013
1320,6.11034
1330,6.12505
1340,6.07961
1350,6.09843
1360,6.08213
1370,6.1573
1380,6.13301
1390,6.10356
1400,6.07835
1410,6.14129
1420,6.11077
1430,6.1589
1440,6.071
1450,6.10832
1460,6.13599
1470,6.12376
1480,6.14063
1490,6.10284
1500,6.14174
1510,6.13328
1520,6.12466
1530,6.11087
1540,6.11223
1550,6.13164
1560,6.12213
1570,6.10584
1580,6.12958
1590,6.09359
1600,6.14834
1610,6.13015
1620,6.09255
1630,6.12938
1640,6.11605
1650,6.07827
1660,6.09074
1670,6.09678
1680,6.11107
1690,6.09554
1700,6.14149
1710,6.09882
1720,6.13466
1730,6.12084
1740,6.13522
1750,6.15279
1760,6.11561
1770,6.08831
1780,6.07901
1790,6.12049
1800,6.15073
1810,6.12326
1820,6.10664
1830,6.0829
1840,6.12672
1850,6.10983
1860,6.09355
1870,6.14096
1880,6.12832
1890,6.12589
1900,6.09731
1910,6.0994
1920,6.10396
1930,6.10649
1940,6.13026
1950,6.06642
1960,6.14749
1970,6.10043
1980,6.19615
1990,6.1419
2000,6.08384
2010,6.113
2020,6.10228
