MDTU,min_width,max_width
1,0.0603876,0.0409727
2,0.0586795,0.0395455
3,0.0589951,0.0401795
4,0.058407,0.0404499
5,0.0588066,0.0404692
6,0.0576518,0.0390668
7,0.057397,0.0397352
8,0.0591224,0.0413854
9,0.0595139,0.0408464
10,0.0577957,0.0392523
11,0.0563997,0.0385884
12,0.0561006,0.0372603
13,0.0559381,0.0381368
14,0.0552263,0.037823
15,0.0545166,0.0370384
16,0.0540767,0.0369717
17,0.0539694,0.0365973
18,0.0547214,0.0375981
19,0.054046,0.0359926
20,0.0555897,0.0382979
21,0.0551029,0.0377016
22,0.0551029,0.0377016
23,0.0562719,0.0381251
24,0.0562719,0.0381251
25,0.0557187,0.0375836
26,0.0557187,0.0375836
27,0.0568715,0.038203
28,0.0552942,0.0381906
29,0.0556786,0.0369997
30,0.0545351,0.0367297
31,0.0545351,0.0367297
32,0.0543158,0.0362104
33,0.0541051,0.0362363
34,0.0531153,0.0363265
35,0.054317,0.0370667
36,0.054317,0.0370667
37,0.05389,0.0366135
38,0.0535074,0.0367517
39,0.0532893,0.0366389
40,0.0533026,0.0372286
41,0.0534172,0.0364786
42,0.0520791,0.0351154
43,0.0501811,0.0354035
44,0.0501811,0.0354035
45,0.0506659,0.0341111
46,0.0517046,0.0347825
47,0.0513206,0.0338583
48,0.0507324,0.0334548
49,0.0506884,0.0337593
50,0.0507353,0.0341819
51,0.0511099,0.0343499
52,0.0511099,0.0343499
53,0.05035,0.0341005
54,0.05035,0.0341005
55,0.0519752,0.0351409
56,0.0528025,0.0360723
57,0.0522125,0.0349713
58,0.0522125,0.0349713
59,0.0532061,0.0353917
60,0.0529709,0.0353031
61,0.0546625,0.0361086
62,0.0546625,0.0361086
63,0.0530499,0.0351187
64,0.0530499,0.0351187
65,0.0528466,0.0351057
66,0.0523522,0.0347363
67,0.0511582,0.034254
68,0.0510176,0.0341288
69,0.0510176,0.0341288
70,0.0518617,0.0345019
71,0.0502663,0.0333489
72,0.0506834,0.0336415
73,0.0488589,0.0330749
74,0.049526,0.0330786
75,0.049526,0.0330786
76,0.049526,0.0330786
77,0.0491566,0.0319854
78,0.0469539,0.031603
79,0.0490127,0.0326259
80,0.0500643,0.0343854
81,0.0500864,0.0331078
82,0.0500864,0.0331078
83,0.0492325,0.0326925
84,0.049011,0.0331479
85,0.0484342,0.032436
86,0.0484342,0.032436
87,0.0458405,0.0309194
88,0.0458405,0.0309194
89,0.0458405,0.0309194
90,0.0462948,0.0308054
91,0.0452913,0.02996
92,0.0452913,0.02996
93,0.0461953,0.0317464
94,0.0452359,0.0299417
95,0.0452359,0.0299417
96,0.0460021,0.0304911
97,0.0465076,0.0305989
98,0.0450285,0.0299674
99,0.0447797,0.029818
100,0.0447797,0.029818
101,0.0447797,0.029818
102,0.0447797,0.029818
103,0.0453431,0.0310162
104,0.0440025,0.0298771
105,0.044105,0.0298371
106,0.044105,0.0298371
107,0.044105,0.0298371
108,0.0457429,0.0304302
109,0.0468844,0.0312029
110,0.0464713,0.0310706
111,0.0464713,0.0310706
112,0.0481158,0.0320154
113,0.047291,0.0312396
114,0.047291,0.0312396
115,0.0477635,0.0309378
116,0.0475024,0.0318755
117,0.0503753,0.0341095
118,0.0503753,0.0341095
119,0.0508081,0.0344712
120,0.0509653,0.034832
121,0.0494,0.0329709
122,0.0490261,0.0330903
123,0.0490261,0.0330903
124,0.0509872,0.0336015
125,0.0509429,0.0340735
126,0.0509429,0.0340735
127,0.0516153,0.0346524
128,0.0518852,0.0350462
129,0.052074,0.0350083
130,0.052074,0.0350083
131,0.052074,0.0350083
132,0.0505447,0.0342924
133,0.0531378,0.0350339
134,0.0516955,0.0342569
135,0.0516955,0.0342569
136,0.0504431,0.0330539
137,0.0522195,0.0347371
138,0.0522195,0.0347371
139,0.0513947,0.0345908
140,0.05162,0.0347398
141,0.0500954,0.0340608
142,0.0507788,0.0343324
143,0.0507788,0.0343324
144,0.0493047,0.0331516
145,0.0497865,0.0331612
146,0.0508859,0.0340668
147,0.0508859,0.0340668
148,0.0516747,0.0345429
149,0.0527832,0.035638
150,0.0532416,0.0364939
151,0.0532416,0.0364939
152,0.0532416,0.0364939
153,0.0529707,0.0361543
154,0.0534835,0.0355283
155,0.0536033,0.0360347
156,0.0538076,0.0362959
157,0.0531664,0.0356172
158,0.0531664,0.0356172
159,0.052583,0.035717
160,0.0537908,0.0364175
161,0.0538245,0.0360502
162,0.0534837,0.0359724
163,0.0534837,0.0359724
164,0.0534837,0.0359724
165,0.0551065,0.0369661
166,0.0551065,0.0369661
167,0.0547563,0.0372308
168,0.0540333,0.0364776
169,0.0540333,0.0364776
170,0.0548864,0.0370556
171,0.0548864,0.0370556
172,0.0566975,0.038731
173,0.0556174,0.0376455
