t,walltime
10,1440
20,1449
30,330
40,325.3
50,288.7
60,286.9
70,288.2
80,287.2
90,289.8
100,290.1
110,289.1
120,288.9
130,292.8
140,290.5
150,290.2
160,290.4
170,288
180,288.2
190,289
200,286.6
210,288.3
220,289.3
230,287
240,288.2
250,288.1
260,286.3
270,286.2
280,291.7
290,285.8
300,289.9
310,291.9
320,292.7
330,290.7
340,286.9
350,285.1
360,285
370,285.5
380,288.8
390,284
400,286.3
410,288.3
420,287.4
430,286.5
440,287.3
450,287.6
460,287.8
470,287.3
480,287.3
490,287
500,287.4
510,287.5
520,287.7
530,286.8
540,289.8
550,333
560,337.8
570,333.6
580,337.7
590,343.2
600,346.7
610,335.3
620,334.2
630,351.3
640,351.7
650,351
660,350.9
670,349.2
680,341.9
690,342.5
700,338.3
710,336.4
720,338.3
730,336.1
740,339.7
750,332.2
760,333
770,337.3
780,333.9
790,329.3
800,340.5
810,334.1
820,341.1
830,340.6
840,345
850,341.6
860,337.4
870,342.8
880,338.6
890,340.7
900,341.1
910,337.4
920,342
930,338.6
940,339
950,336
960,328.8
970,337.7
980,332.8
990,328.2
1000,337.5
1010,334.4
1020,330
1030,336
1040,326.8
1050,334.1
1060,328
1070,335.8
1080,334.3
1090,335.8
1100,331.2
1110,327.4
1120,326.2
1130,328.2
1140,340.1
1150,336
1160,326.1
1170,328.2
1180,326.9
1190,331.2
1200,325
1210,328.1
1220,326.8
1230,324.2
1240,323.7
1250,324.3
1260,332.7
1270,334
1280,337.8
1290,323.9
1300,321.4
1310,324.2
1320,323.2
1330,320.2
1340,325.6
1350,325.9
1360,327.3
1370,322
1380,324.1
1390,321.6
1400,323.8
1410,326.9
1420,328.2
1430,328.1
1440,325.7
1450,323.9
1460,322.2
1470,317.4
1480,320.9
1490,322.3
1500,323.3
1510,321.4
1520,323.7
1530,318.2
1540,319.2
1550,332.1
1560,322.7
1570,328.3
1580,329.4
1590,330.3
1600,317.7
1610,326.3
1620,331.2
1630,328.2
1640,317.2
1650,320.3
1660,327.4
1670,323.5
1680,320
1690,321.2
1700,317.8
1710,322.5
1720,317.3
1730,322.1
1740,321.2
1750,324.6
1760,324.5
1770,324.8
1780,323.6
1790,324.4
1800,311.4
1810,313.2
1820,315.8
1830,306.4
1840,309.4
1850,310
1860,314.5
1870,309.5
1880,311.8
1890,312
1900,312
1910,314.2
1920,312.7
1930,311.9
1940,309.6
1950,313.5
1960,311.5
1970,309.5
1980,317.4
1990,319.2
2000,319.4
2010,317.4
2020,322.6
2030,313.4
2040,322.9
2050,318.8
2060,315.4
2070,320.3
2080,321.5
2090,320.7
2100,324.3
2110,321.7
2120,322.7
2130,323.5
2140,321.2
2150,322.9
2160,327.1
2170,323.2
2180,326.3
2190,333.4
2200,326.7
2210,328.9
2220,325.5
2230,322.1
2240,321.5
2250,320.9
2260,321.6
2270,325.3
2280,326.4
2290,323.5
2300,296.3
2310,298.8
2320,295.1
2330,297.2
2340,293.8
2350,294.2
2360,296.6
2370,301
2380,306.7
2390,306.6
2400,306.5
2410,304
2420,307.5
2430,306.6
2440,305.3
2450,300.8
2460,301.1
2470,303.5
2480,303.6
2490,302.8
2500,301.5
2510,301.9
2520,302
2530,303
2540,305.3
2550,305.2
2560,306.6
2570,306.6
2580,306.4
2590,307.4
2600,306
2610,304
2620,303.7
2630,303.2
2640,301.9
2650,304.6
2660,302.2
2670,301.1
2680,299
2690,299.6
2700,305.1
2710,300.7
2720,306
2730,303.5
2740,305.7
2750,302.5
2760,301
