t,N_f,N_g
10,120,1440
20,120,1440
30,30,360
40,30,360
50,28,336
60,28,336
70,28,336
80,28,336
90,28,336
100,28,336
110,28,336
120,28,336
130,28,336
140,28,336
150,28,336
160,28,336
170,28,336
180,28,336
190,28,336
200,28,336
210,28,336
220,28,336
230,28,336
240,28,336
250,28,336
260,28,336
270,28,336
280,28,336
290,28,336
300,28,336
310,28,336
320,28,336
330,28,336
340,28,336
350,28,336
360,28,336
370,28,336
380,28,336
390,28,336
400,28,336
410,28,336
420,28,336
430,28,336
440,28,336
450,28,336
460,28,336
470,28,336
480,28,336
490,28,336
500,28,336
510,28,336
520,28,336
530,28,336
540,28,336
550,28,336
560,28,336
570,28,336
580,28,336
590,28,336
600,28,336
610,28,336
620,28,336
630,28,336
640,28,336
650,28,336
660,28,336
670,28,336
680,28,336
690,28,336
700,28,336
710,28,336
720,28,336
730,28,336
740,28,336
750,28,336
760,28,336
770,28,336
780,28,336
790,28,336
800,28,336
810,28,336
820,28,336
830,28,336
840,28,336
850,28,336
860,28,336
870,28,336
880,28,336
890,28,336
900,28,336
910,28,336
920,28,336
930,28,336
940,28,336
950,28,336
960,28,336
970,28,336
980,28,336
990,28,336
1000,28,336
1010,28,336
1020,28,336
1030,28,336
1040,28,336
1050,28,336
1060,28,336
1070,28,336
1080,28,336
1090,28,336
1100,28,336
1110,28,336
1120,28,336
1130,28,336
1140,28,336
1150,28,336
1160,28,336
1170,28,336
1180,28,336
1190,28,336
1200,28,336
1210,28,336
1220,28,336
1230,28,336
1240,28,336
1250,28,336
1260,28,336
1270,28,336
1280,28,336
1290,28,336
1300,28,336
1310,28,336
1320,28,336
1330,28,336
1340,28,336
1350,28,336
1360,28,336
1370,28,336
1380,28,336
1390,28,336
1400,28,336
1410,28,336
1420,28,336
1430,28,336
1440,28,336
1450,28,336
1460,28,336
1470,28,336
1480,28,336
1490,28,336
1500,28,336
1510,28,336
1520,28,336
1530,28,336
1540,28,336
1550,28,336
1560,28,336
1570,28,336
1580,28,336
1590,28,336
1600,28,336
1610,28,336
1620,28,336
1630,28,336
1640,28,336
1650,28,336
1660,28,336
1670,28,336
1680,28,336
1690,28,336
1700,28,336
1710,28,336
1720,28,336
1730,28,336
1740,28,336
1750,28,336
1760,28,336
1770,28,336
1780,28,336
1790,28,336
1800,28,336
1810,28,336
1820,28,336
1830,28,336
1840,28,336
1850,28,336
1860,28,336
1870,28,336
1880,28,336
1890,28,336
1900,28,336
1910,28,336
1920,28,336
1930,28,336
1940,28,336
1950,28,336
1960,28,336
1970,28,336
1980,28,336
1990,28,336
2000,28,336
2010,28,336
2020,28,336
2030,28,336
2040,28,336
2050,28,336
2060,28,336
2070,28,336
2080,28,336
2090,28,336
2100,28,336
2110,28,336
2120,28,336
2130,28,336
2140,28,336
2150,28,336
2160,28,336
2170,28,336
2180,28,336
2190,28,336
2200,28,336
2210,28,336
2220,28,336
2230,28,336
2240,28,336
2250,28,336
2260,28,336
2270,28,336
2280,28,336
2290,28,336
2300,28,336
2310,28,336
2320,28,336
2330,28,336
2340,28,336
2350,28,336
2360,28,336
2370,28,336
2380,28,336
2390,28,336
2400,28,336
2410,28,336
2420,28,336
2430,28,336
2440,28,336
2450,28,336
2460,28,336
2470,28,336
2480,28,336
2490,28,336
2500,28,336
2510,28,336
2520,28,336
2530,28,336
2540,28,336
2550,28,336
2560,28,336
2570,28,336
2580,28,336
2590,28,336
2600,28,336
2610,28,336
2620,28,336
2630,28,336
2640,28,336
2650,28,336
2660,28,336
2670,28,336
2680,28,336
2690,28,336
2700,28,336
2710,28,336
2720,28,336
2730,28,336
2740,28,336
2750,28,336
2760,28,336
2770,28,336
2780,28,336
2790,28,336
2800,28,336
2810,28,336
2820,28,336
2830,28,336
2840,28,336
2850,28,336
2860,28,336
2870,28,336
2880,28,336
2890,28,336
2900,28,336
2910,28,336
2920,28,336
2930,28,336
2940,28,336
2950,28,336
2960,28,336
2970,28,336
2980,28,336
2990,28,336
3000,28,336
3010,28,336
3020,28,336
3030,28,336
3040,28,336
3050,28,336
3060,28,336
3070,28,336
3080,28,336
3090,28,336
3100,28,336
3110,28,336
3120,28,336
3130,28,336
3140,28,336
3150,28,336
3160,28,336
3170,28,336
3180,28,336
3190,28,336
3200,28,336
3210,28,336
3220,28,336
3230,28,336
3240,28,336
3250,28,336
3260,28,336
3270,28,336
3280,28,336
3290,28,336
3300,28,336
3310,28,336
3320,28,336
3330,28,336
3340,28,336
3350,28,336
3360,28,336
3370,28,336
3380,28,336
3390,28,336
3400,28,336
3410,28,336
3420,28,336
3430,28,336
3440,28,336
3450,28,336
3460,28,336
3470,28,336
3480,28,336
3490,28,336
3500,28,336
3510,28,336
3520,28,336
3530,28,336
3540,28,336
3550,28,336
3560,28,336
