MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.878675,0.324308,-0.816636
2,0.874651,0.326943,-0.811248
3,0.879006,0.372745,-0.796061
4,0.876499,0.373065,-0.793141
5,0.873134,0.365364,-0.793015
6,0.869589,0.340475,-0.800164
7,0.872357,0.333639,-0.806035
8,0.868604,0.31221,-0.810554
9,0.8719,0.353002,-0.797245
10,0.866771,0.356966,-0.789852
11,0.86799,0.347562,-0.795366
12,0.866981,0.312834,-0.808574
13,0.865778,0.272583,-0.821749
14,0.86432,0.261944,-0.823671
15,0.869615,0.271245,-0.82623
16,0.864386,0.294722,-0.81259
17,0.866814,0.252386,-0.829257
18,0.867114,0.265701,-0.825403
19,0.86474,0.294429,-0.813072
20,0.866479,0.282281,-0.819209
21,0.87404,0.221064,-0.845623
22,0.87404,0.221064,-0.845623
23,0.87182,0.204871,-0.847406
24,0.87182,0.204871,-0.847406
25,0.868062,0.162434,-0.852729
26,0.868062,0.162434,-0.852729
27,0.860218,0.138307,-0.849026
28,0.873581,0.152891,-0.860097
29,0.865194,0.114229,-0.85762
30,0.871571,0.14218,-0.859896
31,0.871571,0.14218,-0.859896
32,0.864048,0.126653,-0.854715
33,0.866749,0.0903446,-0.862027
34,0.871119,0.0696839,-0.868328
35,0.869555,0.0875516,-0.865136
36,0.869555,0.0875516,-0.865136
37,0.866061,0.0750396,-0.862804
38,0.867527,0.0895925,-0.862889
39,0.868113,0.105552,-0.861672
40,0.871962,0.143336,-0.8601
41,0.870091,0.168259,-0.853668
42,0.855915,0.149489,-0.84276
43,0.858497,0.120933,-0.849936
44,0.858497,0.120933,-0.849936
45,0.857716,0.0921984,-0.852746
46,0.864855,0.0556898,-0.86306
47,0.860136,0.0504145,-0.858657
48,0.866877,0.0424394,-0.865838
49,0.865975,0.0245356,-0.865627
50,0.869493,0.0282689,-0.869034
51,0.86226,0.0358895,-0.861513
52,0.86226,0.0358895,-0.861513
53,0.860175,0.0278596,-0.859724
54,0.860175,0.0278596,-0.859724
55,0.861261,0.0392505,-0.860366
56,0.869086,0.094039,-0.863984
57,0.868046,0.0736881,-0.864912
58,0.868046,0.0736881,-0.864912
59,0.863075,0.045337,-0.861884
60,0.858093,0.0698874,-0.855243
61,0.864058,0.0381514,-0.863215
62,0.864058,0.0381514,-0.863215
63,0.858422,0.0393685,-0.857519
64,0.858422,0.0393685,-0.857519
65,0.863395,0.0551056,-0.861635
66,0.860782,0.0708748,-0.857859
67,0.866368,0.0387723,-0.8655
68,0.868171,0.0240331,-0.867839
69,0.868171,0.0240331,-0.867839
70,0.863453,0.0554391,-0.861671
71,0.864737,0.0517669,-0.863186
72,0.864851,0.0712466,-0.861911
73,0.859251,0.0859223,-0.854944
74,0.861222,0.0746327,-0.857982
75,0.861222,0.0746327,-0.857982
