MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.958845,0.79776,0.650701,0.00579578
2,0.954905,0.770157,0.767523,0.000944489
3,0.953817,0.763204,0.762542,0.0172232
4,0.953981,0.796505,0.94008,0.00335292
5,0.95068,0.822211,1.05351,0.0100382
6,0.953222,0.713325,0.774245,0.0125274
7,0.956375,0.78627,0.675806,0.0060781
8,0.961273,0.810451,0.581447,0.00407333
9,0.962632,0.733348,0.518514,0.00373283
10,0.965154,0.550563,0.690499,0.00802584
11,0.960278,0.70354,0.605412,0.0140174
12,0.959492,0.493586,0.736705,0.00590222
13,0.964223,0.684555,0.645325,0.0140659
14,0.96197,0.683877,0.521108,0.0106732
15,0.961859,0.66406,0.598768,0.0133096
16,0.961895,0.701913,0.777282,0.0055784
17,0.966892,0.581135,0.745369,0.00842327
18,0.965427,0.487617,0.852598,0.00323756
19,0.96465,0.446671,0.786157,0.0186935
20,0.959282,0.450129,0.752902,0.00895359
21,0.965252,0.523597,0.726412,0.0120139
22,0.96677,0.489085,0.739384,0.0109065
23,0.967334,0.444137,0.650668,0.00303423
24,0.967351,0.351852,0.783866,0.00572237
25,0.973405,0.348361,0.687179,0.0128539
26,0.973405,0.348361,0.687179,0.0128539
27,0.973405,0.348361,0.687179,0.0128539
28,0.973405,0.348361,0.687179,0.0128539
29,0.967671,0.437574,0.651391,0.00969075
30,0.966749,0.397239,0.557175,0.0030046
31,0.959537,0.357592,0.61466,0.00648462
32,0.962532,0.422167,0.688064,0.00815613
33,0.964004,0.401398,0.574837,0.0157409
34,0.95939,0.307643,0.63111,0.010443
35,0.963651,0.198698,0.635424,0.0131601
36,0.966177,0.217684,0.608161,0.00864688
37,0.961388,0.296831,0.500048,0.0114353
38,0.961388,0.296831,0.500048,0.0114353
39,0.960343,0.305926,0.481494,0.00464042
40,0.964108,0.350527,0.502655,0.00408918
41,0.964108,0.350527,0.502657,0.00408918
42,0.957914,0.246402,0.551343,0.00804531
43,0.957731,0.29856,0.445789,0.00439447
44,0.951247,0.370824,0.403257,0.00125827
45,0.955044,0.348504,0.485351,0.00914115
46,0.95459,0.290109,0.495566,0.00877628
47,0.945533,0.297304,0.547817,0.00857194
48,0.949381,0.322107,0.568774,0.0135969
49,0.94906,0.353501,0.461951,0.00447123
50,0.952263,0.395288,0.508419,0.00644665
51,0.951929,0.414996,0.502171,0.00643789
52,0.952604,0.440265,0.47999,0.00836073
53,0.950825,0.559359,0.45643,0.00997571
54,0.955223,0.480215,0.44673,0.0044181
55,0.955785,0.454574,0.492269,0.00214905
56,0.958553,0.515895,0.531281,0.00752568
57,0.958553,0.515895,0.531281,0.00752568
58,0.963084,0.415209,0.465217,0.0141241
59,0.959886,0.454926,0.501936,0.0191121
60,0.959886,0.454926,0.501936,0.0191121
61,0.961338,0.52178,0.609574,0.0168752
62,0.966006,0.435232,0.544325,0.0132636
63,0.966339,0.515662,0.591947,0.0194661
64,0.969125,0.595466,0.617552,0.00803976
65,0.968815,0.518893,0.572763,0.0137181
66,0.968815,0.518893,0.572763,0.0137181
67,0.968815,0.518893,0.572763,0.0137181
68,0.96742,0.472534,0.441606,0.0100328
69,0.973193,0.537267,0.47925,0.00403489
70,0.968224,0.507093,0.462587,0.00751656
71,0.967264,0.552495,0.428117,0.00717856
72,0.967264,0.552495,0.428117,0.00717856
73,0.969127,0.455264,0.472465,0.0100215
74,0.968553,0.37112,0.456366,0.00539556
75,0.970258,0.374229,0.491941,0.00829513
76,0.970997,0.485509,0.464677,0.0071696
77,0.972758,0.598925,0.436496,0.00903403
78,0.969155,0.558483,0.509802,0.00578815
79,0.96315,0.52808,0.44893,0.00617219
80,0.96199,0.50464,0.498671,0.0135911
81,0.964644,0.547419,0.485382,0.0105311
82,0.968494,0.463503,0.513361,0.00942877
83,0.968494,0.463503,0.513361,0.00942877
84,0.964742,0.447334,0.490603,0.0084147
85,0.96681,0.38555,0.491978,0.013509
86,0.964932,0.392849,0.554019,0.0099238
87,0.959201,0.394633,0.620959,0.00385316
88,0.957336,0.536613,0.531007,0.0212835
89,0.955624,0.423762,0.611867,0.0102306
90,0.961682,0.467464,0.549907,0.00847513
91,0.957358,0.530547,0.514662,0.0116871
92,0.953197,0.47708,0.477323,0.00367929
93,0.953421,0.436161,0.610392,0.0051872
94,0.95889,0.416053,0.647736,0.00483465
95,0.956228,0.520788,0.567778,0.00438362
96,0.960177,0.545602,0.504428,0.00259439
97,0.95474,0.567815,0.594562,0.0188662
98,0.956955,0.483054,0.526627,0.00896872
99,0.957406,0.445421,0.541286,0.00351717
100,0.958116,0.47091,0.564767,0.00563233
101,0.956263,0.511745,0.563514,0.0107991
102,0.956263,0.511745,0.563514,0.0107991
103,0.949276,0.519965,0.540444,0.00662295
104,0.949193,0.507693,0.567342,0.00990742
105,0.949193,0.507693,0.567342,0.00990742
106,0.954734,0.496225,0.608403,0.00587583
107,0.946527,0.618656,0.512157,0.0102549
108,0.946527,0.618656,0.512157,0.0102549
109,0.947923,0.532815,0.473329,0.00768896
110,0.947386,0.629476,0.413812,0.00458086
111,0.946516,0.636689,0.426678,0.0031298
112,0.946516,0.636689,0.426678,0.0031298
113,0.948734,0.548139,0.402735,0.00966887
114,0.948734,0.548139,0.402735,0.00966887
115,0.952285,0.71193,0.449686,0.0108345
116,0.952285,0.71193,0.449686,0.0108345
117,0.956271,0.678981,0.376504,0.0110568
118,0.957738,0.643075,0.394235,0.00620989
119,0.960231,0.600438,0.403292,0.0112484
120,0.960231,0.600438,0.403292,0.0112484
121,0.957714,0.610078,0.408538,0.0150525
122,0.957465,0.56558,0.363446,0.00982755
123,0.960775,0.503705,0.35373,0.00579382
124,0.960775,0.503705,0.35373,0.00579382
125,0.960775,0.503705,0.35373,0.00579382
126,0.958593,0.459682,0.388749,0.00376753
127,0.957838,0.390877,0.466129,0.0015167
128,0.961163,0.365138,0.410229,0.0109689
129,0.961163,0.365138,0.410229,0.0109689
130,0.957294,0.382153,0.544894,0.0066848
131,0.96019,0.516739,0.497288,0.00568492
132,0.955178,0.447565,0.442884,0.00279876
133,0.961206,0.403534,0.536043,0.00375251
134,0.962019,0.329516,0.512133,0.00567145
135,0.95936,0.37075,0.501559,0.0128382
136,0.954914,0.454395,0.504941,0.0124531
137,0.953584,0.436344,0.58407,0.004578
138,0.956403,0.568011,0.550262,0.00290314
139,0.956403,0.568011,0.550262,0.00290314
140,0.956403,0.568011,0.550262,0.00290314
141,0.956403,0.568011,0.550262,0.00290314
142,0.959787,0.533035,0.439886,0.0121114
143,0.959787,0.533035,0.439886,0.0121114
144,0.962338,0.580112,0.474714,0.00784945
145,0.964006,0.661113,0.586219,0.0172207
146,0.956348,0.633337,0.5794,0.0100041
147,0.956348,0.633337,0.5794,0.0100041
148,0.95452,0.49961,0.51688,0.00572776
149,0.958562,0.514706,0.537032,0.00992439
150,0.963128,0.485555,0.520207,0.00801271
151,0.965446,0.461297,0.559428,0.00307597
152,0.963145,0.524592,0.517633,0.00452933
153,0.959058,0.395979,0.420266,0.00885904
154,0.957653,0.43729,0.414886,0.0065832
155,0.960607,0.424176,0.465293,0.00463143
156,0.960607,0.424176,0.465293,0.00463143
157,0.961489,0.4731,0.370046,0.00581484
158,0.961489,0.4731,0.370046,0.00581484
159,0.961489,0.4731,0.370046,0.00581484
160,0.958817,0.464368,0.329284,0.00645242
161,0.958817,0.464368,0.329284,0.00645242
162,0.958817,0.464368,0.329284,0.00645242
163,0.964577,0.439175,0.41971,0.0131101
164,0.96454,0.436467,0.392403,0.0140038
165,0.963817,0.381477,0.325339,0.0116126
166,0.963817,0.381477,0.325339,0.0116126
167,0.963817,0.381477,0.325339,0.0116126
