MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.765004,0.423557,-0.637047
2,0.77822,0.417096,-0.657006
3,0.754171,0.420293,-0.626201
4,0.763286,0.417799,-0.638787
5,0.777012,0.455171,-0.629735
6,0.779677,0.438569,-0.644635
7,0.771884,0.466469,-0.614989
8,0.779447,0.448717,-0.63733
9,0.770873,0.427663,-0.641366
10,0.773375,0.431045,-0.642112
11,0.779694,0.459116,-0.630186
12,0.785737,0.475656,-0.625408
13,0.773074,0.43959,-0.635927
14,0.7682,0.465001,-0.611478
15,0.771283,0.458834,-0.619959
16,0.775524,0.485249,-0.604955
17,0.777556,0.478038,-0.613249
18,0.766009,0.498858,-0.581301
19,0.765508,0.514173,-0.567124
20,0.774242,0.514892,-0.578219
21,0.7683,0.526114,-0.559901
22,0.76898,0.531249,-0.555972
23,0.763729,0.548126,-0.531826
24,0.764092,0.546307,-0.534214
25,0.768466,0.57047,-0.514883
26,0.768466,0.57047,-0.514883
27,0.768466,0.57047,-0.514883
28,0.768466,0.57047,-0.514883
29,0.766551,0.575723,-0.506108
30,0.767858,0.564098,-0.520961
31,0.757967,0.561979,-0.50862
32,0.761705,0.555547,-0.521116
33,0.775766,0.574594,-0.521205
34,0.777456,0.561447,-0.537786
35,0.760484,0.508891,-0.565125
36,0.770854,0.50498,-0.582419
37,0.780974,0.489801,-0.608289
38,0.780974,0.489801,-0.608289
39,0.775911,0.508674,-0.585909
40,0.777283,0.525264,-0.572946
41,0.777283,0.525264,-0.572946
42,0.784418,0.563745,-0.545439
43,0.777402,0.560775,-0.53841
44,0.768522,0.562816,-0.52332
45,0.767986,0.552447,-0.533482
46,0.768389,0.558186,-0.528062
47,0.776306,0.572955,-0.523806
48,0.771963,0.581099,-0.508184
49,0.765746,0.571471,-0.509694
50,0.768433,0.5707,-0.514579
51,0.780224,0.579345,-0.522599
52,0.768071,0.597058,-0.483173
53,0.777795,0.597081,-0.498456
54,0.768163,0.605205,-0.473076
55,0.768004,0.57575,-0.508274
56,0.756697,0.563717,-0.50479
57,0.756697,0.563717,-0.50479
58,0.760803,0.564924,-0.50959
59,0.766596,0.56137,-0.522047
60,0.766596,0.56137,-0.522047
61,0.771584,0.552025,-0.539083
62,0.784433,0.541936,-0.567134
63,0.779386,0.529748,-0.571673
64,0.760906,0.516459,-0.558791
65,0.764338,0.51031,-0.569031
66,0.764338,0.51031,-0.569031
67,0.764338,0.51031,-0.569031
68,0.779569,0.52891,-0.572697
69,0.772091,0.526354,-0.564869
70,0.775181,0.540984,-0.555195
71,0.776206,0.586638,-0.508284
72,0.776206,0.586638,-0.508284
73,0.773252,0.57581,-0.516103
74,0.771152,0.577521,-0.511024
75,0.775471,0.587448,-0.506223
76,0.766281,0.577149,-0.50407
77,0.779195,0.579076,-0.521359
78,0.77068,0.554735,-0.534992
79,0.754249,0.492521,-0.571239
80,0.756315,0.480778,-0.583836
81,0.76558,0.466884,-0.606739
82,0.767287,0.471866,-0.605039
83,0.767287,0.471866,-0.605039
84,0.768505,0.443839,-0.627381
85,0.770416,0.44902,-0.626036
86,0.761186,0.406842,-0.643338
87,0.747314,0.400485,-0.630944
88,0.74662,0.443811,-0.600394
89,0.760242,0.453101,-0.610465
90,0.742788,0.442261,-0.596774
91,0.7583,0.467855,-0.596766
92,0.755489,0.443956,-0.611282
93,0.757376,0.443836,-0.6137
94,0.750141,0.43066,-0.614201
95,0.753851,0.420875,-0.625424
96,0.761461,0.427366,-0.630223
97,0.752794,0.452354,-0.601726
98,0.760156,0.431482,-0.625827
99,0.761188,0.478261,-0.592176
100,0.756982,0.480386,-0.585023
101,0.771499,0.480351,-0.603716
102,0.771499,0.480351,-0.603716
103,0.780151,0.445203,-0.640649
104,0.77874,0.406523,-0.66421
105,0.77874,0.406523,-0.66421
106,0.766833,0.392461,-0.658793
107,0.753656,0.393286,-0.642903
108,0.753656,0.393286,-0.642903
109,0.747582,0.383591,-0.641667
110,0.760368,0.346285,-0.676939
111,0.760144,0.329894,-0.684828
112,0.760144,0.329894,-0.684828
113,0.764953,0.367806,-0.670725
114,0.764953,0.367806,-0.670725
115,0.76866,0.355332,-0.681599
116,0.76866,0.355332,-0.681599
117,0.770944,0.355567,-0.684051
118,0.77078,0.33583,-0.693773
119,0.766716,0.323235,-0.69525
120,0.766716,0.323235,-0.69525
121,0.759861,0.352303,-0.673255
122,0.76783,0.379881,-0.667273
123,0.763225,0.349705,-0.678394
124,0.763225,0.349705,-0.678394
125,0.763225,0.349705,-0.678394
126,0.766347,0.342499,-0.685553
127,0.760591,0.360815,-0.66956
128,0.768933,0.354417,-0.682383
129,0.768933,0.354417,-0.682383
130,0.763677,0.388767,-0.657315
131,0.753545,0.341901,-0.671516
132,0.758638,0.366856,-0.664039
133,0.768618,0.323669,-0.697146
134,0.769729,0.328543,-0.696091
135,0.768458,0.276374,-0.717039
136,0.752144,0.286541,-0.695424
137,0.766184,0.285793,-0.710888
138,0.76359,0.283626,-0.708961
139,0.76359,0.283626,-0.708961
140,0.76359,0.283626,-0.708961
141,0.76359,0.283626,-0.708961
142,0.770118,0.257072,-0.725945
143,0.770118,0.257072,-0.725945
144,0.766689,0.23353,-0.730258
145,0.754095,0.199186,-0.727313
146,0.757689,0.223257,-0.72405
147,0.757689,0.223257,-0.72405
148,0.757998,0.217734,-0.726052
149,0.760606,0.220031,-0.728085
150,0.756607,0.207852,-0.727496
151,0.744356,0.225045,-0.709521
152,0.763366,0.222821,-0.730123
153,0.765563,0.216936,-0.734184
154,0.759126,0.195044,-0.733641
155,0.752624,0.209989,-0.722736
156,0.752624,0.209989,-0.722736
157,0.751124,0.217645,-0.7189
158,0.751124,0.217645,-0.7189
159,0.751124,0.217645,-0.7189
160,0.744039,0.181345,-0.721601
161,0.744039,0.181345,-0.721601
162,0.744039,0.181345,-0.721601
163,0.74311,0.171981,-0.722935
164,0.743909,0.149789,-0.728672
165,0.734262,0.108456,-0.726208
166,0.734262,0.108456,-0.726208
167,0.734262,0.108456,-0.726208
168,0.741321,0.0916909,-0.735629
169,0.749392,0.0578311,-0.747158
170,0.747036,0.0465621,-0.745584
171,0.754638,0.0531734,-0.752763
172,0.753478,0.082692,-0.748926
173,0.759918,0.130717,-0.748591
174,0.759669,0.0942206,-0.753804
175,0.770581,0.0968136,-0.764475
176,0.764502,0.110391,-0.75649
177,0.764502,0.110391,-0.75649
178,0.764343,0.13574,-0.752194
179,0.746158,0.140776,-0.732757
180,0.746158,0.140776,-0.732757
181,0.745729,0.147801,-0.730935
182,0.75239,0.140014,-0.739247
183,0.765718,0.123065,-0.755764
184,0.759303,0.0617692,-0.756786
185,0.740027,0.0609965,-0.737509
186,0.752322,0.0713885,-0.748927
187,0.748243,0.0828264,-0.743645
188,0.746762,0.0945576,-0.740751
189,0.743481,0.122211,-0.733367
190,0.743481,0.122211,-0.733367
191,0.749526,0.154909,-0.733344
192,0.749526,0.154909,-0.733344
193,0.758504,0.168935,-0.739452
194,0.758909,0.116823,-0.749864
195,0.754262,0.128249,-0.743279
196,0.754262,0.128249,-0.743279
197,0.743578,0.148195,-0.728661
198,0.743578,0.148195,-0.728661
199,0.758994,0.138831,-0.746189
200,0.754605,0.115252,-0.745751
201,0.757718,0.130445,-0.746405
202,0.757718,0.130445,-0.746405
203,0.769025,0.110326,-0.76107
204,0.764966,0.0780977,-0.760969
205,0.764966,0.0780977,-0.760969
206,0.767064,0.0278425,-0.766559
207,0.7724,0.0296146,-0.771833
208,0.77122,-0.0018561,-0.771218
209,0.756066,-0.0510883,-0.754337
210,0.76709,-0.026966,-0.766616
211,0.76597,-0.0415934,-0.76484
212,0.76597,-0.0415934,-0.76484
