MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.54269,-0.54428,-0.00094221
2,1.35244,-0.46888,0.000295845
3,1.32678,-0.45915,-0.0009015
4,1.11834,-0.40554,-1.42055e-05
5,1.09947,-0.36021,-0.000547051
6,1.07467,-0.3473,0.000419541
7,1.20021,-0.42256,0.000692301
8,1.11236,-0.39319,-0.000130087
9,1.11882,-0.3714,0.0001209
10,1.01823,-0.36107,0.000509847
11,0.984872,-0.33553,-0.000714761
12,1.01972,-0.31739,6.4853e-05
13,0.894332,-0.28678,-0.000934013
14,0.833131,-0.26108,-0.000856943
15,0.874941,-0.26958,-0.00038185
16,0.90689,-0.26476,-0.000149812
17,0.866252,-0.26344,-0.000171765
18,0.872564,-0.25443,-0.00120931
19,0.672873,-0.18918,-3.01947e-05
20,0.605758,-0.13219,0.00041892
21,0.594763,-0.13742,0.000441917
22,0.618174,-0.17949,0.000353533
23,0.630437,-0.19402,7.98355e-05
24,0.590052,-0.16963,0.000527485
25,0.553432,-0.18678,0.000257449
26,0.553432,-0.18678,0.000257449
27,0.553432,-0.18678,0.000257449
28,0.553432,-0.18678,0.000257449
29,0.528785,-0.13793,-0.000210795
30,0.484288,-0.11178,0.000184161
31,0.421368,-0.04215,0.000804544
32,0.443214,-0.06955,0.00124898
33,0.415612,-0.05664,-0.000215442
34,0.422475,-0.02165,0.000248015
35,0.368087,-0.00582,-0.000181869
36,0.38236,-0.01714,0.000261638
37,0.422782,-0.01364,-0.000574112
38,0.422782,-0.01364,-0.000574112
39,0.434149,0.002431,-0.000303134
40,0.486081,-0.04846,7.92716e-05
41,0.486081,-0.04846,7.92716e-05
42,0.519978,-0.06041,-0.0010436
43,0.556276,-0.05207,-0.000687974
44,0.539042,0.001193,0.000181969
45,0.600749,-0.02876,-4.45711e-05
46,0.521689,0.018016,0.000361389
47,0.57191,0.045035,-1.0405e-05
48,0.507177,0.063389,-0.000218688
49,0.45562,0.074774,0.000191055
50,0.446767,0.069898,-0.00034473
51,0.416333,0.087196,-0.000560153
52,0.426485,0.09122,0.000181758
53,0.469084,0.078436,6.14234e-05
54,0.481883,0.059072,-0.00049711
55,0.412293,0.091686,-0.000205488
56,0.382959,0.104252,-0.000160949
57,0.382959,0.104252,-0.000160949
58,0.383637,0.078448,5.80801e-05
59,0.423809,0.089832,-0.000252144
60,0.423809,0.089832,-0.000252144
61,0.412206,0.096677,-0.000683608
62,0.429228,0.048042,-0.000321983
63,0.367225,0.089384,0.00014274
64,0.348533,0.0932,0.00022014
65,0.347323,0.082172,-0.000896281
66,0.347323,0.082172,-0.000896281
67,0.347323,0.082172,-0.000896281
68,0.370334,0.084074,-0.000130738
69,0.373763,0.059922,-0.000526763
70,0.352424,0.100108,-0.000429833
71,0.387174,0.084184,0.000307154
72,0.387174,0.084184,0.000307154
73,0.409094,0.062354,-0.000359993
74,0.402763,0.108224,-0.000362463
75,0.504905,0.021516,7.46774e-05
76,0.452978,0.062293,-0.00078734
77,0.399782,0.071191,-0.000126114
78,0.382336,0.097416,-0.000583185
79,0.384718,0.148722,-4.38398e-05
80,0.361518,0.164428,-0.000204159
81,0.396612,0.126963,-0.000180667
82,0.426583,0.093516,0.000497411
83,0.426583,0.093516,0.000497411
84,0.373301,0.134654,9.78126e-05
85,0.372094,0.144299,0.000752582
86,0.407303,0.143851,-0.000129
87,0.346789,0.187632,0.000342116
88,0.374177,0.190576,8.65944e-05
89,0.380903,0.20426,0.00091646
90,0.393348,0.178656,0.000563923
91,0.427203,0.15898,0.000475228
92,0.434005,0.183647,0.000589486
93,0.438501,0.145549,3.07636e-05
94,0.347581,0.196128,0.000471247
95,0.355372,0.195964,0.000140322
96,0.333226,0.182134,0.000524174
97,0.339789,0.227495,0.000323821
98,0.320993,0.234564,-0.00011474
99,0.327062,0.23171,-0.000367
100,0.294708,0.248779,-0.000596847
101,0.285178,0.294886,-0.000322717
102,0.285178,0.294886,-0.000322717
103,0.298831,0.309261,-0.00020065
104,0.286869,0.324797,0.00034552
105,0.286869,0.324797,0.00034552
106,0.281437,0.286405,4.87441e-05
107,0.306353,0.319946,-0.000447423
108,0.306353,0.319946,-0.000447423
109,0.321424,0.3177,-0.000171133
110,0.32673,0.307522,-0.000196609
111,0.320488,0.342578,0.000532522
112,0.320488,0.342578,0.000532522
113,0.350292,0.279489,0.000470845
114,0.350292,0.279489,0.000470845
115,0.379344,0.247632,0.000117161
116,0.379344,0.247632,0.000117161
