t,cond_num
10,5.99876
20,6.05903
30,6.07651
40,6.06965
50,6.13562
60,6.06717
70,6.02821
80,6.08773
90,6.05635
100,6.08269
110,6.13283
120,6.09594
130,6.09172
140,6.0656
150,6.12134
160,6.09765
170,6.10007
180,6.11586
190,6.15331
200,6.13586
210,6.1003
220,6.10124
230,6.10839
240,6.11951
250,6.17296
260,6.06737
270,6.11141
280,6.11294
290,6.10048
300,6.11248
310,6.1176
320,6.14278
330,6.09094
340,6.09322
350,6.03876
360,6.09972
370,6.10911
380,6.11814
390,6.10727
400,6.17155
410,6.10061
420,6.11
430,6.13767
440,6.13534
450,6.05756
460,6.07405
470,6.12649
480,6.13602
490,6.08887
500,6.08892
510,6.07188
520,6.08752
530,6.09419
540,6.0532
550,6.07804
560,6.07921
570,6.10134
580,6.0839
590,6.1057
600,6.11645
610,6.08442
620,6.14183
630,6.14903
640,6.06729
650,6.07583
660,6.09763
670,6.07728
680,6.07811
690,6.15435
700,6.11738
710,6.07648
720,6.09913
730,6.08253
740,6.08401
750,6.13469
760,6.09634
770,6.08513
780,6.11929
790,6.06692
800,6.0695
810,6.09786
820,6.09423
830,6.11304
840,6.11242
850,6.13296
860,6.11894
870,6.19936
880,6.11797
890,6.11407
900,6.062
910,6.08655
920,6.06213
930,6.07183
940,6.12745
950,6.09694
960,6.15176
970,6.11254
980,6.1102
990,6.07349
1000,6.06769
1010,6.09915
1020,6.06072
1030,6.07088
1040,6.0795
1050,6.11923
1060,6.06832
1070,6.10059
1080,6.07291
1090,6.06356
1100,6.15584
1110,6.10599
1120,6.07976
1130,6.14423
1140,6.09648
1150,6.09264
1160,6.0946
1170,6.09624
1180,6.07495
1190,6.08766
1200,6.08501
1210,6.10181
1220,6.08037
1230,6.10485
1240,6.08268
1250,6.0626
1260,6.12374
1270,6.0857
1280,6.12543
1290,6.11514
1300,6.10337
1310,6.1237
1320,6.07137
1330,6.11137
1340,6.1038
1350,6.07852
1360,6.14105
1370,6.12971
1380,6.13935
1390,6.10656
1400,6.08906
1410,6.1253
1420,6.09953
1430,6.1182
1440,6.12118
1450,6.10093
1460,6.1231
1470,6.08412
1480,6.1193
1490,6.07381
1500,6.10862
1510,6.1001
1520,6.07784
1530,6.08721
1540,6.05686
1550,6.07807
1560,6.1054
1570,6.10577
1580,6.08019
1590,6.11588
1600,6.13168
1610,6.126
1620,6.13049
1630,6.10003
1640,6.10692
1650,6.09148
1660,6.11677
1670,6.14427
1680,6.11051
1690,6.12421
1700,6.11813
1710,6.13616
1720,6.16262
1730,6.08451
1740,6.11148
1750,6.0819
1760,6.11263
1770,6.08647
1780,6.09224
1790,6.13338
1800,6.12667
1810,6.11364
1820,6.11148
1830,6.06943
1840,6.08992
1850,6.14363
1860,6.10037
1870,6.06996
1880,6.12966
1890,6.09536
1900,6.1278
1910,6.13548
1920,6.09238
1930,6.05658
1940,6.06091
1950,6.09842
1960,6.07237
1970,6.07289
1980,6.09722
1990,6.13418
2000,6.09104
2010,6.12963
2020,6.19134
2030,6.13427
2040,6.08868
2050,6.05028
2060,6.12927
2070,6.10576
2080,6.11048
2090,6.13211
2100,6.06878
2110,6.08953
2120,6.1262
2130,6.08775
2140,6.06942
2150,6.10437
2160,6.12701
2170,6.10192
2180,6.07625
2190,6.11196
2200,6.10114
2210,6.07802
2220,6.12828
2230,6.12371
2240,6.09041
2250,6.08827
2260,6.12859
2270,6.067
2280,6.11763
2290,6.06155
