MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.931268,-0.740583,-0.564621
2,0.927656,-0.730633,-0.571596
3,0.932091,-0.728071,-0.581984
4,0.934712,-0.726191,-0.5885
5,0.92922,-0.715806,-0.592512
6,0.930843,-0.728129,-0.579911
7,0.929022,-0.719267,-0.587994
8,0.931278,-0.699991,-0.61424
9,0.931906,-0.729441,-0.579969
10,0.929577,-0.715219,-0.593781
11,0.927856,-0.681634,-0.629517
12,0.924891,-0.664426,-0.643397
13,0.928628,-0.683731,-0.62838
14,0.928261,-0.655502,-0.657256
15,0.930386,-0.649262,-0.66639
16,0.932703,-0.625783,-0.691615
17,0.927415,-0.61417,-0.694905
18,0.928225,-0.624966,-0.686307
19,0.931048,-0.6271,-0.688184
20,0.928728,-0.611208,-0.699257
21,0.931403,-0.607085,-0.70637
22,0.928575,-0.596476,-0.711665
23,0.928575,-0.596476,-0.711665
24,0.925742,-0.591765,-0.711908
25,0.92337,-0.602923,-0.699355
26,0.924133,-0.598391,-0.704237
27,0.92525,-0.591856,-0.711191
28,0.920437,-0.591465,-0.705248
29,0.923785,-0.575369,-0.722724
30,0.923037,-0.565619,-0.729434
31,0.923037,-0.565619,-0.729434
32,0.927631,-0.577109,-0.726254
33,0.926749,-0.569374,-0.731216
34,0.921187,-0.574874,-0.719795
35,0.921187,-0.574874,-0.719795
36,0.922342,-0.580979,-0.716365
37,0.925016,-0.609816,-0.695542
38,0.927256,-0.598681,-0.708085
39,0.927256,-0.598681,-0.708085
40,0.927608,-0.617424,-0.692275
41,0.923211,-0.623267,-0.68107
42,0.923472,-0.604606,-0.698034
43,0.921931,-0.602789,-0.697569
44,0.920726,-0.62551,-0.675629
45,0.92087,-0.622576,-0.678529
46,0.922378,-0.624681,-0.678641
47,0.925175,-0.603824,-0.70096
48,0.926611,-0.598114,-0.70772
49,0.926611,-0.598114,-0.70772
50,0.922597,-0.601056,-0.69994
51,0.923864,-0.627158,-0.678379
52,0.921616,-0.610404,-0.690495
53,0.920596,-0.612047,-0.687674
54,0.924722,-0.63238,-0.67469
55,0.923188,-0.634905,-0.670203
56,0.920903,-0.64232,-0.659915
57,0.92342,-0.652101,-0.653811
58,0.92342,-0.652101,-0.653811
59,0.921378,-0.674257,-0.627945
60,0.921378,-0.674257,-0.627945
61,0.919576,-0.673694,-0.625905
62,0.924514,-0.67889,-0.627563
63,0.927203,-0.668409,-0.6426
64,0.92256,-0.642734,-0.661824
65,0.92237,-0.636702,-0.667365
66,0.918802,-0.59997,-0.695869
67,0.918212,-0.570874,-0.719178
68,0.918212,-0.570874,-0.719178
69,0.921398,-0.55865,-0.732724
70,0.921613,-0.55966,-0.732224
71,0.918372,-0.56704,-0.722407
72,0.915704,-0.583999,-0.705307
73,0.915704,-0.583999,-0.705307
74,0.924411,-0.607149,-0.69707
75,0.919526,-0.600503,-0.696365
76,0.920711,-0.604711,-0.694286
77,0.920528,-0.574421,-0.719314
78,0.918186,-0.556281,-0.730491
79,0.918186,-0.556281,-0.730491
80,0.921479,-0.552547,-0.737437
81,0.922757,-0.54538,-0.74434
82,0.922757,-0.54538,-0.74434
83,0.920701,-0.533351,-0.750484
84,0.918505,-0.524505,-0.75402
85,0.918505,-0.524505,-0.75402
86,0.923091,-0.516319,-0.765188
87,0.923091,-0.516319,-0.765188
88,0.923091,-0.516319,-0.765188
89,0.91762,-0.483417,-0.779957
90,0.921208,-0.489284,-0.780529
91,0.921208,-0.489284,-0.780529
92,0.923077,-0.509764,-0.769554
93,0.924899,-0.494922,-0.781339
94,0.924768,-0.48846,-0.78524
95,0.922413,-0.44091,-0.810213
96,0.92427,-0.451289,-0.806606
97,0.92427,-0.451289,-0.806606
98,0.926009,-0.436061,-0.816911
99,0.917985,-0.452157,-0.798905
100,0.923251,-0.442559,-0.810268
101,0.921501,-0.431275,-0.81435
102,0.921501,-0.431275,-0.81435
103,0.921501,-0.431275,-0.81435
104,0.92686,-0.401406,-0.83543
105,0.92686,-0.401406,-0.83543
106,0.924657,-0.411361,-0.828114
107,0.924657,-0.411361,-0.828114
108,0.921814,-0.422184,-0.819453
109,0.921562,-0.408541,-0.826058
110,0.923651,-0.428571,-0.818204
111,0.922795,-0.418009,-0.82269
112,0.921185,-0.420417,-0.819653
113,0.921185,-0.420417,-0.819653
114,0.918865,-0.41664,-0.818978
115,0.917144,-0.401373,-0.824654
116,0.91343,-0.37715,-0.831932
117,0.91832,-0.402486,-0.825419
118,0.91832,-0.402486,-0.825419
119,0.916323,-0.396076,-0.8263
120,0.916951,-0.406331,-0.822006
121,0.915669,-0.411949,-0.81777
122,0.915669,-0.411949,-0.81777
123,0.913355,-0.381568,-0.829834
124,0.916812,-0.369725,-0.838956
125,0.918795,-0.360733,-0.845019
126,0.918795,-0.360733,-0.845019
127,0.918795,-0.360733,-0.845019
128,0.918699,-0.374468,-0.838917
129,0.918699,-0.374468,-0.838917
130,0.918649,-0.347595,-0.850349
131,0.914814,-0.338716,-0.849797
132,0.919515,-0.366599,-0.843275
133,0.919515,-0.366599,-0.843275
134,0.919515,-0.366599,-0.843275
135,0.920941,-0.354765,-0.849867
136,0.923535,-0.355024,-0.85257
137,0.923535,-0.355024,-0.85257
138,0.924469,-0.359694,-0.851624
139,0.924469,-0.359694,-0.851624
140,0.924943,-0.347736,-0.857088
141,0.924943,-0.347736,-0.857088
142,0.924943,-0.347736,-0.857088
143,0.922098,-0.330405,-0.86087
144,0.920595,-0.353071,-0.850198
145,0.920595,-0.353071,-0.850198
146,0.91659,-0.35543,-0.844871
147,0.91489,-0.350989,-0.844885
148,0.920853,-0.340816,-0.855461
149,0.918706,-0.361869,-0.844436
150,0.92296,-0.378908,-0.841596
151,0.922815,-0.360743,-0.849384
152,0.917314,-0.365365,-0.841411
153,0.917314,-0.365365,-0.841411
154,0.917314,-0.365365,-0.841411
155,0.919887,-0.406129,-0.82538
156,0.924472,-0.426762,-0.820075
157,0.924472,-0.426762,-0.820075
158,0.919409,-0.456059,-0.798325
159,0.91904,-0.468724,-0.790526
160,0.917336,-0.48027,-0.781566
161,0.919231,-0.493078,-0.775796
162,0.915997,-0.483985,-0.777695
163,0.915526,-0.467564,-0.787129
164,0.913881,-0.489304,-0.771855
165,0.909879,-0.470853,-0.778574
166,0.909879,-0.470853,-0.778574
167,0.915962,-0.479729,-0.780286
168,0.915962,-0.479729,-0.780286
169,0.917052,-0.475807,-0.783959
170,0.917052,-0.475807,-0.783959
171,0.918532,-0.475702,-0.785754
172,0.917931,-0.448955,-0.800647
173,0.917931,-0.448955,-0.800647
174,0.917265,-0.447361,-0.800776
175,0.914612,-0.441346,-0.80108
176,0.914612,-0.441346,-0.80108
177,0.914612,-0.441346,-0.80108
178,0.914612,-0.441346,-0.80108
179,0.919644,-0.435336,-0.810079
180,0.913585,-0.432961,-0.804476
181,0.917044,-0.380384,-0.834433
182,0.917044,-0.380384,-0.834433
183,0.915056,-0.394292,-0.825749
184,0.912713,-0.37938,-0.83013
185,0.912713,-0.37938,-0.83013
186,0.912713,-0.37938,-0.83013
187,0.912713,-0.37938,-0.83013
188,0.912713,-0.37938,-0.83013
189,0.912713,-0.37938,-0.83013
190,0.914643,-0.390512,-0.827086
191,0.913893,-0.359897,-0.840044
192,0.917162,-0.371306,-0.83864
193,0.917162,-0.371306,-0.83864
194,0.915392,-0.394266,-0.826134
195,0.913126,-0.388576,-0.826321
196,0.913937,-0.399005,-0.822239
197,0.913937,-0.399005,-0.822239
198,0.913937,-0.399005,-0.822239
199,0.913937,-0.399005,-0.822239
200,0.913937,-0.399005,-0.822239
