MDTU,plaq_ss,plaq_st
1,1.16379,1.35292
2,1.1412,1.33086
3,1.13967,1.32642
4,1.14077,1.32324
5,1.14538,1.31534
6,1.14446,1.31562
7,1.14192,1.31087
8,1.14261,1.3018
9,1.14232,1.304
10,1.13943,1.30076
11,1.14183,1.30019
12,1.13671,1.2929
13,1.13781,1.2979
14,1.13316,1.29442
15,1.12517,1.28144
16,1.12751,1.27461
17,1.1237,1.26604
18,1.11986,1.26343
19,1.12223,1.27116
20,1.12299,1.27199
21,1.12198,1.26955
22,1.12019,1.26239
23,1.12019,1.26239
24,1.11894,1.25717
25,1.12046,1.2571
26,1.11363,1.25505
27,1.11517,1.2613
28,1.11244,1.25443
29,1.11169,1.2582
30,1.11247,1.24958
31,1.11247,1.24958
32,1.10704,1.2502
33,1.1117,1.25185
34,1.11083,1.24641
35,1.11083,1.24641
36,1.11043,1.24581
37,1.11025,1.244
38,1.10787,1.24182
39,1.10787,1.24182
40,1.1078,1.23573
41,1.10927,1.23793
42,1.11113,1.2319
43,1.10567,1.22399
44,1.10397,1.22516
45,1.10853,1.222
46,1.10467,1.22092
47,1.09814,1.22222
48,1.09484,1.20961
49,1.09484,1.20961
50,1.08958,1.20941
51,1.08698,1.21025
52,1.0822,1.20879
53,1.08622,1.20762
54,1.08835,1.20478
55,1.0873,1.19785
56,1.07895,1.19905
57,1.07394,1.19698
58,1.07394,1.19698
59,1.07413,1.20331
60,1.07413,1.20331
61,1.07589,1.19874
62,1.07483,1.19811
63,1.07505,1.19732
64,1.06983,1.19501
65,1.07042,1.19404
66,1.0682,1.19009
67,1.06947,1.19053
68,1.06947,1.19053
69,1.06049,1.19482
70,1.05748,1.19607
71,1.06015,1.19176
72,1.05906,1.19465
73,1.05906,1.19465
74,1.06255,1.19421
75,1.06638,1.19159
76,1.06444,1.18321
77,1.06396,1.18294
78,1.06178,1.18587
79,1.06178,1.18587
80,1.0626,1.18224
81,1.05697,1.18141
82,1.05697,1.18141
83,1.0565,1.17515
84,1.05285,1.17606
85,1.05285,1.17606
86,1.05571,1.17773
87,1.05571,1.17773
88,1.05571,1.17773
89,1.05747,1.17128
90,1.05159,1.17031
91,1.05159,1.17031
92,1.05631,1.17144
93,1.04992,1.16849
94,1.04295,1.16854
95,1.04291,1.16861
96,1.0442,1.17119
97,1.0442,1.17119
98,1.04081,1.16973
99,1.03974,1.17111
100,1.0442,1.1772
101,1.04607,1.17407
102,1.04607,1.17407
103,1.04607,1.17407
104,1.05001,1.17428
105,1.05001,1.17428
106,1.04947,1.17687
107,1.04947,1.17687
108,1.05079,1.17627
109,1.04959,1.1766
110,1.04757,1.17112
111,1.04491,1.16317
112,1.04148,1.16582
113,1.04148,1.16582
114,1.03865,1.16571
115,1.03742,1.16057
116,1.04201,1.16057
117,1.04027,1.1565
118,1.04027,1.1565
119,1.03661,1.15771
120,1.03604,1.14935
121,1.03348,1.14935
122,1.03348,1.14935
123,1.03373,1.1506
124,1.03153,1.15228
125,1.03061,1.15432
126,1.03061,1.15432
127,1.03061,1.15432
128,1.02932,1.1436
129,1.02932,1.1436
130,1.03409,1.14441
131,1.03185,1.14793
132,1.02894,1.15211
133,1.02894,1.15211
134,1.02894,1.15211
135,1.02539,1.15899
136,1.02866,1.15323
137,1.02866,1.15323
138,1.02541,1.1481
139,1.02541,1.1481
140,1.02326,1.14701
141,1.02326,1.14701
142,1.02326,1.14701
143,1.02737,1.14989
144,1.02291,1.14965
145,1.02291,1.14965
146,1.02156,1.15261
147,1.02382,1.15113
148,1.01867,1.15381
149,1.01942,1.15774
150,1.01842,1.15258
151,1.02265,1.15147
152,1.02074,1.15164
153,1.02074,1.15164
154,1.02074,1.15164
155,1.02171,1.14929
156,1.02287,1.14658
157,1.02287,1.14658
158,1.0246,1.14724
159,1.02254,1.14889
160,1.0243,1.14825
161,1.02856,1.1505
162,1.02605,1.15138
163,1.02598,1.14726
164,1.02301,1.14241
165,1.01997,1.14133
166,1.01997,1.14133
167,1.02517,1.1425
168,1.02517,1.1425
169,1.01742,1.14144
170,1.01742,1.14144
171,1.01586,1.14007
172,1.01755,1.13849
173,1.01755,1.13849
174,1.01854,1.13902
175,1.01644,1.13421
176,1.01644,1.13421
177,1.01644,1.13421
178,1.01644,1.13421
179,1.01471,1.13175
180,1.01304,1.13006
181,1.00705,1.13141
182,1.00705,1.13141
183,1.01111,1.12585
184,1.00812,1.12863
185,1.00812,1.12863
186,1.00812,1.12863
187,1.00812,1.12863
188,1.00812,1.12863
189,1.00812,1.12863
190,1.00739,1.12933
191,1.01256,1.123
192,1.01094,1.12498
193,1.01094,1.12498
194,1.00949,1.12224
195,1.01137,1.12261
196,1.0086,1.11993
197,1.0086,1.11993
198,1.0086,1.11993
199,1.0086,1.11993
200,1.0086,1.11993
