MDTU,min_width,max_width
1,0.0460627,0.0365552
2,0.0457866,0.0363493
3,0.0467279,0.0371144
4,0.0463406,0.0362204
5,0.0441714,0.0342282
6,0.0443933,0.0350457
7,0.0449963,0.034786
8,0.0441303,0.0346463
9,0.043746,0.0340622
10,0.0435147,0.0335643
11,0.0420938,0.0334164
12,0.041827,0.0326741
13,0.0413673,0.0323502
14,0.0432645,0.0336688
15,0.0436499,0.0341146
16,0.0424157,0.0334961
17,0.0423749,0.0332889
18,0.0425902,0.0331849
19,0.0410682,0.0321208
20,0.039855,0.0319387
21,0.0388196,0.0313816
22,0.0386619,0.0306009
23,0.0386619,0.0306009
24,0.0392133,0.0305475
25,0.0383467,0.0295279
26,0.038885,0.030259
27,0.0394183,0.0309092
28,0.0383642,0.0304968
29,0.0389013,0.0302593
30,0.0380333,0.0293102
31,0.0380333,0.0293102
32,0.0381794,0.0297884
33,0.0370213,0.0294044
34,0.0373559,0.0297835
35,0.0373559,0.0297835
36,0.037617,0.0293263
37,0.0365138,0.0291253
38,0.0367487,0.0288796
39,0.0367487,0.0288796
40,0.0364638,0.0285274
41,0.0355958,0.0282652
42,0.034376,0.0269844
43,0.0340278,0.0267663
44,0.0341166,0.0271847
45,0.0326342,0.0258721
46,0.0337025,0.0263402
47,0.0349611,0.0268784
48,0.0342562,0.0262872
49,0.0342562,0.0262872
50,0.0350702,0.0273419
51,0.0358625,0.0273235
52,0.0364192,0.0279194
53,0.0350583,0.0269701
54,0.0336937,0.026269
55,0.0331004,0.0261276
56,0.0349673,0.0272574
57,0.0360808,0.0282152
58,0.0360808,0.0282152
59,0.0366639,0.0286202
60,0.0366639,0.0286202
61,0.0353815,0.0268897
62,0.0348865,0.0269952
63,0.0350007,0.0271163
64,0.0355708,0.0274895
65,0.0353632,0.0273299
66,0.0353925,0.0273169
67,0.0355593,0.0273325
68,0.0355593,0.0273325
69,0.0376837,0.0290533
70,0.0373566,0.0290791
71,0.0363065,0.0280281
72,0.0366751,0.0287236
73,0.0366751,0.0287236
74,0.0355392,0.0278251
75,0.0346472,0.0272983
76,0.0343464,0.0265651
77,0.0336239,0.0262261
78,0.0345463,0.0264558
79,0.0345463,0.0264558
80,0.0335398,0.0260861
81,0.0351769,0.0270211
82,0.0351769,0.0270211
83,0.0343781,0.0263979
84,0.0345355,0.0272461
85,0.0345355,0.0272461
86,0.0343418,0.0266835
87,0.0343418,0.0266835
88,0.0343418,0.0266835
89,0.0328663,0.0256711
90,0.0342054,0.0263558
91,0.0342054,0.0263558
92,0.0333621,0.0256337
93,0.0342524,0.0264011
94,0.0355043,0.0275224
95,0.0353741,0.02722
96,0.0354775,0.0270921
97,0.0354775,0.0270921
98,0.0356178,0.0273468
99,0.0361524,0.0281003
100,0.0351389,0.0274199
101,0.0348423,0.0267014
102,0.0348423,0.0267014
103,0.0348423,0.0267014
104,0.0340811,0.0260171
105,0.0340811,0.0260171
106,0.034659,0.0264774
107,0.034659,0.0264774
108,0.0343296,0.0261019
109,0.0343136,0.0265256
110,0.0341265,0.0263083
111,0.0336869,0.026116
112,0.0344052,0.0267351
113,0.0344052,0.0267351
114,0.0345735,0.0268942
115,0.0340535,0.026857
116,0.0334278,0.0264262
117,0.0336982,0.0258318
118,0.0336982,0.0258318
119,0.034539,0.0266941
120,0.0337061,0.0260629
121,0.0339755,0.0264153
122,0.0339755,0.0264153
123,0.0337781,0.0263156
124,0.0347741,0.0264569
125,0.0347286,0.0271211
126,0.0347286,0.0271211
127,0.0347286,0.0271211
128,0.0341596,0.0261284
129,0.0341596,0.0261284
130,0.0332411,0.0257055
131,0.0336744,0.026088
132,0.0349112,0.0268039
133,0.0349112,0.0268039
134,0.0349112,0.0268039
135,0.036396,0.0284148
136,0.0350218,0.0269717
137,0.0350218,0.0269717
138,0.0347602,0.0270191
139,0.0347602,0.0270191
140,0.0347988,0.0272718
141,0.0347988,0.0272718
142,0.0347988,0.0272718
143,0.0345416,0.0268587
144,0.0351108,0.0271846
145,0.0351108,0.0271846
146,0.0355454,0.0276852
147,0.034595,0.0272541
148,0.0360999,0.0280814
149,0.0363847,0.0284286
150,0.0355937,0.0278372
151,0.0348089,0.0268814
152,0.0353982,0.0269913
153,0.0353982,0.0269913
154,0.0353982,0.0269913
155,0.0346756,0.0268153
156,0.0338274,0.0261187
157,0.0338274,0.0261187
158,0.0339234,0.0258907
159,0.0346597,0.0262322
160,0.0339282,0.025941
161,0.0334615,0.0256384
162,0.0345217,0.0259101
163,0.0339383,0.0254797
164,0.0332523,0.0255399
165,0.0336752,0.0257862
166,0.0336752,0.0257862
167,0.032925,0.0252628
168,0.032925,0.0252628
169,0.0338421,0.0264145
170,0.0338421,0.0264145
171,0.0340242,0.0263998
172,0.0336151,0.0257498
173,0.0336151,0.0257498
174,0.0338876,0.0257714
175,0.0331117,0.0255367
176,0.0331117,0.0255367
177,0.0331117,0.0255367
178,0.0331117,0.0255367
179,0.0331154,0.0255043
180,0.0334886,0.0254437
181,0.034623,0.0266601
182,0.034623,0.0266601
183,0.0333776,0.0252785
184,0.0340072,0.0262845
185,0.0340072,0.0262845
186,0.0340072,0.0262845
187,0.0340072,0.0262845
188,0.0340072,0.0262845
189,0.0340072,0.0262845
190,0.0341861,0.0265519
191,0.0323785,0.0250507
192,0.0331961,0.0256687
193,0.0331961,0.0256687
194,0.0326794,0.025246
195,0.0323233,0.0249129
196,0.0323406,0.0249685
197,0.0323406,0.0249685
198,0.0323406,0.0249685
199,0.0323406,0.0249685
200,0.0323406,0.0249685
