t,e^(-dS)
1,2.61222
2,1.03828
3,1.04297
4,0.988843
5,1.04831
6,1.01265
7,1.15801
8,0.990906
9,0.936964
10,1.00032
11,0.792629
12,0.862604
13,1.04471
14,0.906731
15,1.04592
16,0.962684
17,0.851633
18,1.06418
19,1.03914
20,1.11082
21,0.381899
22,0.254616
23,0.669449
24,1.04779
25,0.679431
26,1.82595
27,0.889141
28,0.577874
29,0.324328
30,0.509309
31,0.916439
32,0.612933
33,0.134257
34,0.417905
35,1.50923
36,0.384235
37,0.94087
38,1.16661
39,0.432315
40,1.05912
41,0.354517
42,0.9575
43,0.232236
44,0.196715
45,1.35297
46,2.37429
47,1.22544
48,1.0428
49,0.53687
50,0.535851
51,0.456211
52,0.620767
53,0.556827
54,0.555659
55,0.611892
56,0.287941
57,0.412219
58,1.00062
59,0.519338
60,0.539777
61,0.272804
62,0.782235
63,2.52187
64,0.643393
65,1.48542
66,1.37204
67,1.56346
68,0.852314
69,1.24595
70,0.500374
71,0.701945
72,0.346456
73,0.961414
74,0.408689
75,1.12479
76,0.548867
77,0.573671
78,1.25445
79,0.539345
80,0.681677
81,0.903752
82,0.910201
83,0.921226
84,1.76562
85,0.54777
86,1.32697
87,0.37969
88,0.875991
89,1.50441
90,1.01657
91,0.957892
92,2.48209
93,1.39794
94,1.75541
95,0.528982
96,0.633877
97,0.713267
98,0.292878
99,0.467012
100,0.644165
101,0.755028
102,0.732128
103,0.528771
104,1.51604
105,1.22777
106,0.877832
107,1.23504
108,0.607927
109,0.683725
110,0.559451
111,0.948769
112,0.938512
113,0.679839
114,0.558054
115,1.04687
116,1.31062
117,0.585786
118,0.607563
119,0.990252
120,0.836524
121,0.356294
122,0.749912
123,0.631599
124,0.394791
125,1.59776
126,1.069
127,0.686328
128,0.446329
129,0.772055
130,1.24172
131,0.428914
132,0.832185
133,0.764373
134,1.09175
135,0.640248
136,0.969534
137,0.72753
138,1.98894
139,0.75533
140,0.972165
141,1.05691
142,0.416487
143,0.582981
144,0.590728
145,1.60625
146,0.604835
147,0.626191
148,0.800515
149,0.290254
150,1.59329
151,0.923754
152,1.37396
153,0.91731
154,0.559003
155,0.774297
156,1.29085
157,0.745127
158,1.15893
159,0.675164
160,0.905417
161,1.05134
162,0.331874
163,0.393844
164,1.09785
165,1.37878
166,1.04253
167,2.71828
168,0.746619
169,2.11658
170,0.933971
171,0.427458
172,0.643586
173,1.45557
