MDTU,plaq,Re(det),Im(det),link
1,1.48665,0.908551,0.123803,0.176408
2,1.49968,0.885709,0.122154,0.179059
3,1.49548,0.84124,0.115307,0.179688
4,1.54495,1.00009,0.134704,0.184106
5,1.56946,1.0536,0.141772,0.187661
6,1.54469,0.946968,0.126058,0.185906
7,1.54821,0.914489,0.126854,0.18776
8,1.56418,0.919544,0.127953,0.190643
9,1.53883,0.882621,0.123299,0.187239
10,1.54714,0.830381,0.116336,0.190483
11,1.58148,0.924098,0.130394,0.193277
12,1.58148,0.924098,0.130394,0.193277
13,1.58195,0.934613,0.129827,0.193289
14,1.65161,1.0796,0.149424,0.202458
15,1.62358,0.974321,0.134793,0.199917
16,1.67352,1.08583,0.14608,0.206409
17,1.68483,1.15006,0.155023,0.207205
18,1.71529,1.20954,0.162742,0.211408
19,1.71245,1.18016,0.160073,0.211896
20,1.76945,1.35636,0.179783,0.218704
21,1.76945,1.35636,0.179783,0.218704
22,1.75124,1.28419,0.175306,0.216922
23,1.81271,1.43473,0.191446,0.22573
24,1.80969,1.47649,0.194381,0.224103
25,1.80359,1.45585,0.194405,0.223316
26,1.81854,1.50244,0.202278,0.225114
27,1.85814,1.69032,0.221128,0.229371
28,1.86915,1.78526,0.232267,0.230101
29,1.89038,1.92033,0.248066,0.231829
30,1.92798,2.166,0.277051,0.234752
31,1.9619,2.38834,0.303044,0.238515
32,1.9654,2.39182,0.300463,0.238843
33,1.97356,2.42671,0.305003,0.239607
34,1.97356,2.42671,0.305003,0.239607
35,1.98829,2.43754,0.309225,0.242229
36,1.98829,2.43754,0.309225,0.242229
37,2.00934,2.57638,0.327817,0.244374
38,2.01229,2.65136,0.335683,0.244529
39,1.99989,2.55279,0.322474,0.243254
40,2.03417,2.61163,0.338287,0.249055
41,2.0924,2.8405,0.368446,0.257585
42,2.09622,2.78975,0.35976,0.25925
43,2.09622,2.78975,0.35976,0.25925
44,2.09622,2.78975,0.35976,0.25925
45,2.06449,2.58044,0.336358,0.255949
46,2.07948,2.52297,0.328861,0.259346
47,2.06885,2.4774,0.326621,0.25795
48,2.07888,2.4992,0.328768,0.259483
49,2.07888,2.4992,0.328768,0.259483
50,2.07888,2.4992,0.328768,0.259483
51,2.06748,2.36721,0.306652,0.2594
52,2.06748,2.36721,0.306652,0.2594
53,2.06748,2.36721,0.306652,0.2594
54,2.06748,2.36721,0.306652,0.2594
55,2.11234,2.62134,0.34457,0.26447
56,2.11234,2.62134,0.34457,0.26447
57,2.13815,2.7118,0.355496,0.268239
58,2.13541,2.6172,0.348693,0.269104
59,2.13541,2.6172,0.348693,0.269104
60,2.13541,2.6172,0.348693,0.269104
61,2.13541,2.6172,0.348693,0.269104
62,2.13541,2.6172,0.348693,0.269104
63,2.15799,2.87752,0.376718,0.270386
64,2.13797,2.78325,0.360506,0.267084
65,2.15908,2.83227,0.373135,0.270874
66,2.17092,2.9652,0.386037,0.272158
67,2.18901,3.11501,0.402437,0.273723
68,2.13588,2.70964,0.357441,0.267624
69,2.15815,2.79243,0.359788,0.271163
70,2.15815,2.79243,0.359788,0.271163
71,2.15815,2.79243,0.359788,0.271163
72,2.15815,2.79243,0.359788,0.271163
73,2.19699,2.99668,0.388152,0.276292
74,2.19699,2.99668,0.388152,0.276292
75,2.19803,2.9906,0.402434,0.276858
76,2.19803,2.9906,0.402434,0.276858
77,2.19803,2.9906,0.402434,0.276858
78,2.17289,2.90647,0.384419,0.273212
79,2.17289,2.90647,0.384419,0.273212
80,2.1779,2.9704,0.393762,0.27338
81,2.1779,2.9704,0.393762,0.27338
82,2.21413,3.26412,0.423241,0.277197
83,2.21565,3.22919,0.417814,0.277796
84,2.23694,3.48975,0.45521,0.279237
85,2.23694,3.48975,0.45521,0.279237
86,2.25617,3.55173,0.461273,0.28276
87,2.25617,3.55173,0.461273,0.28276
88,2.25895,3.81669,0.477524,0.28048
89,2.31069,4.39557,0.551011,0.28564
90,2.32371,4.42924,0.56209,0.287665
91,2.29571,4.34066,0.551761,0.282895
92,2.26859,4.22973,0.535678,0.278818
93,2.27515,4.32498,0.549773,0.279276
94,2.25142,4.1629,0.531524,0.275719
95,2.2532,4.11157,0.527118,0.276637
96,2.2532,4.11157,0.527118,0.276637
97,2.24114,3.94034,0.500527,0.275573
98,2.24114,3.94034,0.500527,0.275573
99,2.24114,3.94034,0.500527,0.275573
100,2.20923,3.59268,0.457126,0.272815
101,2.21386,3.37753,0.433033,0.275825
102,2.21114,3.52908,0.447455,0.273796
103,2.18542,3.03453,0.401921,0.274139
104,2.23717,3.65321,0.468551,0.277388
105,2.23395,3.58262,0.449165,0.277449
106,2.2756,4.14041,0.520379,0.280723
107,2.26447,3.98312,0.498117,0.280082
108,2.20287,3.19079,0.415335,0.275601
109,2.19688,3.19078,0.411488,0.274213
110,2.19806,3.17064,0.40761,0.274636
111,2.21095,3.3085,0.417152,0.275814
112,2.24941,3.7766,0.475193,0.278515
113,2.21063,3.46686,0.439416,0.274136
114,2.21829,3.59095,0.449745,0.274215
115,2.2154,3.53885,0.44902,0.274045
116,2.14178,2.86124,0.373659,0.266935
117,2.13966,3.08578,0.407469,0.26426
118,2.1559,2.99701,0.399576,0.267954
119,2.16728,3.1034,0.403655,0.269404
120,2.15445,2.99988,0.397951,0.268306
121,2.15445,2.99988,0.397951,0.268306
122,2.13547,2.78158,0.370541,0.26659
123,2.13917,2.95203,0.391525,0.265467
124,2.13917,2.95203,0.391525,0.265467
125,2.18655,3.40105,0.440455,0.269787
126,2.19788,3.53146,0.463102,0.271261
127,2.19788,3.53146,0.463102,0.271261
128,2.20583,3.72368,0.474091,0.270488
129,2.20583,3.72368,0.474091,0.270488
130,2.20024,3.59179,0.465587,0.270634
131,2.20024,3.59179,0.465587,0.270634
132,2.21876,3.90011,0.500158,0.271817
133,2.21876,3.90011,0.500158,0.271817
134,2.19021,3.58216,0.457093,0.269083
135,2.19844,3.70727,0.460965,0.269445
136,2.19527,3.95621,0.496227,0.266588
137,2.19527,3.95621,0.496227,0.266588
138,2.22587,4.01914,0.498827,0.272084
139,2.22587,4.01914,0.498827,0.272084
140,2.25029,4.4716,0.55108,0.273042
141,2.22931,4.19417,0.527196,0.271235
142,2.22931,4.19417,0.527196,0.271235
143,2.24854,4.33355,0.54216,0.273565
144,2.24854,4.33355,0.54216,0.273565
145,2.23886,3.98117,0.496007,0.274631
146,2.23886,3.98117,0.496007,0.274631
147,2.23886,3.98117,0.496007,0.274631
148,2.20819,3.71647,0.469908,0.271134
149,2.20819,3.71647,0.469908,0.271134
150,2.23695,4.0256,0.513721,0.274152
151,2.23728,4.12567,0.523638,0.273286
152,2.24505,4.2643,0.544474,0.273584
153,2.20304,3.87491,0.492349,0.268712
154,2.22955,4.15446,0.526442,0.271478
155,2.22955,4.15446,0.526442,0.271478
156,2.24224,4.29068,0.537204,0.272568
157,2.24224,4.29068,0.537204,0.272568
158,2.20336,3.89285,0.503811,0.26842
159,2.18399,3.47534,0.452543,0.268945
160,2.22142,3.86592,0.485704,0.271946
161,2.16168,3.26184,0.413752,0.266103
162,2.16168,3.26184,0.413752,0.266103
163,2.16032,3.39697,0.433614,0.264049
164,2.15427,3.17524,0.410087,0.265133
165,2.15334,3.33821,0.423867,0.263241
166,2.16999,3.43496,0.44852,0.265855
167,2.17525,3.56702,0.451237,0.265251
168,2.18018,3.48951,0.451257,0.266874
169,2.2004,3.60547,0.459769,0.26915
170,2.19689,3.81696,0.484346,0.266693
171,2.19689,3.81696,0.484346,0.266693
172,2.17163,3.65219,0.466852,0.264065
173,2.22731,4.07528,0.500978,0.270457
174,2.22731,4.07528,0.500978,0.270457
175,2.23701,4.31613,0.531024,0.270827
176,2.25398,4.61286,0.571854,0.271153
177,2.26646,4.72599,0.576781,0.272463
178,2.29189,4.90734,0.598519,0.275803
179,2.29848,5.06134,0.628925,0.276177
180,2.29848,5.06134,0.628925,0.276177
181,2.29848,5.06134,0.628925,0.276177
182,2.30743,5.3061,0.649709,0.27656
183,2.30743,5.3061,0.649709,0.27656
184,2.30743,5.3061,0.649709,0.27656
185,2.29212,5.05182,0.619657,0.275018
186,2.27129,4.90488,0.605684,0.272695
187,2.27129,4.90488,0.605684,0.272695
188,2.27129,4.90488,0.605684,0.272695
189,2.27761,4.83345,0.595083,0.273613
190,2.26882,4.61141,0.587568,0.273624
191,2.24016,4.39941,0.557748,0.270009
192,2.24353,4.24145,0.541946,0.272167
193,2.24049,4.34005,0.561088,0.271062
194,2.2317,4.26694,0.546861,0.269916
195,2.2317,4.26694,0.546861,0.269916
