ReTr(L),ImTr(L)
0.109509,0.862544
0.0689375,0.872266
0.0668708,0.872256
0.0899407,0.87141
0.0834809,0.882565
0.0773796,0.871822
0.0749969,0.876907
0.0776844,0.876935
0.0290205,0.879604
0.0449661,0.88144
0.0160358,0.878475
-0.0390129,0.881369
-0.0330894,0.886331
-0.0677861,0.88015
-0.0488073,0.879408
-0.032598,0.881991
-0.0378052,0.884526
-0.0462309,0.88515
-0.0272216,0.883393
0.000553279,0.884746
0.0357489,0.88677
-0.0298394,0.884546
-0.0158462,0.877964
-0.0158462,0.877964
-0.0158462,0.877964
-0.0286751,0.88272
-0.0324424,0.88566
-0.0324424,0.88566
-0.0121905,0.887344
0.0179196,0.886549
0.0434283,0.88463
0.0304659,0.889903
0.0385663,0.886343
0.0385663,0.886343
0.0662979,0.887508
0.0760759,0.885791
0.079641,0.883401
0.0998319,0.886633
0.0739418,0.88718
0.0477875,0.889761
0.0477875,0.889761
0.0648756,0.891141
0.0801079,0.889635
0.0801079,0.889635
0.0801079,0.889635
0.10079,0.89261
0.0525139,0.891094
0.0567732,0.895308
0.0551092,0.893439
0.0551092,0.893439
0.041394,0.893769
0.00636016,0.893606
0.0193712,0.893168
0.0274195,0.894989
0.0519966,0.895567
0.0479865,0.892887
0.0195711,0.89568
0.0195711,0.89568
0.00962264,0.895081
-0.0267109,0.888556
-0.0267109,0.888556
-0.0439755,0.890634
-0.0492434,0.892068
-0.0637411,0.896158
-0.0423005,0.89737
-0.0488645,0.895293
-0.0365217,0.896686
-0.0217526,0.890824
-0.018348,0.89299
-0.018348,0.89299
-0.0169911,0.89376
-0.0169911,0.89376
-0.0373844,0.890988
-0.0442464,0.892988
-0.0647295,0.890276
-0.0497891,0.88681
-0.0497891,0.88681
-0.0497891,0.88681
-0.0497891,0.88681
-0.0266325,0.888158
-0.0266325,0.888158
-0.00634779,0.895687
-0.0376335,0.893674
-0.0376335,0.893674
-0.102133,0.892681
-0.0583595,0.890106
-0.0792436,0.892715
-0.0792436,0.892715
-0.0890771,0.890578
-0.112452,0.8854
-0.0928473,0.891821
-0.0928473,0.891821
-0.151349,0.885164
-0.151349,0.885164
-0.147799,0.883515
-0.161386,0.875716
-0.150419,0.883158
-0.159379,0.88157
-0.159379,0.88157
-0.13832,0.884029
-0.106662,0.887066
-0.119134,0.883088
-0.119134,0.883088
-0.144114,0.883056
-0.167839,0.879053
-0.167839,0.879053
-0.132054,0.883579
-0.146643,0.882569
-0.165277,0.880402
-0.165277,0.880402
-0.172371,0.877425
-0.143705,0.881704
-0.109216,0.892041
-0.11753,0.893522
-0.12947,0.880714
-0.147164,0.885487
-0.148707,0.885003
-0.175941,0.88061
-0.225486,0.869546
-0.253929,0.864343
-0.273275,0.857125
-0.272792,0.85951
-0.261273,0.865295
-0.268493,0.860128
-0.281709,0.852777
-0.256713,0.86065
-0.256713,0.86065
-0.301356,0.850196
-0.29563,0.84728
-0.29563,0.84728
-0.317595,0.838565
-0.311665,0.844499
-0.293546,0.848794
-0.285854,0.856076
-0.273637,0.857129
-0.273637,0.857129
-0.273637,0.857129
-0.316144,0.842823
-0.3555,0.827679
-0.371091,0.821248
-0.379471,0.816151
-0.372117,0.819192
-0.372107,0.822272
-0.354009,0.826279
-0.345956,0.832151
-0.345048,0.833366
-0.300345,0.84906
-0.223324,0.872578
-0.223324,0.872578
-0.219812,0.871363
-0.250474,0.858491
-0.256754,0.864189
-0.256754,0.864189
-0.256754,0.864189
-0.246774,0.861431
-0.246774,0.861431
-0.230801,0.871614
-0.242907,0.866725
-0.242907,0.866725
-0.236286,0.870771
-0.250861,0.863045
-0.243388,0.864061
-0.243388,0.864061
-0.241551,0.868945
-0.263605,0.861272
-0.287222,0.853123
-0.294787,0.850184
-0.294787,0.850184
-0.274546,0.858927
-0.281094,0.854284
-0.244015,0.865615
-0.247878,0.865505
-0.246987,0.867525
-0.232771,0.869781
-0.231835,0.874296
-0.221186,0.87538
-0.216066,0.875287
-0.216066,0.875287
-0.199074,0.875111
-0.199074,0.875111
-0.215655,0.875896
-0.215655,0.875896
-0.233036,0.87491
-0.259651,0.862886
-0.249661,0.86627
-0.220556,0.872968
-0.225772,0.869293
-0.247785,0.8606
-0.259531,0.864264
-0.241101,0.869085
-0.241101,0.869085
-0.252067,0.86981
-0.246554,0.868537
-0.234263,0.87252
-0.234263,0.87252
-0.240916,0.871539
-0.207083,0.875246
-0.207083,0.875246
-0.207083,0.875246
-0.207083,0.875246
-0.222766,0.871671
-0.24714,0.866376
-0.24236,0.868769
-0.258761,0.864085
-0.264273,0.861541
-0.264273,0.861541
-0.264273,0.861541
-0.264273,0.861541
-0.2865,0.854035
-0.268765,0.860391
-0.276043,0.857927
-0.23405,0.866475
-0.237241,0.87071
-0.211809,0.874436
-0.20658,0.880304
-0.218285,0.871526
-0.19528,0.883055
-0.184804,0.882805
-0.184804,0.882805
-0.140182,0.888826
-0.136775,0.888617
-0.144324,0.893721
-0.144324,0.893721
-0.134701,0.891035
-0.134701,0.891035
-0.135095,0.891097
-0.156207,0.890869
-0.124864,0.897493
-0.155984,0.888739
-0.150011,0.887834
-0.175296,0.885196
-0.173265,0.88854
-0.17988,0.885795
-0.183669,0.883451
-0.183669,0.883451
-0.18023,0.885516
-0.141591,0.893545
-0.138519,0.890369
-0.157489,0.891676
-0.16626,0.883784
-0.176229,0.883652
-0.176229,0.883652
-0.205577,0.88231
-0.194919,0.881997
-0.156312,0.889413
-0.156531,0.889602
-0.17609,0.885555
-0.170121,0.890109
-0.111884,0.898621
-0.096413,0.901787
-0.0985619,0.895445
