MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.989544,0.0232904,0.0247765,0.00115862
2,0.987459,0.0284912,0.0218169,0.00217026
3,0.987395,0.0289346,0.0198953,0.00132184
4,0.990234,0.0173492,0.0166982,0.00123448
5,0.990811,0.0223654,0.0185147,0.0010453
6,0.991045,0.0198006,0.0229636,0.00240454
7,0.982356,0.0253499,0.011778,0.00460947
8,0.981671,0.0248729,0.0125774,0.00149894
9,0.97599,0.0238981,0.0133802,0.000793812
10,0.980945,0.031654,0.0179617,0.00348339
11,0.972645,0.0211536,0.0222067,0.00217451
12,0.975968,0.0260148,0.0225519,0.00280116
13,0.969977,0.0266427,0.0219397,0.00268264
14,0.968671,0.0293007,0.0139287,0.00208063
15,0.971787,0.0236958,0.0282676,0.00127079
16,0.975943,0.023227,0.0226945,0.00153324
17,0.97368,0.0269459,0.0211739,0.00207393
18,0.97594,0.0249054,0.0212668,0.00209765
19,0.976945,0.0251096,0.0114937,0.001297
20,0.980692,0.0313861,0.00891743,0.00159273
21,0.976533,0.0218202,0.013287,0.00268261
22,0.980217,0.0294361,0.0130504,0.00269397
23,0.976499,0.029941,0.0119795,0.00168136
24,0.976499,0.029941,0.0119795,0.00168136
25,0.976499,0.029941,0.0119795,0.00168136
26,0.970996,0.0418368,0.0130853,0.00169666
27,0.968174,0.0363896,0.00725004,0.00226226
28,0.968174,0.0363896,0.00725004,0.00226226
29,0.965624,0.0323905,0.00973106,0.00316915
30,0.970927,0.0350745,0.0141669,0.00121005
31,0.9698,0.0361153,0.0149692,0.00166148
32,0.968213,0.0400973,0.0137811,0.00145561
33,0.959409,0.035931,0.0107258,0.000277545
34,0.959409,0.035931,0.0107258,0.000277545
35,0.957464,0.0459865,0.0166019,0.00202958
36,0.960525,0.0359842,0.00994406,0.00273617
37,0.960309,0.0351867,0.00664504,0.00195179
38,0.962951,0.0239962,0.00180975,0.00284258
39,0.968319,0.022389,0.00221586,0.000369176
40,0.970754,0.030801,0.00853991,0.00254483
41,0.970754,0.030801,0.00853991,0.00254483
42,0.972531,0.0349144,0.01153,0.000703725
43,0.979337,0.0347455,0.00372225,0.00220185
44,0.979337,0.0347455,0.00372225,0.00220185
45,0.979337,0.0347455,0.00372225,0.00220185
46,0.981807,0.0234707,0.00353303,0.00047129
47,0.978009,0.0400062,0.019374,0.00537385
48,0.976441,0.032354,0.0284314,0.0034483
49,0.979716,0.0232366,0.0154722,0.00111588
50,0.979716,0.0232366,0.0154722,0.00111588
51,0.982906,0.0277048,0.0178511,0.00390196
52,0.977115,0.0242682,0.0299929,0.00111121
53,0.977877,0.0309249,0.0369976,0.00256763
54,0.979521,0.0304135,0.0272335,0.00158671
55,0.978291,0.0356721,0.0186878,0.00297071
56,0.97545,0.0293426,0.0278873,0.00447355
57,0.975883,0.02658,0.0286579,0.00374242
58,0.975883,0.02658,0.0286579,0.00374242
59,0.976518,0.0198587,0.0270617,0.00317705
60,0.973872,0.0307602,0.0232612,0.00362396
61,0.973872,0.0307602,0.0232612,0.00362396
62,0.975345,0.0295647,0.0273375,0.00134064
63,0.973533,0.0294184,0.0164236,0.00159149
64,0.971313,0.0285848,0.0219761,0.0017705
65,0.973066,0.0357519,0.00701734,0.00505949
66,0.973959,0.0387487,0.0105886,0.00542453
67,0.975583,0.0370498,0.0126226,0.00134104
68,0.970518,0.030781,0.00571671,0.00389062
69,0.969749,0.0358171,0.00684069,0.00122947
70,0.969749,0.0358171,0.00684069,0.00122947
71,0.974273,0.0361148,0.0145722,0.00382233
72,0.974273,0.0361148,0.0145722,0.00382233
73,0.972653,0.029835,0.0208753,0.000878942
74,0.974014,0.0400646,0.00870927,0.00130973
75,0.973975,0.0404186,0.0207341,0.0020708
76,0.975447,0.0536075,0.010781,0.000735026
77,0.975447,0.0536075,0.010781,0.000735026
78,0.975447,0.0536075,0.010781,0.000735026
79,0.975447,0.0536075,0.010781,0.000735026
80,0.97763,0.0556443,0.025645,0.00395862
81,0.97763,0.0556443,0.025645,0.00395862
82,0.975988,0.0504747,0.0219404,0.00186686
83,0.979906,0.0456225,0.00616345,0.00286258
84,0.979906,0.0456225,0.00616345,0.00286258
85,0.977287,0.0502265,0.0134875,0.00252224
86,0.980005,0.0572648,0.0173242,0.00441634
87,0.97495,0.0651616,0.0236189,0.00134228
88,0.97495,0.0651616,0.0236189,0.00134228
89,0.973174,0.0605138,0.0329707,0.00351879
90,0.976473,0.0520353,0.0306562,0.00359146
91,0.981456,0.0658635,0.0221316,0.000962012
92,0.981456,0.0658635,0.0221316,0.000962012
93,0.981629,0.0650359,0.0371792,0.00112575
94,0.981629,0.0650359,0.0371792,0.00112575
95,0.982803,0.0586897,0.0270663,0.00222949
96,0.98223,0.0563763,0.0201296,0.00133165
97,0.981741,0.0522178,0.0193762,0.00158928
98,0.979308,0.0619819,0.0149719,0.000936111
99,0.979308,0.0619819,0.0149719,0.000936111
100,0.979276,0.068788,0.0108718,0.00112031
101,0.977163,0.0626081,0.0307459,0.00257336
102,0.982424,0.0617694,0.0335615,0.0024875
103,0.982424,0.0617694,0.0335615,0.0024875
104,0.979574,0.0633048,0.0211418,0.00234764
105,0.977003,0.0654934,0.0173489,0.00162702
106,0.977003,0.0654934,0.0173489,0.00162702
107,0.971913,0.0414867,0.0343804,0.00172944
108,0.970776,0.0439259,0.0208923,0.00317398
109,0.975624,0.0382159,0.0412443,0.00456019
110,0.975624,0.0382159,0.0412443,0.00456019
111,0.976823,0.0364633,0.0408068,0.00207511
112,0.968668,0.051557,0.0454511,0.00278416
113,0.964972,0.036712,0.0333264,0.00259277
114,0.970616,0.0257016,0.0395904,0.00183683
115,0.970135,0.0200745,0.0118654,0.00138558
116,0.971043,0.00744335,0.0323842,0.00410936
117,0.9662,0.00788566,0.0215989,0.00310022
118,0.963041,0.00975421,0.0182394,0.00420247
119,0.965558,0.0175522,0.0302309,0.00378372
120,0.969573,0.0216273,0.015874,0.00229929
121,0.972002,0.0244947,0.0290234,0.00243718
122,0.971999,0.0200397,0.062746,0.00287785
123,0.971971,0.0189266,0.0633572,0.00335254
124,0.971397,0.0193294,0.0658148,0.00610284
125,0.970714,0.0123574,0.0333061,0.0030242
126,0.967727,0.0216344,0.0472443,0.00414632
127,0.967727,0.0216344,0.0472443,0.00414632
128,0.965871,0.0246815,0.0197039,0.00177546
129,0.971123,0.0248131,0.0320303,0.00174863
130,0.971123,0.0248131,0.0320303,0.00174863
131,0.975205,0.0290664,0.0373395,0.00402564
132,0.977933,0.042068,0.0354174,0.00273059
133,0.97998,0.0406938,0.0345472,0.00191884
134,0.9837,0.0500648,0.0593024,0.00153383
135,0.986806,0.0368698,0.0286841,0.00349396
136,0.986806,0.0368698,0.0286841,0.00349396
137,0.986806,0.0368698,0.0286841,0.00349396
138,0.983982,0.0503322,0.0381228,0.00127856
139,0.984777,0.0551801,0.0301458,0.00239812
140,0.985191,0.0391354,0.0445232,0.00517087
141,0.983832,0.0543385,0.0415289,0.000654469
142,0.987628,0.0620228,0.00375362,0.00139293
143,0.984764,0.0621123,0.00558565,0.0013521
144,0.981607,0.045371,0.0030947,0.00268671
145,0.980764,0.0560535,0.012904,0.00323793
146,0.980464,0.0286474,0.0163752,0.00465906
147,0.986515,0.0583765,0.0290957,0.00239397
148,0.981612,0.0564878,0.0299162,0.00142077
149,0.981612,0.0564878,0.0299162,0.00142077
150,0.977129,0.0719253,0.0325945,0.00286698
151,0.976665,0.0985414,0.0408275,0.00271075
152,0.978504,0.0609818,0.036044,0.00228178
153,0.978504,0.0609818,0.036044,0.00228178
154,0.978504,0.0609818,0.036044,0.00228178
155,0.974741,0.0898909,0.0247952,0.00458364
156,0.974741,0.0898909,0.0247952,0.00458364
157,0.976066,0.0458658,0.0382315,0.00204096
158,0.979387,0.064752,0.0293559,0.00339364
159,0.979387,0.064752,0.0293559,0.00339364
160,0.983726,0.0360864,0.0124874,0.00549741
161,0.985454,0.0466661,0.0239656,0.00484697
162,0.98119,0.0226145,0.0302942,0.0035233
163,0.98119,0.0226145,0.0302942,0.0035233
164,0.977053,0.0405136,0.0372924,0.00471153
165,0.978072,0.0414868,0.0386702,0.000429074
166,0.975301,0.047784,0.0404295,0.00313472
167,0.970317,0.0856081,0.0577394,0.00156715
168,0.970317,0.0856081,0.0577394,0.00156715
169,0.975553,0.0444476,0.0456519,0.00416216
170,0.975679,0.0345708,0.0632297,0.000877149
171,0.97954,0.0335015,0.0624954,0.0039943
172,0.977725,0.0147483,0.0674541,0.00593326
173,0.987033,0.0284081,0.0706145,0.00592877
174,0.984058,0.0364175,0.0743876,0.00173125
175,0.984732,0.0261327,0.0774192,0.00208472
176,0.981094,0.0138043,0.0704553,0.00167912
177,0.978488,0.010038,0.09607,0.00124407
178,0.978488,0.010038,0.09607,0.00124407
179,0.980621,0.0465894,0.0883971,0.00401997
180,0.980621,0.0465894,0.0883971,0.00401997
181,0.977281,0.0248588,0.101988,0.00335216
182,0.977281,0.0248588,0.101988,0.00335216
183,0.969529,0.0340984,0.117515,0.000481349
184,0.968303,0.0618515,0.112952,0.00492242
185,0.966966,0.0570882,0.107848,0.00345381
186,0.9645,0.040025,0.0805994,0.00232141
187,0.9717,0.028836,0.0978594,0.00320591
188,0.966441,0.0429363,0.090089,0.00193919
189,0.971243,0.0151253,0.0711262,0.00409013
190,0.976012,0.0310182,0.064082,0.00222377
191,0.976012,0.0310182,0.064082,0.00222377
192,0.972143,0.00547894,0.0622672,0.00298045
193,0.972888,0.0222928,0.0417936,0.00353542
194,0.974956,0.0284317,0.0376622,0.00528812
195,0.974956,0.0284317,0.0376622,0.00528812
196,0.973265,0.0369716,0.033531,0.00720041
197,0.969563,0.0481143,0.0678727,0.00263157
198,0.969563,0.0481143,0.0678727,0.00263157
199,0.969563,0.0481143,0.0678727,0.00263157
200,0.969563,0.0481143,0.0678727,0.00263157
201,0.964899,0.0188795,0.0451837,0.00204164
202,0.965003,0.0274655,0.0590852,0.00397436
203,0.96563,0.0422413,0.0833084,0.00700297
204,0.962651,0.0576858,0.0785491,0.00558069
205,0.965844,0.0698261,0.0545445,0.00600141
206,0.965844,0.0698261,0.0545445,0.00600141
207,0.965844,0.0698261,0.0545445,0.00600141
208,0.965844,0.0698261,0.0545445,0.00600141
209,0.966225,0.0885678,0.0722186,0.00285173
210,0.964548,0.0795567,0.0621472,0.00307549
211,0.967806,0.0685227,0.0172217,0.00490006
212,0.966269,0.0660166,0.0457954,0.00593096
213,0.964918,0.046605,0.0444299,0.00349762
214,0.962731,0.0265652,0.0428031,0.00366633
215,0.966372,0.0509931,0.00848189,0.00230772
216,0.968128,0.0648127,0.0269733,0.00355141
217,0.973866,0.0418958,0.0431768,0.00379882
218,0.972993,0.064479,0.0490109,0.0016733
219,0.972993,0.064479,0.0490109,0.0016733
220,0.97295,0.0494577,0.0436595,0.00349165
221,0.969763,0.0597471,0.0303126,0.00540859
222,0.970292,0.0690129,0.0167039,0.00631366
223,0.970292,0.0690129,0.0167039,0.00631366
224,0.969542,0.107937,0.0119822,0.00294849
225,0.969542,0.107937,0.0119822,0.00294849
226,0.974827,0.0694259,0.028103,0.00373058
227,0.984985,0.086897,0.00720179,0.00154972
228,0.983732,0.0972716,0.00370512,0.00201019
229,0.979943,0.103608,0.0140615,0.00117789
230,0.981261,0.0892202,0.0163306,0.00438287
231,0.984679,0.0746459,0.0557443,0.00413483
232,0.980825,0.0939254,0.0317109,0.00355725
233,0.982375,0.0716104,0.0318582,0.00482041
234,0.987671,0.0658603,0.0246644,0.0037992
235,0.987671,0.0658603,0.0246644,0.0037992
236,0.989626,0.0510602,0.0217217,0.00252025
237,0.995991,0.0404216,0.0231893,0.00256888
238,0.990729,0.0748393,0.0280265,0.00274503
239,0.992964,0.0640613,0.0186622,0.00159651
240,0.99273,0.0597535,0.0339818,0.00538671
241,0.980533,0.0733814,0.0207771,0.00396977
242,0.980533,0.0733814,0.0207771,0.00396977
243,0.982916,0.051862,0.0303836,0.00601397
244,0.981363,0.0598633,0.0209697,0.00340549
245,0.976184,0.0957017,0.0432909,0.00307555
246,0.97439,0.0849628,0.0451893,0.00553164
247,0.971963,0.102257,0.0681788,0.00525663
248,0.971058,0.0895799,0.0911472,0.00466369
249,0.974051,0.0981962,0.058539,0.000809405
250,0.978344,0.0908275,0.0403245,0.00534818
251,0.977849,0.0861106,0.0462044,0.00412693
252,0.977849,0.0861106,0.0462044,0.00412693
253,0.971673,0.0958105,0.0721917,0.00246162
254,0.971673,0.0958105,0.0721917,0.00246162
255,0.969778,0.0791432,0.034092,0.00193874
256,0.973732,0.0647191,0.0448199,0.000604452
257,0.974624,0.0684877,0.0608022,0.00144266
258,0.970407,0.0770132,0.0419381,0.00215422
259,0.970407,0.0770132,0.0419381,0.00215422
260,0.964147,0.069118,0.0518923,0.00327936
261,0.959456,0.0593151,0.0426179,0.00463792
262,0.960836,0.0624028,0.00713576,0.000822697
263,0.961154,0.0857366,0.0353166,0.00239216
264,0.961154,0.0857366,0.0353166,0.00239216
265,0.958014,0.0630213,0.0762549,0.000883743
266,0.965436,0.0668889,0.0448074,0.00243147
267,0.965436,0.0668889,0.0448074,0.00243147
268,0.9685,0.0524123,0.0571518,0.00474
269,0.969236,0.0844461,0.0243752,0.00281986
270,0.974325,0.095254,0.0462533,0.00059031
271,0.975519,0.114801,0.0615962,0.00332695
272,0.975519,0.114801,0.0615962,0.00332695
273,0.979184,0.129433,0.0669176,0.00423515
274,0.979184,0.129433,0.0669176,0.00423515
275,0.983537,0.0803593,0.112452,0.00422412
276,0.980824,0.0684098,0.0729219,0.00306021
277,0.9897,0.0562499,0.0969628,0.00166942
278,0.986202,0.0781918,0.0881883,0.00303045
279,0.986202,0.0781918,0.0881883,0.00303045
280,0.984098,0.102557,0.0810769,0.00349157
281,0.982379,0.108894,0.0887288,0.00322484
282,0.984008,0.115774,0.0784936,0.00211184
283,0.986742,0.0808155,0.0825338,0.00405721
284,0.988935,0.0707255,0.0713425,0.00248443
285,0.989942,0.102487,0.049766,0.000338714
286,0.987971,0.118941,0.0827341,0.00548203
287,0.980273,0.108406,0.0816862,0.00419296
288,0.982739,0.119243,0.0953054,0.0030896
289,0.979634,0.157896,0.121173,0.00136509
290,0.980124,0.157797,0.154789,0.00140949
291,0.980124,0.157797,0.154789,0.00140949
292,0.974575,0.110278,0.115671,0.00302498
293,0.976879,0.0881022,0.0777725,0.00255062
294,0.976647,0.0830106,0.0777616,0.00435167
295,0.974271,0.114496,0.0458982,0.0051625
296,0.969287,0.10874,0.0451344,0.00306236
297,0.969287,0.10874,0.0451344,0.00306236
298,0.976866,0.0969433,0.0305971,0.00275296
299,0.976866,0.0969433,0.0305971,0.00275296
300,0.973943,0.104308,0.0704246,0.00262762
301,0.979231,0.0730754,0.0778353,0.002568
302,0.97609,0.0960287,0.0619758,0.00310164
303,0.976059,0.0717763,0.05315,0.00460247
304,0.977112,0.0760494,0.0644902,0.00597759
305,0.971819,0.12055,0.0861003,0.00633321
306,0.972408,0.0951796,0.0726851,0.00835535
307,0.976953,0.0904921,0.0647854,0.00314926
308,0.976953,0.0904921,0.0647854,0.00314926
309,0.981477,0.108223,0.0651392,0.00334614
310,0.981477,0.108223,0.0651392,0.00334614
311,0.981477,0.108223,0.0651392,0.00334614
312,0.982294,0.107843,0.0785655,0.00342798
313,0.98454,0.126653,0.0749035,0.0060404
314,0.984664,0.113801,0.0809809,0.00384737
315,0.987659,0.182503,0.0724985,0.00433852
316,0.98704,0.17871,0.0613546,0.00586393
317,0.984928,0.17715,0.0426135,0.00298034
318,0.984928,0.17715,0.0426135,0.00298034
319,0.990408,0.119384,0.0682186,0.00477029
320,0.984414,0.155215,0.0778929,0.00704428
321,0.986788,0.149992,0.0691964,0.00321156
322,0.994372,0.200624,0.108326,0.00113281
323,0.988762,0.189681,0.107529,0.00294503
324,0.980144,0.151368,0.09683,0.00298345
325,0.977178,0.187567,0.102243,0.0023162
326,0.976318,0.168259,0.114491,0.00205586
327,0.972204,0.194359,0.0803172,0.00561938
328,0.972204,0.194359,0.0803172,0.00561938
329,0.972204,0.194359,0.0803172,0.00561938
330,0.972204,0.194359,0.0803172,0.00561938
331,0.97602,0.201082,0.0718834,0.00318867
332,0.976905,0.118549,0.063848,0.00211856
333,0.972174,0.12881,0.0550909,0.000374476
334,0.975375,0.123187,0.0555123,0.00216668
335,0.976344,0.137524,0.0665897,0.00448946
336,0.977417,0.164779,0.0949879,0.000774405
337,0.98213,0.138702,0.0903049,0.00137143
338,0.984548,0.139125,0.0873017,0.00273245
339,0.984548,0.139125,0.0873017,0.00273245
340,0.984548,0.139125,0.0873017,0.00273245
341,0.987283,0.134122,0.0538509,0.00129062
342,0.984763,0.176849,0.0686105,0.00233318
343,0.980394,0.154258,0.0518886,0.00296266
344,0.985229,0.174794,0.0291662,0.00294056
345,0.983043,0.15048,0.0522434,0.00480242
346,0.976092,0.181267,0.0483511,0.00358047
347,0.982116,0.17458,0.0398451,0.00520081
348,0.975523,0.182931,0.0492087,0.00464348
349,0.979221,0.125565,0.0352927,0.00221992
350,0.970468,0.118554,0.020238,0.00590478
351,0.975285,0.109249,0.0123212,0.00145826
352,0.979703,0.0759645,0.0248566,0.00468434
353,0.983152,0.0790015,0.0157221,0.0048536
354,0.983152,0.0790015,0.0157221,0.0048536
355,0.975044,0.105264,0.0397239,0.00761553
356,0.975471,0.116175,0.0470501,0.00286779
357,0.980318,0.122422,0.0416186,0.00454477
358,0.983584,0.0804195,0.0412855,0.0032035
359,0.9796,0.0678188,0.0256764,0.00786318
360,0.9796,0.0678188,0.0256764,0.00786318
361,0.9796,0.0678188,0.0256764,0.00786318
362,0.9796,0.0678188,0.0256764,0.00786318
363,0.977158,0.062182,0.0436295,0.00349877
364,0.977158,0.062182,0.0436295,0.00349877
365,0.977158,0.062182,0.0436295,0.00349877
366,0.978946,0.0511872,0.0752013,0.00164098
367,0.975977,0.0801139,0.0399217,0.00166858
368,0.975977,0.0801139,0.0399217,0.00166858
369,0.975977,0.0801139,0.0399217,0.00166858
370,0.983818,0.0928237,0.0392937,0.00211554
371,0.977325,0.16514,0.0215477,0.00701739
372,0.977067,0.117211,0.0202303,0.000956103
373,0.972292,0.113614,0.0319126,0.00439867
374,0.972292,0.113614,0.0319126,0.00439867
375,0.971924,0.10176,0.00971467,0.00373319
376,0.964561,0.148327,0.0124614,0.00344051
377,0.96659,0.0930839,0.0495696,0.00172692
378,0.973084,0.112904,0.0656359,0.000896887
379,0.973084,0.112904,0.0656359,0.000896887
380,0.973084,0.112904,0.0656359,0.000896887
381,0.979895,0.0710914,0.0426187,0.00453454
