MDTU,link
1,0.900275
2,0.899112
3,0.897206
4,0.899794
5,0.900086
6,0.900586
7,0.899626
8,0.898391
9,0.899098
10,0.90207
11,0.898922
12,0.901589
13,0.899141
14,0.902201
15,0.905254
16,0.905585
17,0.904552
18,0.905257
19,0.908586
20,0.909
21,0.908539
22,0.910085
23,0.90714
24,0.90714
25,0.90714
26,0.907817
27,0.905722
28,0.905722
29,0.906899
30,0.910812
31,0.913996
32,0.912661
33,0.911616
34,0.911616
35,0.912357
36,0.915948
37,0.915902
38,0.916515
39,0.920802
40,0.921338
41,0.921338
42,0.923821
43,0.927961
44,0.927961
45,0.927961
46,0.932112
47,0.929724
48,0.929799
49,0.929704
50,0.929704
51,0.932576
52,0.933083
53,0.934812
54,0.934984
55,0.933679
56,0.934202
57,0.934185
58,0.934185
59,0.936629
60,0.936297
61,0.936297
62,0.936459
63,0.936855
64,0.937174
65,0.938671
66,0.937405
67,0.937049
68,0.935328
69,0.935935
70,0.935935
71,0.939525
72,0.939525
73,0.938917
74,0.940268
75,0.940369
76,0.941131
77,0.941131
78,0.941131
79,0.941131
80,0.94192
81,0.94192
82,0.945118
83,0.9457
84,0.9457
85,0.944774
86,0.948168
87,0.947385
88,0.947385
89,0.946172
90,0.948322
91,0.951661
92,0.951661
93,0.952093
94,0.952093
95,0.949977
96,0.952133
97,0.950798
98,0.950467
99,0.950467
100,0.951065
101,0.950038
102,0.95214
103,0.95214
104,0.953471
105,0.953209
106,0.953209
107,0.9501
108,0.950296
109,0.951434
110,0.951434
111,0.952286
112,0.950755
113,0.949753
114,0.950565
115,0.95084
116,0.950463
117,0.9491
118,0.950028
119,0.949663
120,0.953055
121,0.954177
122,0.955101
123,0.956085
124,0.956165
125,0.955605
126,0.954159
127,0.954159
128,0.954523
129,0.956832
130,0.956832
131,0.959411
132,0.960477
133,0.963721
134,0.964818
135,0.967083
136,0.967083
137,0.967083
138,0.966449
139,0.965772
140,0.96675
141,0.966946
142,0.965741
143,0.965286
144,0.964877
145,0.966477
146,0.966873
147,0.969288
148,0.96853
149,0.96853
150,0.966848
151,0.967008
152,0.968052
153,0.968052
154,0.968052
155,0.96463
156,0.96463
157,0.96561
158,0.967825
159,0.967825
160,0.972226
161,0.971403
162,0.969004
163,0.969004
164,0.96939
165,0.970477
166,0.967961
167,0.966757
168,0.966757
169,0.967319
170,0.968642
171,0.969726
172,0.971972
173,0.974978
174,0.974779
175,0.976583
176,0.975716
177,0.976471
178,0.976471
179,0.978125
180,0.978125
181,0.979373
182,0.979373
183,0.976362
184,0.977382
185,0.975301
186,0.974966
187,0.976826
188,0.975675
189,0.977345
190,0.979973
191,0.979973
192,0.978231
193,0.97754
194,0.978986
195,0.978986
196,0.976667
197,0.974819
198,0.974819
199,0.974819
200,0.974819
201,0.973693
202,0.975283
203,0.975891
204,0.974702
205,0.975778
206,0.975778
207,0.975778
208,0.975778
209,0.977742
210,0.975978
211,0.97759
212,0.974414
213,0.97614
214,0.973568
215,0.976438
216,0.9776
217,0.977089
218,0.980742
219,0.980742
220,0.980502
221,0.98028
222,0.97856
223,0.97856
224,0.979497
225,0.979497
226,0.981178
227,0.98591
228,0.987835
229,0.984414
230,0.986235
231,0.98579
232,0.985814
233,0.985173
234,0.986259
235,0.986259
236,0.987082
237,0.991506
238,0.9875
239,0.990117
240,0.989377
241,0.984161
242,0.984161
243,0.985038
244,0.984108
245,0.982901
246,0.982923
247,0.980421
248,0.978738
249,0.981089
250,0.983003
251,0.983319
252,0.983319
253,0.981032
254,0.981032
255,0.981082
256,0.980825
257,0.982975
258,0.98155
259,0.98155
260,0.979471
261,0.979215
262,0.979945
263,0.981512
264,0.981512
265,0.980259
266,0.982638
267,0.982638
268,0.983393
269,0.982859
270,0.983618
271,0.985881
272,0.985881
273,0.987057
274,0.987057
275,0.991228
276,0.988148
277,0.991534
278,0.990184
279,0.990184
280,0.991283
281,0.990621
282,0.992254
283,0.992864
284,0.99304
285,0.994975
286,0.99467
287,0.993158
288,0.992906
289,0.992684
290,0.992065
291,0.992065
292,0.990289
293,0.990648
294,0.987719
295,0.987261
296,0.986602
297,0.986602
298,0.988349
299,0.988349
300,0.985318
301,0.991243
302,0.988065
303,0.985924
304,0.98714
305,0.984551
306,0.984176
307,0.987024
308,0.987024
309,0.988409
310,0.988409
311,0.988409
312,0.990319
313,0.993682
314,0.994427
315,0.994226
316,0.994155
317,0.992882
318,0.992882
319,0.996026
320,0.994913
321,0.995834
322,0.999728
323,0.995592
324,0.993652
325,0.990563
326,0.988373
327,0.987633
328,0.987633
329,0.987633
330,0.987633
331,0.988734
332,0.989372
333,0.986083
334,0.986819
335,0.98633
336,0.986955
337,0.990823
338,0.990079
339,0.990079
340,0.990079
341,0.990432
342,0.989502
343,0.987033
344,0.986912
345,0.987965
346,0.983878
347,0.986503
348,0.985238
349,0.985489
350,0.982538
351,0.98439
352,0.984614
353,0.987509
354,0.987509
355,0.98535
356,0.985655
357,0.986272
358,0.987705
359,0.986736
360,0.986736
361,0.986736
362,0.986736
363,0.986377
364,0.986377
365,0.986377
366,0.985784
367,0.983764
368,0.983764
369,0.983764
370,0.98852
371,0.98708
372,0.987709
373,0.98458
374,0.98458
375,0.985959
376,0.984225
377,0.98326
378,0.988051
379,0.988051
380,0.988051
381,0.992174
382,0.989586
383,0.987378
384,0.987872
385,0.987872
386,0.985556
387,0.986575
388,0.984067
389,0.984067
390,0.985304
391,0.985304
392,0.985304
393,0.985304
394,0.985871
395,0.987057
396,0.987057
397,0.987057
398,0.986891
399,0.989326
400,0.990156
401,0.99219
402,0.989739
403,0.989739
404,0.987643
405,0.987643
406,0.985569
407,0.986772
408,0.986772
409,0.986772
410,0.983052
411,0.983744
412,0.987011
413,0.98785
414,0.987292
415,0.984176
416,0.9878
417,0.9878
418,0.9878
419,0.984663
420,0.984162
421,0.980983
422,0.980983
423,0.980983
424,0.982709
425,0.982919
426,0.982919
427,0.983839
428,0.983839
429,0.984458
430,0.986965
431,0.986965
432,0.98126
433,0.980847
434,0.980847
435,0.980672
436,0.981266
437,0.98609
438,0.98609
439,0.983527
440,0.984975
441,0.984177
442,0.98231
443,0.98231
444,0.98217
445,0.982076
446,0.982076
447,0.986443
448,0.988496
449,0.988335
450,0.988307
451,0.989069
452,0.991902
453,0.99332
454,0.993828
455,0.993726
456,0.995115
457,0.997824
458,0.99454
459,0.995854
460,0.999155
461,0.99957
462,0.993688
463,0.993688
464,0.994678
465,0.992916
466,0.986889
467,0.992651
468,0.993564
469,0.993564
470,0.996418
471,0.994769
472,0.994144
473,0.992841
474,0.992841
475,0.995492
476,0.995492
477,0.994427
478,0.995778
479,0.995182
480,0.998201
481,0.997429
482,0.996202
483,0.994668
484,0.997723
485,0.998429
486,0.997514
487,0.998839
488,0.996978
489,0.994176
490,0.992802
491,0.992611
492,0.98938
493,0.993973
494,0.993888
495,0.994341
496,0.993389
497,0.995484
498,0.994714
499,0.994714
500,0.991914
501,0.995922
502,0.997654
503,0.999101
504,1.00022
505,1.00022
506,1.00034
507,0.999501
508,1.00129
509,0.999417
510,0.996217
511,0.994419
512,0.995514
513,0.998316
514,0.999634
515,1.00026
516,1.00026
517,0.998239
518,0.999382
519,0.997996
520,0.998448
521,0.998448
522,0.998448
523,0.998308
524,1.00498
525,1.00825
526,1.00562
527,1.00752
528,1.007
529,1.007
530,1.00754
531,1.00958
532,1.00958
533,1.01016
534,1.01016
535,1.01181
536,1.01181
537,1.01357
538,1.00932
539,1.0083
540,1.00877
541,1.00764
542,1.00993
543,1.00993
544,1.00865
545,1.01029
546,1.00909
547,1.00936
548,1.00936
549,1.00689
550,1.01005
551,1.01029
552,1.00777
553,1.0096
554,1.00943
555,1.01048
556,1.01048
557,1.01048
558,1.01215
559,1.0111
560,1.01267
561,1.00924
562,1.00924
563,1.00836
564,1.00836
565,1.00473
566,1.00473
567,1.00483
568,1.00318
569,1.0039
570,1.00479
571,1.0053
572,1.0053
573,1.0053
574,1.00823
575,1.00817
576,1.01211
577,1.01506
578,1.01313
579,1.01211
580,1.00902
581,1.00587
582,1.00651
583,1.00584
584,1.0059
585,1.00245
586,1.00245
587,1.00445
588,1.00427
589,1.00755
590,1.00706
591,1.00511
592,1.00511
593,1.00366
594,1.00366
595,1.00352
596,1.00631
597,1.00708
598,1.01015
599,1.01191
600,1.01152
601,1.01194
602,1.00963
603,1.00665
604,1.00665
605,1.00932
606,1.00932
607,1.01371
608,1.01241
609,1.00953
610,1.00621
611,1.00694
612,1.00535
613,1.00666
614,1.00717
615,1.00083
616,1.00083
617,1.00031
618,1.00342
619,1.00393
620,1.00558
621,1.00558
622,1.00564
623,1.00456
624,1.00205
625,1.00205
626,1.00247
627,1.00116
628,0.997825
629,0.997905
630,0.997782
631,1.0001
632,0.997815
633,1.00091
634,1.00027
635,1.00044
636,1.00214
637,1.0024
638,1.00353
639,1.00353
640,1.00436
641,1.00381
642,0.998613
643,0.996933
644,0.99592
645,0.996889
646,0.999751
647,1.00046
648,1.00046
649,1.00012
650,1.00052
651,1.00052
652,0.999856
653,0.99708
654,0.996627
655,0.996627
656,0.997883
657,0.999485
658,0.996522
659,1.0007
660,1.00413
661,1.00069
662,1.00496
663,1.00529
664,1.00618
665,1.00618
666,1.00618
667,1.00762
668,1.00553
669,1.00537
670,1.00351
671,0.999484
672,0.999484
673,0.999484
674,1.00267
675,0.999497
676,0.998695
677,1.00003
678,1.00048
679,1.00048
680,1.00023
681,1.00023
682,1.0023
683,1.0023
684,0.999413
685,0.999029
686,0.998473
687,0.999335
688,0.99748
689,0.999117
690,0.997682
691,0.998187
692,0.997748
693,1.00002
694,0.998769
695,0.998769
696,0.997403
697,0.997453
698,0.997197
699,0.999572
700,0.996435
701,0.996766
702,0.998957
703,0.999832
704,0.999091
705,0.998595
706,0.996146
707,0.995685
708,0.994842
709,0.993688
710,0.998237
711,0.994846
712,0.994962
713,0.998935
714,0.998963
715,0.998963
716,0.998963
717,0.994938
718,0.996403
719,0.996234
720,0.995548
721,0.996241
722,0.997889
723,0.998046
724,0.996667
725,0.996191
726,0.996191
727,1.00022
728,1.00003
729,1.00027
730,0.997236
731,0.999949
732,0.999205
733,1.00131
734,1.00206
735,1.00099
736,1.0003
737,0.998545
738,1.00092
739,1.00254
740,1.00211
741,1.00037
742,0.999544
743,0.99941
744,1.00179
745,1.00179
746,1.00025
747,0.998121
748,0.999942
749,1.00013
750,1.00013
751,1.00109
752,1.00143
753,1.0011
754,1.00231
755,1.00046
756,0.998847
757,1.0004
758,1.00283
759,0.998168
760,0.99557
761,0.997543
762,0.996262
763,0.994577
764,0.99466
765,0.99475
766,0.99636
767,0.992962
768,0.993284
769,0.993284
770,0.99149
771,0.99339
772,0.99339
773,0.994642
774,0.995961
775,0.997808
776,0.997158
777,0.995115
778,0.993537
779,0.994417
780,0.996521
781,0.997032
782,0.995004
783,0.993523
784,0.999062
785,0.997064
786,0.998897
787,1.00087
788,1.00352
789,1.00235
790,1.00025
791,0.998986
792,0.998046
793,1.00028
794,1.00249
795,1.00249
796,1.00521
797,1.00433
798,1.00433
799,1.00524
800,1.00609
801,1.00559
802,1.00559
803,1.00559
804,1.00476
805,1.00476
806,1.00615
807,1.00239
808,1.00239
809,1.00185
810,0.999998
811,1.00093
812,1.00165
813,1.00165
814,1.00717
815,1.00446
816,1.00521
817,1.00236
818,1.00236
819,0.9993
820,1.00024
821,1.0017
822,1.00533
823,1.00389
824,1.00555
825,1.00548
826,1.0047
827,1.00484
828,1.00716
829,1.00716
830,1.00707
831,1.00707
832,1.00473
833,1.007
834,1.007
835,1.007
836,1.00787
837,1.00813
838,1.00865
839,1.00847
840,1.00847
841,1.01009
842,1.00822
843,1.00667
844,1.00667
845,1.00809
846,1.00764
847,1.00545
848,1.00361
849,1.00391
850,1.00539
851,1.00263
852,1.00246
853,1.00408
854,1.00636
855,1.00379
856,1.00336
857,1.00175
858,1.00143
859,1.00144
860,1.00144
861,1.00144
862,1.00144
863,1.00401
864,1.00405
865,1.00044
866,1.00325
867,1.00346
868,1.00189
869,1.00124
870,1.00254
871,1.00375
872,1.00375
873,1.00238
874,1.00112
875,0.997559
876,0.99629
877,0.99629
878,0.998842
879,0.998842
880,0.997412
881,0.99861
882,0.997859
883,1.00175
884,1.00175
885,0.999011
886,0.999046
887,0.999046
888,0.997224
889,0.994564
890,0.99863
891,1.00116
892,0.999617
893,0.998507
894,1.00084
895,1.00178
896,1.00297
897,1.00297
898,1.00791
899,1.00791
900,1.00395
901,1.00186
902,1.00343
903,1.00091
904,1.00214
905,1.00324
906,1.00283
907,1.00208
908,1.00177
909,1.00468
910,1.00593
911,1.00277
912,1.00277
913,1.00499
914,1.00265
915,1.00321
916,1.00205
917,1.00219
918,0.999074
919,0.999581
920,1.00376
921,1.00592
922,1.00618
923,1.00188
924,1.00198
925,1.00439
926,1.00467
927,1.00291
928,1.00429
929,1.00233
930,1.00198
931,1.00311
932,1.00671
933,1.00482
934,1.00271
935,1.00373
936,1.00478
937,1.00478
938,1.0039
939,1.00432
940,1.0014
941,1.00399
942,1.00399
943,1.00399
944,1.00175
945,1.00175
946,1.00496
947,1.00575
948,1.00688
949,1.00656
950,1.00354
951,1.0037
952,1.00281
953,1.00416
954,1.00546
955,1.00512
956,1.00483
957,1.00483
958,1.00483
959,1.0072
960,1.00559
961,1.00505
962,1.00624
963,1.00612
964,1.00205
965,1.00205
966,1.00358
967,1.00432
968,1.00564
969,1.0032
970,1.00665
971,1.00579
972,1.00434
973,1.00341
974,1.00398
975,1.00322
976,1.00206
977,1.00206
978,1.00206
979,0.998226
980,0.998226
981,0.997944
982,0.996477
983,0.997168
984,0.999154
985,1.00051
986,1.00103
987,1.00315
988,1.00287
989,1.00285
990,0.999456
991,0.999456
992,1.00111
993,1.00111
994,1.00453
995,1.00304
996,1.00234
997,0.998019
998,0.997529
999,0.997529
1000,0.997871
1001,0.999415
1002,0.997662
1003,0.997662
1004,1.0007
1005,0.997889
1006,0.997351
1007,0.997351
1008,0.996853
1009,0.996853
1010,0.996853
1011,0.997683
1012,1.00158
1013,1.0012
1014,1.00221
1015,1.00221
1016,1.00247
1017,1.00128
1018,1.00089
1019,1.00763
1020,1.00408
1021,1.00495
1022,1.00826
1023,1.00523
1024,1.00523
1025,1.00679
1026,1.00371
1027,1.00258
1028,1.00612
1029,1.00561
1030,1.00561
1031,1.00561
1032,1.00561
1033,1.0079
1034,1.00925
1035,1.01121
1036,1.01255
1037,1.0136
1038,1.01681
1039,1.01198
1040,1.0125
1041,1.01217
1042,1.01125
1043,1.01125
1044,1.01125
1045,1.00925
1046,1.01167
1047,1.01329
1048,1.01285
1049,1.01133
1050,1.0105
1051,1.00637
1052,1.00643
1053,1.00533
1054,1.00464
1055,1.00567
1056,1.00537
1057,1.00501
1058,1.00475
1059,1.00334
1060,1.00042
1061,1.00439
1062,1.00377
1063,1.0019
1064,0.999236
1065,0.996488
1066,0.999098
1067,0.999098
1068,0.99765
1069,0.995144
1070,0.996543
1071,0.999552
