MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.04737,0.125679,1.0398
2,1.15515,0.0845593,1.15205
3,1.15959,0.0859011,1.15641
4,1.1547,0.115544,1.1489
5,1.17328,0.110727,1.16804
6,1.18347,0.113254,1.17804
7,1.2167,0.102981,1.21233
8,1.22259,0.104063,1.21815
9,1.297,0.0421417,1.29631
10,1.35628,0.0579468,1.35504
11,1.34043,0.035841,1.33995
12,1.41089,-0.0497846,1.41001
13,1.42571,-0.0518487,1.42477
14,1.47342,-0.104206,1.46973
15,1.45745,-0.0782606,1.45534
16,1.47302,-0.0610414,1.47176
17,1.55041,-0.051644,1.54955
18,1.5942,-0.0803798,1.59217
19,1.61376,-0.039204,1.61329
20,1.57442,0.0165762,1.57433
21,1.60458,0.0743051,1.60286
22,1.56494,-0.0423203,1.56437
23,1.51719,-0.0271369,1.51694
24,1.51719,-0.0271369,1.51694
25,1.51719,-0.0271369,1.51694
26,1.57711,-0.0617688,1.5759
27,1.59861,-0.0706694,1.59704
28,1.59861,-0.0706694,1.59704
29,1.6734,-0.025682,1.6732
30,1.67784,0.0241562,1.67766
31,1.69629,0.0749769,1.69463
32,1.68642,0.0432393,1.68587
33,1.70653,0.0813029,1.70459
34,1.70653,0.0813029,1.70459
35,1.74493,0.13232,1.7399
36,1.75398,0.140415,1.74835
37,1.77844,0.167568,1.77053
38,1.79524,0.19161,1.78498
39,1.85233,0.149529,1.84628
40,1.792,0.0937949,1.78954
41,1.792,0.0937949,1.78954
42,1.87801,0.135192,1.87314
43,1.82692,0.176781,1.81835
44,1.82692,0.176781,1.81835
45,1.82692,0.176781,1.81835
46,1.91299,0.21225,1.90118
47,1.89813,0.107913,1.89506
48,1.92084,0.120847,1.91704
49,1.90069,0.115998,1.89714
50,1.90069,0.115998,1.89714
51,1.90441,0.076948,1.90286
52,1.90097,0.0317477,1.90071
53,1.93746,0.044689,1.93695
54,1.95463,0.0598176,1.95372
55,1.92878,0.109791,1.92565
56,1.94162,0.106921,1.93867
57,1.95141,0.0453139,1.95089
58,1.95141,0.0453139,1.95089
59,1.91042,0.022093,1.9103
60,1.8981,-0.0722603,1.89673
61,1.8981,-0.0722603,1.89673
62,1.91192,-0.0957082,1.90952
63,1.93441,-0.0903952,1.9323
64,1.89864,-0.12926,1.89423
65,1.98272,-0.0757102,1.98128
66,1.88959,-0.0960272,1.88715
67,1.85393,-0.0805948,1.85218
68,1.83918,-0.0540383,1.83838
69,1.86442,-0.055476,1.8636
70,1.86442,-0.055476,1.8636
71,1.87925,-0.0540208,1.87847
72,1.87925,-0.0540208,1.87847
73,1.85608,-0.0803978,1.85434
74,1.85428,-0.100605,1.85155
75,1.84066,-0.136693,1.83558
76,1.82429,-0.0964466,1.82174
77,1.82429,-0.0964466,1.82174
78,1.82429,-0.0964466,1.82174
79,1.82429,-0.0964466,1.82174
80,1.79287,-0.0604436,1.79185
81,1.79287,-0.0604436,1.79185
82,1.83006,-0.00752296,1.83004
83,1.8692,-0.081209,1.86743
84,1.8692,-0.081209,1.86743
85,1.89101,-0.224655,1.87762
86,1.88369,-0.116253,1.8801
87,1.86501,-0.158036,1.8583
88,1.86501,-0.158036,1.8583
89,1.86381,-0.177653,1.85532
90,1.81768,-0.239651,1.80181
91,1.77357,-0.190912,1.76326
92,1.77357,-0.190912,1.76326
93,1.77178,-0.300329,1.74614
94,1.77178,-0.300329,1.74614
95,1.75016,-0.283983,1.72697
96,1.8417,-0.32225,1.81329
97,1.81287,-0.284178,1.79045
98,1.8689,-0.318993,1.84147
99,1.8689,-0.318993,1.84147
100,1.93215,-0.289078,1.91041
101,1.91036,-0.219122,1.89775
102,1.92257,-0.25656,1.90537
103,1.92257,-0.25656,1.90537
104,1.9563,-0.309968,1.93158
105,1.96199,-0.363068,1.9281
106,1.96199,-0.363068,1.9281
107,1.95555,-0.277774,1.93572
108,1.94738,-0.313841,1.92192
109,1.9673,-0.368223,1.93253
110,1.9673,-0.368223,1.93253
111,1.97896,-0.380335,1.94207
112,2.00749,-0.344129,1.97778
113,2.1283,-0.273911,2.1106
114,2.10526,-0.263138,2.08875
115,2.046,-0.303887,2.02331
116,2.03915,-0.340141,2.01058
117,2.04038,-0.34329,2.01129
118,2.1362,-0.429469,2.09259
119,2.12348,-0.522656,2.05815
120,2.11078,-0.592235,2.026
121,2.07855,-0.648022,1.97496
122,2.14951,-0.662388,2.04491
123,2.20898,-0.640547,2.11407
124,2.17099,-0.653604,2.07027
125,2.14663,-0.689147,2.03301
126,2.11143,-0.60808,2.02197
127,2.11143,-0.60808,2.02197
128,2.23494,-0.757751,2.10256
129,2.09505,-0.683871,1.98029
130,2.09505,-0.683871,1.98029
131,2.04737,-0.723658,1.91521
132,2.10099,-0.729679,1.97021
133,2.19492,-0.70843,2.07745
134,2.14549,-0.678599,2.03535
135,2.24428,-0.687442,2.1364
136,2.24428,-0.687442,2.1364
137,2.24428,-0.687442,2.1364
138,2.20631,-0.773582,2.06624
139,2.20262,-0.860775,2.02746
140,2.20152,-0.902789,2.0079
141,2.18468,-0.928032,1.97777
142,2.11784,-0.88419,1.92443
143,2.15929,-0.904425,1.96075
144,2.13892,-0.855902,1.96021
145,2.16255,-0.833179,1.9956
146,2.17464,-0.834475,2.00816
147,2.17902,-0.729323,2.05334
148,2.19935,-0.551348,2.12912
149,2.19935,-0.551348,2.12912
150,2.13506,-0.532739,2.06753
151,2.04994,-0.568522,1.96952
152,2.09581,-0.616085,2.00321
153,2.09581,-0.616085,2.00321
154,2.09581,-0.616085,2.00321
155,2.08974,-0.569238,2.01072
156,2.08974,-0.569238,2.01072
157,2.07428,-0.520407,2.00794
158,2.05855,-0.561037,1.98063
159,2.05855,-0.561037,1.98063
160,2.10452,-0.552398,2.03072
161,2.05769,-0.575526,1.97557
162,1.96879,-0.527792,1.89673
163,1.96879,-0.527792,1.89673
164,2.11083,-0.569356,2.0326
165,2.05416,-0.593067,1.96668
166,2.01775,-0.638527,1.91406
167,1.94718,-0.631259,1.84202
168,1.94718,-0.631259,1.84202
169,1.94176,-0.586683,1.851
170,2.05942,-0.635742,1.95884
171,2.06613,-0.556699,1.98972
172,2.09422,-0.581351,2.01191
173,2.09138,-0.574219,2.01101
174,2.08183,-0.537547,2.01123
175,2.1274,-0.545797,2.0562
176,2.12142,-0.50549,2.06032
177,2.11317,-0.492756,2.05491
178,2.11317,-0.492756,2.05491
179,2.07169,-0.476121,2.01623
180,2.07169,-0.476121,2.01623
181,2.14449,-0.502462,2.0848
182,2.14449,-0.502462,2.0848
183,2.17572,-0.569326,2.09991
184,2.15703,-0.624414,2.06467
185,2.14156,-0.595461,2.05711
186,2.2031,-0.547872,2.13389
187,2.19314,-0.551739,2.1226
188,2.15269,-0.586479,2.07126
189,2.2041,-0.645643,2.10742
190,2.17193,-0.588162,2.09078
191,2.17193,-0.588162,2.09078
192,2.16628,-0.597089,2.08237
193,2.1146,-0.579908,2.03353
194,2.09197,-0.544155,2.01996
195,2.09197,-0.544155,2.01996
196,2.06878,-0.545284,1.99562
197,2.05692,-0.477157,2.00081
198,2.05692,-0.477157,2.00081
199,2.05692,-0.477157,2.00081
200,2.05692,-0.477157,2.00081
201,2.04187,-0.509418,1.9773
202,2.09518,-0.552963,2.02089
203,2.12995,-0.580402,2.04934
204,2.14998,-0.616842,2.05959
205,2.14982,-0.63557,2.05372
206,2.14982,-0.63557,2.05372
207,2.14982,-0.63557,2.05372
208,2.14982,-0.63557,2.05372
209,2.17985,-0.685861,2.06914
210,2.06182,-0.60298,1.97168
