t,G,F1,F2,F3
1,0.003368,0.003812,null,null
2,0.00337,0.003812,null,null
3,0.003368,0.003814,null,null
4,0.003367,0.003811,null,null
5,0.003371,0.003812,null,null
6,0.003373,0.003816,null,null
7,0.003348,0.003618,null,null
8,0.003347,0.003613,null,null
9,0.003338,0.00361,null,null
10,0.00334,0.003608,null,null
11,0.003341,0.003613,null,null
12,0.00334,0.00362,null,null
13,0.003332,0.003621,null,null
14,0.003331,0.003624,null,null
15,0.003332,0.003629,null,null
16,0.003328,0.003629,null,null
17,0.003324,0.00363,null,null
18,0.003322,0.003637,null,null
19,0.003324,0.003641,null,null
20,0.00332,0.003649,null,null
21,0.006623,0.007299,null,null
22,0.006624,0.007295,null,null
23,0.006618,0.007304,null,null
24,0.006615,0.007302,null,null
25,0.00661,0.00731,null,null
26,0.006607,0.007319,null,null
27,0.006597,0.007325,null,null
28,0.006598,0.007324,null,null
29,0.0066,0.007331,null,null
30,0.00659,0.007334,null,null
31,0.01142,0.0127,null,null
32,0.01143,0.01274,null,null
33,0.01141,0.01274,null,null
34,0.01142,0.01273,null,null
35,0.01141,0.01274,null,null
36,0.01141,0.01274,null,null
37,0.01141,0.01274,null,null
38,0.01141,0.01274,null,null
39,0.01141,0.01275,null,null
40,0.0114,0.01276,null,null
41,0.01315,0.01475,null,null
42,0.01314,0.01476,null,null
43,0.01311,0.01475,null,null
44,0.01313,0.01477,null,null
45,0.01314,0.01477,null,null
46,0.01311,0.01477,null,null
47,0.01311,0.01479,null,null
48,0.0131,0.01479,null,null
49,0.0131,0.01478,null,null
50,0.01311,0.01478,null,null
51,0.0131,0.01477,null,null
52,0.0131,0.01478,null,null
53,0.0131,0.01478,null,null
54,0.01309,0.01478,null,null
55,0.01309,0.0148,null,null
56,0.0131,0.0148,null,null
57,0.01309,0.0148,null,null
58,0.01307,0.01481,null,null
59,0.01307,0.01481,null,null
60,0.01307,0.01482,null,null
61,0.01307,0.01483,null,null
62,0.01307,0.01482,null,null
63,0.01306,0.01485,null,null
64,0.01305,0.01484,null,null
65,0.01306,0.01486,null,null
66,0.01303,0.01486,null,null
67,0.01303,0.01487,null,null
68,0.01303,0.01486,null,null
69,0.01304,0.01488,null,null
70,0.01303,0.01489,null,null
71,0.01302,0.01489,null,null
72,0.01303,0.01487,null,null
73,0.01301,0.01488,null,null
74,0.01303,0.01489,null,null
75,0.01303,0.0149,null,null
76,0.01302,0.0149,null,null
77,0.013,0.01491,null,null
78,0.013,0.01491,null,null
79,0.013,0.01491,null,null
80,0.013,0.01492,null,null
81,0.01301,0.01491,null,null
82,0.01299,0.01491,null,null
83,0.013,0.01492,null,null
84,0.013,0.01493,null,null
85,0.01299,0.01491,null,null
86,0.01299,0.01492,null,null
87,0.01299,0.01493,null,null
88,0.013,0.01492,null,null
89,0.01298,0.01493,null,null
90,0.01298,0.01492,null,null
91,0.01298,0.01495,null,null
92,0.01299,0.01497,null,null
93,0.01298,0.01494,null,null
94,0.01297,0.01496,null,null
95,0.01296,0.01497,null,null
96,0.01296,0.01499,null,null
97,0.01294,0.01499,null,null
98,0.01295,0.01498,null,null
99,0.01296,0.01499,null,null
100,0.01295,0.01497,null,null
101,0.01295,0.01497,null,null
102,0.01295,0.01497,null,null
103,0.01296,0.01497,null,null
104,0.01296,0.01498,null,null
105,0.01297,0.01495,null,null
106,0.01297,0.01497,null,null
107,0.01295,0.01497,null,null
108,0.01295,0.01499,null,null
109,0.01295,0.015,null,null
110,0.01292,0.015,null,null
111,0.01293,0.01499,null,null
112,0.01294,0.01502,null,null
113,0.01294,0.01499,null,null
114,0.01294,0.01501,null,null
115,0.01292,0.015,null,null
116,0.01292,0.01501,null,null
117,0.01292,0.015,null,null
118,0.01293,0.01503,null,null
119,0.0129,0.01503,null,null
120,0.01291,0.01503,null,null
121,0.0129,0.01503,null,null
122,0.0129,0.01502,null,null
123,0.0129,0.01504,null,null
124,0.01291,0.01505,null,null
125,0.01291,0.01506,null,null
126,0.01289,0.01505,null,null
127,0.0129,0.01504,null,null
128,0.0129,0.01505,null,null
129,0.01291,0.01507,null,null
130,0.01288,0.01507,null,null
131,0.01288,0.01505,null,null
132,0.0129,0.01506,null,null
133,0.01288,0.01506,null,null
134,0.0129,0.01505,null,null
135,0.0129,0.01505,null,null
136,0.0129,0.01506,null,null
137,0.01288,0.01506,null,null
138,0.01289,0.01506,null,null
139,0.01288,0.01507,null,null
140,0.01288,0.01508,null,null
141,0.01287,0.01508,null,null
142,0.01287,0.01509,null,null
143,0.01286,0.01508,null,null
144,0.01285,0.01509,null,null
145,0.01286,0.01509,null,null
146,0.01287,0.01509,null,null
147,0.01285,0.01509,null,null
148,0.01286,0.01508,null,null
149,0.01286,0.01509,null,null
150,0.01286,0.0151,null,null
151,0.01286,0.0151,null,null
152,0.01286,0.01508,null,null
153,0.01285,0.01508,null,null
154,0.01287,0.01508,null,null
155,0.01287,0.0151,null,null
156,0.01285,0.0151,null,null
157,0.01286,0.0151,null,null
158,0.01285,0.0151,null,null
159,0.01285,0.0151,null,null
160,0.01286,0.01509,null,null
161,0.01286,0.01507,null,null
162,0.01286,0.01508,null,null
163,0.01287,0.01507,null,null
164,0.01286,0.01509,null,null
165,0.01284,0.01509,null,null
166,0.01286,0.01509,null,null
167,0.01289,0.0151,null,null
168,0.01288,0.01508,null,null
169,0.01289,0.01508,null,null
170,0.01288,0.01508,null,null
171,0.01288,0.01507,null,null
172,0.01287,0.01508,null,null
173,0.01287,0.01506,null,null
174,0.01288,0.01508,null,null
175,0.01286,0.01509,null,null
176,0.01287,0.01508,null,null
177,0.01287,0.01506,null,null
178,0.01287,0.01509,null,null
179,0.01286,0.01508,null,null
180,0.01289,0.01508,null,null
181,0.01287,0.01507,null,null
182,0.01288,0.01508,null,null
183,0.01286,0.0151,null,null
184,0.01288,0.01508,null,null
185,0.01286,0.0151,null,null
186,0.01286,0.01508,null,null
187,0.01286,0.01509,null,null
