MDTU,min_ave,max_ave
1,-0.219681,0.17303
2,-0.219681,0.17303
3,-0.219681,0.17303
4,-0.219681,0.17303
5,-0.219681,0.17303
6,-0.161664,0.211544
7,-0.164005,0.209634
8,-0.164005,0.209634
9,-0.162977,0.20944
10,-0.162977,0.20944
11,-0.16416,0.209391
12,-0.165678,0.208765
13,-0.166381,0.208231
14,-0.165823,0.209216
15,-0.168717,0.208489
16,-0.169674,0.207608
17,-0.16983,0.206827
18,-0.171128,0.206431
19,-0.172873,0.206257
20,-0.174272,0.205488
21,-0.175605,0.205292
22,-0.174524,0.205397
23,-0.17571,0.204968
24,-0.175099,0.204892
25,-0.176671,0.205104
26,-0.179062,0.203927
27,-0.179802,0.203561
28,-0.178071,0.204768
29,-0.179178,0.203983
30,-0.178627,0.204234
31,-0.18049,0.203628
32,-0.182547,0.202628
33,-0.181831,0.202701
34,-0.18348,0.201337
35,-0.18285,0.201543
36,-0.183865,0.200788
37,-0.183152,0.201254
38,-0.183654,0.201963
39,-0.183382,0.200891
40,-0.186094,0.200423
41,-0.187316,0.200277
42,-0.189202,0.198512
43,-0.188619,0.19904
44,-0.18627,0.199839
45,-0.187742,0.200008
46,-0.188696,0.199458
47,-0.189982,0.198673
48,-0.189982,0.198673
49,-0.189982,0.198673
50,-0.188769,0.199243
51,-0.189077,0.199198
52,-0.190114,0.19899
53,-0.190114,0.19899
54,-0.192725,0.198018
55,-0.192789,0.197895
56,-0.191644,0.198223
57,-0.191498,0.197702
58,-0.192445,0.198429
59,-0.191422,0.199
60,-0.191389,0.198493
61,-0.192183,0.198675
62,-0.193984,0.197127
63,-0.196094,0.196908
64,-0.196094,0.196908
65,-0.197952,0.194831
66,-0.198202,0.194012
67,-0.199457,0.193642
68,-0.199385,0.193487
69,-0.199385,0.193487
70,-0.201748,0.193034
71,-0.200397,0.193436
72,-0.200082,0.194042
73,-0.200844,0.194342
74,-0.200185,0.193646
75,-0.199537,0.194316
76,-0.200472,0.194893
77,-0.200435,0.194249
78,-0.200748,0.194113
79,-0.200019,0.195313
80,-0.200884,0.193929
81,-0.201703,0.193713
82,-0.200145,0.194573
83,-0.202972,0.193021
84,-0.202972,0.193021
85,-0.201531,0.193687
86,-0.202621,0.192615
87,-0.2023,0.193892
88,-0.202198,0.193053
89,-0.202198,0.193053
90,-0.202254,0.193424
91,-0.202074,0.193333
92,-0.204494,0.193402
93,-0.204494,0.193402
94,-0.204939,0.192784
95,-0.204939,0.192784
96,-0.206411,0.191132
97,-0.206411,0.191132
98,-0.207215,0.192133
99,-0.207215,0.192133
100,-0.207264,0.192134
101,-0.205248,0.19227
102,-0.206452,0.192505
103,-0.20649,0.192028
104,-0.203526,0.193251
105,-0.202768,0.193712
106,-0.202677,0.194266
107,-0.204113,0.194684
108,-0.204113,0.194684
109,-0.206095,0.192793
110,-0.206095,0.192793
111,-0.206339,0.192457
112,-0.206339,0.192457
113,-0.207493,0.192413
114,-0.207818,0.191558
115,-0.20963,0.191148
116,-0.208877,0.191424
117,-0.208544,0.191908
118,-0.210966,0.189993
119,-0.210966,0.189993
120,-0.210966,0.189993
121,-0.211278,0.189577
122,-0.212755,0.189026
123,-0.215218,0.18809
124,-0.214877,0.18727
125,-0.214877,0.18727
126,-0.214717,0.187949
127,-0.214438,0.187919
128,-0.216018,0.187682
129,-0.217682,0.186792
130,-0.217783,0.18749
131,-0.215079,0.187966
132,-0.215079,0.187966
133,-0.216512,0.187429
134,-0.213671,0.18773
135,-0.213671,0.18773
136,-0.216045,0.187238
137,-0.2164,0.187406
138,-0.215982,0.186991
139,-0.215664,0.187869
140,-0.216467,0.186872
141,-0.216927,0.187163
142,-0.218731,0.18581
143,-0.218731,0.18581
144,-0.218731,0.18581
145,-0.219168,0.185263
146,-0.219168,0.185263
147,-0.219527,0.185169
148,-0.21843,0.185984
149,-0.21843,0.185984
150,-0.220238,0.18553
151,-0.21914,0.185841
152,-0.218448,0.185939
153,-0.220092,0.184804
154,-0.219933,0.185502
155,-0.220288,0.18686
156,-0.220288,0.18686
157,-0.220765,0.185344
158,-0.220765,0.185344
159,-0.22033,0.186522
160,-0.218361,0.186523
161,-0.218889,0.186461
162,-0.219157,0.186369
163,-0.217466,0.186277
164,-0.219519,0.186207
165,-0.219519,0.186207
166,-0.219519,0.186207
167,-0.217525,0.187264
168,-0.217525,0.187264
169,-0.217525,0.187264
170,-0.217525,0.187264
171,-0.218561,0.185751
172,-0.217934,0.187226
173,-0.21792,0.187276
174,-0.217765,0.187064
175,-0.216834,0.1874
176,-0.21761,0.187079
177,-0.21761,0.187079
178,-0.21761,0.187079
179,-0.21761,0.187079
180,-0.21761,0.187079
181,-0.216564,0.186129
182,-0.216384,0.186538
183,-0.216578,0.187252
184,-0.216578,0.187252
185,-0.216107,0.186766
186,-0.216278,0.186621
187,-0.217067,0.187333
188,-0.218637,0.18553
189,-0.220746,0.18539
190,-0.218887,0.186147
191,-0.218887,0.186147
192,-0.218887,0.186147
193,-0.218257,0.187437
194,-0.218257,0.187437
195,-0.218671,0.186893
196,-0.219046,0.18701
197,-0.219227,0.186889
198,-0.219227,0.186889
199,-0.218722,0.186252
200,-0.218676,0.185738
201,-0.217572,0.185935
202,-0.217572,0.185935
203,-0.218197,0.187344
204,-0.216972,0.187026
205,-0.216972,0.187026
206,-0.216027,0.187884
207,-0.216027,0.187884
208,-0.216027,0.187884
209,-0.21726,0.186433
210,-0.21726,0.186433
211,-0.21726,0.186433
212,-0.21778,0.187121
213,-0.21778,0.187121
214,-0.21778,0.187121
215,-0.21778,0.187121
216,-0.21778,0.187121
217,-0.215826,0.187061
218,-0.2147,0.187888
219,-0.214851,0.18803
220,-0.217835,0.186809
221,-0.215556,0.188432
222,-0.215556,0.188432
223,-0.215556,0.188432
224,-0.216477,0.188392
225,-0.216477,0.188392
226,-0.218378,0.187306
227,-0.216856,0.188612
228,-0.217183,0.187155
229,-0.219454,0.185911
230,-0.219971,0.18499
231,-0.219971,0.18499
232,-0.219971,0.18499
233,-0.219971,0.18499
234,-0.219971,0.18499
235,-0.218432,0.186559
236,-0.218432,0.186559
237,-0.218432,0.186559
238,-0.219013,0.185958
239,-0.219515,0.185815
240,-0.219325,0.186905
241,-0.21693,0.187626
242,-0.219374,0.186609
243,-0.219374,0.186609
244,-0.219374,0.186609
245,-0.219357,0.186648
246,-0.220822,0.18693
247,-0.22045,0.186601
248,-0.220522,0.184753
249,-0.220499,0.186054
250,-0.221488,0.184609
251,-0.221488,0.184609
252,-0.221488,0.184609
253,-0.221488,0.184609
254,-0.221488,0.184609
255,-0.221784,0.184829
256,-0.219487,0.185431
257,-0.219487,0.185431
258,-0.22093,0.185332
259,-0.219187,0.18605
260,-0.219187,0.18605
261,-0.220075,0.186152
262,-0.220075,0.186152
263,-0.220075,0.186152
264,-0.220075,0.186152
265,-0.21952,0.186681
266,-0.21952,0.186681
267,-0.21952,0.186681
268,-0.217927,0.188079
269,-0.218678,0.187915
270,-0.218678,0.187915
271,-0.219017,0.186731
272,-0.219017,0.186731
273,-0.219017,0.186731
274,-0.217673,0.187289
275,-0.219652,0.186077
276,-0.221586,0.185314
277,-0.221285,0.185284
278,-0.222135,0.185569
279,-0.221562,0.185302
280,-0.221562,0.185302
281,-0.221093,0.185438
282,-0.221093,0.185438
283,-0.22019,0.185358
284,-0.219879,0.185767
285,-0.219455,0.185984
286,-0.219096,0.186014
287,-0.218973,0.187117
288,-0.218175,0.187292
289,-0.220108,0.186298
290,-0.220108,0.186298
291,-0.220108,0.186298
292,-0.220108,0.186298
293,-0.220108,0.186298
294,-0.219173,0.186713
295,-0.220844,0.185483
296,-0.221605,0.18512
297,-0.221605,0.18512
298,-0.222956,0.185392
299,-0.224783,0.183985
300,-0.224492,0.184296
301,-0.221798,0.184768
302,-0.221718,0.18644
303,-0.221718,0.18644
304,-0.223376,0.185263
305,-0.223376,0.185263
306,-0.223376,0.185263
307,-0.22112,0.18481
308,-0.220971,0.185817
309,-0.22066,0.186673
310,-0.22066,0.186673
311,-0.22066,0.186673
312,-0.22066,0.186673
313,-0.221288,0.186509
314,-0.221288,0.186509
315,-0.220462,0.186375
316,-0.219372,0.186997
317,-0.220146,0.186612
318,-0.220095,0.186451
319,-0.220151,0.187753
320,-0.220024,0.186575
321,-0.220024,0.186575
322,-0.220598,0.186587
323,-0.220081,0.187341
324,-0.21826,0.18816
325,-0.21826,0.18816
326,-0.221126,0.186317
327,-0.219993,0.186771
328,-0.218335,0.187244
329,-0.217318,0.186941
330,-0.22008,0.186051
331,-0.221918,0.186211
332,-0.221862,0.185206
333,-0.221862,0.185206
334,-0.222383,0.18537
335,-0.222383,0.18537
336,-0.223261,0.184858
337,-0.223261,0.184858
338,-0.22248,0.185611
339,-0.223869,0.184997
340,-0.223149,0.185116
341,-0.223149,0.185116
342,-0.223149,0.185116
343,-0.223149,0.185116
344,-0.223149,0.185116
345,-0.223335,0.184799
346,-0.224414,0.185224
347,-0.224827,0.184149
348,-0.224683,0.183975
349,-0.224683,0.183975
350,-0.223313,0.184467
351,-0.223232,0.184999
352,-0.224709,0.184268
353,-0.224709,0.184268
354,-0.223777,0.183804
355,-0.223152,0.184408
356,-0.223636,0.18412
357,-0.224589,0.183775
358,-0.227075,0.182752
359,-0.227075,0.182752
360,-0.22727,0.18251
361,-0.22727,0.18251
362,-0.223603,0.184328
363,-0.224565,0.184221
364,-0.224565,0.184221
365,-0.224521,0.184598
366,-0.225568,0.183886
367,-0.224107,0.184708
368,-0.225015,0.183554
369,-0.226133,0.18311
370,-0.226133,0.18311
371,-0.226133,0.18311
372,-0.226133,0.18311
373,-0.225986,0.183852
374,-0.225058,0.184271
375,-0.225035,0.183838
376,-0.224517,0.183222
377,-0.227023,0.183039
378,-0.226227,0.183312
379,-0.223366,0.1843
380,-0.223366,0.1843
381,-0.223366,0.1843
382,-0.22364,0.18496
383,-0.222758,0.185315
384,-0.222047,0.185674
385,-0.222047,0.185674
386,-0.222642,0.186347
387,-0.222642,0.186347
388,-0.223187,0.185851
389,-0.223957,0.185071
390,-0.222435,0.185934
391,-0.22364,0.184664
392,-0.221817,0.185472
393,-0.220169,0.18624
394,-0.220169,0.18624
395,-0.220169,0.18624
396,-0.222026,0.185864
397,-0.223041,0.184692
398,-0.223041,0.184692
399,-0.223041,0.184692
400,-0.222716,0.185393
401,-0.225462,0.184033
402,-0.222232,0.185482
403,-0.223012,0.18507
404,-0.223012,0.18507
405,-0.225728,0.184643
406,-0.22694,0.184407
407,-0.227075,0.182745
408,-0.227075,0.182745
409,-0.229836,0.182315
410,-0.22925,0.182246
411,-0.22925,0.182246
412,-0.227787,0.182617
413,-0.227787,0.182617
414,-0.227787,0.182617
415,-0.227888,0.183625
416,-0.227425,0.182659
417,-0.225715,0.18335
418,-0.227273,0.182921
419,-0.227273,0.182921
420,-0.228272,0.182403
421,-0.227166,0.182982
422,-0.228712,0.183355
423,-0.228141,0.183047
424,-0.230497,0.181889
425,-0.229939,0.181953
426,-0.229939,0.181953
427,-0.228135,0.183083
428,-0.228715,0.181765
429,-0.228311,0.182121
430,-0.227919,0.183144
431,-0.227153,0.18432
432,-0.228804,0.18332
433,-0.229128,0.182293
434,-0.227707,0.184119
435,-0.227162,0.182896
436,-0.22751,0.183058
437,-0.22751,0.183058
438,-0.22751,0.183058
439,-0.22751,0.183058
440,-0.22751,0.183058
441,-0.227502,0.183039
442,-0.226244,0.18455
443,-0.225181,0.184396
444,-0.226414,0.183575
445,-0.229281,0.183806
446,-0.227613,0.183361
447,-0.227971,0.183921
448,-0.225273,0.184163
449,-0.228051,0.182742
450,-0.229806,0.182307
451,-0.229806,0.182307
452,-0.229806,0.182307
453,-0.231937,0.181231
454,-0.233108,0.180715
455,-0.232782,0.180202
456,-0.232782,0.180202
457,-0.231574,0.180608
458,-0.231574,0.180608
459,-0.231574,0.180608
460,-0.232151,0.181427
461,-0.232151,0.181427
462,-0.233906,0.180155
463,-0.233906,0.180155
464,-0.234929,0.179289
465,-0.23444,0.179809
466,-0.234339,0.180221
467,-0.233275,0.180231
468,-0.233275,0.180231
469,-0.233275,0.180231
470,-0.233275,0.180231
471,-0.233275,0.180231
472,-0.233275,0.180231
