MDTU,link
1,1.01422
2,1.01422
3,1.01422
4,1.01422
5,1.01422
6,1.11252
7,1.10748
8,1.10748
9,1.10819
10,1.10819
11,1.1073
12,1.10531
13,1.10337
14,1.10576
15,1.10237
16,1.10054
17,1.09905
18,1.09786
19,1.0956
20,1.09337
21,1.09185
22,1.09267
23,1.09111
24,1.09143
25,1.09035
26,1.08674
27,1.08578
28,1.0887
29,1.0865
30,1.08717
31,1.08502
32,1.08239
33,1.08255
34,1.07993
35,1.08063
36,1.07918
37,1.08011
38,1.08046
39,1.07897
40,1.07663
41,1.0755
42,1.07141
43,1.07251
44,1.07547
45,1.07439
46,1.07312
47,1.0707
48,1.0707
49,1.0707
50,1.07284
51,1.07185
52,1.07128
53,1.07128
54,1.06845
55,1.06805
56,1.06906
57,1.06886
58,1.06891
59,1.07042
60,1.06953
61,1.06899
62,1.06571
63,1.06357
64,1.06357
65,1.05938
66,1.05865
67,1.0572
68,1.05688
69,1.05688
70,1.05429
71,1.05612
72,1.05686
73,1.05716
74,1.05643
75,1.05798
76,1.05819
77,1.05732
78,1.05654
79,1.05871
80,1.05655
81,1.05539
82,1.0577
83,1.05362
84,1.05362
85,1.05584
86,1.05346
87,1.05508
88,1.0541
89,1.0541
90,1.05497
91,1.05484
92,1.05291
93,1.05291
94,1.05178
95,1.05178
96,1.04855
97,1.04855
98,1.04942
99,1.04942
100,1.04929
101,1.05089
102,1.04998
103,1.04969
104,1.05354
105,1.05413
106,1.05509
107,1.05391
108,1.05391
109,1.05011
110,1.05011
111,1.04977
112,1.04977
113,1.04903
114,1.04742
115,1.04603
116,1.04721
117,1.04786
118,1.04354
119,1.04354
120,1.04354
121,1.0424
122,1.04043
123,1.03786
124,1.03672
125,1.03672
126,1.03778
127,1.03801
128,1.03696
129,1.03479
130,1.03526
131,1.03751
132,1.03751
133,1.0361
134,1.03892
135,1.03892
136,1.03692
137,1.03684
138,1.03609
139,1.03744
140,1.03601
141,1.035
142,1.03329
143,1.03329
144,1.03329
145,1.0316
146,1.0316
147,1.03124
148,1.03338
149,1.03338
150,1.03122
151,1.03225
152,1.03286
153,1.03104
154,1.03157
155,1.03256
156,1.03256
157,1.03053
158,1.03053
159,1.03265
160,1.03374
161,1.03329
162,1.03277
163,1.03382
164,1.03255
165,1.03255
166,1.03255
167,1.03531
168,1.03531
169,1.03531
170,1.03531
171,1.03271
172,1.0348
173,1.03523
174,1.0344
175,1.03574
176,1.03447
177,1.03447
178,1.03447
179,1.03447
180,1.03447
181,1.03465
182,1.03488
183,1.03528
184,1.03528
185,1.03529
186,1.03499
187,1.03552
188,1.03188
189,1.03041
190,1.03258
191,1.03258
192,1.03258
193,1.03438
194,1.03438
