t,eps_f,eps_g
10,0.00666667,0.00037037
20,0.00666667,0.00037037
30,0.0142857,0.000793651
40,0.02,0.00111111
50,0.025,0.00138889
60,0.025,0.00138889
70,0.025,0.00138889
80,0.025,0.00138889
90,0.025,0.00138889
100,0.025,0.00138889
110,0.025,0.00138889
120,0.025,0.00138889
130,0.025,0.00138889
140,0.025,0.00138889
150,0.025,0.00138889
160,0.025,0.00138889
170,0.025,0.00138889
180,0.025,0.00138889
190,0.025,0.00138889
200,0.025,0.00138889
210,0.025,0.0015625
220,0.025,0.0015625
230,0.025,0.0015625
240,0.025,0.0015625
250,0.025,0.0015625
260,0.0263158,0.00164474
270,0.0263158,0.00164474
280,0.0263158,0.00164474
290,0.0263158,0.00164474
300,0.0263158,0.00164474
310,0.0263158,0.00164474
320,0.0263158,0.00164474
330,0.0263158,0.00164474
340,0.0263158,0.00164474
350,0.0263158,0.00164474
360,0.0263158,0.00164474
370,0.0263158,0.00164474
380,0.0263158,0.00164474
390,0.0263158,0.00164474
400,0.0263158,0.00164474
410,0.0263158,0.00164474
420,0.0263158,0.00164474
430,0.0263158,0.00164474
440,0.0263158,0.00164474
450,0.0263158,0.00164474
460,0.0263158,0.00164474
470,0.0263158,0.00164474
480,0.0263158,0.00164474
490,0.0263158,0.00164474
500,0.0263158,0.00164474
510,0.0263158,0.00164474
520,0.0263158,0.00164474
530,0.0263158,0.00164474
540,0.0263158,0.00164474
550,0.0263158,0.00164474
560,0.0263158,0.00164474
570,0.0263158,0.00164474
580,0.0263158,0.00164474
590,0.0263158,0.00164474
600,0.0263158,0.00164474
610,0.0263158,0.00164474
620,0.0263158,0.00164474
630,0.0263158,0.00164474
640,0.0263158,0.00164474
650,0.0263158,0.00164474
660,0.0263158,0.00164474
670,0.0263158,0.00164474
680,0.0263158,0.00164474
690,0.0263158,0.00164474
700,0.0263158,0.00164474
710,0.0263158,0.00164474
720,0.0263158,0.00164474
730,0.0263158,0.00164474
740,0.0263158,0.00164474
750,0.0263158,0.00164474
760,0.0263158,0.00164474
770,0.0263158,0.00164474
780,0.0263158,0.00164474
790,0.0263158,0.00164474
800,0.0263158,0.00164474
810,0.0263158,0.00164474
820,0.0263158,0.00164474
830,0.0263158,0.00164474
840,0.0263158,0.00164474
850,0.0263158,0.00164474
860,0.0263158,0.00164474
870,0.0263158,0.00164474
880,0.0263158,0.00164474
890,0.0263158,0.00164474
900,0.0263158,0.00164474
910,0.0263158,0.00164474
920,0.0263158,0.00164474
930,0.0263158,0.00164474
940,0.0263158,0.00164474
950,0.0263158,0.00164474
960,0.0263158,0.00164474
970,0.0263158,0.00164474
980,0.0263158,0.00164474
990,0.0263158,0.00164474
1000,0.0263158,0.00164474
1010,0.0263158,0.00164474
1020,0.0263158,0.00164474
1030,0.0263158,0.00164474
1040,0.0263158,0.00164474
1050,0.0263158,0.00164474
1060,0.0263158,0.00164474
1070,0.0263158,0.00164474
1080,0.0263158,0.00164474
1090,0.0263158,0.00164474
1100,0.0263158,0.00164474
1110,0.0263158,0.00164474
1120,0.0263158,0.00164474
1130,0.0263158,0.00164474
1140,0.0263158,0.00164474
1150,0.0263158,0.00164474
1160,0.0263158,0.00164474
1170,0.0263158,0.00164474
1180,0.0263158,0.00164474
1190,0.0263158,0.00164474
1200,0.0263158,0.00164474
1210,0.0263158,0.00164474
1220,0.0263158,0.00164474
1230,0.0263158,0.00164474
1240,0.0263158,0.00164474
1250,0.0263158,0.00164474
1260,0.0263158,0.00164474
1270,0.0263158,0.00164474
1280,0.0263158,0.00164474
1290,0.0263158,0.00164474
1300,0.0263158,0.00164474
1310,0.0263158,0.00164474
1320,0.0263158,0.00164474
1330,0.0263158,0.00164474
1340,0.0263158,0.00164474
1350,0.0263158,0.00164474
1360,0.0263158,0.00164474
1370,0.0263158,0.00164474
1380,0.0263158,0.00164474
1390,0.0263158,0.00164474
1400,0.0263158,0.00164474
1410,0.0263158,0.00164474
1420,0.0263158,0.00164474
