t,deltaS
1,1.217
2,1.227
3,-0.03732
4,0.08095
5,0.01794
6,-0.1524
7,-0.0567
8,0.04757
9,-0.02942
10,-0.01419
11,-0.1298
12,0.04102
13,-0.131
14,-0.1586
15,-0.02347
16,-0.01164
17,0.04004
18,-0.007835
19,-0.00529
20,-0.05142
21,-0.006557
22,0.2125
23,-0.1551
24,-0.2365
25,-0.17
26,-0.2919
27,0.1149
28,-0.272
29,0.4675
30,0.02307
31,0.6614
32,0.8556
33,-0.4375
34,0.7743
35,0.8485
36,-0.4417
37,-1.954
38,-1.068
39,-0.123
40,0.5264
41,-0.2553
42,0.2645
43,-0.5354
44,-0.4749
45,1.059
46,0.7401
47,-0.0846
48,0.4068
49,-0.1273
50,1.734
51,-0.3573
52,1.223
53,0.4397
54,-0.2641
55,-0.3831
56,-0.6225
57,0.4458
58,-1.32
59,-0.1598
60,-2.025
61,0.4315
62,-1.505
63,0.02829
64,-0.302
65,0.9307
66,0.0043
67,0.726
68,1.598
69,1.945
70,-0.727
71,1.149
72,-0.6688
73,0.4862
74,0.516
75,1.387
76,-0.6912
77,0.1019
78,0.1539
79,1.255
80,-0.9557
81,-0.01021
82,-3.146
83,0.8014
84,0.235
85,-0.968
86,-0.3393
87,0.169
88,-0.3417
89,-1.125
90,2.644
91,-1.175
92,-0.2439
93,-1.59
94,0.4423
95,0.628
96,0.4822
97,-0.3894
98,-0.3983
99,0.9039
100,0.06016
101,1.102
102,1.732
103,-1.679
104,1.126
105,-0.144
106,0.4625
107,0.3788
108,1.167
109,-0.5678
110,-0.5473
111,0.8245
112,-1.211
113,-0.5723
114,-0.4396
115,-2.482
116,1.28
117,-0.006234
118,0.8285
119,1.731
120,1.79
121,-0.2882
122,-0.3409
123,0.2209
124,0.9587
125,-1.912
126,-0.8262
127,0.8687
128,-0.9918
129,-1.838
130,2.349
131,1.709
132,-1.103
133,1.714
134,-1.046
135,1.282
136,1.457
137,0.1915
138,0.0318
139,0.2127
140,0.4721
141,0.437
142,-0.3189
143,1.43
144,0.677
145,0.2564
146,0.7638
147,0.3558
148,-0.7936
149,-0.3189
150,0.5124
151,0.3728
152,-0.02184
153,0.9167
154,0.4792
155,-2.318
156,1.609
157,1.799
158,1.926
159,0.7889
160,-0.5945
161,0.8966
162,1.501
163,0.4661
164,-1.251
165,-1.337
166,-0.3716
167,-0.7931
168,-0.04544
169,1.591
170,1.536
171,0.6764
172,0.3262
173,0.5971
174,0.06397
175,0.6045
176,2.183
177,0.4421
178,0.371
179,-1.836
180,-0.7927
181,0.7397
182,-0.1686
183,1.555
184,-0.09986
185,0.3389
186,0.8747
187,-0.7136
188,0.1431
189,-0.9588
190,-1.036
191,0.1021
192,1.669
193,1.041
194,1.203
195,-0.9515
196,-0.4219
197,-2.467
198,1.423
199,-0.6716
200,0.7159
201,-0.843
202,-0.8688
203,-1.176
204,-0.4765
205,1.891
206,1.715
207,-0.331
208,1.381
209,2.221
210,0.1165
211,-0.4045
212,-1.257
213,2.22
214,1.28
215,-0.5906
216,1.327
217,1.358
218,0.2394
219,-0.8768
220,0.03311
221,0.8266
222,0.2804
223,-1.329
224,0.7091
225,-0.8828
226,-0.1668
227,-0.6067
228,0.5054
229,0.9922
230,0.3266
231,-1.507
232,-0.4032
233,-2.056
234,0.6485
235,-0.5213
236,1.212
237,0.9116
238,0.6927
239,2.453
240,-1.16
241,-0.6458
242,-0.9022
243,-0.7044
244,1.892
245,-1.224
246,0.03103
247,0.3653
248,-0.932
249,-0.1372
250,2.151
251,1.082
252,-0.3117
253,-1.443
254,0.8611
255,0.4456
256,0.5287
257,-0.09433
258,2.702
259,0.3409
260,1.218
261,-0.03994
262,0.5621
263,0.9229
264,0.4585
265,0.6116
266,1.568
267,1.894
268,-0.3257
269,-1.337
270,1.324
271,1.079
272,-0.2187
273,0.03087
274,-0.02796
275,1.473
276,1.547
277,1.203
278,0.1044
279,1.378
280,0.7618
281,1.18
282,2.632
283,-0.2377
284,1.124
285,1.403
286,0.9415
287,1.308
288,0.05785
289,-0.3862
290,-1.692
291,0.2705
292,1.292
293,1.015
294,1.489
295,0.9551
296,-0.2198
297,0.881
298,0.05461
299,-1.788
300,-0.1978
301,1.261
302,-0.2073
303,1.469
304,1.088
305,-0.3381
306,2.101
307,-1.102
308,0.6485
309,1.742
310,-0.4804
311,-0.2788
312,0.7544
313,2.754
314,-0.07558
315,0.545
316,1.597
317,1.058
318,0.9588
319,1.046
320,0.5828
321,0.1398
322,1.383
323,0.1492
324,-1.334
325,-1.104
326,0.8206
327,1.305
328,0.03078
329,0.7783
330,0.9326
331,1.648
332,-0.8647
333,0.5283
334,0.435
335,1.159
336,1.358
337,0.6692
338,-1.209
339,0.4242
340,-0.03812
341,-0.8987
342,1.052
343,1.248
344,-0.3456
345,0.4539
346,0.06184
347,1.426
348,1.427
349,1.058
350,1.75
351,-1.064
352,1.278
353,0.7452
354,1.446
355,-0.264
356,-0.4977
357,1.335
358,1.081
359,-0.7341
360,0.8701
361,-0.1838
362,-1.39
363,-0.9746
364,0.1439
365,-0.9016
366,-0.6458
367,0.9679
368,-0.9492
369,1.125
370,-0.01651
371,1.465
372,0.3438
373,-0.1915
374,1.944
375,-0.7866
376,-0.6856
377,0.7394
378,0.9156
379,-1.143
380,2.777
381,-0.866
382,1.01
383,1.098
384,0.5822
385,1.203
386,1.795
387,0.1207
388,0.5696
389,0.4729
390,0.7564
391,1.06
392,-0.416
393,-0.4223
394,-0.8011
395,1.506
396,0.3467
397,-0.126
398,0.9141
399,-0.3405
400,-0.05547
401,1.184
402,-0.6005
403,-0.697
404,-1.104
405,-1.863
406,-0.2162
407,0.6833
408,-1.046
409,2.945
410,-0.4286
411,-0.471
412,-0.08913
413,-0.1569
414,2.453
415,1.654
416,-0.1803
417,-0.3825
418,-0.07092
419,-1.062
420,1.058
421,0.6578
422,0.9598
423,-0.311
424,1.905
425,0.07993
426,0.3141
427,1
428,0.5509
429,0.5535
430,0.6243
431,-1.068
432,0.3266
433,0.5843
434,1.258
435,-0.1365
436,-0.03192
437,0.876
438,-0.3345
439,1.004
440,1.55
441,1.005
442,1.692
443,-0.4702
444,1.875
445,1.913
446,0.7937
447,0.7985
448,-0.7431
449,0.3049
450,0.4597
451,2.335
452,-0.6907
453,-0.1701
454,0.2833
455,0.5393
456,-1.021
457,1.212
458,0.1919
459,-0.1288
460,1.316
461,-1.646
462,0.6733
463,-0.7243
464,0.3244
465,-1.4
466,-0.2733
467,1.205
468,0.3419
469,1.788
470,-1.07
471,1.871
472,0.9511
473,0.4871
474,1.108
475,0.4755
476,0.6843
477,0.9013
478,0.727
479,1.164
480,0.229
481,-0.1613
482,-1.171
483,-0.7563
484,0.9238
485,1.795
486,-0.9073
487,-0.462
488,0.8366
489,0.9216
490,3.007
491,-1.497
492,-0.4897
493,-1.479
494,0.4403
495,1.173
496,0.7141
497,2.614
498,0.6841
499,0.492
500,2.962
501,-0.6075
502,1.524
503,1.59
504,0.9385
505,1.295
506,1.149
507,0.2832
508,-0.825
509,1.866
510,1.359
511,0.2627
512,0.7807
513,-0.1891
514,0.1261
515,0.5736
516,1.721
517,3.009
518,0.7785
519,-0.4026
520,0.6213
521,0.1128
522,1.404
523,1.167
524,0.8475
525,1.894
526,1.675
527,-0.8395
528,0.959
529,0.9006
530,-0.1381
531,1.052
532,-0.05138
533,-0.1082
534,0.5464
535,1.265
536,0.9449
537,0.06613
538,-0.5539
539,-0.6814
540,-0.2731
541,1.06
542,-0.0407
543,0.4549
544,2.484
545,-1.432
546,1.355
547,-0.6688
548,-0.679
549,1.064
550,1.176
551,-0.3814
552,1.499
553,2.227
554,0.1997
555,1.099
556,0.1923
557,0.7325
558,1.255
559,2.276
560,3.04
561,0.3519
562,-0.7244
563,1.136
564,0.4856
565,-0.311
566,0.7519
567,0.5414
568,-0.1863
569,-1.04
570,1.268
571,2.122
572,-0.3978
573,-0.2336
574,1.083
575,1.224
576,0.3821
