t,cg_iters
1,33455
2,33973
3,33365
4,33465
5,33235
6,32613
7,32501
8,32840
9,33168
10,33025
11,32628
12,32663
13,32340
14,32442
15,32778
16,32792
17,33289
18,33650
19,33469
20,33137
21,16469
22,16637
23,17040
24,17071
25,17055
26,16785
27,16710
28,16753
29,16754
30,16601
31,8451
32,8552
33,8550
34,8511
35,8512
36,8666
37,8588
38,8521
39,8497
40,8552
41,8633
42,8621
43,8666
44,8644
45,8564
46,8506
47,8561
48,8548
49,8479
50,8466
51,8444
52,8447
53,8491
54,8691
55,8667
56,8695
57,8611
58,8620
59,8583
60,8659
61,8556
62,8547
63,8707
64,8804
65,8574
66,8639
67,8674
68,8733
69,8621
70,8768
71,8786
72,8904
73,8675
74,8556
75,8517
76,8541
77,8527
78,8491
79,8496
80,8430
81,8494
82,8500
83,8521
84,8445
85,8532
86,8549
87,8637
88,8569
89,8552
90,8507
91,8576
92,8706
93,8625
94,8508
95,8612
96,8533
97,8505
98,8646
99,8654
100,8707
101,8792
102,8760
103,8646
104,8706
105,8598
106,8671
107,8699
108,8666
109,8512
110,8465
111,8554
112,8463
113,8574
114,8734
115,8844
116,8797
117,8854
118,8755
119,8763
120,8877
121,8658
122,8662
123,8690
124,8696
125,8605
126,8541
127,8664
128,8642
129,8441
130,8528
131,8465
132,8541
133,8627
134,8580
135,8669
136,8651
137,8581
138,8521
139,8601
140,8503
141,8481
142,8514
143,8545
144,8485
145,8590
146,8586
147,8447
148,8457
149,8468
150,8520
151,8569
152,8532
153,8656
154,8584
155,8541
156,8519
157,8606
158,8633
159,8639
160,8650
161,8628
162,8631
163,8732
164,8689
165,8541
166,8488
167,8569
168,8523
169,8553
170,8592
171,8626
172,8668
173,8591
174,8625
175,8768
176,8650
177,8811
178,8703
179,8590
180,8579
181,8715
182,8718
183,8616
184,8602
185,8741
186,8795
187,8745
188,8630
189,8506
190,8642
191,8681
192,8647
193,8581
194,8544
195,8503
196,8546
197,8585
198,8550
199,8581
200,8619
201,8512
202,8557
203,8666
204,8699
205,8603
206,8621
207,8683
208,8782
209,8686
210,8687
211,8736
212,8703
213,8520
214,8600
215,8572
216,8650
217,8605
218,8640
219,8698
220,8635
221,8704
222,8666
223,8638
224,8691
225,8689
226,8782
227,8854
228,8726
229,8659
230,8632
231,8682
232,8586
233,8576
234,8500
235,8613
236,8631
237,8780
238,8670
239,8587
240,8685
241,8688
242,8640
243,8719
244,8728
245,8666
246,8607
247,8571
248,8611
249,8571
250,8486
251,8556
252,8452
253,8586
254,8602
255,8584
256,8569
257,8679
258,8667
259,8714
260,8513
261,8748
262,8701
263,8742
264,8804
265,8697
266,8730
267,8684
268,8778
269,8719
270,8761
271,8737
272,8770
273,9014
274,8815
275,8673
276,8709
277,8729
278,8765
279,8716
280,8692
281,8698
282,8689
283,8604
284,8631
285,8601
286,8670
287,8692
288,8678
289,8743
290,8905
291,8852
292,8792
293,8767
294,8874
295,8700
296,8751
297,8712
298,8775
299,8651
300,8537
301,8640
302,8569
303,8629
304,8695
305,8609
306,8599
307,8596
308,8663
309,8584
310,8754
311,8726
312,8693
313,8671
314,8810
315,8689
316,8587
317,8629
318,8768
319,8962
320,8980
321,8841
322,8669
323,8604
324,8588
325,8661
326,8630
327,8790
328,8653
329,8575
330,8528
331,8603
332,8573
333,8521
334,8621
335,8723
336,8708
337,8657
338,8816
339,8829
340,8636
341,8516
342,8652
343,8743
344,8760
345,8747
346,8649
347,8616
348,8806
349,8688
350,8730
351,8796
352,8636
353,8751
354,8689
355,8641
356,8650
357,8663
358,8593
359,8605
360,8561
361,8578
362,8581
363,8663
364,8672
365,8671
366,8596
367,8603
368,8674
369,8712
370,8787
371,8871
372,8884
373,8759
374,8790
375,8687
376,8751
377,8773
378,8731
379,8747
380,8775
381,8762
382,8646
383,8613
384,8641
385,8641
386,8588
387,8672
388,8655
389,8693
390,8676
391,8679
392,8593
393,8700
394,8663
395,8636
396,8670
397,8662
398,8658
399,8758
400,8908
401,8732
402,8718
403,8647
404,8645
405,8712
406,8715
407,8669
408,8626
409,8558
410,8568
411,8558
412,8610
413,8545
414,8468
415,8564
416,8559
417,8606
418,8581
419,8644
420,8557
421,8530
422,8599
423,8532
424,8656
425,8536
426,8584
427,8615
428,8599
429,8688
430,8698
431,8643
432,8673
433,8596
434,8583
435,8580
436,8539
437,8658
438,8697
439,8697
440,8664
441,8674
442,8668
443,8699
444,8658
445,8688
446,8721
447,8803
448,8748
449,8756
450,8691
451,8617
452,8641
453,8692
454,8578
455,8533
456,8543
457,8622
458,8641
459,8653
460,8647
461,8561
462,8551
463,8541
464,8537
465,8535
466,8730
467,8711
468,8700
469,8776
470,8773
471,8721
472,8754
473,8739
474,8655
475,8780
476,8757
477,8790
478,8680
479,8641
480,8760
481,8714
482,8850
483,8710
484,8585
485,8533
486,8593
487,8768
488,8723
489,8700
490,8609
491,8863
492,8815
493,8730
494,8753
495,8732
496,8743
497,8758
498,8716
499,8634
500,8593
501,8595
502,8742
503,8733
504,8710
505,8627
506,8693
507,8670
508,8638
509,8708
510,8629
511,8543
512,8528
513,8569
514,8691
515,8623
516,8636
517,8602
518,8697
519,8585
520,8532
521,8681
522,8815
523,8576
524,8684
525,8547
526,8628
527,8522
528,8607
529,8575
530,8625
531,8750
532,8626
533,8704
534,8696
535,8667
536,8690
537,8662
538,8605
539,8633
540,8606
541,8668
542,8693
543,8678
544,8678
545,8705
546,8673
547,8688
548,8799
549,8762
550,8570
551,8727
552,8696
553,8642
554,8681
555,8810
556,8709
557,8672
558,8582
559,8587
560,8607
561,8669
562,8509
563,8537
564,8586
565,8583
566,8633
567,8624
568,8649
569,8562
570,8613
571,8629
572,8685
573,8665
574,8739
575,8655
576,8661
