t,cost
10,5490
20,5500
30,2759.5
40,1375
50,1308
60,1310.5
70,1323
80,1312.5
90,1300
100,1310
110,1316.5
120,1326
130,1312
140,1306
150,1297.5
160,1309
170,1308.5
180,1317
190,1319
200,1310
210,1323
220,1320.5
230,1337
240,1397
250,1418
260,1436
270,1480.5
280,1459
290,1470
300,1468
310,1416.5
320,1442.5
330,1450.5
340,1507.5
350,1479
360,1458.5
370,1330.5
380,1341
390,1330.5
400,1325.5
410,1328.5
420,1323
430,1387.5
440,1399
450,1454.5
460,1426.5
470,1429.5
480,1442.5
490,1436.5
500,1444
510,1561.5
520,1562
530,1566
540,1571.5
550,1578
560,1571
570,1562.5
580,1574
590,1561.5
600,1572
610,1579
620,1579
630,1588.5
640,1582.5
650,1589
660,1592
670,1576
680,1578
690,1580
700,1585
710,1561.5
720,1579
730,1624.5
740,1565
750,1552.5
760,1557
770,1556.5
780,1549
790,1518.5
800,1447
810,1575.5
820,1608.5
830,1582
840,1585.5
850,1592.5
860,1578.5
870,1454
880,1505.5
890,1583.5
900,1607
910,1593.5
920,1595
930,1589
940,1486
950,1436.5
960,1419.5
970,1430
980,1431.5
990,1429.5
1000,1470.5
1010,1511.5
1020,1515
1030,1510.5
1040,1520.5
1050,1531.5
1060,1465
1070,1437.5
1080,1446.5
1090,1430
1100,1458.5
1110,1468
1120,1471
1130,1461
1140,1455
1150,1478
1160,1438
1170,1441.5
1180,1435
1190,1441
1200,1429
1210,1420.5
1220,1407.5
1230,1399
1240,1406.5
1250,1411
1260,1396
1270,1390
1280,1408.5
1290,1410
1300,1393.5
1310,1422
1320,1439.5
1330,1460.5
1340,1415
1350,1444
1360,1447
1370,1449
1380,1457.5
1390,1491
1400,1469.5
1410,1597.5
1420,1626.5
1430,1622.5
1440,1569
1450,1591.5
1460,1467
1470,1449
1480,1456.5
1490,1453.5
1500,1432.5
1510,1439
1520,1472
1530,1433
1540,1447.5
1550,1459
1560,1547
1570,1511.5
1580,1540
1590,1552
1600,1573.5
1610,1575
1620,1566.5
1630,1565
1640,1558.5
1650,1569.5
1660,1568.5
1670,1560.5
1680,1574
1690,1591
1700,1603.5
1710,1593.5
1720,1552
1730,1574
1740,1568.5
1750,1580.5
1760,1587.5
1770,1585.5
1780,1595.5
1790,1586.5
1800,1588.5
1810,1600.5
1820,1606
1830,1601.5
1840,1571
1850,1548
1860,1504
1870,1481.5
1880,1474.5
1890,1489.5
1900,1493
1910,1573.5
1920,1539
1930,1514.5
1940,1525
1950,1530.5
1960,1527.5
1970,1576.5
1980,1533
1990,1508.5
2000,1508.5
2010,1505.5
2020,1518
2030,1527.5
2040,1514
2050,1512
2060,1518.5
2070,1541.5
2080,1456
2090,1423
2100,1415.5
2110,1413
2120,1436.5
2130,1556.5
2140,1546
2150,1567.5
2160,1557.5
2170,1508
2180,1516.5
2190,1554
2200,1567
2210,1423
2220,1397
2230,1398.5
2240,1420
2250,1410.5
2260,1458
2270,1475.5
2280,1475
2290,1476
2300,1475
2310,1486
2320,1465
2330,1463.5
2340,1471
2350,1484
2360,1472.5
2370,1483
2380,1459.5
2390,1438
2400,1415.5
2410,1430
2420,1466.5
2430,1442
2440,1436.5
2450,1489.5
2460,1487
2470,1484
2480,1501.5
2490,1508.5
2500,1492.5
2510,1481
2520,1501
2530,1497.5
2540,1477.5
2550,1410.5
2560,1422.5
2570,1415.5
2580,1459.5
2590,1482
2600,1505
2610,1507.5
2620,1516
2630,1505.5
2640,1473.5
2650,1507.5
2660,1500.5
2670,1512.5
2680,1505.5
2690,1504
2700,1509
2710,1519
2720,1554
2730,1568
2740,1565.5
2750,1559
2760,1558
2770,1545
2780,1556
2790,1556
2800,1540.5
2810,1538
2820,1535.5
2830,1546
2840,1572.5
2850,1600.5
2860,1582.5
2870,1597
2880,1583
2890,1576.5
2900,1536
2910,1531
2920,1548
2930,1559
2940,1554
2950,1545.5
2960,1553.5
2970,1564.5
2980,1540.5
2990,1532.5
3000,1536
3010,1520.5
3020,1533
3030,1539.5
3040,1544
3050,1525
3060,1537.5
3070,1541
3080,1522.5
3090,1520.5
3100,1530.5
3110,1540.5
3120,1550.5
3130,1539.5
3140,1533
3150,1552
3160,1536.5
3170,1539
3180,1546.5
3190,1550
3200,1539
3210,1558.5
3220,1556.5
3230,1546.5
3240,1557.5
3250,1567
3260,1551
3270,1549.5
3280,1556
3290,1560.5
3300,1561
3310,1565
3320,1576.5
3330,1564.5
3340,1533
3350,1556.5
3360,1538
3370,1522.5
3380,1525.5
3390,1550
3400,1536
3410,1541
3420,1552.5
3430,1565.5
3440,1556
3450,1562.5
3460,1505
3470,1441.5
3480,1454
3490,1425
3500,1453.5
3510,1466.5
3520,1439
3530,1429.5
3540,1442
3550,1480.5
3560,1595.5
3570,1591
3580,1580
3590,1557.5
3600,1518.5
3610,1520
3620,1526
3630,1547
3640,1555
3650,1544
3660,1541.5
3670,1558.5
3680,1553.5
3690,1539.5
3700,1541
3710,1541.5
3720,1535.5
3730,1546
3740,1546.5
3750,1550.5
3760,1540.5
3770,1525.5
3780,1512.5
3790,1515
3800,1520
3810,1532
3820,1447.5
3830,1438
3840,1462
3850,1461.5
3860,1478
3870,1482.5
3880,1502
3890,1494.5
3900,1491.5
3910,1493
3920,1492.5
3930,1495.5
3940,1489.5
3950,1500.5
3960,1511
3970,1502
3980,1497.5
3990,1499
4000,1489.5
4010,1483.5
4020,1521.5
4030,1531
4040,1538
4050,1550
4060,1565
4070,1543
4080,1486.5
4090,1461
4100,1468
4110,1470
4120,1491
4130,1485
4140,1490.5
4150,1487
4160,1488.5
4170,1506
4180,1487.5
4190,1545.5
4200,1547
4210,1543
4220,1534.5
4230,1532
4240,1541
4250,1522.5
4260,1509.5
4270,1468.5
4280,1505.5
4290,1509
4300,1514
4310,1522.5
4320,1519.5
4330,1525.5
4340,1530.5
4350,1532.5
4360,1530
4370,1535
4380,1551.5
4390,1531.5
4400,1554
4410,1523.5
4420,1527.5
4430,1521.5
4440,1547
4450,1571
4460,1541
4470,1516
4480,1512
4490,1508.5
4500,1526
4510,1520.5
4520,1535.5
4530,1509
4540,1529
4550,1524.5
4560,1529
4570,1544.5
4580,1537.5
4590,1541.5
4600,1522.5
4610,1499
4620,1504
4630,1514
4640,1517.5
4650,1508
4660,1506.5
4670,1497
4680,1485.5
4690,1498.5
4700,1531
4710,1578
4720,1568
4730,1562
4740,1564
4750,1584.5
4760,1577
4770,1561
4780,1556.5
4790,1584.5
4800,1564.5
4810,1580
4820,1567.5
4830,1525.5
4840,1526
4850,1555
4860,1522
4870,1524.5
4880,1503.5
4890,1535.5
4900,1532
4910,1533
4920,1556
4930,1531.5
4940,1511.5
4950,1506.5
