MDTU,0,2,4,6,8,10
10,15.3257,15.2953,15.2848,15.2778,15.2717,15.266
20,15.6798,15.6427,15.6322,15.6243,15.6061,15.598
30,15.8599,15.8307,15.8173,15.7938,15.7746,15.7668
40,15.9049,15.8804,15.866,15.8612,15.8537,15.8436
50,15.859,15.8296,15.822,15.8164,15.8071,15.7987
60,16.1365,16.1088,16.0926,16.0868,16.0791,16.0671
70,16.2833,16.2667,16.2527,16.2399,16.2222,16.2111
80,16.3082,16.2839,16.2731,16.2716,16.2622,16.2531
90,16.4334,16.4278,16.4059,16.4026,16.3994,16.3907
100,16.5922,16.562,16.556,16.5526,16.5472,16.5397
110,16.6956,16.6696,16.6545,16.6422,16.6307,16.6213
120,16.7398,16.7184,16.7122,16.7014,16.6967,16.6938
130,16.8327,16.8042,16.8006,16.7836,16.7709,16.7621
140,16.8934,16.8621,16.8559,16.8532,16.8427,16.837
150,16.9936,16.9843,16.9616,16.9489,16.9458,16.9367
160,16.9486,16.9374,16.9234,16.9151,16.9058,16.9016
170,17.1365,17.1064,17.0997,17.0847,17.077,17.0685
180,17.4767,17.4541,17.4492,17.4334,17.4265,17.4142
190,17.2738,17.2503,17.2442,17.2316,17.2263,17.2158
200,17.4362,17.4282,17.4065,17.4026,17.4004,17.3977
210,17.312,17.2829,17.2776,17.27,17.2648,17.2598
220,17.3662,17.3363,17.3291,17.3207,17.3156,17.3028
230,17.4375,17.4153,17.407,17.3963,17.3906,17.3887
240,17.3648,17.3426,17.3327,17.3297,17.3213,17.3182
250,17.4663,17.4378,17.4296,17.4203,17.4169,17.4107
260,17.4161,17.3859,17.3738,17.3649,17.3542,17.3391
270,17.5089,17.4823,17.4748,17.4706,17.4673,17.4595
280,17.6913,17.6699,17.6584,17.645,17.6408,17.6376
290,17.6033,17.5781,17.5725,17.5583,17.5485,17.5379
300,17.6295,17.6038,17.5964,17.5931,17.5895,17.5863
310,nan,nan,nan,nan,nan,nan
320,nan,nan,nan,nan,nan,nan
330,nan,nan,nan,nan,nan,nan
340,nan,nan,nan,nan,nan,nan
350,nan,nan,nan,nan,nan,nan
360,nan,nan,nan,nan,nan,nan
370,nan,nan,nan,nan,nan,nan
380,nan,nan,nan,nan,nan,nan
390,nan,nan,nan,nan,nan,nan
400,nan,nan,nan,nan,nan,nan
410,nan,nan,nan,nan,nan,nan
420,nan,nan,nan,nan,nan,nan
430,nan,nan,nan,nan,nan,nan
440,nan,nan,nan,nan,nan,nan
450,nan,nan,nan,nan,nan,nan
460,nan,nan,nan,nan,nan,nan
470,nan,nan,nan,nan,nan,nan
480,nan,nan,nan,nan,nan,nan
490,nan,nan,nan,nan,nan,nan
500,nan,nan,nan,nan,nan,nan
510,18.0976,18.084,18.0735,18.0461,18.0295,18.0189
520,17.9911,17.9652,17.9629,17.957,17.9507,17.9465
530,18.1048,18.083,18.0732,18.0581,18.0505,18.0299
540,18.0666,18.0433,18.0344,18.029,18.0226,18.0135
550,18.1433,18.1203,18.1127,18.1005,18.093,18.0829
560,18.1545,18.1231,18.1121,18.1022,18.0936,18.0846
570,18.1555,18.1293,18.1224,18.106,18.1,18.086
580,17.8354,17.8272,17.8153,17.8049,17.7995,17.7954
590,17.9458,17.9215,17.9116,17.9027,17.901,17.8872
600,18.1365,18.1068,18.093,18.0809,18.0721,18.0595
610,18.1696,18.1408,18.1201,18.102,18.0957,18.0895
620,18.3077,18.2894,18.2758,18.2567,18.2414,18.231
630,18.0875,18.0625,18.0548,18.0395,18.0393,18.0251
640,18.0945,18.0702,18.0679,18.0633,18.05,18.0482
650,17.9671,17.9367,17.9267,17.9148,17.9112,17.9041
660,17.9726,17.9511,17.9394,17.9231,17.9167,17.9088
670,17.9626,17.941,17.9391,17.9302,17.9179,17.9158
680,18.0421,18.019,18.0113,18.0031,17.9971,17.9902
690,17.8346,17.8221,17.8032,17.7947,17.7922,17.7879
700,17.9233,17.9024,17.8929,17.8787,17.8771,17.8655
710,18.0347,18.0061,17.9954,17.9902,17.9836,17.9777
720,17.9916,17.9693,17.9578,17.9355,17.9231,17.9106
730,17.9171,17.9052,17.8874,17.8835,17.8804,17.876
740,17.9149,17.9021,17.8903,17.881,17.8764,17.8707
750,17.8985,17.8721,17.8706,17.8628,17.8572,17.849
760,18.0494,18.027,18.0209,18.0137,18.0094,18.0022
770,18.2018,18.1703,18.1572,18.1456,18.1394,18.1271
780,18.0065,17.9874,17.9805,17.971,17.9656,17.9602
790,18.2076,18.1822,18.1667,18.1557,18.1464,18.1314
800,18.0132,17.9833,17.9765,17.9738,17.9705,17.9684
810,18.2154,18.1935,18.1826,18.1696,18.1594,18.1477
820,18.2658,18.2443,18.2321,18.2202,18.2168,18.2016
830,17.9166,17.8871,17.8801,17.8739,17.8658,17.8601
840,18.1768,18.1499,18.1322,18.1218,18.1196,18.095
850,18.3633,18.3453,18.3291,18.3088,18.2887,18.2728
860,18.1323,18.1041,18.0937,18.0781,18.0724,18.0543
870,18.2862,18.2454,18.2385,18.2291,18.2219,18.2098
880,18.1356,18.1062,18.1,18.0933,18.0868,18.0832
890,18.0796,18.0591,18.0511,18.0459,18.0401,18.0371
900,17.9976,17.982,17.974,17.9642,17.9574,17.9522
910,17.8973,17.8842,17.8669,17.8608,17.8545,17.8522
