MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.483332,0.471407,0.1067
2,0.475457,0.460612,0.117882
3,0.470673,0.460683,0.0964555
4,0.485964,0.477852,0.0884182
5,0.498147,0.494335,0.0615053
6,0.53176,0.53129,0.0223524
7,0.53176,0.53129,0.0223524
8,0.53176,0.53129,0.0223524
9,0.531669,0.531256,0.0209307
10,0.531669,0.531256,0.0209307
11,0.565687,0.56564,0.00726266
12,0.551659,0.551103,0.0247571
13,0.562545,0.559745,0.0560585
14,0.57852,0.576601,0.0470794
15,0.577309,0.574994,0.0516498
16,0.603764,0.600177,0.0657218
17,0.613443,0.611148,0.053014
18,0.614803,0.614184,0.027586
19,0.612538,0.612396,0.013205
20,0.617543,0.617267,0.0184587
21,0.617543,0.617267,0.0184587
22,0.610101,0.610046,0.00818986
23,0.624779,0.622663,0.0513863
24,0.653765,0.64753,0.0900776
25,0.665108,0.661936,0.0648779
26,0.682607,0.677286,0.08507
27,0.682607,0.677286,0.08507
28,0.701371,0.700679,0.0311537
29,0.685734,0.685081,0.0299139
30,0.683377,0.682785,0.0284364
31,0.683377,0.682785,0.0284364
32,0.71163,0.711493,0.0139304
33,0.71163,0.711493,0.0139304
34,0.682935,0.681911,0.0373865
35,0.723286,0.720727,0.0607818
36,0.723286,0.720727,0.0607818
37,0.723286,0.720727,0.0607818
38,0.723286,0.720727,0.0607818
39,0.723286,0.720727,0.0607818
40,0.713376,0.706727,0.0971715
41,0.716176,0.700917,0.147049
42,0.716176,0.700917,0.147049
43,0.748147,0.73326,0.148505
44,0.748147,0.73326,0.148505
45,0.748147,0.73326,0.148505
46,0.75119,0.736278,0.148932
47,0.699476,0.682362,0.153783
48,0.778717,0.761017,0.165089
49,0.783108,0.749523,0.226876
50,0.783108,0.749523,0.226876
51,0.776718,0.747906,0.209589
52,0.776718,0.747906,0.209589
53,0.765317,0.745529,0.172906
54,0.765317,0.745529,0.172906
55,0.765317,0.745529,0.172906
56,0.763583,0.746763,0.159385
57,0.763583,0.746763,0.159385
58,0.79251,0.778037,0.150768
59,0.79251,0.778037,0.150768
60,0.751167,0.735455,0.15283
61,0.758911,0.734831,0.189655
62,0.759233,0.742751,0.157339
63,0.767943,0.736949,0.215968
64,0.767943,0.736949,0.215968
65,0.78952,0.774565,0.152943
66,0.818286,0.791166,0.20892
67,0.831866,0.820803,0.13522
68,0.791435,0.785617,0.0957868
69,0.791435,0.785617,0.0957868
70,0.791435,0.785617,0.0957868
71,0.791435,0.785617,0.0957868
72,0.791652,0.788818,0.0669326
73,0.791652,0.788818,0.0669326
74,0.791652,0.788818,0.0669326
75,0.858671,0.852556,0.102293
76,0.811603,0.801977,0.12463
77,0.863444,0.857225,0.103439
78,0.837353,0.826923,0.131746
79,0.837353,0.826923,0.131746
80,0.837353,0.826923,0.131746
81,0.879198,0.872062,0.111784
82,0.879198,0.872062,0.111784
83,0.879198,0.872062,0.111784
84,0.879198,0.872062,0.111784
85,0.875824,0.866026,0.130641
86,0.891716,0.887993,0.0813966
87,0.905436,0.897437,0.120091
88,0.905436,0.897437,0.120091
89,0.916272,0.912434,0.0837812
90,0.916272,0.912434,0.0837812
91,0.853654,0.851339,0.0628225
92,0.883708,0.883479,0.0201151
93,0.883708,0.883479,0.0201151
94,0.855536,0.855062,0.0284807
95,0.855536,0.855062,0.0284807
96,0.861829,0.86166,0.0170963
97,0.818208,0.81747,0.0347385
98,0.818208,0.81747,0.0347385
99,0.818208,0.81747,0.0347385
100,0.819792,0.819197,-0.0312184
101,0.819792,0.819197,-0.0312184
102,0.807862,0.800057,-0.112031
103,0.807862,0.800057,-0.112031
104,0.843373,0.828302,-0.158725
105,0.843373,0.828302,-0.158725
106,0.822337,0.814549,-0.112911
107,0.822337,0.814549,-0.112911
108,0.822337,0.814549,-0.112911
109,0.831097,0.828013,-0.0715309
110,0.831097,0.828013,-0.0715309
111,0.831097,0.828013,-0.0715309
112,0.831097,0.828013,-0.0715309
113,0.831097,0.828013,-0.0715309
114,0.831097,0.828013,-0.0715309
115,0.891496,0.886791,-0.0914681
116,0.891496,0.886791,-0.0914681
117,0.891496,0.886791,-0.0914681
118,0.867132,0.865326,-0.055933
119,0.917337,0.913752,-0.0810232
120,0.917337,0.913752,-0.0810232
121,0.928578,0.924374,-0.0882624
122,0.93449,0.928779,-0.103151
123,0.93449,0.928779,-0.103151
124,0.932887,0.928247,-0.0929261
125,1.0065,0.99985,-0.115509
126,1.0065,0.99985,-0.115509
127,1.0065,0.99985,-0.115509
128,1.0065,0.99985,-0.115509
129,0.923125,0.916671,-0.108966
130,0.923125,0.916671,-0.108966
131,0.944621,0.934278,-0.139405
132,0.950073,0.931428,-0.187299
133,0.950073,0.931428,-0.187299
134,0.950073,0.931428,-0.187299
135,0.964525,0.949406,-0.170108
136,0.964525,0.949406,-0.170108
137,0.961775,0.938699,-0.209418
138,0.970692,0.944004,-0.226053
139,0.970692,0.944004,-0.226053
140,0.970692,0.944004,-0.226053
141,0.970692,0.944004,-0.226053
142,0.966617,0.92802,-0.270418
143,0.921244,0.897493,-0.207837
144,1.00503,0.970939,-0.259554
145,1.00503,0.970939,-0.259554
146,0.930217,0.91673,-0.157827
147,0.930217,0.91673,-0.157827
148,0.951247,0.935575,-0.171962
149,0.940219,0.930635,-0.133907
150,0.940219,0.930635,-0.133907
151,0.986865,0.974681,-0.154593
152,1.01443,0.992655,-0.209079
153,1.01443,0.992655,-0.209079
154,1.00482,0.99456,-0.143254
155,1.04956,1.04537,-0.0936541
156,1.04921,1.04794,-0.051604
157,1.0404,1.04002,-0.0279968
158,1.04495,1.04345,0.0560371
159,1.05473,1.05464,0.0141176
160,1.10911,1.10907,0.0100393
161,1.04024,1.04023,0.00475212
162,1.14226,1.14116,-0.0500124
163,1.13842,1.1338,-0.102479
164,1.09305,1.09045,-0.0753567
165,1.14078,1.14001,-0.0418734
166,1.14078,1.14001,-0.0418734
167,1.17118,1.1703,-0.045428
168,1.13836,1.13822,-0.0176992
169,1.10983,1.10978,-0.010963
170,1.10908,1.10901,0.0128386
171,1.11523,1.11514,0.013993
172,1.11523,1.11514,0.013993
173,1.11523,1.11514,0.013993
174,1.11523,1.11514,0.013993
175,1.11523,1.11514,0.013993
176,1.10566,1.10481,-0.0433551
177,1.10566,1.10481,-0.0433551
178,1.10566,1.10481,-0.0433551
179,1.12251,1.12193,-0.0362633
180,1.18416,1.17955,-0.104415
181,1.16958,1.16662,-0.0831534
182,1.21742,1.20716,-0.157733
183,1.21742,1.20716,-0.157733
184,1.21742,1.20716,-0.157733
185,1.21742,1.20716,-0.157733
186,1.22276,1.21652,-0.123307
187,1.22895,1.221,-0.139576
188,1.17378,1.15974,-0.180966
189,1.17378,1.15974,-0.180966
190,1.19005,1.17781,-0.170241
191,1.19005,1.17781,-0.170241
192,1.18299,1.17589,-0.129426
193,1.16192,1.15324,-0.141822
194,1.16878,1.14587,-0.230273
195,1.19163,1.16992,-0.226415
196,1.19163,1.16992,-0.226415
197,1.17661,1.14652,-0.264369
198,1.20183,1.15282,-0.33974
199,1.17629,1.14042,-0.288279
200,1.10502,1.07961,-0.23561
201,1.10502,1.07961,-0.23561
202,1.17766,1.11989,-0.364314
203,1.15158,1.0927,-0.363529
204,1.15158,1.0927,-0.363529
205,1.15158,1.0927,-0.363529
206,1.15158,1.0927,-0.363529
207,1.13473,1.10488,-0.258585
208,1.07952,1.05016,-0.250062
209,1.12053,1.09003,-0.25967
210,1.12114,1.08528,-0.281268
211,1.12114,1.08528,-0.281268
212,1.07907,1.03842,-0.29338
213,1.07907,1.03842,-0.29338
214,1.07907,1.03842,-0.29338
215,1.07907,1.03842,-0.29338
216,1.07907,1.03842,-0.29338
217,1.07907,1.03842,-0.29338
218,1.07907,1.03842,-0.29338
219,1.07907,1.03842,-0.29338
220,1.15032,1.10826,-0.308213
221,1.15032,1.10826,-0.308213
222,1.15085,1.12533,-0.240999
223,1.11792,1.10357,-0.178512
224,1.11792,1.10357,-0.178512
225,1.13536,1.13062,-0.103629
226,1.0747,1.06842,-0.115993
227,1.11602,1.11356,-0.0740282
228,1.16452,1.15664,-0.135267
229,1.16452,1.15664,-0.135267
230,1.16452,1.15664,-0.135267
231,1.12384,1.11828,-0.111655
232,1.17951,1.17911,-0.0305534
233,1.18608,1.18601,-0.0128735
234,1.18608,1.18601,-0.0128735
235,1.24132,1.24034,0.0493273
236,1.25152,1.24976,-0.0663239
237,1.25152,1.24976,-0.0663239
238,1.25152,1.24976,-0.0663239
239,1.22958,1.22907,0.0356446
240,1.17178,1.17091,0.0451814
241,1.20714,1.20712,0.00729267
242,1.19812,1.19803,0.0147813
243,1.19812,1.19803,0.0147813
244,1.12681,1.1267,0.016097
245,1.0973,1.09679,0.0336008
246,1.0973,1.09679,0.0336008
247,1.13461,1.13452,-0.0143739
248,1.13461,1.13452,-0.0143739
249,1.13461,1.13452,-0.0143739
250,1.13579,1.13573,0.0117706
251,1.12077,1.12053,0.0233425
252,1.12077,1.12053,0.0233425
253,1.12996,1.12996,0.00255409
254,1.08332,1.08282,0.0330272
255,1.08332,1.08282,0.0330272
256,1.05878,1.05868,0.0149884
257,1.05878,1.05868,0.0149884
258,1.08846,1.08837,0.0134458
259,1.12582,1.12493,0.0447981
260,1.11936,1.11689,0.0742537
