t,cost
10,1534.67
20,1608
30,795.067
40,490.933
50,405.467
60,384.8
70,398.933
80,391.867
90,391.467
100,395.067
110,503.6
120,505.733
130,494
140,506.8
150,504.4
160,502.267
170,503.867
180,497.467
190,500.933
200,499.333
210,403.6
220,402.933
230,399.6
240,394.133
250,393.2
260,394
270,395.6
280,392.533
290,387.467
300,382.533
310,329.467
320,328.8
330,333.867
340,342.667
350,364
360,365.867
370,370.667
380,368.8
390,371.333
400,361.867
410,388.667
420,374.267
430,384.8
440,400.8
450,405.867
460,404.4
470,355.467
480,315.6
490,314.933
500,318.933
510,315.2
520,313.867
530,329.467
540,358.533
550,363.733
560,360.933
570,369.2
580,367.333
590,361.067
600,358.667
610,366
620,347.6
630,344.4
640,348
650,360.933
660,339.6
670,333.6
680,344.133
690,346.933
700,353.6
710,354.133
720,350.267
730,349.2
740,346.133
750,349.733
760,356.267
770,352.8
780,363.067
790,362.667
800,359.6
810,350.267
820,348.133
830,341.867
840,340.133
850,337.6
860,337.333
870,339.733
880,348
890,345.733
900,338.267
910,344.133
920,340.133
930,337.333
940,344.4
950,339.333
960,340.933
970,341.067
980,340.667
990,341.333
1000,340
1010,342.667
1020,342.667
1030,344.267
1040,346
1050,349.467
1060,350.533
1070,349.333
1080,348.4
1090,364.4
1100,368.933
1110,363.067
1120,361.2
1130,356.133
1140,361.067
1150,363.067
1160,342.8
1170,342.667
1180,343.333
1190,342.267
1200,344.133
1210,371.2
1220,402.267
1230,416.8
1240,422.8
1250,430.267
1260,427.2
1270,364.267
1280,353.6
1290,358.667
1300,360.8
1310,353.067
1320,351.467
1330,348.933
1340,352.533
1350,353.067
1360,350.8
1370,354
1380,349.6
1390,359.067
1400,360.533
1410,354.267
1420,351.333
1430,355.333
1440,360
1450,358.8
1460,351.067
1470,350.267
1480,355.467
1490,355.2
1500,352.933
1510,350
1520,350.933
1530,357.467
1540,426.4
1550,413.467
1560,420
1570,427.867
1580,425.867
1590,428.267
1600,433.6
1610,426.133
1620,460.8
1630,464.533
1640,456.667
1650,457.733
1660,466.267
1670,360.4
1680,350
1690,351.333
1700,354.933
1710,354.4
1720,350.133
1730,352.267
1740,347.467
1750,357.333
1760,360.533
1770,350.4
1780,355.733
1790,350.933
1800,358.267
1810,353.333
1820,357.333
1830,354.267
1840,356.4
1850,361.733
1860,372.933
1870,349.6
1880,347.2
1890,434.8
1900,469.333
1910,463.2
1920,467.867
1930,477.2
1940,468.8
1950,461.067
1960,457.733
1970,460.4
1980,453.733
1990,457.2
2000,469.067
2010,417.733
2020,349.867
2030,349.6
2040,352.533
2050,346.4
2060,392.667
2070,412.133
2080,427.333
2090,420.933
2100,399.867
2110,403.067
2120,400.933
2130,408.8
2140,407.467
2150,410.267
2160,404.533
2170,401.6
2180,404.667
2190,406.4
2200,406.267
2210,411.467
2220,409.733
2230,405.733
2240,403.733
2250,409.6
2260,408.4
2270,415.733
2280,411.6
2290,415.467
2300,402.4
2310,361.6
2320,340.8
2330,342.4
2340,339.467
2350,337.6
2360,337.733
2370,403.067
2380,401.333
2390,402.133
2400,402.533
2410,397.6
2420,384.933
2430,388.533
2440,389.067
2450,350.533
2460,337.867
2470,336.8
2480,334.933
2490,340.667
2500,342.267
2510,399.2
2520,407.6
2530,411.067
2540,407.6
2550,404.933
2560,401.6
2570,418.8
2580,417.067
2590,415.733
2600,411.6
2610,414.4
2620,410
2630,396.267
2640,394
2650,396.133
2660,402.267
2670,406.933
2680,403.467
2690,409.2
2700,413.333
2710,402.8
2720,397.333
2730,405.6
2740,404.4
2750,401.467
2760,402.267
2770,383.2
2780,350.667
2790,335.067
2800,341.467
2810,346.8
2820,345.733
2830,345.333
2840,343.467
2850,343.733
2860,347.333
2870,354.533
2880,350.8
2890,342.4
2900,355.467
2910,370.267
2920,367.2
2930,362.133
2940,357.067
2950,359.333
2960,362.667
2970,340.133
2980,344.4
2990,340.8
3000,344.133
3010,338.533
3020,340
3030,345.2
3040,346.133
3050,343.867
3060,401.733
3070,407.067
3080,404.933
3090,404.533
3100,427.867
3110,425.067
3120,431.2
3130,431.067
3140,428
3150,423.067
3160,423.067
3170,419.6
3180,415.467
3190,411.2
3200,414.133
3210,407.867
3220,403.6
3230,409.2
3240,403.6
3250,412.267
3260,405.6
3270,402.933
3280,404.4
3290,406.933
3300,408.667
3310,404.267
3320,411.067
3330,412
3340,402.8
3350,413.867
3360,410.667
3370,417.467
3380,411.6
3390,406
3400,404.8
3410,406.267
3420,404.267
3430,410.667
3440,407.333
3450,393.2
3460,385.333
3470,338.533
3480,339.867
3490,341.2
3500,338.667
3510,333.6
3520,327.2
3530,324.133
3540,322.267
3550,328.267
3560,347.2
3570,328.4
3580,360.267
3590,398.133
3600,394.8
3610,390.267
3620,386.533
3630,378.667
3640,380.8
3650,378.267
3660,361.867
3670,364.4
3680,371.867
3690,370.267
3700,364.133
3710,366.4
3720,374.8
3730,371.333
3740,403.067
3750,403.467
3760,400.267
3770,405.333
3780,408.133
3790,410.8
3800,407.067
3810,411.733
3820,417.467
3830,413.6
3840,415.467
3850,412
3860,405.067
3870,406.667
3880,406.4
3890,416
3900,405.067
3910,404.533
3920,404.533
3930,408.667
3940,404.667
3950,397.333
3960,407.333
3970,388.133
3980,386.8
