MDTU,susyTrans,Im(bilin)
10,-0.000434385,0.000165021
20,-0.00668097,0.000906851
30,-0.00328625,0.000151237
40,0.000614897,-6.28223e-05
50,0.00333139,0.000756744
60,0.00135619,4.34664e-05
70,-0.00199929,0.000768713
80,-0.000287435,0.000685676
90,-0.000171862,4.09017e-05
100,0.00520267,0.000798618
110,0.000310161,-0.000626119
120,0.00162491,0.00045882
130,0.00301983,0.000621711
140,0.00320147,-0.000545634
150,0.000953478,-0.000110012
160,0.000802716,-0.000774264
170,0.00406028,0.000200546
180,-0.00382065,-0.00017015
190,0.00212659,0.00077423
200,0.0016416,0.000972782
210,0.00109544,-0.000325026
220,0.00107106,-0.000291983
230,0.00219812,-0.000821101
240,0.00102449,0.000114801
250,6.99288e-05,-0.000627759
260,-2.35767e-06,0.000523018
270,-0.00135522,0.00023885
280,0.00175619,0.000809056
290,0.00505967,-0.000539474
300,-0.0014633,-0.000460791
310,0.00267054,-0.000961908
320,0.000446877,-0.000469981
330,0.00216728,0.000960523
340,0.00116259,0.000759708
350,0.00506162,-0.000179363
360,-0.000627802,-0.000929216
370,-0.00226075,0.000140316
380,-7.06655e-06,-0.000477907
390,0.00144094,-0.000503597
400,0.00225596,0.000108144
410,0.00260597,-0.000700395
420,0.00257805,-0.000774547
430,-0.00127352,0.00015525
440,-0.00345872,-0.00143715
450,-0.00037431,0.000903924
460,0.00725651,-0.000754887
470,0.00395071,0.000239979
480,-0.000702529,-0.000777155
490,-0.00311502,-6.81675e-05
500,-0.00146254,-0.00053893
510,0.00451102,0.000790139
520,-0.00098079,-0.000435088
530,-0.00131299,0.000859456
540,0.0058703,-0.000780774
550,-0.00247552,-0.000487046
560,-0.0013301,-0.000288681
570,-0.00126756,-0.000415773
580,0.00167793,0.00135213
590,0.00141541,-0.000513986
600,-0.00268718,-0.00020237
610,-0.00166495,-0.00101037
620,-0.000474965,-0.00011513
630,0.00339682,-0.000569962
640,0.000895041,-0.000269207
650,0.00272646,0.000465564
660,0.00350911,0.00029232
670,-0.0030014,-0.000593035
680,-0.000604802,-0.000267254
690,0.00169223,0.000463957
700,0.00261346,-0.000623284
710,-0.0034026,0.000448022
720,0.000253417,-0.00146621
730,0.000146037,0.000499595
740,0.000957743,-0.000210896
750,0.00114994,0.000255448
760,-0.000774931,0.000589674
770,-0.000413066,0.000194537
780,0.00205753,0.000185998
790,0.000421786,0.000178159
800,0.000173893,0.000218705
810,0.00369089,1.1769e-05
820,0.00072763,0.000268839
830,-0.00461674,-0.000621562
840,0.00103926,-0.000214938
850,-0.000337872,0.0011347
860,-0.00187188,0.000207674
870,-0.00359913,-0.000509041
880,-0.00157832,0.00110133
890,0.00223378,0.000182376
900,-0.000997983,0.000562865
910,-0.00413388,-0.000598669
920,-0.000820452,-4.46192e-05
930,0.00381905,0.000620123
940,-0.00194316,-0.000367633
950,0.00564406,4.20454e-08
960,-0.00237927,-0.000937759
970,-0.000600424,-0.000663899
980,-0.00284934,-0.000599166
990,-0.00283818,-0.000980728
1000,0.0019801,0.00134231
1010,-0.00570913,0.000362153
1020,-0.0020634,-0.000254933
1030,0.00221656,7.83646e-05
1040,-0.00174032,0.00075422
1050,-0.00253576,-0.000985363
1060,-0.00167485,-0.00115004
1070,0.00256918,-0.000759381
1080,0.000861517,0.000797897
1090,-0.00238051,0.000253506
1100,0.00132857,0.00040126
1110,-0.00260013,-0.000731912
