MDTU,S_F
1,6.55544e-06
2,6.55544e-06
3,6.55544e-06
4,6.55516e-06
5,6.60034e-06
6,6.52547e-06
7,6.48186e-06
8,6.50274e-06
9,6.48717e-06
10,6.55678e-06
11,6.51563e-06
12,6.45856e-06
13,6.48113e-06
14,6.48619e-06
15,6.51608e-06
16,6.55783e-06
17,6.60073e-06
18,6.55869e-06
19,6.51382e-06
20,6.54107e-06
21,6.57101e-06
22,6.54364e-06
23,6.58572e-06
24,6.57171e-06
25,6.57171e-06
26,6.60647e-06
27,6.57054e-06
28,6.60005e-06
29,6.60005e-06
30,6.60005e-06
31,6.62976e-06
32,6.60689e-06
33,6.61053e-06
34,6.57179e-06
35,6.61398e-06
36,6.59233e-06
37,6.60067e-06
38,6.59912e-06
39,6.50096e-06
40,6.52009e-06
41,6.58496e-06
42,6.5923e-06
43,6.57396e-06
44,6.54603e-06
45,6.58828e-06
46,6.59544e-06
47,6.59544e-06
48,6.60387e-06
49,6.60387e-06
50,6.57309e-06
51,6.60592e-06
52,6.57087e-06
53,6.57087e-06
54,6.57091e-06
55,6.59274e-06
56,6.62266e-06
57,6.54343e-06
58,6.54343e-06
59,6.54343e-06
60,6.58747e-06
61,6.63073e-06
62,6.7097e-06
63,6.7097e-06
64,6.64548e-06
65,6.6415e-06
66,6.61829e-06
67,6.58856e-06
68,6.5816e-06
69,6.51886e-06
70,6.60893e-06
71,6.60893e-06
72,6.65431e-06
73,6.65431e-06
74,6.61371e-06
75,6.62939e-06
76,6.64077e-06
77,6.65158e-06
78,6.54293e-06
79,6.57685e-06
80,6.62172e-06
81,6.62172e-06
82,6.62172e-06
83,6.59977e-06
84,6.65164e-06
85,6.62672e-06
86,6.61109e-06
87,6.60467e-06
88,6.60467e-06
89,6.63984e-06
90,6.63226e-06
91,6.69896e-06
92,6.697e-06
93,6.84436e-06
94,6.84945e-06
95,6.74453e-06
96,6.71108e-06
97,6.71381e-06
98,6.80418e-06
99,6.77926e-06
100,6.83363e-06
101,6.82019e-06
102,6.77557e-06
103,6.75515e-06
104,6.7729e-06
105,6.83037e-06
106,6.89715e-06
107,6.92074e-06
108,6.83946e-06
109,6.77458e-06
110,6.75769e-06
111,6.75769e-06
112,6.75769e-06
113,6.73125e-06
114,6.65977e-06
115,6.7276e-06
116,6.66633e-06
117,6.69192e-06
118,6.71011e-06
119,6.6865e-06
120,6.75625e-06
121,6.68896e-06
122,6.68896e-06
123,6.63412e-06
124,6.6263e-06
125,6.74206e-06
126,6.7597e-06
127,6.81235e-06
128,6.8252e-06
129,6.8858e-06
130,6.8858e-06
131,6.8858e-06
132,6.8858e-06
133,6.86366e-06
134,6.87327e-06
135,6.80481e-06
136,6.70386e-06
137,6.84297e-06
138,6.77722e-06
139,6.77722e-06
140,6.77722e-06
141,6.79399e-06
142,6.75076e-06
143,6.75592e-06
144,6.70318e-06
145,6.7081e-06
146,6.7081e-06
147,6.7081e-06
148,6.7081e-06
149,6.69121e-06
150,6.7085e-06
151,6.71858e-06
152,6.72379e-06
153,6.68252e-06
154,6.69326e-06
155,6.67045e-06
156,6.6967e-06
157,6.6967e-06
158,6.6967e-06
159,6.6967e-06
160,6.74523e-06
161,6.68211e-06
162,6.68211e-06
163,6.72333e-06
164,6.67162e-06
165,6.67162e-06
166,6.67162e-06
167,6.74623e-06
168,6.71536e-06
169,6.76785e-06
170,6.76785e-06
171,6.77182e-06
172,6.77182e-06
173,6.79368e-06
174,6.79368e-06
175,6.79368e-06
176,6.7886e-06
177,6.7886e-06
178,6.81671e-06
179,6.87871e-06
180,6.9062e-06
181,6.84294e-06
182,6.80898e-06
183,6.94706e-06
184,6.9079e-06
185,6.98316e-06
186,7.06689e-06
187,6.92788e-06
188,6.89841e-06
189,6.89841e-06
190,6.93444e-06
191,6.8245e-06
192,6.78765e-06
193,6.74715e-06
194,6.74715e-06
195,6.80409e-06
196,6.83533e-06
197,6.83533e-06
198,6.82246e-06
199,6.83276e-06
200,6.76251e-06
201,6.77994e-06
202,6.76072e-06
203,6.75931e-06
204,6.81971e-06
205,6.81645e-06
206,6.87307e-06
207,6.91378e-06
208,6.96665e-06
209,7.00864e-06
210,7.00864e-06
211,7.03421e-06
212,6.93648e-06
213,6.93648e-06
214,6.93648e-06
215,6.90391e-06
216,6.95575e-06
217,6.90431e-06
218,6.90431e-06
219,6.96542e-06
220,6.97715e-06
221,6.98725e-06
222,6.97586e-06
223,6.95973e-06
224,6.93271e-06
225,6.93271e-06
226,6.95239e-06
227,6.98253e-06
228,7.01406e-06
229,7.01406e-06
230,7.01406e-06
231,7.01406e-06
232,7.01406e-06
233,7.01406e-06
234,7.01406e-06
235,7.01406e-06
236,7.00617e-06
237,6.93463e-06
238,6.93463e-06
239,6.93463e-06
240,6.93463e-06
241,6.96323e-06
242,7.00992e-06
243,7.00916e-06
244,6.99647e-06
245,7.00476e-06
246,7.03498e-06
247,7.03498e-06
248,7.03498e-06
249,7.02088e-06
250,7.08461e-06
251,6.97571e-06
252,7.00918e-06
253,7.06111e-06
254,7.07002e-06
255,7.07002e-06
256,7.07559e-06
257,7.07559e-06
258,7.0211e-06
259,7.0211e-06
260,7.0211e-06
261,7.0211e-06
262,7.0211e-06
263,7.0211e-06
264,6.99764e-06
