t,cg_iters
1,32869
2,33144
3,32473
4,32856
5,32459
6,32110
7,32757
8,32270
9,31763
10,32336
11,32705
12,32597
13,32875
14,33395
15,33594
16,33157
17,32198
18,32146
19,32463
20,32755
21,11191
22,11256
23,11161
24,11126
25,11189
26,11093
27,10962
28,10968
29,10949
30,11136
31,11082
32,11127
33,10981
34,10988
35,11098
36,11001
37,11113
38,11235
39,11131
40,10985
41,9343
42,9377
43,9396
44,9571
45,9404
46,9344
47,9372
48,9447
49,9459
50,9409
51,9322
52,9258
53,9373
54,9313
55,9287
56,9314
57,9281
58,9332
59,9397
60,9424
61,9388
62,9319
63,9375
64,9407
65,9228
66,9267
67,9389
68,9329
69,9482
70,9564
71,9462
72,9584
73,9582
74,9463
75,9442
76,9340
77,9159
78,9336
79,9355
80,9269
81,9289
82,9232
83,9292
84,9415
85,9338
86,9399
87,9561
88,9544
89,9602
90,9503
91,9430
92,9454
93,9324
94,9479
95,9392
96,9422
97,9458
98,9437
99,9408
100,9553
101,8417
102,8357
103,8408
104,8366
105,8308
106,8299
107,8375
108,8329
109,8316
110,8327
111,8315
112,8417
113,8387
114,8484
115,8395
116,8270
117,8359
118,8523
119,8466
120,8380
121,8427
122,8627
123,8600
124,8536
125,8518
126,8531
127,8516
128,8406
129,8342
130,8235
131,8366
132,8294
133,8359
134,8326
135,8224
136,8339
137,8331
138,8283
139,8299
140,8293
141,8295
142,8385
143,8322
144,8480
145,8438
146,8394
147,8417
148,8348
149,8444
150,8520
151,8577
152,8395
153,8255
154,8154
155,8341
156,8311
157,8297
158,8343
159,8290
160,8268
161,8335
162,8334
163,8443
164,8411
165,8478
166,8433
167,8377
168,8412
169,8447
170,8322
171,8417
172,8462
173,8454
174,8404
175,8462
176,8375
177,8443
178,8461
179,8407
180,8402
181,8537
182,8534
183,8410
184,8452
185,8466
186,8382
187,8381
188,8471
189,8500
190,8506
191,8455
192,8416
193,8430
194,8531
195,8667
196,8487
197,8364
198,8441
199,8368
200,8496
201,8482
202,8389
203,8401
204,8316
205,8383
206,8390
207,8369
208,8441
209,8538
210,8427
211,8576
212,8407
213,8377
214,8289
215,8260
216,8348
217,8453
218,8410
219,8352
220,8332
221,8419
222,8337
223,8372
224,8474
225,8524
226,8479
227,8398
228,8417
229,8359
230,8548
231,8474
232,8476
233,8431
234,8606
235,8459
236,8545
237,8541
238,8729
239,8539
240,8695
241,8619
242,8575
243,8498
244,8343
245,8381
246,8268
247,8267
248,8327
249,8374
250,8575
251,8511
252,8382
253,8479
254,8482
255,8419
256,8288
257,8267
258,8347
259,8483
260,8399
261,8374
262,8366
263,8366
264,8399
265,8396
266,8410
267,8410
268,8457
269,8394
270,8425
271,8307
272,8445
273,8385
274,8364
275,8329
276,8421
277,8521
278,8551
279,8461
280,8469
281,8410
282,8519
283,8610
284,8449
285,8518
286,8490
287,8432
288,8434
289,8535
290,8632
291,8664
292,8554
293,8542
294,8439
295,8498
296,8438
297,8451
298,8430
299,8452
300,8352
