MDTU,plaq_ss,plaq_st
1,0.95877,1.07202
2,1.04607,1.18522
3,1.03368,1.17233
4,1.04166,1.17702
5,1.04638,1.17353
6,1.04436,1.17333
7,1.04085,1.16402
8,1.04028,1.16849
9,1.0345,1.16544
10,1.03896,1.16111
11,1.03831,1.15663
12,1.03526,1.15709
13,1.03305,1.15013
14,1.04283,1.15351
15,1.04578,1.14847
16,1.04763,1.14582
17,1.04464,1.1453
18,1.03365,1.14613
19,1.03636,1.14532
20,1.03636,1.14532
21,1.03636,1.14532
22,1.03473,1.14735
23,1.03453,1.14398
24,1.03397,1.14105
25,1.03064,1.1355
26,1.03097,1.14121
27,1.03219,1.1331
28,1.03144,1.1258
29,1.03167,1.12632
30,1.03167,1.12632
31,1.03564,1.12701
32,1.03015,1.13136
33,1.02945,1.12385
34,1.03079,1.12962
35,1.03094,1.12564
36,1.02474,1.12943
37,1.02411,1.1249
38,1.02411,1.1249
39,1.02538,1.12347
40,1.02884,1.12798
41,1.03247,1.12766
42,1.03247,1.12766
43,1.0334,1.12739
44,1.0321,1.12093
45,1.03172,1.12224
46,1.03192,1.12356
47,1.0264,1.12123
48,1.02476,1.12004
49,1.02178,1.11944
50,1.02178,1.11944
51,1.02248,1.11801
52,1.01777,1.11622
53,1.01777,1.11622
54,1.02004,1.117
55,1.01795,1.11706
56,1.02103,1.11427
57,1.02103,1.11427
58,1.0226,1.1148
59,1.0216,1.10698
60,1.02092,1.10616
61,1.02092,1.10616
62,1.0148,1.10792
63,1.01461,1.10686
64,1.01461,1.10686
65,1.01775,1.10552
66,1.02215,1.11156
67,1.02169,1.10604
68,1.02169,1.10604
69,1.02077,1.10445
70,1.01989,1.10104
71,1.01989,1.10104
72,1.01899,1.09924
73,1.01273,1.09583
74,1.0194,1.09829
75,1.01941,1.09497
76,1.01967,1.09104
77,1.01808,1.09322
78,1.01701,1.09281
79,1.01956,1.08936
80,1.01956,1.08936
81,1.01845,1.09572
82,1.00981,1.09024
83,1.00929,1.08245
84,1.00615,1.09136
85,1.00774,1.0865
86,1.00774,1.0865
87,1.00001,1.08997
88,1.00001,1.08997
89,1.00084,1.09347
90,1.00387,1.08668
91,1.00387,1.08668
92,0.997302,1.08834
93,0.997302,1.08834
94,0.997302,1.08834
95,1.00079,1.08757
96,1.00079,1.08757
97,1.00079,1.08757
98,1.00287,1.08329
99,0.999801,1.08402
100,1.00298,1.08288
101,1.00298,1.08288
102,1.005,1.08219
103,1.00455,1.08286
104,1.00216,1.08758
105,1.00216,1.08758
106,1.00601,1.08988
107,1.00627,1.09636
108,1.00627,1.09636
