t,deltaS
1,0.6293
2,0.6265
3,-0.03934
4,0.04503
5,-0.07652
6,-0.1576
7,-0.103
8,0.1612
9,-0.07137
10,-0.05389
11,-0.03446
12,0.01737
13,-0.09659
14,0.06494
15,-0.07315
16,-0.0545
17,-0.07111
18,-0.009486
19,0.0255
20,0.07362
21,1.067
22,0.2697
23,-0.5502
24,-0.6871
25,-0.3654
26,0.1449
27,0.4616
28,-1.63
29,-0.2269
30,0.6709
31,1.633
32,-1.332
33,-0.7769
34,0.4959
35,0.8124
36,-0.04284
37,-0.01954
38,1.026
39,-0.6018
40,-1.098
41,-1.038
42,1.929
43,0.09
44,-0.3461
45,0.4759
46,0.4684
47,-0.4011
48,0.4805
49,0.5926
50,1.691
51,0.3677
52,-0.2516
53,1.071
54,0.7363
55,0.16
56,-1.287
57,1.614
58,-0.8301
59,0.5872
60,-1.171
61,0.7161
62,-0.7654
63,0.2825
64,0.8029
65,-0.3524
66,-0.5528
67,-1.243
68,1.502
69,-0.2901
70,-0.8193
71,1.486
72,-0.5317
73,0.6947
74,-0.2317
75,-0.5799
76,-0.7082
77,-1.345
78,0.2079
79,0.145
80,1.878
81,0.978
82,-1.224
83,-0.3396
84,-0.8276
85,-0.06962
86,2.05
87,-0.1129
88,1.623
89,-0.2867
90,-1.973
91,1.16
92,-0.2843
93,1.508
94,1.47
95,1.636
96,0.8841
97,0.9978
98,0.2782
99,-0.02295
100,-0.5782
101,0.6133
102,1.218
103,0.02089
104,-0.2619
105,0.5334
106,-0.1137
107,0.9631
108,0.5228
109,-1.063
110,1.196
111,-0.4159
112,2.469
113,1.517
114,0.2056
115,0.2081
116,-0.0158
117,0.4644
118,2.018
119,0.6601
120,-0.777
121,0.1736
122,-0.615
123,0.5568
124,0.1359
125,-0.1015
126,1.437
127,-0.01779
128,-0.1497
129,1.508
130,1.291
131,-1.087
132,1.532
133,-2.047
134,1.91
135,0.8613
136,1.751
137,1.784
138,-0.492
139,-0.2653
140,-0.09589
141,1.909
142,1.803
143,1.843
144,-0.03437
145,-0.7377
146,-1.798
147,-1.262
148,0.4313
149,-0.8576
150,1.108
151,1.226
152,-0.6596
153,0.9932
154,1.006
155,1.292
156,0.03004
157,-0.4407
158,-1.308
159,2.021
160,1.742
161,1.49
162,-1.17
163,-1.189
164,2.046
165,-0.2469
166,0.8433
167,1.456
168,0.06992
169,0.3108
170,-0.01108
171,1.26
172,-0.9415
173,0.5817
174,0.7814
175,0.06273
176,-0.2041
177,1.792
178,1.552
179,0.01921
180,-0.02784
181,-0.2584
182,1.334
183,-0.1983
184,1.173
185,0.9542
186,-0.07715
187,-0.7012
188,-0.5517
189,1.311
190,-0.3474
191,0.3975
192,-0.01998
193,-0.6811
194,0.2655
195,0.04255
196,-0.9192
197,1.073
198,0.2894
199,0.06464
200,-0.6198
201,-0.3649
202,1.91
203,-0.1267
204,-0.08187
205,0.2574
206,1.142
207,1.45
208,0.7957
209,1.514
210,2.245
211,-0.1319
212,1.237
213,1.932
214,2.56
215,1.094
216,0.3274
217,0.1025
218,0.09896
219,0.8369
220,0.259
221,-0.2302
222,-0.2416
223,0.7017
224,-1.316
225,-0.8457
226,0.4873
227,0.915
228,0.866
229,1.109
230,0.248
231,-0.1992
232,1.044
233,2.438
234,-0.7525
235,1.092
236,0.6301
237,1.611
238,-0.1274
239,-0.9362
240,-0.9535
241,0.3068
242,0.9087
243,-0.1993
244,1.273
245,0.3469
246,-0.3151
247,0.0915
248,0.7999
249,1.187
250,0.07984
251,-0.06794
252,-2.136
253,-0.3763
254,0.614
255,0.2337
256,1.763
257,2.281
258,1.884
259,-0.8317
260,-0.9144
261,-0.0768
262,0.005035
263,1.02
264,0.7437
265,1.463
266,0.1526
267,1.295
268,0.7606
269,-0.5596
270,-0.6956
271,0.8213
272,0.7327
273,0.4171
274,0.8716
275,0.6573
276,-1.087
277,2.441
278,-0.06514
279,1.975
280,1.523
281,-1.092
282,1.375
283,-0.6991
284,1.548
285,-0.3681
286,0.7907
287,-0.0192
288,1.621
289,0.9373
290,-0.4436
291,0.5624
292,0.1622
293,-0.296
294,-0.7987
295,-1.152
296,1.519
297,-0.4688
298,-0.8415
299,0.4599
300,1.488
301,0.1272
302,0.1694
303,0.5649
304,0.3029
305,1.187
306,-0.8344
307,0.02355
308,0.196
309,-0.08737
310,0.467
311,1.464
312,-0.02606
313,2.91
314,1.114
315,0.3
316,1.059
317,-0.23
318,1.364
319,1.559
320,-0.08181
321,-0.3837
322,0.8776
323,0.6761
324,1.943
325,2.035
326,0.6735
327,-0.02632
328,-0.2063
329,0.05048
330,-0.2525
331,0.2285
332,0.2719
333,0.4576
334,2.513
335,-0.1974
336,1.196
337,1.3
338,0.6683
339,0.3985
340,1.417
341,0.6592
342,0.29
343,-0.01702
344,0.0822
345,0.8124
346,0.1177
347,0.8389
