MDTU,min_min,min_max,max_min,max_max5
1,-0.376755,-0.0356965,0.0608785,0.277266
2,-0.381859,-0.00463246,0.0718487,0.303663
3,-0.350484,-0.00191975,0.0697413,0.305991
4,-0.37415,-0.00819993,0.072571,0.301505
5,-0.363096,-0.00861363,0.06778,0.291683
6,-0.371582,-0.0159665,0.0694281,0.29567
7,-0.347477,-0.00943987,0.0756582,0.295202
8,-0.350752,-0.0130167,0.0630865,0.299986
9,-0.359389,-0.0125998,0.0657492,0.308784
10,-0.358818,-0.0121473,0.0657945,0.296219
11,-0.347849,-0.0133965,0.0753299,0.295175
12,-0.36157,-0.0142867,0.0686097,0.299625
13,-0.359457,-0.0222282,0.0675175,0.287534
14,-0.357021,-0.0142906,0.0641497,0.306568
15,-0.350333,-0.029556,0.0600748,0.301061
16,-0.345323,-0.0272809,0.0769427,0.290468
17,-0.36907,-0.0199896,0.0826582,0.315282
18,-0.347866,-0.0113286,0.0646537,0.289619
19,-0.349703,-0.0163305,0.0760626,0.29434
20,-0.349703,-0.0163305,0.0760626,0.29434
21,-0.349703,-0.0163305,0.0760626,0.29434
22,-0.346947,-0.0234145,0.0673934,0.294438
23,-0.351055,-0.0168552,0.0786855,0.298212
24,-0.374665,-0.0279562,0.0717049,0.28868
25,-0.370373,-0.0210118,0.0749326,0.296388
26,-0.33973,-0.0233564,0.0726508,0.292705
27,-0.342778,-0.0262512,0.062374,0.292207
28,-0.358917,-0.0182131,0.0743921,0.287757
29,-0.362468,-0.0200669,0.0703302,0.291982
30,-0.362468,-0.0200669,0.0703302,0.291982
31,-0.363573,-0.0336051,0.0769611,0.29106
32,-0.351486,-0.0249632,0.0764065,0.28363
33,-0.355049,-0.0143015,0.0719014,0.287303
34,-0.360927,-0.0120043,0.0656915,0.287488
35,-0.353242,-0.0325037,0.0725302,0.291627
36,-0.379893,-0.0229389,0.0599913,0.286082
37,-0.34669,-0.0315834,0.0775978,0.297229
38,-0.34669,-0.0315834,0.0775978,0.297229
39,-0.376403,-0.0357934,0.062744,0.294941
40,-0.346922,-0.0304693,0.0761826,0.289867
41,-0.343201,-0.0301684,0.0806301,0.288214
42,-0.343201,-0.0301684,0.0806301,0.288214
43,-0.363382,-0.035091,0.0763219,0.297967
44,-0.360912,-0.0277121,0.0651144,0.289011
