t,cg_iters
1,27345
2,27143
3,27025
4,27230
5,27393
6,27281
7,26847
8,27124
9,27737
10,27313
11,27121
12,27231
13,27495
14,27082
15,26899
16,27668
17,27442
18,27197
19,27635
20,27646
21,7038
22,7088
23,7217
24,7205
25,6990
26,7030
27,7027
28,7158
29,7089
30,7060
31,7080
32,7304
33,7147
34,7188
35,7249
36,7261
37,7208
38,7178
39,7251
40,7357
41,7112
42,7100
43,7000
44,6967
45,7114
46,7168
47,7311
48,7137
49,7117
50,7036
51,7044
52,7114
53,7104
54,7084
55,7153
56,7215
57,7273
58,7253
59,7109
60,7270
61,7137
62,7017
63,7079
64,7213
65,7080
66,7188
67,7127
68,7304
69,7267
70,7167
71,7178
72,7255
73,7229
74,7233
75,7192
76,7213
77,7314
78,7090
79,7194
80,7195
81,7081
82,7060
83,7119
84,7174
85,7108
86,7149
87,7217
88,7223
89,7232
90,7172
91,7019
92,7274
93,7240
94,7167
95,7259
96,7258
97,7015
98,7181
99,7201
100,7095
101,7172
102,6973
103,6985
104,7058
105,7061
106,7128
107,7118
108,7144
109,7156
110,7153
111,7287
112,7129
113,7038
114,7108
115,7179
116,7422
117,7308
118,7099
119,7116
120,7365
121,7322
122,7262
123,7295
124,7375
125,7151
126,7316
127,7379
128,7220
129,7147
130,7175
131,7096
132,7236
133,7185
134,7166
135,7017
136,7095
137,7289
138,7375
139,7319
140,7195
141,7230
142,7244
143,7290
144,7325
145,7239
146,7264
147,7190
148,7150
149,7200
150,7130
151,7268
152,7190
153,7273
154,7206
155,7310
156,7256
157,7008
158,6979
159,6973
160,7177
161,7335
162,7303
163,7246
164,7138
165,7118
166,7059
167,7135
168,7051
169,7107
170,7075
171,7151
172,7209
173,7246
174,7107
175,7061
176,7071
177,7146
178,7153
179,7182
180,7098
181,7070
182,7013
183,7059
184,7069
185,7207
186,7122
187,7023
188,7096
189,7120
190,7161
191,7272
192,7238
193,7081
194,7172
195,7327
196,7291
197,7213
198,7150
199,7043
200,7021
201,7221
202,7081
203,7085
204,7025
205,7193
206,7181
207,7127
208,7100
209,7277
210,7180
211,7042
212,7173
213,7113
214,7192
215,7137
216,7282
217,7222
218,7211
219,7233
220,7172
221,7072
222,7082
223,7104
224,7067
225,7255
226,7077
227,7198
228,7346
229,7239
230,7214
231,7137
232,7050
233,7035
234,7126
235,7112
236,7120
237,7268
238,7064
239,7041
240,7203
241,7176
242,7286
243,7060
244,7118
245,7008
246,7062
247,7160
248,7273
249,7109
250,7029
251,7038
252,7014
253,7032
254,7051
255,7026
256,7072
257,7059
258,7180
259,7136
260,7270
261,7194
262,7241
263,7265
264,7201
265,7119
266,7095
267,7169
268,7125
269,7168
270,7099
271,7064
272,7197
273,7236
274,7092
275,7118
276,7172
277,6926
278,7019
279,7216
280,7155
281,7187
282,7110
283,7122
284,7064
285,7060
286,7071
287,7105
288,7149
289,7196
290,7162
291,7205
292,7188
293,7036
294,7057
295,7157
296,7124
297,7130
298,7033
299,6930
300,6949
301,7075
302,7190
303,7230
304,7263
305,7227
306,7185
307,7027
308,6991
309,7049
310,7127
311,7202
312,7234
313,7115
314,6944
315,7034
316,7042
317,7084
318,7179
319,7304
320,7093
321,7079
322,7177
323,7367
324,7279
325,7130
326,7203
327,7223
328,7210
329,7211
330,7136
331,7230
332,7080
333,6983
334,7016
335,7100
336,7073
337,6973
338,6950
339,7101
340,7071
341,7132
342,7142
343,7262
344,7192
345,7164
346,7071
347,7104
348,7120
349,7085
350,7057
351,7239
352,7134
353,7056
354,7099
355,7161
356,7196
357,7314
358,7209
359,7269
360,7077
361,6942
362,6960
363,7012
364,7040
365,7026
366,6991
367,6980
368,7150
369,7049
370,7133
371,7122
372,7228
373,7238
374,7061
375,7008
376,7083
377,7093
378,7156
379,7243
380,7444
381,7178
382,7187
383,7278
384,7432
385,7353
386,7181
387,7289
388,7196
389,7084
390,7255
391,7132
392,7213
393,7103
394,7091
395,7035
396,7077
397,7007
398,7005
399,7036
400,7058
401,7154
402,7231
403,7248
404,7243
405,7359
406,7293
407,7201
408,7137
409,7145
410,7058
411,7141
412,7149
413,7044
414,7192
415,7356
416,7423
417,7351
418,7267
419,7347
420,7255
421,7212
422,7322
423,7304
424,7315
425,7247
426,7318
427,7319
428,7190
429,7134
430,7040
431,7100
432,7120
433,7118
434,7108
435,7217
436,7127
437,7071
438,7157
439,7178
440,7251
441,7300
442,7237
443,7269
444,7309
445,7130
446,7145
447,7090
448,7174
449,7175
450,7121
451,7063
452,7196
453,7173
454,7209
455,7212
456,7392
457,7211
458,7293
459,7154
460,6983
461,7069
462,7037
463,7034
464,7135
465,7357
466,7371
467,7226
468,7168
469,7159
470,7159
471,7159
472,7049
473,7136
474,7188
475,7138
476,7176
477,7257
478,7188
479,7115
480,7294
481,7256
482,7247
483,7310
484,7139
485,7332
486,7029
487,7343
488,7203
489,7121
490,7122
491,7237
492,7181
493,7123
494,7110
495,7104
496,7076
497,7213
498,7137
499,7125
500,7103
501,7228
502,7149
503,7080
504,7197
505,7247
506,7170
507,7138
508,7100
509,7195
510,7068
511,7263
512,7260
513,7152
514,7160
515,7107
516,7141
517,7180
518,7230
519,7207
520,7296
521,7392
522,7191
523,7289
524,7304
525,7089
526,7105
527,7137
528,7213
529,7158
530,7142
531,7170
532,7302
533,7184
534,7236
535,7239
536,7199
537,7062
538,7135
539,7122
540,7120
541,7079
542,7180
543,7192
544,7096
545,7309
546,7207
547,7413
548,7402
549,7300
550,7415
551,7228
552,7138
553,7181
554,7252
555,7254
556,7253
557,7229
558,7221
559,7323
560,7230
561,7291
562,7149
563,7221
564,7112
565,7171
566,7217
567,7390
568,7298
569,7140
570,7170
571,7217
572,7223
573,7220
574,7178
575,7184
576,7406
577,7586
578,7493
579,7496
580,7365
581,7301
582,7231
583,7163
