MDTU,plaq_ss,plaq_st
1,1.03604,1.1267
2,1.02607,1.11446
3,1.03934,1.11477
4,1.04709,1.1071
5,1.04123,1.10943
6,1.03485,1.10768
7,1.02578,1.10936
8,1.02617,1.11195
9,1.01852,1.11168
10,1.01811,1.11754
11,1.02216,1.11548
12,1.01267,1.10522
13,1.00985,1.10735
14,1.0088,1.10615
15,1.00242,1.11031
16,0.999918,1.09938
17,1.0061,1.10701
18,0.996841,1.10482
19,0.994632,1.10051
20,0.999955,1.08382
21,0.99609,1.07992
22,0.996891,1.07678
23,0.984007,1.0742
24,0.980389,1.06927
25,0.980389,1.06927
26,0.971201,1.05648
27,0.97008,1.05376
28,0.974555,1.04788
29,0.97802,1.04737
30,0.979334,1.04569
31,0.973771,1.04904
32,0.969303,1.05053
33,0.969303,1.05053
34,0.963376,1.0477
35,0.967762,1.04374
36,0.954994,1.0358
37,0.954994,1.0358
38,0.967425,1.04178
39,0.953416,1.0339
40,0.955016,1.02595
41,0.951453,1.02673
42,0.951453,1.02673
43,0.953227,1.0279
44,0.956851,1.02316
45,0.956623,1.02632
46,0.955169,1.02333
47,0.955169,1.02333
48,0.956131,1.01979
49,0.956131,1.01979
50,0.951063,1.01297
51,0.951262,1.00788
52,0.956794,1.01124
53,0.950452,1.0104
54,0.949829,1.01079
55,0.951086,1.01071
56,0.953696,1.00649
57,0.953777,1.00406
58,0.955615,1.01361
59,0.94868,1.00983
60,0.946099,1.00392
61,0.945084,1.00709
62,0.941438,1.01237
63,0.941785,1.0111
64,0.945953,1.01723
65,0.947784,1.01229
66,0.947784,1.01229
67,0.942413,1.00996
68,0.939958,1.02306
69,0.930493,1.02162
70,0.929031,1.01923
71,0.926731,1.00968
72,0.931527,1.0099
73,0.931527,1.0099
74,0.92359,1.01129
75,0.924758,1.0104
76,0.927529,1.00527
77,0.935957,1.0061
78,0.935957,1.0061
79,0.940626,1.01365
80,0.939594,1.01634
81,0.945101,1.00662
82,0.942086,1.01453
83,0.941409,1.00772
84,0.944838,1.00312
85,0.937482,1.00287
86,0.944252,0.997652
87,0.942478,1.00242
88,0.941188,1.00595
89,0.942075,1.01045
90,0.937864,1.01271
91,0.937864,1.01271
92,0.932257,1.01323
93,0.935051,1.01527
94,0.933994,1.00998
95,0.933994,1.00998
96,0.940274,1.00682
97,0.936856,1.01381
98,0.941856,1.01802
99,0.941856,1.01802
100,0.94281,1.01817
101,0.939713,1.01965
102,0.935915,1.01967
103,0.94437,1.02429
104,0.938005,1.01104
105,0.93639,1.00686
106,0.93639,1.00686
107,0.940273,1.01363
108,0.939284,1.02137
109,0.940169,1.01673
110,0.943959,1.00781
111,0.935827,1.01163
112,0.937786,1.01427
113,0.938806,1.00937
114,0.935233,1.00985
115,0.935233,1.00985
116,0.930774,0.999221
117,0.931679,0.993774
118,0.930314,0.99606
119,0.933333,0.996459
120,0.9296,0.994178
121,0.944341,0.998695
122,0.941493,0.996573
123,0.94557,0.997549
124,0.92859,0.991038
125,0.92859,0.991038
126,0.92859,0.991038
127,0.927674,0.996313
128,0.931943,0.991875
129,0.935474,0.999124
130,0.948771,0.997001
131,0.949975,0.996062
132,0.949975,0.996062
133,0.949975,0.996062
134,0.947894,0.998685
135,0.946106,1.00191
136,0.949931,0.986765
137,0.946152,0.984235
138,0.932999,0.991535
139,0.932999,0.991535
140,0.943347,0.98962
141,0.943728,0.998664
142,0.939975,0.996112
143,0.939975,0.996112
144,0.939975,0.996112
145,0.936651,0.993038
146,0.936651,0.993038
147,0.935214,1.00111
148,0.935214,1.00111
149,0.937557,0.995763
150,0.937557,0.995763
151,0.927941,0.995904
152,0.927941,0.995904
153,0.923256,1.00205
154,0.923256,1.00205
155,0.923256,1.00205
156,0.916297,1.01149
157,0.918641,1.01837
158,0.916181,1.02048
159,0.91657,1.013
160,0.914533,1.00912
161,0.919472,1.00327
162,0.914633,1.00586
163,0.919302,1.00438
164,0.919302,1.00438
165,0.916824,1.00517
166,0.916824,1.00517
167,0.916824,1.00517
168,0.916824,1.00517
169,0.916824,1.00517
170,0.916824,1.00517
171,0.912492,1.00609
172,0.919702,1.00638
173,0.921382,1.00791
174,0.924113,1.01007
175,0.923426,0.99846
176,0.926546,0.992084
177,0.918541,0.990178
178,0.918541,0.990178
179,0.918541,0.990178
180,0.916066,1.00744
181,0.93074,1.00286
182,0.93074,1.00286
183,0.929886,0.998485
184,0.928729,0.997701
185,0.928729,0.997701
186,0.927375,0.996195
187,0.919515,0.993986
188,0.919515,0.993986
189,0.919515,0.993986
190,0.928725,0.984646
191,0.917734,0.983989
192,0.92387,0.983854
193,0.925988,0.983559
194,0.929287,0.980654
195,0.929287,0.980654
196,0.929609,0.979095
197,0.927122,0.981387
198,0.924431,0.98618
199,0.923097,0.990087
200,0.925118,0.983989
201,0.925118,0.983989
202,0.933003,0.985541
203,0.933003,0.985541
204,0.942166,0.985103
205,0.944901,0.998551
206,0.941528,0.991673
207,0.941528,0.991673
208,0.944042,0.994689
209,0.941928,0.998708
210,0.93931,0.98956
