MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.57422,1.21019,1.00679
2,1.52435,1.15678,0.992727
3,1.42932,1.05914,0.959771
4,1.37475,1.01457,0.927683
5,1.42798,0.987536,1.03145
6,1.4365,0.969342,1.06015
7,1.4791,0.970508,1.11618
8,1.44105,0.929632,1.10109
9,1.47856,0.978098,1.10881
10,1.51656,1.03827,1.10542
11,1.46924,1.01411,1.06313
12,1.44122,0.970602,1.06539
13,1.49983,1.07777,1.04302
14,1.47351,1.06063,1.02288
15,1.52577,1.10795,1.04901
16,1.45571,1.05743,1.00047
17,1.48619,1.09725,1.0024
18,1.54108,1.13998,1.03701
19,1.47371,1.07319,1.01
20,1.36738,1.02563,0.904327
21,1.34648,0.987847,0.914969
22,1.33839,0.940769,0.951968
23,1.35386,0.979053,0.935094
24,1.34951,0.909832,0.996686
25,1.34951,0.909832,0.996686
26,1.3386,0.842668,1.04008
27,1.31017,0.887916,0.963399
28,1.24481,0.766556,0.980781
29,1.24372,0.67875,1.04217
30,1.21485,0.671499,1.0124
31,1.23819,0.730308,0.999885
32,1.26313,0.836817,0.946162
33,1.26313,0.836817,0.946162
34,1.25783,0.881226,0.897541
35,1.20771,0.801652,0.903277
36,1.2416,0.841626,0.912824
37,1.2416,0.841626,0.912824
38,1.22488,0.85335,0.878707
39,1.22184,0.816682,0.908808
40,1.169,0.785969,0.865336
41,1.21383,0.778261,0.931496
42,1.21383,0.778261,0.931496
43,1.21056,0.783338,0.922947
44,1.15841,0.708578,0.916422
45,1.20102,0.74586,0.941353
46,1.16724,0.703113,0.931705
47,1.16724,0.703113,0.931705
48,1.15603,0.732206,0.894588
49,1.15603,0.732206,0.894588
50,1.10926,0.678557,0.877503
51,1.09216,0.630913,0.891494
52,1.08683,0.627448,0.887417
53,1.1246,0.637265,0.926613
54,1.13467,0.638795,0.937769
55,1.1046,0.555481,0.954768
56,1.06975,0.566258,0.907586
57,1.0368,0.497898,0.909426
58,1.11293,0.59873,0.938152
59,1.0851,0.653385,0.866333
60,1.06692,0.669241,0.830922
61,1.11072,0.706735,0.856864
62,1.14512,0.722677,0.888282
63,1.13728,0.639338,0.940554
64,1.15114,0.622959,0.968015
65,1.09864,0.595879,0.923001
66,1.09864,0.595879,0.923001
67,1.09262,0.594117,0.91697
68,1.21278,0.677795,1.0057
69,1.23431,0.706852,1.01187
70,1.22361,0.762454,0.957014
71,1.1954,0.799396,0.888789
72,1.17282,0.78245,0.873653
73,1.17282,0.78245,0.873653
74,1.22945,0.884327,0.854119
75,1.21373,0.907641,0.805807
76,1.13975,0.878874,0.725682
77,1.13613,0.877027,0.722234
78,1.13613,0.877027,0.722234
79,1.15376,0.884714,0.740565
80,1.15795,0.9012,0.727115
81,1.10292,0.798041,0.761296
82,1.16476,0.81989,0.827315
83,1.11184,0.866623,0.696528
84,1.07781,0.83208,0.685064
85,1.12901,0.886226,0.699472
86,1.05913,0.757473,0.740265
87,1.08629,0.726741,0.807392
88,1.09863,0.762495,0.790936
89,1.13176,0.835766,0.763138
90,1.15775,0.879731,0.752638
91,1.15775,0.879731,0.752638
92,1.15557,0.902561,0.721616
93,1.17778,0.909501,0.748318
94,1.15705,0.853584,0.781121
95,1.15705,0.853584,0.781121
96,1.12875,0.830458,0.764477
97,1.1625,0.860821,0.781275
98,1.18716,0.809855,0.868031
99,1.18716,0.809855,0.868031
100,1.17621,0.852505,0.810377
101,1.18963,0.876238,0.804624
102,1.20011,0.882446,0.813354
103,1.21141,0.914048,0.795005
104,1.13156,0.799369,0.800899
105,1.10274,0.745772,0.812317
106,1.10274,0.745772,0.812317
107,1.15697,0.723202,0.903082
108,1.21694,0.784355,0.930452
109,1.18201,0.797146,0.872753
110,1.11245,0.764242,0.808385
111,1.17326,0.818006,0.841073
112,1.16977,0.831507,0.822778
113,1.15579,0.804379,0.829954
114,1.16144,0.785126,0.855868
115,1.16144,0.785126,0.855868
116,1.10133,0.736241,0.819072
117,1.0529,0.657288,0.822542
118,1.09692,0.689337,0.853256
119,1.05953,0.75091,0.747488
120,1.0794,0.768558,0.757907
121,1.05297,0.771295,0.716826
122,1.05541,0.766164,0.725871
123,1.03468,0.765098,0.696558
124,1.05738,0.773069,0.721396
125,1.05738,0.773069,0.721396
126,1.05738,0.773069,0.721396
127,1.09316,0.826519,0.71544
128,1.07309,0.789358,0.726937
129,1.09388,0.80583,0.739733
130,1.03196,0.77258,0.684145
131,1.0147,0.764403,0.66731
132,1.0147,0.764403,0.66731
133,1.0147,0.764403,0.66731
134,1.05098,0.82744,0.647994
135,1.07065,0.851333,0.649256
136,0.96125,0.711144,0.646742
