ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.953055,0.00950431,null,null,null
0.300467,null,1.07658,null,null
0.0832206,null,null,0.275577,null
-0.0139206,null,null,null,0.00667224
0.952085,0.00897346,null,null,null
0.429666,null,0.93285,null,null
0.0422264,null,null,0.100096,null
0.00794122,null,null,null,-0.00726192
0.960001,0.000190305,null,null,null
0.476027,null,0.993619,null,null
-0.0672848,null,null,0.271459,null
0.00691606,null,null,null,0.00696935
0.959945,-0.00180313,null,null,null
0.32909,null,0.866739,null,null
0.052975,null,null,0.311936,null
0.00660695,null,null,null,-0.0180082
0.960835,-0.00191463,null,null,null
0.323458,null,0.756548,null,null
0.0845059,null,null,0.306134,null
0.0015244,null,null,null,0.00276458
0.957242,-0.00438541,null,null,null
0.368565,null,0.757415,null,null
-0.00430617,null,null,0.368634,null
-0.00951221,null,null,null,0.000744481
0.951881,-0.00158482,null,null,null
0.0726491,null,0.720429,null,null
-0.0314311,null,null,0.386469,null
-0.00453874,null,null,null,-0.00732915
0.955821,0.00178142,null,null,null
0.108631,null,0.771955,null,null
0.0865034,null,null,0.306013,null
7.03274e-05,null,null,null,-0.0112017
0.958965,-7.89605e-05,null,null,null
0.132845,null,0.699346,null,null
-0.00608586,null,null,0.115165,null
-0.00477325,null,null,null,-0.0134481
0.956043,-0.00861839,null,null,null
0.143034,null,0.747337,null,null
0.00435349,null,null,0.249257,null
-0.00811864,null,null,null,-0.0145795
0.956294,-0.00851238,null,null,null
0.250896,null,0.717939,null,null
-0.0305071,null,null,0.295727,null
0.00768592,null,null,null,0.00269883
0.951268,-0.00761005,null,null,null
-0.0176155,null,0.737337,null,null
4.43771e-05,null,null,0.286814,null
-0.00341236,null,null,null,-0.0144055
0.954785,-0.00758269,null,null,null
0.298266,null,0.613934,null,null
-0.082033,null,null,0.184218,null
-0.0044799,null,null,null,-0.0046171
0.955603,-0.000182516,null,null,null
0.147051,null,0.55261,null,null
-0.0853255,null,null,0.0961279,null
-0.00125884,null,null,null,0.00304756
0.95043,0.00314197,null,null,null
0.312954,null,0.54768,null,null
-0.140696,null,null,0.119523,null
-0.00446718,null,null,null,0.00735966
0.945574,0.00473999,null,null,null
0.25448,null,0.696943,null,null
-0.0230084,null,null,0.0562461,null
-0.012038,null,null,null,0.00253505
0.949614,0.0111283,null,null,null
0.32945,null,0.777334,null,null
-0.209766,null,null,0.108109,null
-0.000120892,null,null,null,0.00783487
0.947971,0.00539391,null,null,null
0.14054,null,0.688639,null,null
-0.230091,null,null,0.0522125,null
0.0130942,null,null,null,0.00562122
0.945771,0.00164519,null,null,null
0.0652438,null,0.777171,null,null
-0.00775788,null,null,0.292335,null
0.00689481,null,null,null,0.00701164
0.951629,0.00246452,null,null,null
0.131947,null,0.678737,null,null
0.0319057,null,null,0.127413,null
0.0125826,null,null,null,0.0114565
0.95444,-0.00325451,null,null,null
0.0862983,null,0.655085,null,null
-0.00134009,null,null,0.18081,null
-0.00177085,null,null,null,0.00300396
0.954126,0.00319774,null,null,null
-0.00537469,null,0.652971,null,null
0.0321526,null,null,0.17745,null
-0.00295316,null,null,null,-0.00297143
0.945105,0.00484559,null,null,null
-0.0220151,null,0.625186,null,null
0.0587726,null,null,0.13606,null
0.00131463,null,null,null,-0.00034283
0.942873,-0.00401578,null,null,null
0.0522091,null,0.741735,null,null
-0.112902,null,null,0.150349,null
0.00408911,null,null,null,-0.00482112
0.942873,-0.00401578,null,null,null
0.0522091,null,0.741735,null,null
-0.112902,null,null,0.150349,null
0.00408911,null,null,null,-0.00482112
0.934979,-0.00611672,null,null,null
0.059864,null,0.671279,null,null
-0.113344,null,null,0.0837938,null
0.00494061,null,null,null,0.000710495
0.931353,-0.00716027,null,null,null
-0.103252,null,0.741844,null,null
-0.0432856,null,null,0.139916,null
0.00788716,null,null,null,-0.00930611
0.935681,-0.00301995,null,null,null
-0.162519,null,0.742542,null,null
0.0756417,null,null,0.0344568,null
0.00715881,null,null,null,-0.00538691
0.939981,-0.00700839,null,null,null
-0.0474933,null,0.72287,null,null
0.143368,null,null,0.0853403,null
-0.00241238,null,null,null,-0.000237695
0.946249,-0.000757431,null,null,null
-0.0607111,null,0.717716,null,null
0.140437,null,null,0.160476,null
-0.00494967,null,null,null,-0.00617431
0.948374,-0.000971836,null,null,null
-0.254725,null,0.695292,null,null
0.161674,null,null,0.0912739,null
-0.00714169,null,null,null,-0.00781396
0.947817,-0.00761215,null,null,null
-0.219482,null,0.651211,null,null
0.0905006,null,null,-0.0410211,null
-0.00121219,null,null,null,-0.0058232
0.947817,-0.00761215,null,null,null
-0.219482,null,0.651211,null,null
0.0905006,null,null,-0.0410211,null
-0.00121219,null,null,null,-0.0058232
0.948726,-0.0106898,null,null,null
-0.288755,null,0.552721,null,null
0.0392619,null,null,0.0878411,null
0.00418669,null,null,null,0.000945978
0.950035,-0.012569,null,null,null
-0.305674,null,0.50583,null,null
0.0730069,null,null,0.12987,null
0.0101178,null,null,null,-0.00469489
0.943535,-0.00547185,null,null,null
-0.272589,null,0.446393,null,null
-0.0982746,null,null,0.12872,null
0.000980059,null,null,null,0.00692609
0.943535,-0.00547185,null,null,null
-0.272589,null,0.446393,null,null
-0.0982746,null,null,0.12872,null
0.000980059,null,null,null,0.00692609
0.954897,-0.00411563,null,null,null
-0.333728,null,0.44715,null,null
-0.178982,null,null,0.15825,null
0.00636944,null,null,null,0.0121214
0.945049,-0.00571979,null,null,null
-0.35477,null,0.454485,null,null
-0.0952487,null,null,0.185578,null
-0.0089307,null,null,null,0.00801631
0.948105,-0.0126419,null,null,null
-0.294336,null,0.337637,null,null
-0.189505,null,null,0.117267,null
-0.000524394,null,null,null,0.00556746
0.941612,-0.0113072,null,null,null
-0.353015,null,0.252935,null,null
-0.0342581,null,null,0.19363,null
0.0139752,null,null,null,-0.00297087
0.941612,-0.0113072,null,null,null
-0.353015,null,0.252935,null,null
-0.0342581,null,null,0.19363,null
0.0139752,null,null,null,-0.00297087
0.942087,-0.00933339,null,null,null
-0.393018,null,0.403249,null,null
-0.020091,null,null,0.103738,null
0.00496064,null,null,null,-0.0027363
0.941776,-0.00608224,null,null,null
-0.523694,null,0.342932,null,null
-0.0221224,null,null,0.093222,null
0.00629812,null,null,null,0.000188899
0.945076,-0.00527406,null,null,null
-0.439039,null,0.357011,null,null
0.0203112,null,null,0.0937095,null
0.002749,null,null,null,0.00238822
0.94191,-0.00772765,null,null,null
-0.447821,null,0.512281,null,null
-0.0353891,null,null,0.126026,null
0.00211389,null,null,null,0.00174565
0.94191,-0.00772765,null,null,null
-0.447821,null,0.512281,null,null
-0.0353891,null,null,0.126026,null
0.00211389,null,null,null,0.00174565
0.944469,-0.00743975,null,null,null
-0.442464,null,0.422576,null,null
-0.0790152,null,null,0.144693,null
-0.0133165,null,null,null,-0.00946576
0.944469,-0.00743975,null,null,null
-0.442464,null,0.422576,null,null
-0.0790152,null,null,0.144693,null
-0.0133165,null,null,null,-0.00946576
0.94108,-0.00207691,null,null,null
-0.436454,null,0.414463,null,null
-0.0311605,null,null,0.141889,null
-0.00279369,null,null,null,0.000268216
0.94148,-0.00382673,null,null,null
-0.47467,null,0.340581,null,null
-0.14222,null,null,0.0930845,null
0.00891996,null,null,null,-2.42742e-05
0.949544,-0.00857024,null,null,null
-0.530089,null,0.287355,null,null
-0.101061,null,null,-0.0468281,null
0.00838538,null,null,null,0.00756943
0.949606,-0.00742131,null,null,null
-0.561573,null,0.307241,null,null
