t,deltaS
1,0.3854
2,0.01752
3,-0.02441
4,0.005464
5,-0.07616
6,-0.002823
7,-0.04628
8,-0.03231
9,-0.03269
10,0.00494
11,-0.000288
12,-0.06133
13,-0.05087
14,-0.008824
15,0.02572
16,0.006148
17,0.03511
18,-0.04429
19,-0.0145
20,-0.06554
21,-1.62
22,-0.2979
23,-0.6937
24,-0.4612
25,0.9466
26,-1.641
27,0.02998
28,-0.4609
29,0.5688
30,-0.3524
31,-1.162
32,-0.452
33,0.7568
34,-0.0896
35,0.464
36,-0.3025
37,0.6102
38,0.1079
39,-0.2685
40,-0.7854
41,0.4493
42,1.477
43,0.7302
44,0.7652
45,0.1609
46,-0.7967
47,0.9434
48,-0.6786
49,0.898
50,-0.2686
51,-0.3217
52,-0.6852
53,-0.5553
54,-0.4696
55,-0.2019
56,-0.01275
57,-0.3461
58,-0.05027
59,-1.071
60,-0.1535
61,-0.06807
62,-0.09409
63,0.03792
64,0.1536
65,-0.9909
66,1.345
67,-0.682
68,1.726
69,0.1405
70,-0.1643
71,-1.343
72,0.563
73,2.01
74,0.3713
75,-0.3534
76,0.4795
77,-0.07201
78,0.2195
79,0.1809
80,-0.3169
81,-0.3368
82,0.666
83,-0.337
84,-0.25
85,-0.5355
86,-0.5281
87,0.7782
88,0.04962
89,0.2052
90,-0.1726
91,0.9264
92,-1.054
93,-0.4224
94,0.01008
95,0.9074
96,0.8772
97,0.2417
98,1.288
99,0.5427
100,0.6885
101,-0.645
102,-0.5506
103,0.6515
104,-0.6076
105,-0.3242
106,0.4966
107,0.6118
108,1.09
109,-0.23
110,-0.9945
111,-0.2138
112,0.2631
113,-1.029
114,-0.5095
115,1.149
116,-0.993
117,0.6753
118,0.16
119,-0.2673
120,-0.7851
121,-0.3298
122,-0.2952
123,-0.2308
124,-1.521
125,0.8887
126,1.055
127,0.8024
128,-0.637
129,-0.4543
130,-0.5383
131,-0.1561
132,1.074
133,0.3206
134,0.581
135,-0.975
136,-0.3027
137,-1.254
138,0.3145
139,0.4191
140,1.569
141,-0.1864
142,-0.8586
143,0.7561
144,1.45
145,-0.3819
146,0.693
147,0.746
148,0.6906
149,-1.275
150,1.36
151,1.005
152,0.1997
153,-0.3365
154,0.4513
155,0.6591
156,0.5289
157,0.8921
158,0.2009
159,-0.3826
160,0.03269
161,-0.08114
162,0.2684
163,-0.06241
164,0.6508
165,-0.1665
166,0.8025
167,0.8036
168,0.8555
169,0.2719
170,1.235
171,-0.407
172,-0.1802
173,0.08927
174,1.385
175,0.6106
176,-0.8472
177,0.05308
178,1.168
179,0.7192
180,0.8951
181,0.3776
182,0.7028
183,0.08408
184,0.4283
185,0.773
186,-0.1157
187,-0.3002
188,0.7117
189,0.5309
190,-0.357
191,-0.7955
192,0.09695
193,0.5202
194,0.3336
195,0.5138
