MDTU,min_width,max_width
1,0.0640581,0.036318
2,0.0630711,0.0358997
3,0.0611111,0.0339728
4,0.0598702,0.0339636
5,0.0608212,0.0337821
6,0.0616584,0.0344862
7,0.0643341,0.0356118
8,0.0633847,0.0350551
9,0.0629769,0.0345261
10,0.0641948,0.0352206
11,0.0628299,0.0351181
12,0.0641684,0.0354554
13,0.0639153,0.0353216
14,0.0644639,0.0351776
15,0.0655999,0.0360658
16,0.0658766,0.0367255
17,0.0645891,0.0362527
18,0.0656134,0.0365715
19,0.0670373,0.0363872
20,0.0639359,0.0340575
21,0.06186,0.0342359
22,0.0624599,0.0338004
23,0.0648577,0.0354165
24,0.0656416,0.0356229
25,0.0656416,0.0356229
26,0.0680459,0.0366454
27,0.0688565,0.0370293
28,0.066353,0.0357276
29,0.0659967,0.0347644
30,0.06319,0.0335536
31,0.0637587,0.0342928
32,0.0631064,0.0345393
33,0.0631064,0.0345393
34,0.064194,0.0338258
35,0.0627627,0.0338591
36,0.0643986,0.0350555
37,0.0643986,0.0350555
38,0.0617517,0.0328144
39,0.0652872,0.0346933
40,0.0633789,0.0333881
41,0.0644081,0.0347484
42,0.0644081,0.0347484
43,0.0645051,0.0347168
44,0.0638728,0.0343085
45,0.0627048,0.0343248
46,0.0640702,0.0345194
47,0.0640702,0.0345194
48,0.062916,0.0337282
49,0.062916,0.0337282
50,0.0638958,0.0334238
51,0.0629135,0.0337875
52,0.0617722,0.0322474
53,0.0614954,0.0328736
54,0.0609408,0.0326618
55,0.0602631,0.0321731
56,0.0608332,0.0323001
57,0.0612114,0.0323919
58,0.0607833,0.0326448
59,0.0617025,0.0329126
60,0.0634975,0.0331267
61,0.0624908,0.032761
62,0.0630166,0.033619
63,0.0621689,0.0334746
64,0.0623655,0.0329795
65,0.0616436,0.0326245
66,0.0616436,0.0326245
67,0.061226,0.0325372
68,0.0619957,0.0339189
69,0.0645566,0.0345842
70,0.0645247,0.0345675
71,0.0641191,0.0340302
72,0.0635181,0.0336451
73,0.0635181,0.0336451
74,0.0648864,0.0351559
75,0.0654662,0.0345141
76,0.0646004,0.034413
77,0.0635897,0.0335875
78,0.0635897,0.0335875
79,0.0623094,0.0332051
80,0.0630798,0.0335948
81,0.0614586,0.0328089
82,0.062816,0.0330138
83,0.0636538,0.0337408
84,0.0625294,0.0332614
85,0.0622308,0.0341996
86,0.0613875,0.0329296
87,0.0620684,0.0332525
88,0.0620973,0.032929
89,0.0612551,0.0329587
90,0.0609919,0.0336297
91,0.0609919,0.0336297
92,0.0629265,0.0332306
93,0.0615501,0.0330138
94,0.0617071,0.0332511
95,0.0617071,0.0332511
96,0.0604169,0.0323462
97,0.0623922,0.0328537
98,0.0614485,0.0328807
99,0.0614485,0.0328807
100,0.0623321,0.03286
101,0.0621599,0.0335669
102,0.0634033,0.0335212
103,0.062592,0.032619
104,0.0622722,0.0328848
105,0.0630159,0.0332479
106,0.0630159,0.0332479
107,0.0627267,0.0328768
108,0.0631829,0.0339783
109,0.064005,0.0338889
110,0.0617879,0.0330534
111,0.0626997,0.0335867
112,0.0627264,0.0339449
113,0.0630318,0.0332583
114,0.0632193,0.0336742
115,0.0632193,0.0336742
116,0.061593,0.0331696
117,0.0623171,0.0327935
118,0.0622151,0.0333945
119,0.0631139,0.0330391
120,0.0625578,0.0331318
121,0.0602697,0.032014
122,0.0614622,0.0322705
123,0.0603006,0.0318561
124,0.0621187,0.0327905
125,0.0621187,0.0327905
126,0.0621187,0.0327905
127,0.0628555,0.0329439
128,0.0615725,0.0324538
129,0.0613138,0.0323194
130,0.059893,0.0313278
131,0.0595021,0.0309799
132,0.0595021,0.0309799
133,0.0595021,0.0309799
134,0.0599659,0.0311801
135,0.059994,0.0312039
136,0.0589358,0.0306035
137,0.0591709,0.0308003
138,0.0597938,0.0316429
139,0.0597938,0.0316429
140,0.0593287,0.0309027
141,0.0600301,0.0317968
142,0.0611114,0.0317493
143,0.0611114,0.0317493
144,0.0611114,0.0317493
145,0.0601454,0.0316595
146,0.0601454,0.0316595
147,0.0621004,0.0320018
148,0.0621004,0.0320018
149,0.0615848,0.0316471
150,0.0615848,0.0316471
151,0.0623718,0.0323002
152,0.0623718,0.0323002
153,0.0636718,0.0330061
154,0.0636718,0.0330061
155,0.0636718,0.0330061
156,0.0651031,0.0342234
157,0.0654795,0.0345711
158,0.0664629,0.0353406
159,0.0658745,0.0348595
160,0.0653044,0.0345034
161,0.0641689,0.0335736
162,0.065457,0.0346995
163,0.0647893,0.0342427
164,0.0647893,0.0342427
165,0.0659619,0.0339023
166,0.0659619,0.0339023
167,0.0659619,0.0339023
168,0.0659619,0.0339023
169,0.0659619,0.0339023
170,0.0659619,0.0339023
171,0.0661879,0.0344046
172,0.0645126,0.0338447
173,0.0645855,0.0338994
174,0.0642686,0.0342441
175,0.0640971,0.0334157
176,0.0632497,0.0330004
177,0.0640222,0.0340763
178,0.0640222,0.0340763
179,0.0640222,0.0340763
180,0.0650336,0.0351146
181,0.0625912,0.0331643
182,0.0625912,0.0331643
183,0.0625862,0.0329944
184,0.0622237,0.0329743
185,0.0622237,0.0329743
186,0.0641004,0.0329694
187,0.0646202,0.0336595
188,0.0646202,0.0336595
189,0.0646202,0.0336595
190,0.0626623,0.0325977
191,0.0628203,0.0333343
192,0.0621296,0.0324049
193,0.062476,0.0325469
194,0.0619878,0.031962
195,0.0619878,0.031962
196,0.0631813,0.0322257
197,0.062746,0.0324931
198,0.0624618,0.0332924
199,0.0636985,0.0334839
200,0.0628178,0.0323277
201,0.0628178,0.0323277
202,0.0618756,0.0317884
203,0.0618756,0.0317884
204,0.0594206,0.0314296
205,0.060242,0.0313509
206,0.0604272,0.0318122
207,0.0604272,0.0318122
208,0.0620963,0.0316698
209,0.0619064,0.0322635
210,0.0612222,0.0324027
211,0.0608129,0.0317813
