t,accP
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,0
51,1
52,1
53,0
54,0
55,1
56,1
57,1
58,0
59,1
60,1
61,0
62,1
63,0
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,1
72,0
73,0
74,0
75,1
76,0
77,1
78,1
79,1
80,1
81,1
82,0
83,0
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,0
92,1
93,1
94,1
95,0
96,0
97,0
98,0
99,1
100,1
101,1
102,1
103,1
104,0
105,1
106,1
107,1
108,1
109,0
110,1
111,1
112,0
113,1
114,1
115,1
116,0
117,1
118,0
119,1
120,1
121,0
122,1
123,1
124,0
125,1
126,0
127,1
128,1
129,0
130,1
131,1
132,0
133,1
134,1
135,1
136,0
137,1
138,0
139,1
140,1
141,1
142,1
143,1
144,0
145,1
146,1
147,1
148,0
149,1
150,0
151,1
152,1
153,0
154,1
155,0
156,1
157,1
158,1
159,0
160,1
161,1
162,1
163,1
164,1
165,0
166,0
167,1
168,1
169,1
170,1
171,0
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,0
185,0
186,1
187,1
188,1
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,0
197,0
198,1
199,0
200,1
201,1
202,1
203,0
204,1
205,0
206,0
207,1
208,1
209,0
210,0
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,0
227,1
228,0
229,1
230,0
231,0
232,1
233,0
234,1
235,1
236,1
237,0
238,1
239,1
240,1
241,1
242,0
243,1
244,1
245,1
246,1
247,1
248,0
249,0
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,0
261,1
262,0
263,1
264,0
265,1
266,0
267,1
268,1
269,0
270,0
271,1
272,1
273,1
274,1
275,1
276,1
277,0
278,0
279,1
280,0
281,1
282,1
283,0
284,0
285,1
286,0
287,1
288,1
289,1
290,0
291,1
292,0
293,0
294,1
295,1
296,0
297,1
298,1
299,1
300,1
301,1
302,0
303,0
304,0
305,1
306,0
307,1
308,1
309,1
310,1
311,0
312,1
313,0
314,1
315,1
316,1
317,1
318,0
319,0
320,1
321,1
322,1
323,1
324,0
325,1
326,1
327,1
328,1
329,0
330,1
331,1
332,0
333,1
334,1
335,0
336,1
337,1
338,0
339,0
340,1
341,1
342,1
343,1
344,1
345,0
346,1
347,1
348,0
349,1
350,0
351,0
352,1
353,1
354,1
355,1
356,0
357,0
358,1
359,1
360,1
361,0
362,0
363,0
364,0
365,1
366,1
367,0
368,0
369,1
370,0
371,1
372,1
373,0
374,1
375,1
376,1
377,0
378,1
379,1
380,1
381,0
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,0
392,0
393,1
394,0
395,1
396,1
397,0
398,1
399,1
400,1
401,1
402,1
403,1
404,0
405,0
406,0
407,0
408,1
409,1
410,0
411,1
412,0
413,0
414,1
415,0
416,1
417,0
418,1
419,1
420,1
421,0
422,1
423,1
424,1
425,1
426,0
427,1
428,1
429,1
430,0
431,0
432,1
433,1
434,1
435,1
436,0
437,0
438,1
439,1
440,0
441,0
442,0
443,0
444,1
445,0
446,1
447,1
448,1
449,1
450,1
451,0
452,1
453,1
454,0
455,1
456,0
457,0
458,1
459,0
460,1
461,1
462,1
463,0
464,1
465,1
466,0
467,1
468,0
469,0
470,1
471,1
472,0
473,1
474,1
475,0
476,0
477,1
478,1
479,1
480,1
481,1
482,0
483,0
484,1
485,0
486,1
487,1
488,0
489,1
490,0
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,0
499,1
500,0
501,1
502,1
503,1
504,1
505,0
506,1
507,1
508,1
509,1
510,1
511,0
512,1
513,0
514,1
515,1
516,0
517,0
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,0
526,1
527,0
528,0
529,0
530,1
531,1
532,0
533,0
534,0
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,0
543,0
544,0
545,0
546,1
547,1
548,0
549,0
550,1
551,1
552,0
553,1
554,1
555,1
556,0
557,1
558,0
559,0
560,0
561,1
562,0
563,1
564,0
565,0
566,0
567,1
568,0
569,0
570,0
571,1
572,0
573,0
574,1
575,1
576,0
577,1
578,0
579,0
580,1
581,0
582,1
583,1
584,1
585,0
586,0
587,1
588,1
589,0
590,0
591,1
592,1
593,0
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
