t,e^(-dS)
1,0.467199
2,0.956351
3,1.06554
4,1.0676
5,1.11127
6,1.00251
7,0.956801
8,0.97823
9,1.07709
10,1.08101
11,0.954908
12,0.995054
13,1.08836
14,1.02495
15,1.06155
16,1.01468
17,1.11527
18,1.04772
19,1.0405
20,1.15073
21,1.00022
22,1.29927
23,0.848318
24,1.4547
25,1.24197
26,0.895118
27,0.858301
28,0.695169
29,0.994934
30,0.983409
31,0.848572
32,1.76473
33,0.717774
34,1.41992
35,1.09571
36,0.87136
37,1.07125
38,0.825472
39,0.862259
40,1.11082
41,0.455163
42,1.55411
43,2.40152
44,0.480802
45,3.67664
46,2.34902
47,0.704054
48,0.412838
49,6.57319
50,0.466872
51,1.0158
52,0.956418
53,0.229696
54,0.402283
55,2.18868
56,0.729132
57,0.29464
58,0.670789
59,0.174645
60,3.51135
61,0.363128
62,2.32519
63,0.256404
64,0.850696
65,0.982151
66,1.76897
67,0.915148
68,0.333871
69,1.32896
70,0.673478
71,0.695239
72,0.638713
73,0.253093
74,0.800275
75,0.751939
76,0.328243
77,1.2766
78,1.09406
79,0.415032
80,1.02915
81,0.186747
82,0.314428
83,0.34611
84,1.68035
85,1.80778
86,0.657244
87,1.45907
88,2.29998
89,1.37026
90,0.391097
91,0.803482
92,1.78033
93,2.00712
94,3.96299
95,0.334205
96,0.710135
97,0.751864
98,0.210136
99,1.21349
100,6.47533
101,0.849846
102,1.88156
103,0.352396
104,0.807268
105,0.764831
106,0.688115
107,0.994122
108,1.28172
109,0.197899
110,0.358438
111,0.959042
112,0.532166
113,0.309747
114,1.10849
115,0.868402
116,0.442905
117,0.683725
118,0.667911
119,1.94507
120,0.760408
121,0.460151
122,0.985408
123,1.06376
124,0.890831
125,1.63706
126,0.641337
127,1.38597
128,1.19208
129,0.46098
130,1.24682
131,0.82407
132,0.282239
133,3.78861
134,3.05262
135,0.568133
136,0.451672
137,0.203112
138,0.728185
139,0.839121
140,1.71343
141,0.507682
142,5.21219
143,1.98695
144,0.720219
145,1.38833
146,1.31443
147,2.13081
148,0.0941374
149,1.15258
150,0.470528
151,1.48632
152,2.17059
153,0.255892
154,1.19232
155,0.236691
156,0.998541
157,1.49691
158,4.60434
159,0.281957
160,0.530201
161,1.16789
162,0.258464
163,0.709851
164,0.851803
165,0.302401
166,0.133855
167,2.36245
168,1.01895
169,1.49676
170,1.45252
171,0.434309
172,2.58726
173,0.455664
174,3.37704
175,1.79643
176,0.806945
177,0.45717
178,2.57307
179,0.299992
180,1.1928
181,0.760636
182,0.910538
183,0.247833
184,0.634194
185,0.526186
186,0.900415
187,0.619774
188,1.79787
189,2.46576
190,0.861311
191,0.522464
192,0.571895
193,0.632801
194,7.73689
195,0.928421
196,0.312235
197,0.443082
198,7.12778
199,0.258205
200,2.15416
201,3.09875
202,0.265537
203,0.298794
204,1.81702
205,0.404785
206,0.138623
207,0.444992
208,2.12868
209,0.386548
210,0.566658
211,0.646488
212,0.408118
213,0.618412
214,0.260019
215,0.811395
216,0.612626
217,3.0283
218,1.40425
219,1.02781
220,1.14031
221,0.802599
222,3.95903
223,0.853594
224,1.07015
225,1.63919
226,0.120152
227,0.29464
228,0.285076
229,1.46521
230,0.245122
231,0.455892
232,1.9517
233,0.276927
234,2.66659
235,2.06205
236,0.892883
237,0.775769
