ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.953239,-0.00600645,null,null,null
-0.786634,null,-0.312059,null,null
-0.474903,null,null,0.614046,null
0.00399534,null,null,null,0.0064045
0.959472,-0.00398674,null,null,null
-0.588294,null,-0.248807,null,null
-0.639628,null,null,0.563776,null
0.000937659,null,null,null,-0.0165047
0.95856,-0.00410354,null,null,null
-0.75164,null,-0.281193,null,null
-0.598426,null,null,0.418642,null
-0.00273711,null,null,null,-0.0157309
0.956346,-0.00576905,null,null,null
-0.6716,null,-0.260408,null,null
-0.591851,null,null,0.2905,null
0.00861926,null,null,null,-0.0018648
0.957753,-0.00622306,null,null,null
-0.711181,null,-0.165366,null,null
-0.704936,null,null,0.238175,null
-0.00625881,null,null,null,-0.00521681
0.960341,-0.00337384,null,null,null
-0.646476,null,-0.261669,null,null
-0.645839,null,null,0.379241,null
-0.010456,null,null,null,-0.00806354
0.959607,-0.00361636,null,null,null
-0.531258,null,-0.113073,null,null
-0.860431,null,null,0.432226,null
-0.00731271,null,null,null,0.00262159
0.95901,-0.00111269,null,null,null
-0.906709,null,0.0373975,null,null
-0.736542,null,null,0.281524,null
0.00632996,null,null,null,-0.00476302
0.95773,0.00115346,null,null,null
-0.836448,null,0.042125,null,null
-0.763879,null,null,0.221078,null
0.00493529,null,null,null,-0.00350959
0.958504,-0.00365563,null,null,null
-0.707553,null,0.113956,null,null
-0.611299,null,null,0.213426,null
0.011109,null,null,null,-0.00240215
0.954351,-0.000899518,null,null,null
-0.770818,null,0.100384,null,null
-0.662324,null,null,0.175856,null
0.00175672,null,null,null,-0.0174156
0.96043,-0.00553009,null,null,null
-0.690762,null,0.0994109,null,null
-0.760997,null,null,0.479982,null
0.00134005,null,null,null,0.00414405
0.957759,-0.0018884,null,null,null
-0.645814,null,0.0251835,null,null
-0.783741,null,null,0.373791,null
-0.00250649,null,null,null,-0.00251569
0.959021,-0.00404626,null,null,null
-0.498449,null,0.215739,null,null
-0.680499,null,null,0.383493,null
-0.00148811,null,null,null,0.00958611
0.95988,0.000149824,null,null,null
-0.541011,null,0.145173,null,null
-0.468011,null,null,0.422039,null
-0.0103237,null,null,null,-0.00264248
0.960987,0.00647471,null,null,null
-0.529061,null,0.104325,null,null
-0.733383,null,null,0.266986,null
-0.00583321,null,null,null,0.00234637
0.962296,0.00291033,null,null,null
-0.460376,null,0.165742,null,null
-0.64769,null,null,0.367315,null
0.0019048,null,null,null,0.0147439
0.962791,0.00492488,null,null,null
-0.509382,null,0.256016,null,null
-0.62727,null,null,0.299623,null
0.00243895,null,null,null,0.00508069
0.961016,-0.000311715,null,null,null
-0.557245,null,0.23123,null,null
-0.4951,null,null,0.445952,null
