t,|deltaS|
1,0.761
2,0.04463
3,0.06348
4,0.06541
5,0.1055
6,0.002502
7,0.04416
8,0.02201
9,0.07426
10,0.0779
11,0.04614
12,0.004958
13,0.08467
14,0.02464
15,0.05973
16,0.01457
17,0.1091
18,0.04662
19,0.0397
20,0.1404
21,0.0002181
22,0.2618
23,0.1645
24,0.3748
25,0.2167
26,0.1108
27,0.1528
28,0.3636
29,0.005079
30,0.01673
31,0.1642
32,0.568
33,0.3316
34,0.3506
35,0.0914
36,0.1377
37,0.06883
38,0.1918
39,0.1482
40,0.1051
41,0.7871
42,0.4409
43,0.8761
44,0.7323
45,1.302
46,0.854
47,0.3509
48,0.8847
49,1.883
50,0.7617
51,0.01568
52,0.04456
53,1.471
54,0.9106
55,0.7833
56,0.3159
57,1.222
58,0.3993
59,1.745
60,1.256
61,1.013
62,0.8438
63,1.361
64,0.1617
65,0.01801
66,0.5704
67,0.08867
68,1.097
69,0.2844
70,0.3953
71,0.3635
72,0.4483
73,1.374
74,0.2228
75,0.2851
76,1.114
77,0.2442
78,0.0899
79,0.8794
80,0.02873
81,1.678
82,1.157
83,1.061
84,0.519
85,0.5921
86,0.4197
87,0.3778
88,0.8329
89,0.315
90,0.9388
91,0.2188
92,0.5768
93,0.6967
94,1.377
95,1.096
96,0.3423
97,0.2852
98,1.56
99,0.1935
100,1.868
101,0.1627
102,0.6321
103,1.043
104,0.2141
105,0.2681
106,0.3738
107,0.005895
108,0.2482
109,1.62
110,1.026
111,0.04182
112,0.6308
113,1.172
114,0.103
115,0.1411
116,0.8144
117,0.3802
118,0.4036
119,0.6653
120,0.2739
121,0.7762
122,0.0147
123,0.06181
124,0.1156
125,0.4929
126,0.4442
127,0.3264
128,0.1757
129,0.7744
130,0.2206
131,0.1935
132,1.265
133,1.332
134,1.116
135,0.5654
136,0.7948
137,1.594
138,0.3172
139,0.1754
140,0.5385
141,0.6779
142,1.651
143,0.6866
144,0.3282
145,0.3281
146,0.2734
147,0.7565
148,2.363
149,0.142
150,0.7539
151,0.3963
152,0.775
153,1.363
154,0.1759
155,1.441
156,0.00146
157,0.4034
158,1.527
159,1.266
160,0.6345
161,0.1552
162,1.353
163,0.3427
164,0.1604
165,1.196
166,2.011
167,0.8597
168,0.01877
169,0.4033
170,0.3733
171,0.834
172,0.9506
173,0.786
174,1.217
175,0.5858
176,0.2145
177,0.7827
178,0.9451
179,1.204
180,0.1763
181,0.2736
182,0.09372
183,1.395
184,0.4554
185,0.6421
186,0.1049
187,0.4784
188,0.5866
189,0.9025
190,0.1493
191,0.6492
192,0.5588
193,0.4576
194,2.046
195,0.07427
196,1.164
197,0.814
198,1.964
199,1.354
200,0.7674
201,1.131
202,1.326
203,1.208
204,0.5972
205,0.9044
206,1.976
207,0.8097
208,0.7555
209,0.9505
210,0.568
211,0.4362
212,0.8962
213,0.4806
214,1.347
215,0.209
216,0.49
217,1.108
218,0.3395
219,0.02743
220,0.1313
221,0.2199
222,1.376
223,0.1583
224,0.0678
225,0.4942
226,2.119
227,1.222
228,1.255
229,0.382
230,1.406
231,0.7855
232,0.6687
233,1.284
234,0.9808
235,0.7237
236,0.1133
237,0.2539
238,0.7676
239,0.4556
240,0.2215
241,0.9009
242,0.9131
243,0.6434
244,1.359
245,0.9313
246,1.304
247,0.07385
248,1.826
249,0.6554
250,0.1176
251,1.05
252,1.02
253,0.9847
254,0.7329
255,0.2859
256,0.04198
257,0.1075
258,0.08541
259,0.6397
260,1.262
261,0.2346
262,0.6759
263,0.6401
264,0.8713
265,1.257
266,0.6328
267,0.03323
268,2.314
269,2.43
270,1.079
271,1.016
272,0.6597
273,0.3896
274,0.4284
275,1.343
276,1.794
277,1.395
278,0.3576
279,0.7933
280,0.2558
281,0.8854
282,1.232
