ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.987109,-0.00640389,null,null,null
-0.279569,null,-0.0893504,null,null
-0.228214,null,null,0.206761,null
0.000767885,null,null,null,0.00277862
0.987391,-0.00426639,null,null,null
-0.258219,null,-0.0601026,null,null
-0.229094,null,null,0.222765,null
0.00206183,null,null,null,-0.00655667
0.987282,-0.00423549,null,null,null
-0.320966,null,-0.0365541,null,null
-0.294513,null,null,0.178203,null
-0.00267751,null,null,null,-0.00601859
0.987208,-0.0060369,null,null,null
-0.279474,null,-0.0146475,null,null
-0.248624,null,null,0.140281,null
0.0028891,null,null,null,-0.00186176
0.987186,-0.00654671,null,null,null
-0.249756,null,-0.0331599,null,null
-0.246619,null,null,0.148982,null
-0.00334826,null,null,null,-0.000155047
0.987265,-0.00358633,null,null,null
-0.261139,null,-0.0307208,null,null
-0.234174,null,null,0.143457,null
-0.00480344,null,null,null,-0.00561796
0.987246,-0.00369356,null,null,null
-0.250321,null,0.0142009,null,null
-0.309281,null,null,0.157995,null
-0.000677547,null,null,null,0.00184769
0.987299,-0.00105223,null,null,null
-0.296129,null,0.0252656,null,null
-0.291598,null,null,0.149448,null
0.00116677,null,null,null,-0.00187626
0.987261,0.00153665,null,null,null
-0.32663,null,0.0727803,null,null
-0.308327,null,null,0.098755,null
-0.000366955,null,null,null,-0.00259398
0.987224,-0.00360858,null,null,null
-0.293689,null,0.0968904,null,null
-0.266603,null,null,0.108219,null
0.00661257,null,null,null,-0.00428918
0.987075,-0.000933191,null,null,null
-0.302411,null,0.0788159,null,null
-0.283771,null,null,0.102538,null
0.00178578,null,null,null,-0.00715122
0.98703,-0.00582504,null,null,null
-0.26495,null,0.0909336,null,null
-0.284679,null,null,0.17107,null
0.00221291,null,null,null,-0.00107096
0.98705,-0.00183589,null,null,null
-0.278484,null,0.0669744,null,null
-0.339609,null,null,0.187202,null
0.000573774,null,null,null,-0.0033314
0.987263,-0.0041031,null,null,null
-0.232605,null,0.116912,null,null
-0.288259,null,null,0.173431,null
-0.0015144,null,null,null,0.0077545
0.98719,0.000227989,null,null,null
-0.242229,null,0.10732,null,null
-0.236615,null,null,0.164209,null
-0.00794111,null,null,null,-0.00168671
0.987117,0.00663891,null,null,null
-0.253617,null,0.12385,null,null
-0.274481,null,null,0.110771,null
-0.00340608,null,null,null,0.00187868
0.987011,0.00296102,null,null,null
-0.262366,null,0.136923,null,null
-0.266101,null,null,0.161269,null
-0.0015643,null,null,null,0.00724895
0.987079,0.00500396,null,null,null
-0.278461,null,0.142965,null,null
-0.250563,null,null,0.139956,null
0.000745179,null,null,null,0.000683205
0.98709,-0.000244225,null,null,null
-0.297627,null,0.136685,null,null
-0.239826,null,null,0.177516,null
-0.000464545,null,null,null,0.004651
0.986738,0.00901928,null,null,null
-0.263644,null,0.0954131,null,null
-0.191166,null,null,0.160639,null
-0.00138627,null,null,null,0.00146996
0.986771,0.0098168,null,null,null
-0.214949,null,0.0573439,null,null
-0.208494,null,null,0.18689,null
-0.00345523,null,null,null,-0.000498889
