MDTU,0,2,4,6,8,10
10,16.3544,16.3519,16.3261,16.3224,16.3187,16.3098
20,16.3491,16.3255,16.3107,16.3016,16.2892,16.2868
30,16.585,16.554,16.5397,16.5157,16.5056,16.4768
40,16.7071,16.6833,16.6776,16.6644,16.6582,16.6536
50,16.8496,16.8199,16.7988,16.7799,16.7654,16.7592
60,16.9501,16.9109,16.9009,16.8942,16.889,16.882
70,17.0077,16.9849,16.9665,16.9485,16.9352,16.9216
80,17.0801,17.0501,17.0438,17.033,17.0256,17.0167
90,17.1951,17.1706,17.1441,17.1376,17.11,17.097
100,17.2172,17.1901,17.1751,17.1606,17.1434,17.1322
110,17.0993,17.0843,17.0665,17.0629,17.0562,17.0541
120,17.2638,17.2436,17.235,17.2182,17.211,17.2051
130,17.4496,17.4199,17.3977,17.3784,17.3647,17.3475
140,17.4573,17.4303,17.4224,17.409,17.4075,17.3994
150,17.445,17.4133,17.4106,17.3988,17.3824,17.3774
160,17.5273,17.5044,17.4887,17.4818,17.4724,17.4696
170,17.6389,17.613,17.6005,17.5926,17.5787,17.5738
180,17.5974,17.5721,17.5533,17.5397,17.5335,17.5232
190,17.6839,17.6594,17.6454,17.6391,17.6307,17.6231
200,17.8078,17.7681,17.7583,17.7457,17.7359,17.7303
210,17.9375,17.9098,17.8948,17.8759,17.863,17.8495
220,17.6837,17.6556,17.6382,17.6194,17.6124,17.6054
230,17.853,17.8274,17.8201,17.8039,17.7946,17.7818
240,17.9218,17.8908,17.8827,17.8733,17.8588,17.8416
250,17.8165,17.78,17.7737,17.7677,17.7624,17.7594
260,17.9562,17.9256,17.9139,17.9013,17.8965,17.8823
270,17.8564,17.8536,17.8509,17.8256,17.8228,17.8187
280,17.9927,17.964,17.9546,17.9503,17.9369,17.9249
290,17.8593,17.8366,17.8312,17.8181,17.811,17.8029
300,18.0311,18.0067,17.9973,17.972,17.9634,17.9533
310,17.8556,17.8448,17.8349,17.8243,17.8197,17.814
320,18.0773,18.05,18.0386,18.0236,18.0131,17.9985
330,17.9899,17.9763,17.9461,17.9438,17.9392,17.9324
340,18.2395,18.211,18.1965,18.189,18.1789,18.1719
350,18.5394,18.5184,18.503,18.4819,18.4675,18.451
360,18.2447,18.2123,18.2026,18.1938,18.1881,18.1819
370,18.2913,18.2627,18.2557,18.2512,18.2382,18.2345
380,18.3761,18.3516,18.3379,18.3159,18.3057,18.2967
390,18.2462,18.2133,18.2078,18.1909,18.1797,18.1709
400,18.2213,18.1984,18.1857,18.1817,18.1748,18.1709
410,18.1561,18.1288,18.1205,18.112,18.1071,18.0961
420,18.1472,18.1183,18.1073,18.0965,18.0935,18.0895
430,18.0642,18.0344,18.0307,18.0227,18.0174,18.0142
440,18.1553,18.1252,18.1196,18.1066,18.0922,18.0823
450,18.2886,18.2661,18.2489,18.2311,18.2198,18.2158
460,18.2599,18.2337,18.2251,18.2144,18.2088,18.1999
470,18.1012,18.0735,18.0614,18.0506,18.0452,18.0306
480,18.1303,18.1002,18.0899,18.0825,18.0785,18.0714
490,18.2082,18.1734,18.1671,18.1566,18.1507,18.1429
500,18.218,18.1827,18.1754,18.1685,18.1642,18.154
510,18.0952,18.0622,18.0553,18.0357,18.0267,18.015
520,18.2618,18.2266,18.2139,18.1996,18.1936,18.1849
530,18.3126,18.2779,18.2594,18.2511,18.242,18.2233
540,18.2559,18.2237,18.219,18.2025,18.1981,18.1847
550,18.0487,18.028,18.0175,18.0128,18.0089,18.0037
560,18.2402,18.2146,18.1954,18.1801,18.1735,18.1685
570,18.3247,18.2995,18.2957,18.29,18.2778,18.2714
580,18.1591,18.1316,18.125,18.1137,18.1054,18.101
590,18.2235,18.1994,18.1875,18.1766,18.1692,18.1641
600,18.2535,18.239,18.2259,18.2176,18.2133,18.1957
610,18.0792,18.067,18.0497,18.0428,18.0413,18.0324
620,18.1865,18.1631,18.154,18.1387,18.1228,18.1049
630,18.0777,18.06,18.0526,18.0386,18.0325,18.0267
640,18.0407,18.0227,18.0017,17.9939,17.9905,17.9872
650,18.0759,18.0444,18.0414,18.0259,18.013,18.0108
660,18.0836,18.0518,18.0474,18.0433,18.0343,18.0307
670,18.1056,18.0855,18.0723,18.0683,18.0599,18.0581
680,18.1647,18.1335,18.1141,18.1021,18.0964,18.0779
690,18.0923,18.0641,18.0537,18.0446,18.0375,18.0324
700,18.0717,18.0403,18.0326,18.0124,17.9999,17.988
710,18.179,18.1507,18.1373,18.1259,18.1041,18.0963
720,18.1684,18.14,18.1323,18.1276,18.1168,18.1097
730,18.2099,18.1818,18.1711,18.1565,18.1497,18.1404
740,18.1626,18.1266,18.1184,18.1115,18.1053,18.1004
750,18.0583,18.0296,18.023,18.0137,18.0064,18.0001
760,18.2761,18.246,18.2332,18.2207,18.2103,18.193
770,18.2286,18.2014,18.1909,18.1788,18.1674,18.1603
780,18.0566,18.0219,18.0181,18.0108,18.0062,17.9975
790,18.1047,18.0838,18.0726,18.0606,18.0542,18.0522
800,18.1377,18.1095,18.1023,18.0943,18.0923,18.0859
810,18.1562,18.1184,18.1024,18.0916,18.0831,18.0736
820,18.2735,18.2457,18.2309,18.2194,18.2148,18.2043
830,18.1765,18.1492,18.1431,18.1338,18.1227,18.1176
840,18.1803,18.1613,18.1527,18.1477,18.1364,18.1317
850,18.2703,18.2404,18.2314,18.223,18.2146,18.2009
860,18.2202,18.2022,18.1829,18.1773,18.1723,18.1644
870,18.1722,18.1433,18.1358,18.1287,18.1235,18.116
880,18.2937,18.2631,18.244,18.2305,18.2224,18.2191
890,18.1047,18.0781,18.0729,18.0683,18.0596,18.0486
900,18.1112,18.0779,18.0674,18.0614,18.0496,18.0412
910,18.085,18.0576,18.0472,18.038,18.0342,18.0247
920,18.1413,18.1125,18.1005,18.0891,18.0746,18.0647
930,18.0699,18.0485,18.046,18.033,18.0217,18.0161
940,18.0386,18.0166,18.0092,17.9964,17.9914,17.9795
950,18.1975,18.1719,18.1615,18.1523,18.1403,18.135
960,18.2361,18.2026,18.1968,18.1863,18.1825,18.1769
970,18.0565,18.0206,18.0153,18.0047,18,17.9918
980,18.2929,18.2642,18.2539,18.2391,18.2293,18.2134
990,18.0443,18.0191,18.011,17.9993,17.9942,17.9846
1000,18.144,18.1342,18.1138,18.1106,18.1034,18.0966
1010,18.2666,18.2429,18.2265,18.2129,18.2087,18.2016
1020,18.2263,18.2135,18.1996,18.1936,18.1876,18.184
1030,18.1292,18.1036,18.0983,18.0908,18.082,18.0723
1040,18.5643,18.5386,18.5287,18.4995,18.4884,18.4731
1050,18.0542,18.023,18.019,18.016,18.0056,17.9998
1060,18.1409,18.1065,18.0998,18.0865,18.0797,18.064
1070,18.2628,18.2404,18.2232,18.2034,18.1993,18.1828
1080,18.4521,18.4289,18.4211,18.405,18.387,18.3768
1090,18.2231,18.1936,18.1891,18.1827,18.175,18.1694
1100,18.4533,18.4309,18.4137,18.4075,18.3955,18.3863
1110,18.3735,18.352,18.3342,18.3303,18.3211,18.3053
1120,18.2467,18.2329,18.2165,18.2047,18.2009,18.198
1130,18.353,18.3227,18.3173,18.3075,18.3031,18.2873
1140,18.2072,18.2031,18.1802,18.1779,18.1713,18.163
1150,18.377,18.3709,18.3495,18.3433,18.3375,18.3301
1160,18.6041,18.5812,18.5736,18.56,18.5468,18.5366
1170,18.3772,18.3513,18.345,18.3347,18.3238,18.3173
1180,18.6116,18.5802,18.575,18.5629,18.5558,18.5434
1190,18.1453,18.1225,18.1191,18.1111,18.1044,18.1029
1200,18.5669,18.5424,18.53,18.523,18.5127,18.4987
1210,18.3737,18.3598,18.343,18.3375,18.334,18.3312
1220,18.3787,18.3491,18.3358,18.321,18.3087,18.2913
1230,18.4942,18.4596,18.4477,18.4381,18.4243,18.4182
1240,18.266,18.2354,18.2247,18.209,18.1986,18.1807
1250,18.6618,18.6379,18.622,18.6059,18.5844,18.5717
1260,18.3656,18.3407,18.3244,18.3066,18.293,18.2742
1270,18.2992,18.2705,18.2664,18.2634,18.2523,18.2481
1280,18.3654,18.3411,18.3315,18.3152,18.3046,18.2953
1290,18.3509,18.3199,18.3116,18.3027,18.2959,18.2894
1300,18.3431,18.3157,18.2928,18.2604,18.2494,18.2379
1310,18.3024,18.2719,18.2662,18.2566,18.2505,18.2459
1320,18.6779,18.6429,18.6255,18.6131,18.6068,18.5892
1330,18.3772,18.3424,18.3285,18.3109,18.3091,18.3001
1340,18.4262,18.3959,18.393,18.3863,18.3796,18.3665
1350,18.5428,18.5094,18.4917,18.482,18.4714,18.4521
1360,18.2406,18.2163,18.1984,18.1706,18.1578,18.1432
1370,18.2948,18.274,18.2699,18.2639,18.251,18.2427
1380,18.2781,18.2491,18.2413,18.2314,18.219,18.2126
1390,18.1829,18.1503,18.1397,18.1312,18.1174,18.1131
1400,18.3974,18.3688,18.3626,18.3531,18.3412,18.3327
1410,18.0929,18.066,18.056,18.0493,18.0461,18.0401
1420,17.9729,17.9454,17.9351,17.9284,17.9224,17.9166
1430,18.2233,18.1904,18.1635,18.1529,18.1398,18.1175
1440,18.0453,18.0159,18.0062,17.9988,17.9926,17.9813
1450,17.9909,17.9552,17.9473,17.9439,17.9336,17.9293
1460,18.1329,18.1077,18.0991,18.0787,18.0697,18.0517
1470,18.0004,17.9703,17.9656,17.9556,17.9523,17.9437
1480,18.0837,18.0501,18.0451,18.0187,18.0083,17.9985
1490,18.0032,17.9707,17.9559,17.9319,17.9143,17.9046
